file,page_num,num_lines,Clear,Noisy,Trash,Non-text,Empty,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX000000002,1,3,1,2,0,0,0,15,84,0.8908,0.0,0.9994,454.0,0.0,0.3865,0.4896,0.3333,ces
CTX000000002,2,3,1,0,1,0,1,4,37,0.9023,0.0,0.9994,216.0,0.0,0.4138,0.5172,0.0,ces
CTX000000002,3,2,0,1,1,0,0,7,37,0.8994,0.0,1.0,264.0,0.0,0.4138,0.4828,0.0,ces
CTX000000002,4,2,1,0,0,1,0,7,38,0.9056,0.0,1.0,207.0,0.0,0.4194,0.4839,0.0,ces
