file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,gibberish,word_weird,quality_score,categ
CTX200603179,1,1,"BÍTOV U KONĚPRUS, OKR. BEROUN - STAVBA ELEKTRICKÉ PŘÍPOJKY K RD",,,ces_Latn,0.9991,813.37,11,63,0.0159,0,0,0,0,3,0.0,0.7707,Noisy
CTX200603179,1,2,ČP. 10,,,ces_Latn,0.9562,853.91,2,6,0.0,0,0,0,0,0,0.0,0.4218,Clear
CTX200603179,1,3,NÁLEZOVÁ ZPRÁVA O ARCHEOLOGICKÉM DOHLEDU P,,,ces_Latn,1.0,215.96,6,42,0.0,0,0,0,0,3,0.0,0.8,Trash
CTX200603179,1,4,*AVerPEPNeblogický ústav,,,slk_Latn,0.8139,1470.68,2,24,0.0417,1,1,0,0,0,0.25,0.6527,Noisy
CTX200603179,1,5,ÚAPPSČ PRAHA,,,ces_Latn,0.9192,961.22,2,12,0.0,0,0,0,0,0,0.0,0.8736,Clear
CTX200603179,1,6,09° 1 0 -04- 2006,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Non-text
CTX200603179,1,7,Zprávu podává: DANIEL STOLZ,,,ces_Latn,0.9998,199.27,4,27,0.037,0,0,0,0,0,0.0,0.9079,Clear
CTX200603179,1,8,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,1,9,"c,",,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Non-text
CTX200603179,1,10,Čislo jednací: 424/05 Kl,,,ces_Latn,0.8591,1644.89,4,24,0.0833,0,0,0,0,0,0.0,0.6332,Clear
CTX200603179,1,11,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,1,12,Základní údaje:,,,ces_Latn,0.9988,281.92,2,15,0.0667,0,0,0,0,0,0.0,0.8837,Clear
CTX200603179,1,13,Katastrální území: Bítov u Koněprus,,,ces_Latn,0.9999,371.38,5,35,0.0286,0,0,0,0,0,0.0,0.8316,Clear
CTX200603179,1,14,Lokalita:,,,dan_Latn,0.2785,666.19,1,9,0.1111,0,0,0,0,0,0.0,0.849,Noisy
CTX200603179,1,15,Parcelní čislo: 18,,,ces_Latn,0.9998,1162.34,3,18,0.0556,0,0,0,0,0,0.0,0.7215,Clear
CTX200603179,1,16,Okres Beroun,,,ces_Latn,0.8835,45753.03,2,12,0.0,0,0,0,0,0,0.0,0.712,Trash
CTX200603179,1,17,Lokalizace v mapě 1:10 000:,,,ces_Latn,1.0,1154.92,5,27,0.0741,0,0,0,0,0,0.0,0.6186,Clear
CTX200603179,1,18,Mapový list 12-41-17 okolo bodu 68/217 mm od Z a J sekční čáry,,,ces_Latn,0.9813,1169.1,13,62,0.0484,0,0,0,0,1,0.0,0.6853,Clear
CTX200603179,1,19,Název a druh akce: Stavba elektrické přípojky k RD čp. 10,,,ces_Latn,1.0,779.27,11,57,0.0175,0,0,0,0,0,0.0,0.7335,Clear
CTX200603179,1,20,"Investor: Václav Kubík, Tyršova 75, 266 01 Beroun",,,ces_Latn,0.6301,819.77,8,49,0.0204,0,0,0,0,0,0.0,0.7478,Clear
CTX200603179,1,21,"Základní metoda archeologického výzkumu, dohled",,,ces_Latn,1.0,648.95,5,47,0.0,0,0,0,0,0,0.0,0.9147,Clear
CTX200603179,1,22,Doba výzkumu: únor 2005,,,ces_Latn,0.9998,957.42,4,23,0.0435,0,0,0,0,0,0.0,0.7717,Clear
CTX200603179,1,23,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,1,24,Okolnosti a cil \ýzkumu:,,,ces_Latn,0.9448,1040.46,4,24,0.0833,0,0,0,0,0,0.0,0.7574,Clear
CTX200603179,1,25,Byla provedena kontrola odkrytých výkopů.,,,ces_Latn,0.9998,406.51,5,41,0.0,0,0,0,0,0,0.0,0.9174,Clear
CTX200603179,1,26,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,1,27,Zaměřeni:,,,ces_Latn,1.0,330.74,1,9,0.1111,0,0,0,0,0,0.0,0.8624,Clear
CTX200603179,1,28,Zaměřeni bylo provedeno do základní mapy 1:10 000.,,,ces_Latn,1.0,978.0,8,50,0.02,0,0,0,0,0,0.0,0.7489,Clear
CTX200603179,1,29,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,1,30,Popis terénni situace:,,,ces_Latn,0.547,4314.29,3,22,0.0455,0,0,0,0,0,0.0,0.7358,Trash
CTX200603179,1,31,Ve výkopu byly zjištěny pouze geologické situace,,,ces_Latn,1.0,548.65,7,48,0.0,0,0,0,0,0,0.0,0.8689,Clear
CTX200603179,1,32,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,1,33,Zhodnoceni:,,,ces_Latn,0.9448,1353.72,1,11,0.0909,0,0,0,0,0,0.0,0.8296,Clear
CTX200603179,1,34,Nebyly porušeny archeologické situace.,,,ces_Latn,0.9997,3517.26,4,38,0.0,0,0,0,0,0,0.0,0.7894,Noisy
CTX200603179,1,35,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,1,36,V Kladně 30. 12. 2005 Mgr. Daniel Stolz,,,ces_Latn,0.9984,256.9,8,39,0.0,0,0,0,0,0,0.0,0.7056,Clear
CTX200603179,3,1,ÚSTAV ARCHEOLOGICKÉ PAMÁTKOVÉ,,,ces_Latn,0.9978,493.47,3,29,0.0,0,0,0,0,2,0.0,0.9093,Noisy
CTX200603179,3,2,PÉČE STŘEDNÍCH ČECH,,,ces_Latn,1.0,585.96,3,19,0.0,0,0,0,0,1,0.0,0.8956,Noisy
CTX200603179,3,3,EXPERTNÍ LIST KE STAVBĚ,,,ces_Latn,1.0,7868.04,4,23,0.0,0,0,0,0,1,0.0,0.623,Trash
CTX200603179,3,4,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,3,5,Dokument je určen pro investora stavby jako doklad realizovaného záchranného,,,ces_Latn,0.9909,914.29,10,76,0.0,0,0,0,0,0,0.0,0.8994,Clear
CTX200603179,3,6,výzkumu. Je nedílnou součástí konkrétní stavební akce.,,,ces_Latn,1.0,366.58,7,54,0.0,0,0,0,0,0,0.0,0.8711,Clear
CTX200603179,3,7,V souvislosti s jinou stavební aktivitou je neplatný.,,,ces_Latn,0.9996,504.38,8,53,0.0,0,0,0,0,0,0.0,0.7772,Clear
CTX200603179,3,8,"""* * —* L.A*t**? * """,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Non-text
CTX200603179,3,9,"LOKALITA: BÍTOV U KONĚPRUS,PCI8TT._ . .",,,ces_Latn,0.8483,696.87,6,39,0.0513,0,0,0,1,2,0.025,0.665,Noisy
