file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,gibberish,word_weird,quality_score,categ
CTX200603179,3,10,7--WE * ----- - ser- ■■ • -*-,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Non-text
CTX200603179,3,11,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,3,12,KATASTRÁLNÍ UZEMÍ: BTOVU KONĚPRUS-A OKRES:,,,ces_Latn,0.9996,339.61,5,42,0.0714,0,0,0,0,2,0.0,0.907,Noisy
CTX200603179,3,13,"k- - : .** - - r # * WĚ. -- "" w ' -*** * • ** v •* w",,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Non-text
CTX200603179,3,14,•7. - • .. -* - mxei---r- ------,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Non-text
CTX200603179,3,15,"- -**,* er.**u . Je., - ». *• . r",,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Non-text
CTX200603179,3,16,"MAPA ZM 1:10.000 12-41-17 bodu 68/217;mmodZ a J sekční,čáry",,,ces_Latn,0.6559,769.43,9,59,0.0847,1,1,0,0,3,0.0556,0.626,Noisy
CTX200603179,3,17,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,3,18,INVESTOR: VÁCLAVKUBIK- •,,,vie_Latn,0.3053,242.58,3,24,0.125,1,0,0,0,2,0.0,0.7435,Trash
CTX200603179,3,19,TYRSOVA5===aras ..v 277,,,lit_Latn,0.5581,22877.86,3,23,0.1304,1,0,0,0,0,0.1333,0.2578,Trash
CTX200603179,3,20,"266 01 BEROUN 2=: aEsne "" K- . - -",,,zsm_Latn,0.1651,2720.26,10,34,0.1765,1,0,0,0,0,0.04,0.4434,Noisy
CTX200603179,3,21,"• .,)*$‘ *r***.**- * uwee’-*-—+am-*-- =*=*-r-o-. ved-r n-* ■ -",,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Non-text
CTX200603179,3,22,- * -**=. ■■ wy ew.t-u U**okv* • -**.*=■ -,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Non-text
CTX200603179,3,23,NÁZEVADRUHSTAVBY:ELEKTRICKÄPRPOJKANNK-RDČP. 10,,,ces_Latn,0.9913,441.99,2,46,0.0435,0,0,0,0,1,0.0,0.7088,Noisy
CTX200603179,3,24,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,3,25,DOBA VÝZKUMU: ÚNOR 2005,,,ces_Latn,0.9998,935.76,4,23,0.0435,0,0,0,0,1,0.0,0.7725,Noisy
CTX200603179,3,26,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,3,27,"[r "" A , 1 Ťy I] h A * ,7 *",,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Non-text
CTX200603179,3,28,FORMA ARCHEOLOGICKÉHO_VÝZKUMU: DOHLED,,,ces_Latn,0.9997,933.74,3,37,0.0541,0,0,0,0,1,0.0,0.8834,Noisy
CTX200603179,3,29,"(2 7 M Ä V,:",,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Non-text
CTX200603179,3,30,VÝSLEDEK: NEBYLY ZACHYCENY ARCHEOLOGICKÉ SITUACE. BYLO,,,ces_Latn,1.0,677.64,6,54,0.0185,0,0,0,0,4,0.0,0.9158,Trash
CTX200603179,3,31,ZDOKUMENTOVÁNO POUZE GEOLOGICKÉ PODLOŽÍ.,,,ces_Latn,0.9998,505.83,4,40,0.0,0,0,0,0,3,0.0,0.9123,Trash
CTX200603179,3,32,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,Empty
CTX200603179,3,33,"ÚZEMÍ ZASAŽENÉ STAVEBNÍ ČINNOSTÍ POSOUDIL: MGR. DANIEL STOLZ, .A.",,,ces_Latn,0.9896,313.69,9,65,0.0154,0,0,0,0,4,0.0,0.8849,Noisy
CTX200603179,3,34,ewa esmafkOV e,,,glg_Latn,0.5501,2858.24,3,14,0.0,0,1,0,0,0,0.0333,0.6663,Trash
CTX200603179,3,35,. LEACOVISTEKAAPApuc,,,fin_Latn,0.8534,15585.24,2,20,0.0,0,1,0,0,0,0.0,0.505,Trash
CTX200603179,3,36,DATUM: 10.5. 2005 C.J. 119/2005 KL PODPIS: NoOL,,,pol_Latn,0.4087,421.49,8,47,0.0638,0,0,0,0,1,0.0,0.6355,Noisy
