file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,gibberish,word_weird,vowel_ratio,quality_score,categ,caps_header
CTX196006127,1,3,,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Empty,False
CTX196006127,1,7,,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Empty,False
CTX196006127,1,8,c i. 6%,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Non-text,False
CTX196006127,1,9,"466 /60 Ex,.",,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Non-text,False
CTX196006127,1,10,,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Empty,False
CTX196006127,1,12,,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Empty,False
CTX196006127,1,15,,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Empty,False
CTX196006127,1,17,- M',,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Non-text,False
CTX196006127,1,23,/,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Non-text,False
CTX196006127,1,24,,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Empty,False
CTX196006127,1,29,str. 721. •,,"rický,",N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Non-text,False
CTX196006127,1,30,,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Empty,False
CTX196006127,1,33,,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Empty,False
CTX196006127,1,35,t,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Non-text,False
CTX196006127,1,36,,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Empty,False
CTX196006127,1,43,. 4,,,N/A,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0.0000,0.0000,Non-text,False
