file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,gibberish,word_weird,vowel_ratio,quality_score,categ,caps_header
CTX201601688,1,1,SKU H R O V N A D B Ě L O U,,,ces,0.9998,136.95,13,27,0.0,0,0,0,0,0,0.2692,0.4,0.5908,Trash,True
CTX201601688,1,2,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX201601688,1,3,"Hrad, sběry 1998",,,ces,0.9994,1098.19,3,16,0.0,0,0,0,0,0,0.0,0.3333,0.7596,Clear,False
CTX201601688,1,4,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX201601688,1,5,Muzeum a galerie v Rychnově n. Kn.,,,ces,1.0,1361.04,7,34,0.0,0,0,0,0,0,0.0714,0.4231,0.6821,Noisy,False
CTX201601688,1,6,PhDr. Martina Beková,,,ces,0.75,124.95,3,20,0.0,0,1,0,0,1,0.0333,0.3529,0.8983,Clear,False
CTX201601688,1,7,Bohumír Dragoun,,,ces,0.8297,4193.45,2,15,0.0,0,0,0,0,0,0.0,0.4286,0.7473,Clear,False
CTX201601688,2,1,"SKUHROV NAD BĚLOU hrad, sběry 1998",,,ces,0.9998,611.52,6,34,0.0,0,0,0,0,0,0.0,0.375,0.8537,Clear,False
CTX201601688,2,2,Geomorfologický popis,,,ces,0.8482,5718.81,2,21,0.0,0,0,0,0,0,0.0,0.45,0.721,Clear,False
CTX201601688,2,3,"Hrad se nachází na ostrožně nad řekou Bělou, na úpatí svahů svírajících tok Bělé v rámci",,,ces,1.0,145.07,16,88,0.0,0,0,0,0,0,0.0,0.4306,0.9049,Clear,False
CTX201601688,2,4,"skuhrovské části Podorlické pahorkatiny (SLÁDEK, J. 1977: Zeměpisné vymezení a",,,ces,0.9983,364.25,10,78,0.0128,0,0,0,0,0,0.05,0.4098,0.8532,Clear,False
CTX201601688,2,5,"regionální členění in: Příroda Orlických hor a Podorlicka, Praha 1977, 13-87).",,,ces,1.0,281.55,11,78,0.0128,0,0,0,0,0,0.0,0.4259,0.8423,Clear,False
CTX201601688,2,6,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX201601688,2,7,Podloží a půdní pokryv,,,ces,1.0,253.93,4,22,0.0,0,0,0,0,0,0.0,0.4211,0.8368,Clear,False
CTX201601688,2,8,"Oglejené půdy na fylitech ( NÁLEVKA, B. 1977: Půdní poměry, in: Příroda Orlických hor a",,,ces,1.0,300.51,15,87,0.023,0,0,0,0,0,0.0333,0.4286,0.8345,Clear,False
CTX201601688,2,9,"Podorlicka, Praha 1977, 287-308.).",,,ces,0.75,977.26,4,34,0.0,0,0,0,0,0,0.0,0.4,0.7096,Clear,False
CTX201601688,2,10,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX201601688,2,11,Historie naleziště,,,ces,1.0,740.44,2,18,0.0,0,0,0,0,0,0.0,0.4706,0.8884,Clear,False
CTX201601688,2,12,"Hrad na ostrožně, dvojdílný (předhradí a vlastní hradní areál, patrně plášťový). Patrně založen",,,ces,1.0,114.02,13,95,0.0,0,0,0,0,0,0.0,0.3718,0.9338,Clear,False
CTX201601688,2,13,"Tasem ze Skuhrova kolem r. 1320, za Jiřího z Poděbrad pustne, v roce 1558 jmenován jako",,,ces,1.0,696.96,16,87,0.0,0,0,0,0,0,0.0312,0.3934,0.8147,Clear,False
CTX201601688,2,14,"pustý (Musil, F., Svoboda, L. 1998: Hrady zámky a tvrze okresu Rychnov nad Kněžnou, s.",,,ces,0.9945,280.82,15,86,0.0116,0,0,0,0,0,0.0667,0.3729,0.8405,Clear,False
CTX201601688,2,15,153-156).,,,,0.0,0.0,0,9,0.0,0,0,0,0,0,0.0,0.0,0.0,Non-text,False
CTX201601688,2,16,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX201601688,2,17,Okolnosti a cíl výzkumu,,,ces,0.9993,431.52,4,23,0.0,0,0,0,0,0,0.0,0.45,0.8307,Clear,False
CTX201601688,2,18,Sběr.,,,ces,1.0,168.46,1,5,0.0,0,0,0,0,0,0.0,0.25,0.8583,Clear,False
CTX201601688,2,19,"1. Sběr J. Slavík, Památkový ústav Pardubice.",,,ces,0.9997,161.31,7,45,0.0,0,0,0,0,0,0.1429,0.3824,0.8065,Clear,False
CTX201601688,2,20,2. Sběr archeologický kroužek Villa Nova pod vedením D. Vícha.,,,ces,0.9991,482.65,10,62,0.0,0,0,0,0,0,0.1,0.4082,0.853,Clear,False
CTX201601688,2,21,"3. Sběr Slavík, Památkový ústav Pardubice",,,ces,0.9999,192.33,6,41,0.0,0,0,0,0,0,0.0833,0.3939,0.8569,Clear,False
