file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,gibberish,word_weird,vowel_ratio,quality_score,categ,caps_header
CTX198402945,1,1,Kat. obec Beroun,,,ces,0.5,19108.0,3,16,0.0,0,0,0,0,0,0.0,0.4615,0.7035,Clear,False
CTX198402945,1,2,_ I,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Non-text,False
CTX198402945,1,3,Osada,,,ces,0.5,65468.91,1,5,0.0,0,0,0,0,0,0.0,0.6,0.705,Clear,False
CTX198402945,1,4,"Trať čp. 34, 35, 36",,,ces,0.5,116.21,5,19,0.0,0,0,0,0,0,0.0,0.1667,0.6428,Noisy,False
CTX198402945,1,5,Okres Beroun,,,ces,0.5,45753.25,2,12,0.0,0,0,0,0,0,0.0,0.4545,0.712,Clear,False
CTX198402945,1,6,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,7,CSAV’ -cheologický ústav,,,ces,0.5,622.06,3,24,0.0417,1,0,0,0,0,0.1333,0.4,0.7558,Clear,False
CTX198402945,1,8,• 2 *6. X 1984,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Non-text,False
CTX198402945,1,9,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,10,Druh a kultura,,,ces,0.5,624.84,3,14,0.0,0,0,0,0,0,0.0,0.4167,0.789,Clear,False
CTX198402945,1,11,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,12,. 2415/2..,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Non-text,False
CTX198402945,1,13,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,14,středověká městiště,,,ces,0.5,48.45,2,19,0.0,0,0,0,0,0,0.0,0.3889,0.9171,Clear,False
CTX198402945,1,15,-ved. výzkumu,,,ces,0.5,706.86,2,13,0.0,0,0,0,0,0,0.0,0.4,0.854,Clear,False
CTX198402945,1,16,Zpráva,,,ces,0.5,4575.01,1,6,0.0,0,0,0,0,0,0.0,0.3333,0.723,Clear,False
CTX198402945,1,17,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,18,koreferenta,,,ces,0.5,1114.81,1,11,0.0,0,0,0,0,0,0.0,0.4545,0.8664,Clear,False
CTX198402945,1,19,komise,,,ces,0.5,4172.56,1,6,0.0,0,0,0,0,0,0.0,0.5,0.7391,Clear,False
CTX198402945,1,20,ved. oddelení,,,ces,0.5,5201.05,2,13,0.0,0,0,0,0,0,0.0,0.4545,0.6976,Noisy,False
CTX198402945,1,21,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,22,za Období 10.9.- 26.9.1984,,,ces,0.5,519.1,4,26,0.0,0,0,0,0,0,0.0,0.5,0.6418,Noisy,False
CTX198402945,1,23,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,24,V tomto období jsme v zadním traktu domu čp. 36 na Gottwaldově,,,ces,0.5,925.5,12,62,0.0,0,0,0,0,0,0.0,0.3542,0.7968,Clear,False
CTX198402945,1,25,"nám. v Berouně odkryli patrně provozní jímku hlubokou 180 cm,",,,ces,0.5,590.15,10,61,0.0,0,0,0,0,0,0.0,0.4043,0.8408,Clear,False
CTX198402945,1,26,"z lomového zdivá nasucho a jen místy na maltu, ve spodní části",,,ces,0.5,538.7,12,62,0.0,0,0,0,0,0,0.0,0.42,0.8372,Clear,False
CTX198402945,1,27,"uvnitř sporadicky omítnutou, s vakovitým dnem. Spodní část jímky",jím,,ces,0.5,571.18,9,64,0.0,0,0,0,0,0,0.0,0.3889,0.9016,Clear,False
CTX198402945,1,28,byla až do výše c. 100 cm zavezena šedým říčním pískem s,,ky,ces,0.5,171.43,12,56,0.0,0,0,0,0,0,0.0,0.3902,0.7956,Clear,False
CTX198402945,1,29,"hrubým štěrkem, v němž se vyskytl jediný střípek cihlově zbarvené",zbar,,ces,0.5,177.98,10,65,0.0,0,0,0,0,0,0.0,0.3455,0.8948,Clear,False
CTX198402945,1,30,režné keramiky c. 16. století. V této výši byla jímka opatřena,o,vené,ces,0.5,462.08,11,62,0.0,0,0,0,0,0,0.0,0.4468,0.852,Clear,False
CTX198402945,1,31,zvýšeným dnem z plochých kamenů. Na tomto dně spočívala,spočíva,patřena,ces,0.5,222.47,9,55,0.0,0,0,0,0,0,0.0,0.3696,0.8758,Clear,False
CTX198402945,1,32,c. 10 cm silná vrstva černé popelovité hlíny s četnými zlomky,zlom,la,ces,0.5,473.54,11,61,0.0,0,0,0,0,0,0.0,0.3542,0.8297,Clear,False
CTX198402945,1,33,berounského zboží. Nad touto vrstvou byla horní část jímky,,ky,ces,0.5,635.38,9,58,0.0,0,0,0,0,0,0.0,0.4082,0.9291,Clear,False
CTX198402945,1,34,"vyplněna odspodu hlinitou hnědou vrstvou, pískovým zásypem a",,,ces,0.5,228.22,8,60,0.0,0,0,0,0,0,0.0,0.4231,0.91,Clear,False
CTX198402945,1,35,"svrchní šedohnědou hlinitou vrstvou, která sahala až k povrchu.",povr,,ces,0.5,493.58,9,63,0.0,0,0,1,0,1,0.0389,0.3774,0.8625,Clear,False
CTX198402945,1,36,"Rozšířením sondy k V bylo zjištěno, že na oblouk jímky",,chu.,ces,0.5,316.34,10,54,0.0,0,0,0,0,0,0.0,0.4091,0.8176,Clear,False
CTX198402945,1,37,"navazuje zdivo, náležející snad zadnímu traktu domu čp. 36,",,,ces,0.5,210.01,9,59,0.0,0,0,0,0,0,0.0,0.413,0.8738,Clear,False
CTX198402945,1,38,vybíhající z nejsevernějšího bodu jímky směrem k V. Nelze,,,ces,0.5,437.8,9,57,0.0,0,0,0,0,0,0.0,0.3958,0.836,Clear,False
CTX198402945,1,39,"vyloučit, že v nějaké souvislosti s jímkou je též nasucho",,,ces,0.5,280.39,10,57,0.0,0,0,0,0,0,0.0,0.4468,0.8223,Clear,False
CTX198402945,1,40,"kladená zídka J jímky, běžící S-J směrem. S zed zadního traktu",trak,,ces,0.5,292.05,11,62,0.0,0,0,0,0,0,0.0,0.3673,0.8588,Clear,False
CTX198402945,1,41,domu čp. 36 s jímkou je kryta šedohnědou hlinitou vrstvou,,tu,ces,0.5,440.39,10,57,0.0,0,0,0,0,0,0.0,0.4222,0.8159,Clear,False
CTX198402945,1,42,"místy popelovité konsistence, která též vyplňuje ústí jímky",,,ces,0.5,461.44,8,59,0.0,0,0,0,0,0,0.0,0.4118,0.9372,Clear,False
CTX198402945,1,43,"a obsahuje pozdní berounské zboží /režná keramika s předžahem,",,,ces,0.5,658.02,9,62,0.0,0,0,0,0,0,0.0,0.4231,0.8626,Clear,False
CTX198402945,1,44,"zelené, žluté i rezavě hnědé glazury/. . od touto vrstvou se",,,ces,0.5,329.29,11,60,0.0,0,0,0,0,0,0.0,0.4565,0.8244,Clear,False
CTX198402945,1,45,"nachází pískový pokryv, kterým bylo zasypáno zdivo jímky i",,,ces,0.5,263.76,9,58,0.0,0,0,0,0,0,0.0,0.4286,0.9107,Clear,False
CTX198402945,1,46,domovního traktu. Pod pískem pak spodní část jímky vyplňuje,,,ces,0.5,334.33,9,59,0.0,0,0,0,0,0,0.0,0.36,0.9422,Clear,False
CTX198402945,1,47,a ke zdivu přiléhá šedá hlinito-jílovitá vrstva s četnými uhlíky,u,,ces,0.5,331.97,10,64,0.0,0,0,0,0,0,0.0,0.4259,0.8576,Clear,False
CTX198402945,1,48,/i celé části spálené konstrukce/ a střepy staršího berounského,be,hlíky,ces,0.5,558.88,9,63,0.0,0,0,0,0,0,0.0,0.4151,0.8676,Clear,False
CTX198402945,1,49,"zboží - zde převažuje režná, cihlově zbarvená keramika,",kera,rounského,ces,0.5,198.82,8,55,0.0,0,0,0,0,0,0.0,0.4222,0.8986,Clear,False
CTX198402945,1,50,nečetné glazované střepy jsou především živě zelené a,,"mika,",ces,0.5,249.43,8,53,0.0,0,0,0,0,0,0.0,0.4348,0.9055,Clear,False
CTX198402945,1,51,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,52,Poznámka: Pište pokud možno strojem. Na konci uveďte datum odeslání a čitelný podpis. Zprávy koreferentů a komisí vyhotovte dvojmo.,,,ces,0.5,284.05,19,131,0.0076,0,0,0,0,0,0.0,0.422,0.9352,Clear,False
CTX198402945,1,53,ST 23 3891 73,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Non-text,False
CTX198402945,2,1,vyskytují se pozdně renesanční kachle. Bylo by velmi lákavé,,,ces,0.5,538.49,9,59,0.0,0,0,0,0,0,0.0,0.42,0.8674,Clear,False
CTX198402945,2,2,spojovat tuto spodní vrstvu s katastrofálním požárem města,,,ces,0.5,263.04,8,58,0.0,0,0,0,0,0,0.0,0.3529,0.91,Clear,False
CTX198402945,2,3,"r. 1599, následující pískový pokryv s úpravou celého prostoru",prosto,,ces,0.5,633.29,9,61,0.0,0,0,0,0,0,0.0,0.4255,0.8291,Clear,False
CTX198402945,2,4,při obnově zničených příbytků a svrchní hlinitou až popelo-,,ru,ces,0.5,334.9,9,59,0.0,0,0,0,0,1,0.0,0.4,0.8755,Clear,False
CTX198402945,2,5,vitou vrstvu přičíst pohromám třicetileté války.,,,ces,0.5,210.49,6,48,0.0,0,0,0,0,0,0.0,0.381,0.9354,Clear,False
CTX198402945,2,6,Vzhledem k nedostatku času a velmi neutěšené situaci v,,,ces,0.5,1435.05,9,54,0.0,0,0,0,0,0,0.0,0.4348,0.7966,Clear,False
CTX198402945,2,7,oblasti pracovních sil rozhodli jsme se prozkoumat terén domovních,do,,ces,0.5,732.53,9,66,0.0,0,0,0,0,0,0.0,0.3621,0.9034,Clear,False
CTX198402945,2,8,"parcel bagrovanou sondou, kterou bychom dokumentovali",,movních,ces,0.5,1640.99,6,53,0.0,0,0,0,0,0,0.0,0.4468,0.8836,Clear,False
CTX198402945,2,9,stratigrafickou situaci a případně odkryli nejstarší dosažitelné,dosaži,,ces,0.5,583.78,7,64,0.0,0,0,0,0,0,0.0,0.431,0.8978,Clear,False
CTX198402945,2,10,"pozůstatky. Sonda, kterou provedl bagrista. CSP Peroun,",,telné,ces,0.5,1932.63,7,55,0.0,0,0,0,0,0,0.0,0.3778,0.8631,Clear,False
CTX198402945,2,11,"dosáhla u náměstí hloubky pouze c. 180 cm, kde jsme narazili",,,ces,0.5,591.84,11,60,0.0,0,0,0,0,0,0.0,0.4222,0.8206,Clear,False
CTX198402945,2,12,na spodní vodu. Směrem k S se terén zvyšuje a sonda zde dosáhla,,,ces,0.5,785.12,13,63,0.0,0,0,0,0,0,0.0,0.4,0.813,Clear,False
CTX198402945,2,13,hloubky téměř 4 m.,,,ces,0.5,515.09,4,18,0.0,0,0,0,0,0,0.0,0.3846,0.7363,Clear,False
CTX198402945,2,14,"Protože nelze očekávat, že v letošním roce zdokumentujeme",,,ces,0.5,157.2,8,57,0.0,0,0,0,0,0,0.0,0.4286,0.8722,Clear,False
CTX198402945,2,15,bagrovanou sondu a ještě dokončíme výzkum zadního traktu domu,do,,ces,0.5,205.55,9,61,0.0,0,0,0,0,0,0.0,0.434,0.9194,Clear,False
CTX198402945,2,16,"čp. 36, pokusíme se dohodnout s MěstNV Beroun a zejména s",,mu,ces,0.5,910.22,11,57,0.0,0,1,0,0,0,0.0091,0.3953,0.7481,Clear,False
CTX198402945,2,17,"odpovědnými pracovníky ( S , který bude na místě provádět stavební",sta,,ces,0.5,228.77,11,66,0.0,0,0,0,0,0,0.0,0.4074,0.8417,Clear,False
CTX198402945,2,18,"oráče, zda by bylo možno tento výzkum dokončit v letních",let,vební,ces,0.5,398.92,10,56,0.0,0,0,0,0,0,0.0,0.3913,0.8765,Clear,False
CTX198402945,2,19,"měsících příštího roku. ude-li to možné, bylo by třeba",,ních,ces,0.5,152.38,9,54,0.0,0,0,0,0,0,0.0,0.4419,0.8701,Clear,False
CTX198402945,2,20,"na tento výzkum podat návrh na hospodářskou smlouvu, a to přibližně",při,,ces,0.5,359.04,11,67,0.0,0,0,0,0,0,0.0,0.3929,0.8406,Clear,False
CTX198402945,2,21,"ve výši c. 20 000,- Kčs na dělnické mzdy. Podrobné informace",in,bližně,ces,0.5,509.5,11,60,0.0,0,0,1,0,0,0.0318,0.3659,0.7836,Clear,False
