file,page_num,num_lines,Clear,Noisy,Trash,Non-text,Empty,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX193001369,1,11,0,5,1,2,3,18,100,0.6726,0.05666,0.8436999999999999,1500.4,0.2,0.38826,0.46044,0.2,ces
CTX193001369,2,35,24,5,1,2,3,278,1615,0.8689,0.014568965517241381,0.9255275862068966,213.16827586206898,0.20689655172413793,0.3606068965517241,0.5181793103448276,0.034482758620689655,ces
CTX193001369,3,37,25,5,1,5,1,288,1616,0.8702133333333334,0.011703333333333335,0.9561233333333334,173.45,0.26666666666666666,0.3658533333333333,0.5177133333333334,0.0,ces
CTX193001369,4,37,22,10,1,4,0,292,1716,0.83206875,0.024853125,0.9059375000000001,356.2421875,0.3125,0.37333125,0.53683125,0.0,ces
CTX193001369,5,44,25,13,1,4,1,277,1630,0.8204921052631579,0.013989473684210529,0.9188000000000001,330.77289473684215,0.18421052631578946,0.36143684210526317,0.5321447368421053,0.0,ces
CTX193001369,6,37,23,10,1,2,1,333,1945,0.8394606060606061,0.012957575757575756,0.9230484848484848,213.73090909090908,0.30303030303030304,0.3473727272727273,0.5300969696969697,0.0,ces
CTX193001369,7,40,27,7,1,2,3,375,1991,0.8615264705882354,0.008426470588235294,0.9262911764705882,298.5220588235294,0.23529411764705882,0.3386264705882353,0.5305558823529413,0.0,ces
CTX193001369,8,23,9,6,4,1,3,163,905,0.82754,0.016766666666666666,0.9485399999999999,196.1,0.26666666666666666,0.3596933333333333,0.5168533333333333,0.0,ces
CTX193001369,10,3,0,0,0,2,1,0,0,,,,,,,,,
CTX193001369,11,9,0,4,0,2,3,17,92,0.5715749999999999,0.1375,0.77805,9636.5,0.25,0.356375,0.40874999999999995,0.0,ces
CTX193001369,12,6,1,1,0,2,2,13,69,0.7793,0.09375,0.7874,1549.0,1.0,0.404,0.49495,0.0,ces
CTX193001369,13,4,0,0,2,1,1,0,0,,,,,,,,,
CTX193001369,14,4,0,2,1,0,1,7,43,0.6879,0.0,0.75,7620.0,0.0,0.43305,0.6696500000000001,0.0,ces
CTX193001369,15,26,1,6,5,6,8,25,129,0.6647428571428572,0.0394,0.8062571428571428,619.1428571428571,0.14285714285714285,0.3196,0.2598857142857143,0.0,ces
CTX193001369,16,18,0,6,2,3,7,13,67,0.597,0.075,0.81605,5356.0,0.16666666666666666,0.44025000000000003,0.5132666666666666,0.3333333333333333,ces
CTX193001369,17,11,0,3,0,5,3,8,59,0.7381000000000001,0.04,0.75,969.3333333333334,0.3333333333333333,0.3111,0.4861,0.0,ces
CTX193001369,18,8,0,2,1,3,2,2,18,0.8115,0.0,0.84695,850.0,0.0,0.35,0.55,0.0,ces
CTX193001369,19,7,0,1,2,2,2,4,13,0.6951,0.2125,0.9967,444.0,0.0,0.4444,0.3333,0.0,ces
CTX193001369,20,6,0,2,0,2,2,6,50,0.56325,0.0625,0.8254,5001.0,0.0,0.36865000000000003,0.6636,0.0,ces
CTX193001369,21,10,0,3,1,3,3,5,71,0.6815000000000001,0.19999999999999998,0.8329333333333334,2806.6666666666665,0.0,0.3164666666666667,0.47069999999999995,0.0,ces
CTX193001369,22,3,0,2,0,0,1,11,56,0.6435,0.02185,0.7898499999999999,2101.5,0.5,0.57335,0.28,0.0,ces
CTX193001369,23,13,0,1,3,5,4,1,9,0.6491,0.2,1.0,334.0,0.0,0.25,0.5,0.0,ces
CTX193001369,24,15,0,1,2,8,4,2,10,0.516,0.2,0.9999,850.0,1.0,0.2857,0.7143,0.0,ces
CTX193001369,25,11,0,3,1,4,3,5,20,0.7177333333333333,0.03333333333333333,0.9038666666666666,460.3333333333333,0.0,0.4555666666666667,0.3277666666666667,0.0,ces
CTX193001369,26,13,0,7,0,3,3,15,97,0.6702428571428571,0.037142857142857144,0.8746857142857143,1430.0,0.0,0.27749999999999997,0.5491142857142857,0.0,ces
CTX193001369,27,20,0,2,3,9,6,8,74,0.60365,0.07,0.75,4600.0,0.5,0.4082,0.46065,0.0,ces
CTX193001369,28,13,0,5,0,4,4,10,59,0.69038,0.01,0.79618,1217.4,0.0,0.4,0.3125,0.0,ces
