file,page_num,Clear,Empty,Noisy,Trash,Non-text,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,ch_ratio,main_lang
CTX198603218,1,22,1,2,0,0,334,2128,0.8509916666666667,0.016166666666666666,0.9783833333333334,73.60583333333334,0.0,0.3881583333333333,0.041666666666666664,ces
