file,page_num,Clear,Empty,Noisy,Trash,Non-text,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX201405311,1,28,2,5,0,0,245,1749,0.819160606060606,0.00703939393939394,0.9686515151515152,1275.489090909091,0.06060606060606061,0.3826606060606061,0.4749060606060606,0.0,ces
