file,page_num,Clear,Noisy,Trash,Non-text,Empty,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,ch_ratio,main_lang
CTX194802256,1,24,24,6,1,7,185,1141,0.7673312499999999,0.03313958333333333,0.88191875,827.3229166666666,0.0,0.39946666666666664,0.10416666666666667,ces
CTX194804042,11,7,11,6,5,7,159,705,0.6622888888888889,0.09877222222222222,0.7946722222222222,1505.056111111111,0.3333333333333333,0.4731944444444445,0.0,ces
CTX194900751,3,18,1,5,0,7,110,720,0.8296157894736842,0.019799999999999998,0.9690157894736843,605.1278947368421,0.10526315789473684,0.38613157894736844,0.0,ces
CTX194902160,1,7,7,2,1,9,26,136,0.7602071428571427,0.03571428571428571,0.8615071428571428,3984.442857142857,0.0,0.43378571428571433,0.2857142857142857,ces
CTX194905645A,16,37,8,15,1,1,227,1792,0.8069733333333333,0.021255555555555555,0.9498577777777778,584.5791111111112,0.022222222222222223,0.3395266666666667,0.0,ces
CTX195001667C,3,23,2,3,0,18,28,192,0.842604,0.0,0.8376560000000001,2186.4032,0.0,0.38602400000000003,0.92,ces
CTX195003137,1,0,2,0,0,1,5,20,0.5091,0.0,0.7805,5189.825,0.0,0.41664999999999996,0.5,ces
CTX195005752,1,11,7,2,2,10,49,309,0.8028,0.018566666666666665,0.89855,1401.145,0.0,0.39008888888888893,0.3333333333333333,ces
CTX195007999,1,0,2,0,0,1,5,32,0.5949,0.125,0.7724,13245.215,0.0,0.48335,0.0,ces
CTX195101412,16,16,7,6,2,14,94,530,0.7752782608695652,0.03313913043478261,0.9037652173913043,1402.3560869565217,0.0,0.3959869565217391,0.13043478260869565,ces
CTX195104059,9,1,2,2,0,3,3,12,0.6211333333333333,0.0,0.8616,683.2766666666666,0.0,0.13333333333333333,0.0,ces
CTX195105411,4,3,6,1,0,3,64,316,0.6392888888888888,0.08194444444444444,0.8013888888888889,3470.92,0.3333333333333333,0.30167777777777777,0.0,ces
CTX195200221,10,11,9,4,0,11,61,484,0.78216,0.014165,0.808175,3432.404,0.0,0.35952,0.0,ces
CTX195200787,1,8,5,1,2,11,27,144,0.7844692307692308,0.02666923076923077,0.8514384615384615,2614.037692307692,0.15384615384615385,0.4514769230769231,0.38461538461538464,ces
CTX195201777,1,0,3,2,1,1,19,101,0.5594,0.13956666666666667,0.8072666666666667,1664.1533333333334,0.6666666666666666,0.3433333333333333,0.0,ces
CTX195203657,18,3,1,2,3,2,48,203,0.73625,0.07165,0.9516249999999999,1389.1100000000001,0.5,0.3673,0.0,ces
CTX195205225,3,1,2,1,0,1,4,26,0.6754000000000001,0.024999999999999998,0.7912666666666667,1604.4433333333334,0.0,0.23809999999999998,0.0,ces
CTX195205727,6,9,10,3,0,5,39,285,0.7499894736842105,0.04035263157894736,0.8395578947368421,3797.6000000000004,0.0,0.35572631578947367,0.0,ces
CTX195300344,13,15,5,1,5,7,67,500,0.8165150000000001,0.014500000000000002,0.87479,1243.1735,0.05,0.35362499999999997,0.05,ces
CTX195300969,2,3,23,19,32,32,64,365,0.5648461538461539,0.13205,0.8336076923076923,901656.9884615385,0.11538461538461539,0.25333846153846157,0.0,ces
CTX195302558,18,4,49,2,0,38,87,541,0.6165698113207546,0.0410377358490566,0.8174075471698113,11672.800943396227,0.0,0.23744905660377358,0.0,ces
CTX195304550,47,16,1,0,0,7,81,596,0.8163117647058824,0.012258823529411763,0.9428176470588234,536.2605882352941,0.0,0.37527647058823527,0.0,ces
CTX195400059,26,32,1,1,0,2,254,1637,0.8489454545454546,0.019784848484848485,0.9936181818181818,420.0612121212121,0.0,0.39524848484848485,0.0,ces
CTX195401932,39,2,4,1,1,0,18,85,0.6704500000000001,0.07501666666666666,0.8671666666666668,3369.3116666666665,0.0,0.42863333333333337,0.3333333333333333,ces
CTX195500555,3,23,33,17,26,42,132,762,0.7194125,0.027232142857142854,0.8915339285714285,129801.9144642857,0.03571428571428571,0.3749107142857143,0.03571428571428571,ces
CTX195502206B,16,0,3,1,2,2,5,33,0.4373,0.13333333333333333,0.75,2960.9233333333336,0.6666666666666666,0.3333333333333333,0.6666666666666666,ces
CTX195600088,14,1,1,0,0,1,9,50,0.6957500000000001,0.0,0.875,2708.9700000000003,0.0,0.44645,0.0,ces
CTX195604123,2,13,1,1,0,4,87,578,0.8382071428571428,0.035457142857142854,0.9717928571428571,561.6321428571429,0.0,0.40737142857142855,0.0,ces
CTX195701353,1,2,4,1,1,2,23,141,0.67175,0.12083333333333333,0.8553833333333333,5218.106666666667,0.0,0.4125666666666667,0.0,ces
CTX195703263,1,2,2,1,2,2,12,99,0.7549,0.029175,0.75,1431.5475000000001,0.0,0.342925,0.0,ces
CTX195705132,24,3,0,0,1,1,8,98,0.8741,0.0,0.8118666666666666,1250.1766666666665,0.0,0.3625333333333334,0.0,ces
CTX195800252,3,37,2,2,1,0,311,2212,0.8728589743589743,0.010607692307692308,0.9916435897435898,511.3574358974359,0.05128205128205128,0.4105076923076923,0.0,ces
CTX195801289,16,0,1,0,1,1,2,10,0.4755,0.2,0.75,862.66,1.0,0.25,1.0,ces
CTX195802146A,3,13,3,1,1,2,114,740,0.79853125,0.01805625,0.96078125,548.88125,0.0,0.3710625,0.0,ces
CTX195802839E,5,2,0,2,0,2,13,77,0.80905,0.0,0.9998,379.765,0.0,0.30069999999999997,1.0,ces
CTX195804740,1,24,5,2,1,6,196,1345,0.8219724137931034,0.023079310344827585,0.9553172413793104,4713.628965517241,0.2413793103448276,0.3900344827586207,0.0,ces
CTX195805788A,29,8,1,0,0,1,66,444,0.8419666666666666,0.030055555555555558,0.9435888888888889,508.6044444444445,0.0,0.4312444444444445,0.0,ces
CTX195900668,2,2,4,2,0,3,13,73,0.6945,0.0375,0.8333333333333334,1958.83,0.0,0.3609166666666667,0.0,ces
CTX195901498,77,16,1,0,0,1,90,571,0.8156882352941176,0.026782352941176472,0.9647941176470587,352.8311764705882,0.0,0.3376529411764706,0.0,ces
CTX195902148,1,19,16,4,4,9,141,924,0.7702457142857143,0.02884857142857143,0.8339942857142858,2783.064571428571,0.05714285714285714,0.3456742857142857,0.0,ces
CTX195902874,1,16,11,5,4,11,79,547,0.7376074074074074,0.03672962962962963,0.8228037037037036,18916.45037037037,0.0,0.33327407407407406,0.0,ces
CTX195904167B,66,0,4,0,0,2,13,98,0.6461,0.07500000000000001,0.794625,1706.8925,0.0,0.308925,0.0,ces
CTX195906095,15,25,8,2,2,4,196,1133,0.794430303030303,0.03375151515151516,0.9304393939393939,2655.792727272727,0.0,0.4018848484848485,0.15151515151515152,ces
CTX195906426,11,23,6,2,0,5,185,1067,0.732255172413793,0.0813448275862069,0.9429793103448275,936.0341379310344,0.034482758620689655,0.40174827586206896,0.0,ces
CTX195906583AI,74,24,14,1,0,1,237,1248,0.7329236842105263,0.07436315789473684,0.9013210526315789,1128.64,0.02631578947368421,0.36465789473684207,0.0,ces
CTX196000390,27,24,2,1,1,0,193,1321,0.8532384615384616,0.025323076923076924,0.9661500000000001,641.7380769230768,0.15384615384615385,0.4051653846153846,0.0,ces
CTX196002468,67,0,3,0,1,2,7,23,0.5066,0.08333333333333333,0.8099333333333334,2275.94,0.3333333333333333,0.4444333333333333,0.3333333333333333,ces
CTX196005484,4,29,1,1,1,2,312,1772,0.8239866666666666,0.033850000000000005,0.9987333333333334,457.11733333333336,0.03333333333333333,0.42911,0.0,ces
CTX196006122,11,24,3,4,2,3,249,1497,0.8134555555555556,0.03241481481481481,0.9785555555555555,613.9796296296297,0.1111111111111111,0.39327777777777784,0.0,ces
CTX196006406A,11,25,6,1,0,1,265,1427,0.7825967741935485,0.038551612903225806,0.9752451612903227,576.2748387096774,0.03225806451612903,0.3884032258064516,0.0,ces
CTX196102792,1,15,0,0,1,2,133,866,0.85888,0.0072,0.99996,445.40066666666667,0.0,0.40274666666666664,0.06666666666666667,ces
CTX196106561,5,26,2,0,0,2,277,1576,0.8187571428571429,0.04137142857142857,0.9975607142857142,942.7432142857143,0.0,0.39769642857142856,0.03571428571428571,ces
CTX196201572,51,3,5,1,0,4,29,175,0.6868125,0.03125,0.87275,1979.5525,0.0,0.3669375,0.0,ces
CTX196204480,4,17,3,0,1,4,164,1042,0.8474299999999999,0.02316,0.9763149999999999,7137.3409999999985,0.0,0.41290000000000004,0.0,ces
CTX196207599,62,0,0,1,0,0,0,0,,,,,,,,
CTX196301507,168,17,3,11,0,0,142,1041,0.8326,0.030215000000000002,0.9685499999999999,307.2835,0.0,0.35763,0.0,ces
CTX196305760,3,6,3,2,6,8,64,390,0.7660333333333333,0.018333333333333333,0.9712333333333333,2665.698888888889,0.1111111111111111,0.4150666666666667,0.0,ces
CTX196307247,38,1,0,0,0,0,3,22,0.8939,0.0,0.9995,475.28,0.0,0.3684,0.0,ces
CTX196406227,101,17,9,3,1,1,137,807,0.7258269230769231,0.04308461538461539,0.9340076923076922,2068.478846153846,0.0,0.3512692307692307,0.0,ces
CTX196407172A,84,1,2,0,1,1,8,36,0.6227666666666667,0.05556666666666666,0.7911,1430.9966666666667,0.3333333333333333,0.4111,1.0,ces
CTX196502444D,31,0,0,1,0,0,0,0,,,,,,,,
CTX196507246,4,20,1,1,0,4,160,1030,0.8454095238095237,0.01414761904761905,0.9735952380952381,652.8985714285715,0.0,0.3997809523809524,0.0,ces
CTX196605797A,7,1,1,1,0,0,6,35,0.6163000000000001,0.1,0.95895,798.85,0.0,0.30920000000000003,0.0,ces
CTX196607206M,70,0,1,0,0,0,1,3,0.603,0.0,0.75,1.0,0.0,0.0,0.0,ces
CTX196609101,2,33,5,0,1,1,323,1976,0.8129026315789474,0.030360526315789473,0.9635263157894736,539.8536842105262,0.05263157894736842,0.42828421052631577,0.0,ces
CTX196611105,104,2,3,1,0,4,11,63,0.60982,0.0,0.89868,66981.046,0.0,0.24474,0.2,ces
CTX196702315B,64,0,1,1,5,2,3,7,0.367,0.2,0.75,6193.67,0.0,0.25,0.0,ces
CTX196704559,35,34,2,0,0,0,301,1911,0.8420138888888888,0.029366666666666666,0.9643611111111111,823.2683333333333,0.027777777777777776,0.4172222222222222,0.0,ces
CTX196706164,113,1,1,0,0,1,4,36,0.79965,0.0,0.7975,11800.81,0.0,0.44505,0.0,ces
CTX196706556C,35,0,1,0,0,0,1,7,0.5799,0.35,0.9235,21898.79,0.0,0.2,1.0,ces
CTX196800215A,4,0,0,2,0,1,0,0,,,,,,,,
CTX196802433,75,28,8,1,0,1,248,1408,0.7611111111111111,0.04076388888888889,0.9183583333333333,1434.9380555555554,0.08333333333333333,0.3640111111111111,0.0,ces
CTX196804341,51,1,5,0,0,3,13,83,0.5494833333333333,0.14166666666666666,0.8249833333333333,2132.528333333333,0.0,0.27905,0.0,ces
CTX196806045,90,1,5,0,2,3,15,64,0.6098333333333333,0.02778333333333333,0.75,3886.978333333334,0.0,0.35316666666666663,0.0,ces
CTX196806061K,9,1,7,0,3,3,21,84,0.4862125,0.09375,0.78125,3053.66875,0.0,0.1296875,0.0,ces
CTX196900273,1,24,4,4,0,5,182,1189,0.8286464285714287,0.011110714285714285,0.9685714285714286,1520.3410714285715,0.0,0.414425,0.0,ces
CTX196902446,71,15,4,1,1,6,103,614,0.7785157894736843,0.019073684210526316,0.945921052631579,1463.8194736842106,0.05263157894736842,0.3973842105263158,0.0,ces
CTX196905244,24,24,9,4,1,0,325,1657,0.7512909090909091,0.07976363636363637,0.9514181818181818,302.8051515151515,0.09090909090909091,0.34473939393939396,0.0,ces
CTX196905841E,2,2,0,1,0,2,14,68,0.74015,0.05,0.75,202.33499999999998,0.5,0.2792,1.0,ces
CTX197001131A,1,26,5,0,0,1,241,1338,0.7636225806451613,0.07440967741935485,0.9033193548387097,590.3416129032258,0.03225806451612903,0.38343870967741933,0.0,ces
CTX197001905,21,23,6,0,0,4,237,1461,0.8195689655172413,0.02422758620689655,0.9475931034482759,650.1531034482758,0.0,0.38812413793103445,0.0,ces
CTX197002730,2,1,0,1,0,0,1,6,0.8786,0.0,0.75,683.91,0.0,0.3333,0.0,ces
CTX197004816,69,26,0,0,0,4,236,1382,0.8271807692307692,0.02091923076923077,0.9739192307692307,622.7965384615385,0.038461538461538464,0.40933846153846154,0.0,ces
CTX197005771,24,29,0,0,0,1,245,1630,0.8705275862068965,0.010213793103448277,0.9891586206896552,375.4403448275862,0.034482758620689655,0.41190689655172413,0.0,ces
CTX197006623,16,22,50,18,20,24,137,612,0.6039986111111112,0.03617777777777778,0.8631097222222223,246363.27041666664,0.013888888888888888,0.2370527777777778,0.013888888888888888,ces
CTX197101969,2,34,4,1,0,2,334,2169,0.8116368421052631,0.013947368421052632,0.9661026315789474,640.3136842105263,0.05263157894736842,0.37877894736842105,0.0,ces
CTX197104375,1,18,9,2,2,15,74,431,0.7547148148148147,0.01565185185185185,0.8909962962962963,5094.206666666666,0.0,0.3807148148148148,0.2962962962962963,ces
CTX197105661,12,25,5,0,0,0,289,1682,0.81091,0.033356666666666666,0.9848966666666666,675.9306666666666,0.0,0.3809666666666667,0.0,ces
CTX197106269,62,24,4,3,0,0,220,1502,0.8033464285714286,0.029428571428571432,0.9522428571428572,545.0660714285715,0.0,0.3927321428571428,0.0,ces
CTX197106522,7,20,0,0,1,0,183,1110,0.8294549999999999,0.023604999999999998,0.99896,712.088,0.0,0.41134000000000004,0.0,ces
CTX197106767A,111,2,4,2,0,2,16,78,0.66225,0.04583333333333334,0.8867333333333334,1200.635,0.16666666666666666,0.33985,0.5,ces
CTX197202136,9,20,4,2,0,7,212,1345,0.8199916666666667,0.03598333333333333,0.9476083333333333,495.34666666666664,0.125,0.4001875,0.0,ces
CTX197203534,48,6,8,1,1,3,63,491,0.7387857142857143,0.033671428571428574,0.8725642857142857,3077.7364285714284,0.2857142857142857,0.3851428571428572,0.07142857142857142,ces
CTX197205296,8,28,0,1,1,2,250,1587,0.8456214285714285,0.015935714285714286,0.9895928571428572,601.2950000000001,0.03571428571428571,0.42460714285714285,0.0,ces
CTX197206827,12,37,0,4,0,0,349,2123,0.851754054054054,0.0165972972972973,0.9930432432432433,523.3556756756757,0.0,0.40133243243243244,0.0,ces
CTX197207792,3,29,2,1,1,3,245,1453,0.8246322580645161,0.0191741935483871,0.9916612903225807,697.3954838709677,0.0,0.4225806451612903,0.0,ces
CTX197300337,30,36,2,0,0,2,250,1879,0.8693,0.013502631578947369,0.9691684210526317,670.3313157894737,0.0,0.40922631578947366,0.0,ces
CTX197301800,13,1,2,1,0,1,9,41,0.7005666666666667,0.17500000000000002,0.8333333333333334,989.56,0.3333333333333333,0.3817,0.6666666666666666,ces
CTX197303617,13,28,3,0,0,1,266,1680,0.8441548387096774,0.02070967741935484,0.9946741935483872,668.001935483871,0.0,0.4060290322580645,0.0,ces
CTX197305325,3,12,9,4,6,5,63,450,0.7739333333333334,0.027380952380952377,0.8436857142857144,3733.6385714285716,0.047619047619047616,0.3726809523809524,0.0,ces
CTX197305740,17,10,4,6,3,3,49,331,0.79355,0.025714285714285714,0.8517928571428571,1047.5700000000002,0.0,0.32416428571428574,0.14285714285714285,ces
CTX197305860,1,8,10,5,1,11,40,313,0.7544777777777778,0.02592777777777778,0.8429388888888889,14808.214444444444,0.0,0.3269222222222222,0.0,ces
CTX197306891,4,4,4,1,0,7,24,200,0.78155,0.0,0.8583000000000001,4848.275,0.0,0.346025,0.0,ces
CTX197307226,7,29,1,0,0,0,217,1381,0.8218566666666667,0.03806333333333333,0.9779599999999999,429.85833333333335,0.0,0.3835233333333333,0.0,ces
CTX197308046,18,29,2,0,1,0,295,1783,0.8414612903225807,0.02567741935483871,0.9831741935483871,547.0606451612904,0.06451612903225806,0.40964193548387096,0.03225806451612903,ces
CTX197400386A,31,0,1,1,0,1,1,2,0.602,0.0,0.75,1.0,0.0,0.0,0.0,ces
CTX197401552,35,19,6,0,1,2,207,1218,0.793416,0.052779999999999994,0.9441039999999999,540.6844,0.0,0.371276,0.0,ces
CTX197401677,53,11,8,3,2,8,37,272,0.7692315789473684,0.024557894736842105,0.7980157894736842,5065.753157894736,0.05263157894736842,0.36197368421052634,0.0,ces
CTX197402506,48,9,17,19,5,25,48,311,0.700953846153846,0.00801153846153846,0.80895,63355.04,0.0,0.3206769230769231,0.0,ces
CTX197403156,7,4,5,3,1,2,27,177,0.7281333333333334,0.051477777777777775,0.8244666666666667,2492.5788888888887,0.2222222222222222,0.35265555555555556,0.0,ces
CTX197404302,1,29,7,3,0,8,225,1377,0.8152777777777778,0.013872222222222222,0.9344611111111111,2058.0597222222223,0.0,0.3946805555555556,0.2222222222222222,ces
CTX197407417,1,28,2,1,1,1,234,1558,0.8589433333333333,0.011416666666666667,0.9791633333333334,632.2023333333333,0.06666666666666667,0.40671666666666667,0.0,ces
CTX197408817B,27,0,0,1,0,0,0,0,,,,,,,,
CTX197502450,16,27,1,1,0,2,244,1431,0.8335357142857143,0.010132142857142857,0.978975,494.05749999999995,0.0,0.38984642857142854,0.0,ces
CTX197503839,50,22,7,1,0,2,163,1001,0.7465172413793104,0.02890689655172414,0.910648275862069,2087.636551724138,0.0,0.33815862068965513,0.034482758620689655,ces
CTX197506042,1,19,13,1,0,11,163,1020,0.787446875,0.02396875,0.939134375,5588.350625,0.03125,0.39815625,0.03125,ces
CTX197507911,1,11,1,2,0,1,90,529,0.7989916666666667,0.028016666666666665,0.9251833333333334,788.3441666666668,0.0,0.3982583333333333,0.0,ces
CTX197509364,25,12,4,2,1,1,129,724,0.7408875,0.05496875,0.93468125,1264.979375,0.125,0.35345,0.0,ces
CTX197509472D,80,11,46,9,9,23,100,490,0.6185842105263157,0.03508771929824561,0.8094736842105263,18798.572631578947,0.0,0.2332877192982456,0.0,ces
CTX197600270,17,0,1,0,0,0,1,6,0.8212,0.0,0.75,2120.41,0.0,0.3333,1.0,ces
CTX197601480H,28,2,0,0,1,1,18,102,0.84355,0.025,1.0,1060.315,0.0,0.4034,0.0,ces
CTX197602915,15,29,8,2,4,3,224,1443,0.8169081081081081,0.029900000000000003,0.9290621621621622,475.6610810810811,0.0,0.35846486486486484,0.02702702702702703,ces
CTX197603303,2,0,0,2,0,0,0,0,,,,,,,,
CTX197605872,22,18,1,3,0,3,144,947,0.8591526315789475,0.0013157894736842105,0.9877631578947368,1266.6026315789475,0.0,0.3883842105263158,0.0,ces
CTX197607027A,10,1,2,0,0,0,8,43,0.6849666666666666,0.0,0.9114,2123.5266666666666,0.0,0.4181333333333333,0.0,ces
CTX197607763,45,10,13,9,5,19,69,377,0.7020000000000001,0.04824347826086956,0.8662043478260869,40770.44434782609,0.0,0.32886086956521743,0.21739130434782608,ces
CTX197701435A,53,0,2,1,0,1,4,13,0.58795,0.125,0.75,2815.2549999999997,0.0,0.3333,0.0,ces
CTX197702846A,41,0,3,0,0,2,4,21,0.5236666666666666,0.0,0.8514666666666667,4334.02,0.0,0.3,0.3333333333333333,ces
CTX197703916,11,1,3,0,0,2,26,116,0.705375,0.11499999999999999,0.8371,1587.025,0.0,0.36319999999999997,0.25,ces
CTX197705626,4,22,50,92,40,54,101,482,0.6608152777777777,0.028008333333333333,0.8160666666666666,7678.148194444445,0.0,0.18728472222222223,0.0,ces
CTX197801093,10,20,4,0,2,1,224,1230,0.7795333333333333,0.0466125,0.9681916666666667,502.81874999999997,0.0,0.38971666666666666,0.0,ces
CTX197802772,14,4,3,2,1,2,41,272,0.7409142857142857,0.03571428571428571,0.9595285714285714,7739.9800000000005,0.0,0.5175714285714286,0.14285714285714285,ces
CTX197804988,8,1,0,0,0,0,4,18,0.7249,0.0,1.0,1076.64,0.0,0.3636,1.0,ces
CTX197807625,32,0,1,1,0,0,2,12,0.5355,0.0,0.75,663.19,0.0,0.75,0.0,ces
CTX197900511,3,12,7,5,0,10,62,346,0.7064105263157895,0.06873157894736842,0.9152684210526316,2834.9826315789473,0.05263157894736842,0.3660578947368421,0.21052631578947367,ces
CTX197903525,1,1,1,1,0,1,11,68,0.7475,0.0,0.87475,555.815,0.0,0.372,0.0,ces
CTX197906302B,24,1,3,0,0,2,6,37,0.680775,0.0,0.8125,811.73,0.0,0.23215,0.0,ces
CTX197907845A,39,4,0,0,2,1,29,206,0.8477250000000001,0.017175,0.925675,585.675,0.0,0.41335,0.0,ces
CTX198001408,102,0,2,1,0,1,4,14,0.5266,0.0,0.75,643370.2799999999,0.0,0.16665,0.0,ces
CTX198002086A,30,19,1,1,1,0,101,605,0.7887649999999999,0.050649999999999994,0.944415,614.8035,0.05,0.429195,0.0,ces
CTX198004860,24,2,2,0,0,1,22,102,0.734675,0.053575,0.890875,1635.405,0.0,0.335325,0.5,ces
CTX198005273K,39,0,0,1,0,0,0,0,,,,,,,,
CTX198006789D,35,1,0,0,0,0,2,11,0.8148,0.175,0.756,621.07,0.0,0.25,0.0,ces
CTX198007146A,126,1,0,0,0,0,1,11,0.8717,0.0,0.75,527.02,0.0,0.4,1.0,ces
CTX198100669,1,17,4,1,1,5,120,788,0.8100238095238096,0.04928571428571428,0.9644952380952381,695.232380952381,0.0,0.4046857142857143,0.047619047619047616,ces
CTX198101648,26,6,43,245,10,74,67,280,0.6113510204081632,0.0,0.7877714285714286,610.6548979591837,0.0,0.042291836734693874,0.0,ces
CTX198104042,2,14,6,0,2,1,202,1012,0.749465,0.054889999999999994,0.9793900000000001,4220.906,0.25,0.40814500000000004,0.0,ces
CTX198105082,29,2,4,0,0,1,21,111,0.7090666666666667,0.039683333333333334,0.87475,2495.335,0.0,0.3619333333333333,0.16666666666666666,ces
CTX198105374,48,1,42,129,14,153,62,264,0.5559186046511627,0.027132558139534885,0.7840581395348838,72162.09372093024,0.0,0.08128604651162791,0.046511627906976744,ces
CTX198200609,1,16,3,1,1,5,103,698,0.8010421052631579,0.007136842105263158,0.9527368421052632,9182.349473684211,0.0,0.39411052631578947,0.0,ces
CTX198201961B,50,0,1,0,0,0,1,2,0.602,0.0,0.75,1.0,0.0,0.0,0.0,ces
CTX198203982,1,6,4,2,1,1,102,560,0.78471,0.035129999999999995,0.88968,848.9159999999999,0.2,0.3598,0.1,ces
CTX198204755,1,19,2,1,1,2,174,1148,0.8285666666666666,0.02893809523809524,0.9956142857142858,876.7804761904762,0.047619047619047616,0.40774285714285713,0.0,ces
CTX198204879C,51,22,3,4,0,3,159,1140,0.811484,0.008384,0.965668,757.4484,0.04,0.39885600000000004,0.0,ces
CTX198204899A,13,0,3,3,0,2,4,18,0.5331666666666667,0.0,0.7601666666666667,83722.74666666666,0.0,0.13333333333333333,0.0,ces
CTX198300359,9,30,7,2,0,1,274,1651,0.7940432432432433,0.023524324324324324,0.9635054054054055,985.0897297297297,0.02702702702702703,0.3782675675675676,0.0,ces
CTX198302122,1,9,13,1,2,6,84,487,0.7140590909090908,0.040531818181818176,0.92625,3761.435454545454,0.045454545454545456,0.3918863636363637,0.045454545454545456,ces
CTX198303298,3,14,42,30,18,44,134,694,0.6082517857142857,0.03717142857142857,0.8079964285714285,30132.96,0.017857142857142856,0.37813749999999996,0.05357142857142857,ces
CTX198303757,18,1,14,10,0,1,115,447,0.6377733333333333,0.1084,0.9673533333333334,1696.5873333333334,0.0,0.43162666666666666,0.0,ces
CTX198400266,2,27,2,1,1,8,218,1413,0.8608724137931034,0.017886206896551727,0.9806793103448277,564.4927586206896,0.0,0.40972413793103446,0.0,ces
CTX198401467A,114,9,48,3,27,3,97,666,0.6511824561403509,0.012280701754385965,0.8315368421052631,19735.637894736843,0.0,0.25775087719298245,0.0,ces
CTX198401888B,32,1,0,0,1,1,2,15,0.714,0.0,0.75,608.94,0.0,0.375,1.0,ces
CTX198500086,1,19,10,1,0,8,134,882,0.7813896551724138,0.018679310344827584,0.8993344827586207,2266.675517241379,0.0,0.3784344827586207,0.1724137931034483,ces
CTX198500694,53,5,2,6,5,6,28,177,0.7433142857142857,0.037342857142857136,0.8375714285714285,3733.41,0.0,0.44079999999999997,0.0,ces
CTX198502518,51,25,9,0,0,6,231,1316,0.7962617647058824,0.07026764705882353,0.9404382352941177,2990.954117647059,0.029411764705882353,0.3822294117647059,0.0,ces
CTX198503645,135,1,4,0,0,3,27,122,0.59006,0.14166,0.8392,1547.256,0.0,0.22566000000000003,0.0,ces
