file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
MTX195001025,13,7,0,35,1,0,282,2089,0.6904595238095238,0.0214,0.9311714285714286,6578.071428571428,0.07142857142857142,0.3743309523809524,0.5057714285714285,0.0,ces
MTX195001474,1,4,7,3,1,1,25,152,0.7431857142857143,0.0,0.8584857142857143,1255.4285714285713,0.0,0.4188428571428572,0.4673857142857143,0.14285714285714285,ces
MTX195100577,2,2,5,8,1,1,40,260,0.6518599999999999,0.01167,0.9363699999999999,1486.4,0.0,0.44909,0.52645,0.0,ces
MTX195100878,61,9,0,30,1,1,286,1851,0.7217615384615385,0.026056410256410256,0.9880538461538462,305.7564102564103,0.10256410256410256,0.4062179487179487,0.49285128205128204,0.0,ces
MTX195200678,4,15,1,20,1,1,210,1482,0.7555914285714286,0.014445714285714287,0.9701857142857142,174.92857142857142,0.14285714285714285,0.4065114285714286,0.5387742857142857,0.0,ces
MTX195203058,3,4,2,24,0,1,290,1797,0.6853857142857143,0.02477857142857143,0.953725,846.2678571428571,0.39285714285714285,0.4375642857142857,0.5037107142857142,0.0,ces
MTX195400533,5,5,3,7,0,2,45,282,0.7022666666666666,0.03875,0.9691916666666667,1040.6666666666667,0.0,0.4066916666666667,0.48609166666666664,0.0,ces
MTX195401664,199,30,34,26,27,4,102,703,0.7434142857142857,0.0,0.9623035714285715,1615.9666071428571,0.0,0.37382678571428574,0.4691410714285714,0.0,ces
MTX195500739,66,0,1,0,3,0,0,0,,,,,,,,,
MTX195600314,2,18,1,7,1,0,173,1178,0.7988200000000001,0.005356,0.973292,289.1352,0.0,0.423296,0.531552,0.0,ces
MTX195701084,36,0,3,3,2,2,10,75,0.6999,0.0,0.8333,943.3333333333334,0.3333333333333333,0.40703333333333336,0.5129666666666667,0.0,ces
MTX195800611,1,1,3,6,0,1,22,149,0.6661714285714285,0.0035714285714285718,0.8311571428571429,972.1785714285714,0.0,0.36215714285714284,0.3871857142857143,0.0,ces
MTX195900422,3,0,2,3,0,1,13,83,0.6902666666666667,0.0,0.8333333333333334,464.0,0.0,0.4663,0.6193666666666666,0.3333333333333333,ces
MTX195901493,50,0,0,1,0,0,4,26,0.6202,0.0,0.75,1032.0,0.0,0.4118,0.4706,0.0,ces
MTX195903041,134,12,2,21,9,0,144,1276,0.7535515151515152,0.006112121212121213,0.9848636363636364,389.1439393939394,0.0,0.39270303030303033,0.5055,0.0,ces
MTX195904331,94,0,1,0,1,1,0,0,,,,,,,,,
