file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,ch_ratio,main_lang
CTX192700799,3,23,4,3,1,1,223,1305,0.8064576923076923,0.009626923076923076,0.9609923076923077,1138.3303846153847,0.038461538461538464,0.4265884615384615,0.0,ces
CTX193100253,45,13,0,0,0,0,136,824,0.8465615384615385,0.010723076923076922,0.9919,487.3092307692308,0.07692307692307693,0.39776153846153844,0.0,ces
CTX193202278,10,35,53,52,39,19,225,1244,0.651835632183908,0.011201149425287356,0.8573620689655173,5265.205862068965,0.0,0.23380574712643679,0.0,ces
CTX193401762,8,0,1,15,4,10,140,617,0.5368133333333333,0.08110666666666666,0.7656933333333333,1904.5866666666666,1.6666666666666667,0.5031066666666667,0.0,ces
CTX193600857,32,31,1,9,1,0,388,2190,0.7456775,0.02004,0.8686299999999999,588.99575,0.075,0.3734175,0.0,ces
CTX193702477,81,0,1,1,1,7,4,9,0.3965,0.0625,1.0,8412.87,0.0,0.6,0.0,ces
CTX193801636,108,29,1,0,0,1,228,1423,0.8117275862068966,0.011393103448275863,0.9984551724137931,584.5168965517242,0.0,0.4015137931034483,0.0,ces
CTX194000026,1,0,0,0,1,0,0,0,,,,,,,,None
CTX194003457,1,0,0,0,0,1,0,0,,,,,,,,None
CTX194005766,4,10,2,2,0,1,108,686,0.8023833333333333,0.003941666666666667,0.9721000000000001,5427.923333333333,0.08333333333333333,0.39784166666666665,0.0,ces
CTX194103269,1,2,3,5,2,4,30,165,0.6257428571428572,0.047099999999999996,0.8214285714285714,4887.577142857143,0.7142857142857143,0.3820571428571428,0.14285714285714285,ces
CTX194105865,1,7,13,6,2,2,22,112,0.7218076923076923,0.0,0.8684153846153847,3200.773076923077,0.0,0.447923076923077,0.38461538461538464,ces
CTX194202078,1,12,16,7,1,2,42,238,0.7793684210526316,0.003289473684210526,0.8714999999999999,2812.7647368421053,0.0,0.42100526315789477,0.2631578947368421,ces
CTX194301371,1,9,10,9,0,1,35,202,0.7412777777777778,0.00938888888888889,0.8433388888888889,2771.36,0.0,0.40286666666666665,0.2222222222222222,ces
