file,page_num,Clear,Empty,Noisy,Trash,Non-text,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,ch_ratio,main_lang
MTX200603290,68,25,32,9,4,0,94,593,0.7490323529411764,0.005758823529411765,0.8704941176470588,640.8897058823529,0.029411764705882353,0.36866764705882354,0.0,ces
MTX200700142,28,4,5,7,1,0,22,150,0.7201363636363637,0.009090909090909092,0.8865727272727273,3543.7218181818175,0.0,0.2877272727272727,0.0,ces
MTX200700144,44,22,21,17,1,1,220,1140,0.7015410256410256,0.01412820512820513,0.888248717948718,780.4482051282051,0.5897435897435898,0.38729743589743587,0.0,ces
MTX200700153,6,25,6,2,1,0,283,1734,0.8460703703703705,0.004522222222222223,0.9691000000000001,69.67814814814814,0.0,0.4211333333333333,0.0,ces
MTX200700868,2,23,59,98,16,10,237,1348,0.6347553719008265,0.00031570247933884293,0.8275661157024793,1347.109090909091,0.03305785123966942,0.2681297520661157,0.47107438016528924,ces
MTX200702073,228,4,3,0,0,0,27,180,0.8005,0.0175,0.936875,75.5625,0.0,0.4266,0.0,ces
MTX200702090,17,28,1,1,1,0,223,1347,0.8067103448275862,0.039799999999999995,0.9190379310344828,102.31413793103448,0.0,0.4136482758620689,0.0,ces
MTX200702108,353,1,7,2,20,0,8,58,0.6993333333333333,0.019433333333333334,0.9149333333333334,1050.3333333333333,0.0,0.2626,0.0,ces
MTX200702141,165,41,21,6,3,12,408,2660,0.8245170212765957,0.006165957446808511,0.9760340425531916,193.40659574468086,0.0,0.3882829787234043,0.02127659574468085,ces
MTX200702619,258,0,0,1,0,0,8,42,0.6876,0.075,0.75,93.0,0.0,0.4118,0.0,ces
MTX200702621a,186,55,43,57,31,6,389,2184,0.7132348214285714,0.0007437499999999999,0.8463991071428572,1190.4704464285714,0.0,0.37520625,0.0,ces
MTX200702623,13,20,10,15,11,6,124,813,0.7456542857142857,0.01753714285714286,0.9171142857142858,1842.7894285714287,0.02857142857142857,0.41798,0.37142857142857144,ces
MTX200703382,111,1,0,0,0,0,12,77,0.8388,0.0292,0.75,58.0,0.0,0.38,0.0,ces
MTX200704028,10,1,0,0,0,0,15,77,0.8046,0.05,0.9984,34.25,1.0,0.4375,0.0,ces
MTX200800281,1,24,10,9,1,8,130,827,0.7864030303030303,0.005630303030303031,0.9032484848484847,567.469696969697,0.06060606060606061,0.4111848484848485,0.030303030303030304,ces
MTX200800736,74,1,1,0,0,1,9,58,0.7748,0.0667,0.8011,61.75,0.0,0.4483,0.0,ces
MTX200800782,2,24,60,102,15,8,239,1347,0.6336484126984127,0.00010476190476190476,0.8121007936507936,1355.6914285714286,0.031746031746031744,0.2613190476190476,0.4365079365079365,ces
MTX200801100,328,24,89,129,39,95,161,666,0.6439895424836601,0.0,0.7664071895424837,6770.087058823529,0.0,0.09308562091503268,0.026143790849673203,ces
MTX200801102b,45,0,1,1,1,8,7,23,0.6507,0.0,0.75,72.5,1.0,0.2857,0.0,ces
MTX200801118,129,21,19,32,20,2,118,668,0.7188320754716981,0.0,0.9475754716981132,9073.768679245282,0.0,0.3531509433962264,0.018867924528301886,ces
MTX200802714,2,10,2,5,0,2,77,527,0.7776866666666666,0.003726666666666667,0.9231066666666667,459.9873333333333,0.13333333333333333,0.35580666666666666,0.0,ces
MTX200803221,71,5,1,5,0,0,65,367,0.71539,0.04973999999999999,0.9464500000000001,95.063,0.0,0.37131000000000003,0.0,ces
MTX200803225,56,23,16,45,6,5,325,1686,0.6800676470588235,0.00042058823529411764,0.8763676470588235,1566.8326470588236,0.0,0.36859117647058826,0.0,ces
MTX200803245,74,9,5,0,0,0,65,384,0.8202,0.01967777777777778,0.9516222222222223,108.48555555555555,0.0,0.44505555555555554,0.0,ces
MTX200803251,361,17,65,165,26,25,278,1478,0.6157818681318681,0.0002357142857142857,0.7988675824175824,28175.78258241758,0.0,0.11111373626373626,0.0,ces
MTX200803278,73,26,3,18,40,39,225,1317,0.7391363636363636,0.002727272727272727,0.9539977272727274,9817.585227272728,0.0,0.38532727272727274,0.0,ces
MTX200803303,160,5,4,0,1,0,21,126,0.7306,0.0,0.8,42.6,0.0,0.39821999999999996,0.0,ces
MTX200804144,92,1,7,1,1,18,3,12,0.67625,0.0,0.75,23.825,0.0,0.14285,0.0,ces
MTX200804148,405,12,9,25,2,2,92,558,0.7094972972972973,0.0,0.8874567567567568,31500.493513513513,0.0,0.3423918918918919,0.0,ces
MTX200900095,84,1,2,3,0,0,15,63,0.593475,0.021875,0.9358,622.625,0.0,0.31875,0.5,ces
MTX200900293,2,27,43,96,11,11,235,1356,0.6428520325203253,0.0017333333333333333,0.8222292682926828,1300.3320325203251,0.07317073170731707,0.2717780487804878,0.43089430894308944,ces
MTX200900793,7,1,0,0,0,0,10,53,0.7702,0.025,1.0,44.5,0.0,0.4839,0.0,ces
MTX200901346,1,21,18,12,2,7,115,726,0.7744,0.0011212121212121214,0.9208363636363636,1187.159090909091,0.030303030303030304,0.36715454545454546,0.0,ces
MTX200901944,636,39,33,21,2,0,203,1250,0.7512433333333333,0.009333333333333332,0.8753016666666666,860667.4198333333,0.016666666666666666,0.3762183333333333,0.0,ces
MTX200901982,73,2,1,3,0,0,19,120,0.71262,0.0,0.85,78700.5,0.0,0.32028,0.0,ces
MTX200902974,35,36,4,30,3,0,472,2356,0.7095621212121213,0.00786060606060606,0.8586954545454546,890.1951515151516,0.0,0.3507969696969697,0.0,ces
MTX200902985,153,2,0,0,0,0,33,167,0.7299,0.11829999999999999,0.9913000000000001,179.0,0.0,0.3502,0.0,ces
MTX200902990,54,24,67,77,76,76,121,577,0.6631346534653466,0.0,0.7887188118811881,45578.51643564356,0.0,0.2509475247524753,0.04950495049504951,ces
MTX200903336,72,1,2,3,1,0,17,102,0.64325,0.095,0.80175,43.625,0.0,0.270825,0.0,ces
MTX200904040,143,43,108,100,116,105,284,1753,0.684820979020979,0.0006993006993006993,0.8458776223776223,1553.3857342657343,0.0,0.20395244755244754,0.006993006993006993,ces
MTX200904043,378,23,2,9,1,0,252,1581,0.766409375,0.006315625,0.940746875,632.125,0.0,0.40585625000000003,0.0,ces
MTX200904236,7,29,5,3,0,0,290,1878,0.83419375,0.00626875,0.987775,166.634375,0.0,0.406246875,0.0,ces
MTX200905203,1,22,11,8,3,0,110,754,0.80248,0.0025433333333333336,0.9462633333333332,530.4873333333334,0.03333333333333333,0.38334666666666667,0.03333333333333333,ces
MTX200906190,28,2,2,0,0,1,8,37,0.7653,0.0,0.899,107.75,0.0,0.39165,0.5,ces
MTX201000207,182,2,1,0,0,0,32,177,0.7867999999999999,0.0078,0.9978,43.75,0.0,0.32989999999999997,0.0,ces
MTX201000399b,194,32,1,2,1,0,270,1565,0.7773558823529412,0.02141764705882353,0.9296558823529412,41.18088235294118,0.0,0.3774,0.0,ces
MTX201000929,3,23,42,42,11,8,113,676,0.6764523076923077,0.001346153846153846,0.8369476923076924,4193.244615384616,0.0,0.25192461538461536,0.3230769230769231,ces
MTX201001388a,126,6,8,9,3,0,25,143,0.73802,0.0,0.8746266666666667,3960.666666666667,0.0,0.2970466666666667,0.06666666666666667,ces
MTX201001395,56,2,3,2,0,0,23,115,0.7015750000000001,0.03125,0.816125,54.72,0.0,0.265425,0.0,ces
MTX201001397b,140,5,6,9,2,0,24,141,0.7283285714285714,0.0,0.8949714285714286,2850.625,0.0,0.3037,0.07142857142857142,ces
MTX201001846,38,2,1,2,0,0,28,165,0.760125,0.03125,0.875,32.44,0.0,0.282675,0.0,ces
MTX201001860,47,0,0,1,0,0,3,19,0.6085,0.0,1.0,1456.0,0.0,0.5,0.0,ces
MTX201002246,6,3,3,1,1,0,24,155,0.7893,0.00695,0.998375,536.595,0.0,0.42362500000000003,0.5,ces
MTX201003705,24,20,27,14,4,2,108,696,0.7503264705882353,0.0026941176470588234,0.8547941176470588,1578.22,0.0,0.32144117647058823,0.0,ces
MTX201004351,84,39,8,29,3,0,432,2349,0.7234632352941177,0.00585,0.8650323529411765,1306.1398529411763,0.04411764705882353,0.3432514705882353,0.0,ces
MTX201004357,472,1,0,0,0,0,2,7,0.7203,0.0,0.75,40.5,0.0,0.3333,0.0,ces
MTX201100103,3,22,34,44,11,5,113,639,0.6663833333333333,0.0018181818181818182,0.8356121212121211,4044.882575757576,0.015151515151515152,0.25147424242424243,0.3181818181818182,ces
MTX201100525,58,3,1,3,2,0,18,113,0.6953,0.01785,0.8273333333333334,582.5,0.3333333333333333,0.36979999999999996,0.0,ces
MTX201100900,3,22,40,47,11,10,114,658,0.6666347826086956,0.0017391304347826085,0.839095652173913,4064.873188405797,0.0,0.2509463768115942,0.30434782608695654,ces
MTX201101188,3,14,6,3,0,1,74,424,0.7551,0.037888235294117646,0.9670058823529412,248.7058823529412,0.0,0.4348941176470588,0.0,ces
MTX201101719,328,3,2,0,0,0,41,184,0.7424333333333334,0.0,0.9166666666666666,97.66666666666667,0.0,0.41566666666666663,0.0,ces
MTX201102729,27,0,0,3,0,0,3,6,0.5967,0.0,0.75,26.62,0.0,0.0,0.0,ces
MTX201103602,46,44,145,129,142,62,360,2329,0.6267086705202313,0.0,0.817078034682081,1415.8653757225434,0.0,0.19468208092485548,0.005780346820809248,ces
MTX201103614,241,23,2,4,78,0,246,1448,0.7313518518518519,0.003451851851851852,0.9665592592592593,8956.194814814815,0.0,0.32422962962962965,0.0,ces
MTX201103630,67,28,5,3,0,0,322,2072,0.8555935483870968,0.0014096774193548389,0.9761645161290322,107.72,0.0,0.4005741935483871,0.06451612903225806,ces
MTX201104541,36,1,0,1,0,0,9,52,0.683,0.0156,0.75005,118.19,0.0,0.22855,0.0,ces
MTX201200418,12,53,1,0,1,0,597,4012,0.8800358490566038,0.009460377358490566,0.9885,84.31245283018869,0.03773584905660377,0.41350000000000003,0.0,ces
MTX201200469,7,22,7,1,1,0,192,1185,0.8147043478260869,0.01001304347826087,0.9437391304347826,108.41826086956522,0.0,0.38857826086956526,0.0,ces
MTX201201726,5,5,3,2,2,0,41,284,0.7632142857142857,0.030714285714285715,0.9639571428571428,268.2857142857143,0.42857142857142855,0.4077285714285714,0.0,ces
MTX201202650,10,30,4,1,0,0,397,2468,0.860341935483871,0.009532258064516129,0.9911612903225806,94.00387096774193,0.03225806451612903,0.4142806451612903,0.0,ces
MTX201204231,120,42,23,32,25,13,164,1064,0.7442054054054054,0.004218918918918919,0.8536716216216217,7122.736486486487,0.05405405405405406,0.34184864864864867,0.0,ces
MTX201204828a,25,16,0,13,1,9,468,2402,0.755051724137931,0.07167241379310345,0.9104931034482758,89.99137931034483,0.0,0.3294551724137931,0.034482758620689655,ces
MTX201204833a,104,25,93,131,56,129,174,781,0.6290641025641026,0.0,0.8245057692307691,17806.624423076923,0.03205128205128205,0.17883076923076924,0.1794871794871795,ces
MTX201204842,6,44,3,1,1,0,496,3363,0.8644622222222221,0.011446666666666667,0.9926,58.303999999999995,0.2,0.4133933333333333,0.0,ces
MTX201204854,39,12,22,40,0,9,93,525,0.6941288461538462,0.0,0.8534076923076923,614.7742307692307,0.0,0.20473653846153847,0.0,ces
MTX201204866,57,8,2,2,0,0,53,361,0.77886,0.0,0.91235,123.68800000000002,0.0,0.36091,0.0,ces
MTX201205179,25,2,2,2,0,0,32,177,0.72325,0.03125,0.928125,273.625,0.0,0.350825,0.0,ces
MTX201300297,1,38,14,30,10,3,404,2839,0.7703514705882353,0.013913235294117646,0.946210294117647,11952.827352941176,0.10294117647058823,0.39182500000000003,0.19117647058823528,ces
MTX201300661,18,0,1,2,0,0,6,23,0.6626000000000001,0.0625,0.875,11044.25,0.0,0.3095,0.0,ces
MTX201301620,1,25,16,34,10,4,257,1553,0.729535593220339,0.006025423728813559,0.8908966101694915,8722.882033898304,0.13559322033898305,0.3871627118644068,0.288135593220339,ces
MTX201302589,101,0,219,8,67,376,13,26,0.43945,0.0625,0.8452875,1595300.25,0.0,0.1875,0.5,ces
MTX201303818,61,1,2,0,2,0,2,7,0.7191,0.0,0.9738,46.75,0.0,0.3333,0.0,ces
MTX201305328,4,6,0,3,1,0,65,422,0.8047111111111112,0.0,0.9100999999999999,905.7222222222222,0.0,0.43423333333333336,0.3333333333333333,ces
MTX201400517,10,1,1,1,0,0,11,72,0.7817000000000001,0.08195,0.875,41.875,0.0,0.37665,0.0,ces
MTX201400614,86,1,2,0,2,0,2,7,0.711,0.0,0.9624,87.0,0.0,0.3333,0.0,ces
MTX201401380,1,31,20,34,12,3,286,1793,0.7361784615384614,0.010286153846153846,0.9132138461538462,11137.898769230767,0.1076923076923077,0.39222769230769233,0.2923076923076923,ces
MTX201401561,164,41,7,35,0,0,257,1731,0.7362184210526316,0.008815789473684211,0.9334355263157895,489.4678947368421,0.0,0.35222368421052636,0.0,ces
MTX201401566,44,1,4,1,6,0,4,36,0.7487999999999999,0.0,0.90045,960.0,0.0,0.44155,0.0,ces
MTX201403246,3,21,30,38,15,5,102,597,0.6784661016949153,0.001483050847457627,0.838135593220339,4598.385254237288,0.0,0.26303050847457626,0.3559322033898305,ces
MTX201404712,1,17,12,6,4,2,106,730,0.7846608695652174,0.00492608695652174,0.9553869565217391,628.5595652173913,0.08695652173913043,0.40987826086956525,0.0,ces
MTX201406358,16,8,5,3,0,0,90,650,0.8054727272727273,0.003927272727272727,0.9326818181818181,19977.022727272728,0.09090909090909091,0.42357272727272727,0.2727272727272727,ces
MTX201501309,37,6,1,0,1,0,53,338,0.8596166666666667,0.0,0.9999333333333333,204.14499999999998,0.0,0.44805,0.0,ces
MTX201501327,69,10,13,18,9,4,42,227,0.6759035714285714,0.004464285714285714,0.843475,2342546.370714286,0.0,0.32258571428571425,0.25,ces
MTX201503703,82,8,15,27,14,18,48,264,0.6885714285714286,0.0016657142857142856,0.81184,18093.505142857146,0.0,0.25326000000000004,0.0,ces
MTX201503710,265,8,2,13,1,0,79,440,0.6916761904761904,0.044795238095238096,0.9002047619047618,150.97619047619048,0.0,0.4333571428571429,0.42857142857142855,ces
MTX201504111,38,37,1,17,1,0,495,2579,0.7619018518518518,0.007624074074074073,0.8815092592592593,182.35185185185185,0.0,0.35377777777777775,0.0,ces
MTX201504862,31,34,17,90,18,3,467,2295,0.6600862903225807,0.0021838709677419353,0.8688258064516129,1674.205564516129,0.0,0.3635790322580645,0.0,ces
MTX201505092,13,25,6,4,0,0,193,1088,0.7386724137931033,0.009610344827586208,0.9114034482758622,96.97862068965517,0.10344827586206896,0.4103103448275862,0.0,ces
MTX201505300,8,2,0,0,0,0,15,78,0.7316499999999999,0.02275,0.8883,114.5,0.0,0.38180000000000003,0.0,ces
MTX201600425,6,24,3,1,1,0,285,1813,0.88548,0.0008759999999999999,0.999988,144.1096,0.0,0.41321599999999997,0.0,ces
MTX201600519,523,67,205,127,72,74,228,1283,0.7201407216494845,0.0,0.8660391752577319,391146.1035051546,0.0,0.2956407216494846,0.005154639175257732,ces
MTX201600589,11,5,1,0,2,0,62,328,0.7923,0.033460000000000004,0.9954599999999999,45.374,0.0,0.39752,0.0,ces
MTX201600952,90,1,0,0,0,0,2,9,0.7295,0.125,1.0,22.38,0.0,0.4286,0.0,ces
MTX201601372,203,2,1,1,0,0,34,229,0.7956,0.0,0.9166666666666666,30.580000000000002,0.0,0.2806666666666667,0.0,ces
MTX201601471,8,50,1,0,1,0,582,3886,0.8843840000000001,0.00792,0.98966,61.5144,0.0,0.404398,0.0,ces
MTX201601595,10,21,5,1,0,0,218,1597,0.8844318181818182,0.006527272727272728,0.9852545454545454,63.95727272727272,0.09090909090909091,0.4076636363636364,0.0,ces
MTX201601722,407,24,72,138,59,115,172,865,0.6352179012345679,0.0,0.7700018518518519,5107.414074074074,0.0,0.163270987654321,0.043209876543209874,ces
MTX201601760,1,25,30,33,12,2,272,1671,0.7316241379310344,0.011101724137931035,0.9156965517241379,14473.544827586207,0.10344827586206896,0.3945344827586207,0.27586206896551724,ces
MTX201601915c,11,32,2,4,0,0,234,1734,0.8542722222222223,0.0018527777777777776,0.9732166666666667,269.31944444444446,0.027777777777777776,0.3875388888888889,0.0,ces
MTX201602056,16,2,16,15,0,0,22,100,0.6172764705882353,0.007352941176470588,0.75,74.05529411764707,0.0,0.0710764705882353,0.0,ces
MTX201602067,113,1,0,3,0,0,29,163,0.674575,0.040075,0.8826499999999999,427.25,0.0,0.418075,0.0,ces
MTX201602074,210,0,0,0,1,0,0,0,,,,,,,,
MTX201602119,176,35,21,14,22,3,205,1285,0.772395918367347,0.003230612244897959,0.9292510204081632,5381.3069387755095,0.0,0.3470612244897959,0.04081632653061224,ces
MTX201602136,14,19,36,46,21,20,117,723,0.6239076923076924,0.0,0.8256861538461538,1376.8970769230768,0.0,0.2265446153846154,0.0,ces
MTX201602156,58,2,2,1,0,1,13,72,0.6355666666666667,0.0,0.75,3999.5,0.0,0.23513333333333333,0.0,ces
MTX201602233,145,35,1,1,0,0,248,1685,0.8156,0.0,0.975325,100.25694444444444,0.0,0.38018611111111106,0.0,ces
MTX201602236,162,2,1,0,0,0,8,36,0.73365,0.0625,0.75,73.625,0.0,0.3,0.0,ces
MTX201602242,516,2,2,0,0,1,10,60,0.83485,0.0,0.864,67.5,0.0,0.40725,0.0,ces
MTX201602245,156,1,0,0,0,0,6,42,0.7949,0.0583,0.75,58.0,0.0,0.3636,0.0,ces
MTX201602385b,10,0,1,0,0,2,0,0,,,,,,,,
MTX201602539,61,3,4,3,0,0,43,253,0.7484833333333333,0.02426666666666667,0.9048666666666666,99.47833333333334,0.0,0.3435166666666667,0.0,ces
MTX201602624,47,1,4,1,5,0,4,35,0.7556499999999999,0.0,0.9996,921.625,0.0,0.41955,0.0,ces
MTX201602681,7,19,4,2,1,0,176,1301,0.8570190476190476,0.002380952380952381,0.9564904761904762,99.9852380952381,0.0,0.40131428571428573,0.0,ces
MTX201602909,223,1,0,0,0,0,2,7,0.7206,0.0,0.75,39.25,0.0,0.3333,0.0,ces
MTX201602926,137,4,4,1,0,0,35,201,0.739,0.0,0.91096,173.15,0.0,0.36242,0.0,ces
MTX201603040,81,4,1,0,0,0,21,133,0.78525,0.01875,0.9903,93.3125,0.0,0.40315,0.0,ces
MTX201603221,75,1,2,2,0,3,7,37,0.6509333333333333,0.0,0.884,240.33333333333334,0.0,0.23929999999999998,0.3333333333333333,ces
MTX201603369,1,3,5,4,0,0,22,128,0.7444714285714286,0.024999999999999998,0.8530571428571428,204.42285714285714,0.0,0.3574285714285714,0.14285714285714285,ces
MTX201603513,3,23,12,12,6,3,108,674,0.784162857142857,0.00524,0.9072399999999999,6599.610571428571,0.0,0.38273714285714283,0.0,ces
MTX201604191,8,11,1,1,4,0,108,751,0.8145000000000001,0.0015999999999999999,0.9519500000000001,71.50583333333333,0.0,0.35989999999999994,0.0,ces
MTX201604593,1,27,11,31,12,7,295,1912,0.7290413793103447,0.020999999999999998,0.9110948275862069,15403.821896551724,0.10344827586206896,0.39164310344827585,0.2413793103448276,ces
MTX201604986,737,34,37,46,9,13,399,2138,0.6997925,0.012769999999999998,0.8569962500000001,755.462125,0.05,0.36859875,0.0,ces
MTX201605117,50,42,39,84,55,39,373,2021,0.6768928571428572,0.0004063492063492063,0.8485301587301587,18322.619682539684,0.0,0.35032857142857143,0.0,ces
MTX201605330,189,44,83,130,40,102,201,842,0.6569350574712643,0.014367816091954023,0.8041781609195402,3896.587413793103,0.0,0.16154195402298852,0.0,ces
MTX201605422,2,8,24,13,10,17,37,215,0.6695238095238095,0.005952380952380952,0.8502857142857143,2325.2976190476193,0.0,0.20623333333333332,0.047619047619047616,ces
MTX201606181b,30,2,2,1,0,0,15,103,0.7392333333333333,0.07776666666666666,0.9724,99.66666666666667,0.0,0.4408,0.0,ces
MTX201700021,93,1,0,1,0,0,10,44,0.6831499999999999,0.0469,0.9768,70.75,0.0,0.3137,0.0,ces
MTX201700057,71,0,302,1,248,407,1,2,0.5993,0.0,0.75,13.56,0.0,0.0,0.0,ces
MTX201700087,57,14,17,4,8,3,40,278,0.7877888888888889,0.002161111111111111,0.9080222222222223,469.5938888888889,0.0,0.3497222222222222,0.05555555555555555,ces
MTX201700255,31,1,0,1,0,0,16,117,0.75295,0.05545,0.96795,193.25,0.0,0.377,0.0,ces
MTX201700454,43,1,297,7,28,543,22,110,0.5832625,0.0008375,0.7926124999999999,25.99625,0.0,0.034575,0.0,ces
MTX201700488,79,4,143,218,3,548,250,1103,0.6020252252252252,0.00022522522522522523,0.7668193693693693,38.824909909909906,0.0,0.008549099099099098,0.0,ces
MTX201700490,129,24,78,132,60,100,162,694,0.6437102564102565,0.0007211538461538462,0.7738179487179487,97813.72205128205,0.0,0.12391602564102563,0.01282051282051282,ces
MTX201700490,1129,25,61,125,44,122,156,729,0.647342,0.00075,0.7575166666666666,2521293.3540000003,0.0,0.124706,0.0,ces
MTX201700491,903,33,65,103,65,40,344,1897,0.6588235294117647,0.00014705882352941178,0.8419073529411765,12278.031176470588,0.022058823529411766,0.3405933823529412,0.0,ces
MTX201700492,480,47,19,50,7,0,456,2477,0.7145711340206186,0.003372164948453608,0.8902154639175257,1430.7719587628867,0.0,0.34399587628865985,0.0,ces
MTX201700495,25,1,0,0,1,0,12,86,0.8565,0.0208,0.9981,33.75,0.0,0.375,0.0,ces
MTX201700519,23,1,0,0,0,0,7,32,0.717,0.0,1.0,93.0,0.0,0.4,0.0,ces
MTX201700545,116,40,9,28,0,0,339,2147,0.7317367647058823,0.006422058823529412,0.843439705882353,732.2608823529412,0.014705882352941176,0.323675,0.0,ces
MTX201700553,91,5,3,2,0,0,43,296,0.7749857142857143,0.0,0.9269142857142858,85.57142857142857,0.0,0.33584285714285717,0.0,ces
MTX201700584,1,4,4,2,1,0,19,145,0.7772166666666666,0.008333333333333333,0.89735,10718.171666666667,0.0,0.32166666666666666,0.16666666666666666,ces
MTX201700596,110,5,4,0,0,0,39,223,0.75096,0.005019999999999999,0.84042,131.75,0.0,0.39727999999999997,0.0,ces
MTX201700621,92,11,81,127,74,72,168,778,0.6404717391304348,0.0038043478260869567,0.7963746376811593,62664.0965942029,0.0,0.20780942028985508,0.007246376811594203,ces
MTX201700674,9,17,1,1,1,0,171,1059,0.823288888888889,0.0109,0.9951666666666666,186.68055555555554,0.0,0.41150555555555557,0.0,ces
MTX201700724,20,2,2,1,0,1,28,146,0.6580333333333334,0.009300000000000001,0.9467,22791.5,0.0,0.4934,0.0,ces
MTX201700774,88,4,1,0,0,0,31,230,0.788475,0.016675,0.980125,85.4375,0.5,0.40905,0.0,ces
MTX201700809,32,3,2,1,0,0,20,129,0.734075,0.03125,0.8532,85.9375,0.0,0.2801,0.0,ces
MTX201700848,1,33,8,5,0,0,289,2068,0.8428894736842105,0.003378947368421053,0.9655894736842106,141.25052631578947,0.07894736842105263,0.4090947368421053,0.07894736842105263,ces
MTX201700912,76,1,1,0,0,2,9,58,0.7912,0.0,0.9637,63.75,0.0,0.4286,0.0,ces
MTX201700937,3,9,2,8,1,0,73,414,0.7175764705882353,0.054900000000000004,0.938,232.05882352941177,0.0,0.45038823529411764,0.058823529411764705,ces
MTX201700972,143,5,26,19,10,5,35,264,0.6410458333333333,0.0062499999999999995,0.8418583333333333,9754.94375,0.0,0.34302499999999997,0.20833333333333334,ces
MTX201701004,9,3,0,0,1,0,25,138,0.7781666666666666,0.015166666666666667,0.9116,117.58333333333333,0.0,0.3741666666666667,0.0,ces
MTX201701026,2,20,24,10,2,1,69,441,0.7894633333333334,0.00222,0.8754366666666668,3412.0333333333333,0.0,0.35442999999999997,0.13333333333333333,ces
MTX201701057,85,22,1,9,0,0,274,1543,0.7672,0.01701935483870968,0.9532096774193549,599.6290322580645,0.06451612903225806,0.39904193548387096,0.0,ces
MTX201701068,148,0,0,0,1,0,0,0,,,,,,,,
MTX201701075,105,0,0,0,0,1,0,0,,,,,,,,
MTX201701088,63,1,0,1,0,0,9,63,0.7141,0.02185,0.86425,78.5,0.0,0.21795,0.0,ces
MTX201701104,26,5,6,6,3,1,42,234,0.7240090909090909,0.02108181818181818,0.9502272727272728,1824.5454545454545,0.09090909090909091,0.38849090909090905,0.0,ces
MTX201701169,50,1,0,0,0,0,7,39,0.7574,0.0357,0.985,127.0,0.0,0.4091,0.0,ces
MTX201701200,20,35,15,32,33,0,179,1162,0.7437492537313434,0.00437910447761194,0.9067074626865672,424.9841791044776,0.05970149253731343,0.2830194029850746,0.0,ces
MTX201701223,1,6,8,7,0,0,42,263,0.742576923076923,0.0038461538461538464,0.8964076923076922,6634.047692307692,0.0,0.41802307692307694,0.38461538461538464,ces
MTX201701238,134,1,0,0,0,0,7,51,0.8221,0.05,0.9809,68.0,0.0,0.4062,0.0,ces
MTX201701253,18,27,43,17,13,15,89,612,0.7552431818181818,0.0,0.8670227272727273,1318715.616818182,0.022727272727272728,0.3784204545454546,0.0,ces
MTX201701292a,153,1,3,1,2,0,4,26,0.64975,0.01665,0.9994000000000001,256.0,0.0,0.2,0.5,ces
MTX201701307,46,28,3,14,10,4,140,804,0.7703761904761905,0.0,0.9485095238095239,772.047619047619,0.0,0.3749095238095238,0.0,ces
MTX201701314,161,3,8,5,4,10,24,84,0.619025,0.0177125,0.8039375,289.6325,0.0,0.31895,0.125,ces
MTX201701320,16,1,2,1,2,0,12,64,0.71305,0.075,0.99,68.5,0.0,0.3527,0.0,ces
MTX201701337,169,52,22,35,11,0,193,1299,0.7550356321839081,0.002011494252873563,0.9051781609195403,546.5705747126436,0.0,0.35429770114942527,0.011494252873563218,ces
MTX201701366,7,33,4,0,1,0,437,3046,0.9099393939393939,0.006945454545454546,0.9921787878787879,43.27363636363636,0.21212121212121213,0.4240333333333333,0.0,ces
MTX201701428,143,31,18,23,16,0,174,982,0.7328314814814815,0.0015444444444444444,0.8958833333333333,651.7911111111111,0.0,0.2804185185185185,0.0,ces
MTX201701430,6,1,1,2,2,0,19,97,0.6940666666666667,0.006933333333333333,0.8320666666666666,319.9166666666667,0.0,0.33390000000000003,0.0,ces
MTX201701445,40,29,14,28,7,0,127,923,0.722742105263158,0.024561403508771933,0.8610298245614034,2156.3947368421054,0.0,0.3466578947368421,0.0,ces
MTX201701462,9,1,1,1,0,0,15,81,0.72665,0.0721,0.8714999999999999,50.5,0.0,0.35814999999999997,0.0,ces
MTX201701489,61,33,4,4,3,0,263,1633,0.768827027027027,0.013640540540540539,0.9634918918918919,177.57432432432432,0.02702702702702703,0.38376216216216213,0.0,ces
MTX201701503,18,0,77,119,35,115,126,364,0.602235294117647,0.0,0.8044084033613444,10782.62050420168,0.0,0.04680252100840336,0.0,ces
MTX201701538,3,18,5,2,0,1,256,1479,0.85843,0.006670000000000001,0.9897050000000001,171.1435,0.0,0.42211499999999996,0.0,ces
MTX201701545,498,21,15,7,4,1,107,685,0.7725035714285714,0.008310714285714286,0.8997714285714286,562.795,0.0,0.3792392857142857,0.0,ces
MTX201701548,129,57,23,35,19,2,242,1485,0.7602641304347826,0.008423913043478259,0.8867815217391304,1024.9198913043479,0.0,0.3511478260869565,0.0,ces
MTX201701551,291,2,2,0,0,2,12,69,0.8309,0.0,0.8977999999999999,103.75,0.0,0.41515,0.0,ces
MTX201701576,97,56,23,37,15,0,174,1296,0.7689258064516128,0.0,0.8689935483870967,431.10903225806453,0.0,0.32103333333333334,0.0,ces
MTX201701593,6,45,2,1,1,0,457,3082,0.8404108695652175,0.0030195652173913043,0.9610326086956522,52.64369565217392,0.021739130434782608,0.4065565217391304,0.06521739130434782,ces
MTX201701625a,126,0,2,3,0,0,20,91,0.6258,0.0,0.823,4770.666666666667,0.0,0.32380000000000003,0.0,ces
MTX201701636,139,10,9,13,3,4,134,625,0.6938130434782608,0.016295652173913044,0.8811521739130435,3513.663043478261,0.043478260869565216,0.4128304347826087,0.0,ces
