file,page_num,Clear,Empty,Noisy,Trash,Non-text,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,ch_ratio,main_lang
MTX195701084,17,26,0,1,2,2,186,1343,0.836925925925926,0.019770370370370372,0.9741851851851853,222.2962962962963,0.0,0.4303111111111111,0.0,ces
MTX195800591,1,5,3,2,1,0,35,214,0.7737285714285714,0.0,0.9628285714285714,243.17857142857142,0.0,0.4052285714285714,0.0,ces
MTX195900318,2,6,0,2,1,0,35,187,0.72485,0.0,0.8652625,316.03125,0.0,0.38925,0.0,ces
MTX195901493,31,0,1,1,2,0,15,62,0.5911,0.13,0.9934,644.0,0.0,0.375,0.0,ces
MTX195903041,115,25,1,5,1,0,145,1057,0.7804133333333334,0.00785,0.95383,9491.416666666666,0.1,0.38833666666666666,0.0,ces
MTX195904331,64,0,0,1,0,0,2,12,0.6695,0.0,0.75,296.0,0.0,0.3333,0.0,ces
MTX196000680,2,29,14,27,5,0,222,1792,0.7158839285714286,0.01820357142857143,0.9261125,1884.46875,0.14285714285714285,0.3861839285714286,0.0,ces
MTX196001619,1,4,3,6,1,0,34,217,0.72392,0.02,0.8676,754.062,0.1,0.34096000000000004,0.1,ces
MTX196003260,1,3,1,2,1,0,19,113,0.69936,0.006660000000000001,0.90732,498.0,0.2,0.41444000000000003,0.0,ces
MTX196100298,3,20,3,4,0,4,177,1110,0.8222458333333332,0.009975,0.9566500000000001,235.55208333333334,0.0,0.37822500000000003,0.0,ces
MTX196101432,25,13,2,20,10,11,154,930,0.7043030303030303,0.009215151515151515,0.8705969696969698,27245.703636363636,0.06060606060606061,0.35010909090909087,0.0,ces
MTX196200013,7,19,4,6,2,0,209,1250,0.7955200000000001,0.033796,0.955844,262.6648,0.08,0.39518000000000003,0.0,ces
MTX196201901,1,6,5,3,3,1,37,260,0.7885444444444444,0.005555555555555556,0.8656444444444444,1459.25,0.0,0.41836666666666666,0.0,ces
MTX196202246b,64,0,3,2,2,0,8,38,0.51965,0.10625,0.7737499999999999,1284.5,0.5,0.5119,0.0,ces
MTX196301035,7,29,1,2,0,1,310,1958,0.8638096774193548,0.002641935483870968,0.9981161290322581,201.33419354838708,0.03225806451612903,0.41400967741935485,0.0,ces
MTX196402185,10,27,5,7,0,1,234,1420,0.7924558823529412,0.02882352941176471,0.9786147058823529,165.64323529411763,0.058823529411764705,0.38371764705882355,0.0,ces
MTX196402692,64,28,1,2,0,0,193,1353,0.8235766666666666,0.012746666666666665,0.9880766666666666,254.91666666666666,0.0,0.4097766666666667,0.0,ces
MTX196501096,21,0,1,0,2,0,0,0,,,,,,,,
MTX196600014a,106,2,2,2,0,0,11,58,0.737325,0.015625,0.8749,166.8125,0.0,0.42305,0.0,ces
MTX196600324,104,34,11,6,13,0,302,1866,0.8137800000000001,0.015537500000000001,0.9660325000000001,143.48425,0.225,0.36702,0.0,ces
MTX196601637,15,36,0,6,5,2,319,2004,0.8193857142857143,0.007328571428571429,0.9702428571428572,250.45857142857145,0.21428571428571427,0.38424047619047624,0.0,ces
MTX196700251,2,21,4,5,1,0,221,1293,0.7958269230769232,0.013492307692307692,0.9759576923076924,189.36038461538462,0.038461538461538464,0.38106923076923077,0.0,ces
MTX196701644,58,1,1,0,2,0,7,51,0.8507,0.0,0.9675,209.0,0.0,0.3902,0.0,ces
MTX196800147,2,8,1,5,5,0,27,184,0.7583230769230769,0.002561538461538462,0.8833307692307693,873.8053846153846,0.0,0.3685,0.0,ces
MTX196801918,1,4,0,1,1,0,15,105,0.8140000000000001,0.01,0.892,396.2,0.0,0.39374000000000003,0.0,ces
MTX196900057,31,31,1,8,0,3,318,1935,0.7882307692307692,0.028284615384615384,0.959851282051282,260.1187179487179,0.1794871794871795,0.39413076923076923,0.0,ces
MTX196901633,1,5,2,2,2,0,43,313,0.8058571428571428,0.006342857142857143,0.9467428571428572,4018.714285714286,0.14285714285714285,0.38830000000000003,0.0,ces
MTX196902540,92,22,1,2,0,0,210,1278,0.8460208333333333,0.0086875,0.97695,87.0,0.041666666666666664,0.390125,0.0,ces
MTX196902798,12,5,5,22,25,5,147,686,0.6227037037037036,0.027274074074074072,0.8810703703703704,1909.5507407407408,0.1111111111111111,0.36215925925925924,0.0,ces
MTX196902800,548,0,1,1,0,4,10,32,0.5428,0.135,0.75,486.0,0.0,0.5714,0.0,ces
MTX196902801b,201,0,0,0,2,0,0,0,,,,,,,,
MTX197001029,48,1,2,2,0,0,7,38,0.6735666666666668,0.0,0.9983000000000001,2787.0400000000004,0.0,0.37776666666666664,0.0,ces
MTX197002947,23,3,1,1,0,0,32,183,0.8119,0.00625,0.952875,123.9375,0.0,0.381125,0.0,ces
MTX197101416,55,0,0,1,0,0,7,28,0.6474,0.0,0.75,46.0,0.0,0.4,0.0,ces
MTX197102018,76,26,20,14,3,0,212,1482,0.775135,0.0038900000000000002,0.9069274999999999,98.809,0.05,0.28407,0.0,ces
MTX197102280a,7,3,3,1,0,0,12,71,0.7848999999999999,0.0,0.9375,38.7175,0.0,0.37115,0.0,ces
MTX197200133,329,1,2,0,2,0,2,7,0.7104,0.0,0.956,90.0,0.0,0.3333,0.0,ces
MTX197200475,121,24,0,3,0,0,200,1197,0.8143296296296296,0.004962962962962963,0.9750629629629629,447.01407407407413,0.0,0.41254444444444444,0.0,ces
MTX197201066,21,23,2,5,0,0,203,1253,0.8072535714285715,0.0037892857142857142,0.9643392857142857,548.2328571428571,0.0,0.40519285714285713,0.0,ces
MTX197201928,95,20,13,15,13,2,176,1055,0.7515628571428572,0.01231142857142857,0.9105514285714286,169.41285714285715,0.08571428571428572,0.29558,0.0,ces
MTX197202075,162,30,1,10,5,4,256,1704,0.782085,0.012289999999999999,0.9381299999999999,296.31875,0.0,0.377765,0.0,ces
MTX197202075c,37,0,0,1,0,0,5,13,0.5664,0.1,0.9628,356.0,0.0,0.3333,0.0,ces
MTX197300386a,152,0,4,1,4,0,1,3,0.5958,0.0,0.75,36.25,0.0,0.0,0.0,ces
MTX197301738,2,17,4,2,0,0,167,1116,0.8509263157894736,0.006410526315789474,0.9650842105263159,231.31578947368422,0.05263157894736842,0.3979578947368421,0.0,ces
MTX197302498,224,2,1,0,0,0,10,48,0.7227,0.0,0.75,64.875,0.0,0.3077,0.0,ces
MTX197400069,219,18,3,5,0,1,190,1152,0.8222913043478262,0.010143478260869565,0.9515826086956523,153.95652173913044,0.13043478260869565,0.3992739130434783,0.0,ces
MTX197400250,39,1,0,1,1,0,7,48,0.6917,0.0,0.87495,3930.5,0.0,0.43095,0.0,ces
MTX197402223,22,1,6,3,1,9,9,38,0.56335,0.0,0.9520500000000001,8185.75,0.0,0.682075,0.0,ces
MTX197402691c,16,3,3,2,0,0,15,75,0.7184200000000001,0.025,0.8581199999999999,111.874,0.0,0.42666000000000004,0.2,ces
MTX197500983,51,20,12,25,2,1,186,1049,0.6946022222222222,0.0020377777777777777,0.8497733333333334,138.192,0.022222222222222223,0.19781555555555555,0.0,ces
MTX197501658,13,25,2,3,0,0,196,1163,0.8077857142857142,0.0,0.9621678571428571,245.12964285714287,0.0,0.39736071428571434,0.0,ces
MTX197600712,61,3,1,0,0,0,11,48,0.7182,0.0,0.8933333333333332,78.5,0.0,0.3555333333333333,0.0,ces
MTX197601190,282,1,2,1,2,1,19,105,0.75585,0.01785,0.9948,326.5,0.5,0.3625,0.0,ces
MTX197602349,102,26,1,2,0,0,253,1561,0.8617964285714285,0.0060857142857142854,0.9947678571428572,120.46428571428571,0.03571428571428571,0.41499642857142854,0.0,ces
MTX197700727,84,1,0,0,1,0,2,8,0.7264,0.0,0.75,158.0,0.0,0.25,0.0,ces
MTX197700852,26,21,4,6,1,1,183,1144,0.7915296296296297,0.015314814814814814,0.9609518518518518,316.71259259259256,0.0,0.3816777777777778,0.0,ces
MTX197701950,110,1,0,1,0,0,4,28,0.6709499999999999,0.0,0.75,275.0,0.0,0.37255,0.0,ces
MTX197701983,206,2,2,1,1,0,20,97,0.7492333333333333,0.0218,0.8982333333333333,82.5,0.3333333333333333,0.3615,0.0,ces
MTX197800407,13,8,1,6,1,0,104,535,0.7472928571428571,0.023107142857142857,0.9092285714285715,442.75,0.0,0.4048214285714286,0.0,ces
MTX197801725,227,1,1,1,0,0,8,53,0.7093,0.0,0.84175,62.94,0.0,0.1724,0.0,ces
MTX197801893,143,26,4,7,0,0,259,1585,0.8039939393939394,0.003963636363636364,0.9440181818181818,148.46212121212122,0.0,0.35536666666666666,0.0,ces
MTX197801896,751,2,4,4,2,0,22,127,0.6715166666666667,0.010416666666666666,0.8157666666666668,75.95833333333333,0.0,0.4214,0.3333333333333333,ces
MTX197900600d,40,0,0,0,1,0,0,0,,,,,,,,
MTX197901684a,153,2,7,2,6,0,13,74,0.6758,0.0125,0.92145,678.625,0.25,0.45504999999999995,0.25,ces
MTX197902084,126,2,5,3,5,0,14,76,0.7222,0.0,0.8321400000000001,1582.55,0.0,0.37438,0.0,ces
MTX198000059,2,15,4,1,8,1,42,260,0.81575,0.003125,0.8839375,231.34375,0.0625,0.3939125,0.0,ces
MTX198000767,377,0,0,1,0,0,1,2,0.5992,0.0,0.75,14.25,0.0,0.0,0.0,ces
MTX198001743,2,26,2,2,0,0,340,2119,0.8447464285714286,0.0042107142857142855,0.9921,432.17857142857144,0.10714285714285714,0.4076607142857143,0.0,ces
MTX198001789,438,3,5,4,2,0,21,110,0.6989285714285715,0.01667142857142857,0.8915428571428572,3349.1071428571427,0.0,0.3699,0.0,ces
MTX198101596,13,26,0,2,0,0,245,1573,0.8371964285714286,0.0059499999999999996,0.9685107142857143,168.22785714285715,0.0,0.4094857142857143,0.0,ces
MTX198101596b,42,3,1,0,0,0,23,116,0.7848999999999999,0.07023333333333333,0.8653,131.58333333333334,0.0,0.3941333333333333,0.0,ces
MTX198200359a,100,0,1,2,1,0,12,60,0.6573,0.07085,0.8665,145.25,0.0,0.35509999999999997,0.0,ces
MTX198201507b,45,0,0,1,0,0,1,5,0.5986,0.0,0.75,32.0,0.0,0.0,0.0,ces
MTX198300332,188,1,0,0,0,0,9,46,0.7416,0.0,0.75,58.0,0.0,0.3913,0.0,ces
MTX198300874a,2,4,5,2,3,0,16,110,0.83285,0.0,0.9270666666666667,775.9583333333334,0.0,0.43884999999999996,0.16666666666666666,ces
MTX198301561,6,1,0,0,0,0,6,39,0.8201,0.0,0.7678,43.25,0.0,0.3929,0.0,ces
MTX198401242,33,21,3,5,1,0,168,1039,0.8045346153846153,0.013011538461538462,0.9549807692307692,186.625,0.15384615384615385,0.4038346153846154,0.0,ces
MTX198401561,118,31,2,5,1,1,275,1670,0.8180972222222223,0.004991666666666667,0.9636750000000001,156.49305555555554,0.0,0.37273055555555556,0.027777777777777776,ces
MTX198500418,3,1,0,0,0,0,12,64,0.7444,0.0208,0.9994,93.0,1.0,0.4,0.0,ces
MTX198501579a,26,7,2,1,2,0,22,135,0.7630625,0.0,0.8877625,390.78125,0.0,0.35438749999999997,0.0,ces
MTX198501580,558,0,0,1,0,0,3,11,0.4928,0.0,0.75,7136.0,0.0,0.2857,0.0,ces
MTX198501581c,200,0,5,5,4,9,18,75,0.51338,0.02666,0.81212,22059.2,0.2,0.39438,0.0,ces
MTX198501738,5,2,0,2,0,0,39,253,0.735825,0.009649999999999999,0.767075,227.75,0.0,0.40245,0.0,ces
MTX198502051,1,5,6,4,0,0,27,177,0.7765666666666666,0.013333333333333332,0.9620888888888888,6903.5,0.0,0.3377444444444444,0.3333333333333333,ces
MTX198600160,26,14,0,0,1,2,106,674,0.84175,0.004285714285714286,0.9748285714285715,105.25,0.0,0.3907428571428571,0.0,ces
MTX198601244,2,10,5,8,7,0,50,304,0.7576055555555555,0.001388888888888889,0.9118111111111111,15309.138888888889,0.0,0.39033888888888885,0.0,ces
MTX198700603,108,2,0,0,0,0,10,65,0.7686,0.0,0.9816499999999999,110.5,0.0,0.35755,0.0,ces
MTX198701325a,78,0,0,0,2,0,0,0,,,,,,,,
MTX198701536,109,0,1,2,0,0,12,49,0.5761000000000001,0.08885,0.8744000000000001,9187.0,0.0,0.40590000000000004,0.0,ces
MTX198701989,296,1,0,1,0,0,11,82,0.6799,0.00715,0.8263499999999999,118.875,0.0,0.3231,0.0,ces
MTX198800750,235,0,1,0,1,2,0,0,,,,,,,,
MTX198801710,14,0,0,3,0,1,8,42,0.6122,0.027766666666666665,0.8525333333333333,7121.75,0.0,0.4428666666666667,0.3333333333333333,ces
MTX198901330,16,2,0,0,0,0,10,66,0.8167500000000001,0.0,0.97845,296.5,0.0,0.3695,0.0,ces
MTX198901502,31,1,1,0,2,0,8,39,0.7255,0.0562,0.75,346.0,0.0,0.3636,0.0,ces
MTX199000167,191,3,1,0,0,0,15,82,0.777,0.0,0.9089,97.33333333333333,0.0,0.416,0.0,ces
MTX199000593,17,16,22,20,9,8,36,195,0.7127222222222223,0.0,0.8262638888888889,31364.796944444442,0.0,0.2689111111111111,0.0,ces
MTX199001457,3,12,1,1,0,0,113,722,0.856976923076923,0.006838461538461539,0.9810384615384616,138.25923076923075,0.15384615384615385,0.39855384615384615,0.0,ces
MTX199001523,133,2,4,4,1,0,29,150,0.73285,0.0,0.9471666666666666,323.48,0.0,0.41586666666666666,0.0,ces
MTX199100076,38,1,0,0,0,0,7,39,0.7221,0.0,0.9662,99.0,0.0,0.3636,0.0,ces
MTX199100250,360,27,1,1,0,0,198,1159,0.8025892857142857,0.0,0.9719928571428572,168.39285714285714,0.0,0.3994714285714286,0.0,ces
MTX199100271,13,18,7,4,4,1,88,565,0.7760636363636363,0.002272727272727273,0.8502454545454546,257.43136363636364,0.0,0.4047636363636364,0.0,ces
MTX199100873,34,6,1,3,1,1,71,431,0.7715555555555556,0.015122222222222223,0.9805222222222222,408.7077777777778,0.0,0.41126666666666667,0.0,ces
MTX199100984,97,1,0,1,0,0,7,40,0.6808000000000001,0.0,0.75,18.46,0.0,0.1842,0.0,ces
MTX199101349,11,1,1,0,1,0,4,17,0.7463,0.0,0.9944,44.5,0.0,0.3636,0.0,ces
MTX199200009,114,3,4,1,0,1,11,62,0.7208,0.0,0.82725,49.375,0.0,0.297975,0.0,ces
MTX199200226,81,1,0,0,0,0,10,59,0.7773,0.0,0.8503,40.0,0.0,0.375,0.0,ces
MTX199200870,4,1,0,1,0,0,10,57,0.7322,0.06,0.9978,110.5,0.0,0.32455,0.0,ces
MTX199201450,67,18,24,7,0,0,181,953,0.750236,0.011503999999999999,0.950376,131.7048,0.0,0.353868,0.04,ces
MTX199300016,8,29,2,0,1,0,233,1554,0.8513896551724138,0.006531034482758621,0.9879103448275862,101.17655172413792,0.0,0.4178896551724138,0.034482758620689655,ces
MTX199300446,33,1,2,3,0,0,16,126,0.7066749999999999,0.015625,0.930525,9361.0,0.25,0.45420000000000005,0.0,ces
MTX199400046,83,4,7,8,3,2,29,157,0.7144416666666666,0.004166666666666667,0.9498916666666667,2531.625,0.0,0.3081916666666667,0.0,ces
MTX199400464,180,1,0,1,0,0,15,63,0.65815,0.0,0.75,23.75,0.0,0.14815,0.0,ces
MTX199400522,58,34,0,0,0,0,276,1638,0.8279970588235295,0.011214705882352943,0.9906411764705884,150.60647058823528,0.0,0.4048558823529412,0.0,ces
MTX199400525,33,11,2,0,0,0,84,587,0.8624181818181818,0.008018181818181818,0.9856090909090909,119.88636363636364,0.09090909090909091,0.39078181818181823,0.0,ces
MTX199500404,14,1,1,1,2,0,12,55,0.60715,0.0,0.87425,5476.0,0.0,0.45589999999999997,0.0,ces
MTX199500805,1,8,8,9,2,0,42,285,0.7153647058823529,0.009311764705882353,0.9266352941176471,22725.279411764706,0.058823529411764705,0.32434705882352943,0.17647058823529413,ces
MTX199600716,30,0,0,0,1,0,0,0,,,,,,,,
MTX199700250,67,41,6,11,0,1,379,2453,0.8094173076923077,0.004790384615384615,0.9066326923076923,372.4015384615385,0.0,0.401675,0.0,ces
MTX199700453a,148,4,3,0,1,2,17,126,0.76665,0.0125,0.928625,78.5625,0.0,0.41462499999999997,0.0,ces
MTX199700849,476,3,2,0,2,0,14,89,0.7683,0.0,0.8273666666666667,208.83333333333334,0.0,0.40546666666666664,0.0,ces
MTX199800292,5,42,4,1,1,0,486,3111,0.8755162790697674,0.01013953488372093,0.9930883720930234,61.72093023255814,0.046511627906976744,0.4088953488372093,0.0,ces
MTX199800736,91,31,25,37,29,6,319,1760,0.7075676470588236,0.005185294117647059,0.860735294117647,1903.4595588235295,0.0,0.35598823529411766,0.0,ces
MTX199801049,4,21,5,1,0,1,254,1647,0.8692136363636362,0.003422727272727273,0.9883500000000001,64.16409090909092,0.09090909090909091,0.40128181818181824,0.0,ces
MTX199900132,44,2,2,3,1,1,20,99,0.66856,0.0,0.86296,174.95,0.0,0.26417999999999997,0.6,ces
MTX199900307a,65,1,2,0,2,0,2,7,0.7115,0.0,0.984,84.5,0.0,0.3333,0.0,ces
MTX199900717,46,4,67,302,44,34,357,1142,0.5722313725490196,0.0,0.7617839869281046,1661.9413725490197,0.0,0.06354052287581699,0.0,ces
MTX200000113,9,3,1,31,56,19,480,2061,0.5891088235294117,0.09075294117647059,0.8141088235294118,1320.1911764705883,1.1764705882352942,0.3070235294117647,0.029411764705882353,ces
MTX200000536,2,23,77,100,30,21,241,1278,0.6365788617886179,0.002343089430894309,0.8462121951219512,3734.9139024390247,0.0,0.2681829268292683,0.42276422764227645,ces
MTX200001167,2,23,64,107,28,11,241,1283,0.6375492307692308,0.002793846153846154,0.8317792307692308,4895.420538461539,0.0,0.27137538461538463,0.4307692307692308,ces
MTX200001799,143,3,1,0,0,0,7,56,0.8011666666666667,0.05833333333333333,0.9115000000000001,60.0,0.0,0.3844,0.0,ces
MTX200100419,433,25,3,1,4,1,174,1050,0.820873076923077,0.0,0.9710615384615384,215.84115384615384,0.0,0.3802692307692308,0.0,ces
MTX200100935,50,46,0,12,0,0,505,3317,0.8108000000000001,0.0015051724137931034,0.9740137931034483,596.3212068965518,0.05172413793103448,0.3863051724137931,0.0,ces
MTX200101703,14,17,15,7,7,2,103,628,0.7751625,0.008391666666666667,0.9099833333333334,1204.6195833333334,0.041666666666666664,0.40302083333333333,0.0,ces
MTX200200340,3,14,62,48,13,47,114,677,0.6576661290322581,0.0003532258064516129,0.8204225806451613,3553.1477419354837,0.0,0.27337096774193553,0.41935483870967744,ces
MTX200200528,1,18,21,35,9,7,247,1531,0.6912094339622641,0.02087169811320755,0.9087566037735849,20153.944528301887,0.11320754716981132,0.4056792452830189,0.32075471698113206,ces
MTX200201315,45,0,30,3,11,47,4,10,0.47293333333333337,0.0,0.8943,147524.66666666666,0.0,0.11109999999999999,0.0,ces
MTX200202203,11,49,3,26,16,0,427,2505,0.7350813333333334,0.007496,0.902492,63.46146666666666,0.0,0.2785266666666667,0.0,ces
MTX200300079,3,19,23,9,7,0,71,443,0.8031678571428572,0.005178571428571428,0.9110928571428571,958.4907142857143,0.0,0.42736428571428575,0.07142857142857142,ces
MTX200300579,16,6,5,3,2,7,29,182,0.7679333333333334,0.0,0.8783666666666666,387.7166666666667,0.0,0.30223333333333335,0.0,ces
MTX200300787,47,0,0,1,0,0,2,6,0.6746,0.125,0.75,115.5,0.0,0.3333,1.0,ces
MTX200301805,29,36,50,78,58,101,150,662,0.6657447368421052,0.016118421052631577,0.7784315789473685,940.2673684210527,0.0,0.16670263157894738,0.13157894736842105,ces
MTX200400110,32,17,71,211,135,118,383,1930,0.639121052631579,0.01736140350877193,0.8103750000000001,1841.1819298245614,0.0,0.2917921052631579,0.0,ces
MTX200400400a,62,2,3,0,2,1,4,19,0.7261,0.0,0.9654,53.94,0.0,0.38095,0.0,ces
MTX200400401a,128,27,2,6,0,0,247,1532,0.8026454545454546,0.01662121212121212,0.9590727272727273,664.7348484848485,0.030303030303030304,0.34162424242424244,0.06060606060606061,ces
MTX200400533,2,37,55,94,20,11,240,1383,0.654885496183206,0.00010076335877862596,0.8310725190839695,2015.8772519083968,0.0,0.2679213740458016,0.4122137404580153,ces
MTX200401458,4,24,7,2,0,0,239,1604,0.8411846153846153,0.0034653846153846154,0.9697884615384615,153.8703846153846,0.0,0.42830384615384615,0.0,ces
MTX200401658,114,50,1,11,0,1,412,2718,0.8167475409836065,0.0,0.9420852459016393,126.20081967213115,0.0,0.3580032786885246,0.0,ces
MTX200401675,7,46,2,3,1,2,563,3479,0.850738775510204,0.007381632653061225,0.977461224489796,129.47979591836736,0.0,0.4105591836734694,0.0,ces
MTX200401706,14,36,2,1,0,0,438,2883,0.8746081081081082,0.0031216216216216216,0.990045945945946,50.384864864864866,0.0,0.4063837837837838,0.0,ces
MTX200401801,348,21,87,151,41,123,187,952,0.6130604651162791,0.005087209302325582,0.807510465116279,18771.640872093023,0.0,0.143675,0.01744186046511628,ces
MTX200401861,50,71,8,11,0,0,373,2602,0.8173658536585366,0.0,0.9331036585365854,176.1698780487805,0.0,0.3630646341463415,0.0,ces
MTX200401880,38,46,2,14,1,0,324,2179,0.7877633333333333,0.0,0.8991633333333334,398.7176666666667,0.05,0.35505333333333333,0.0,ces
MTX200402068,3,15,43,49,9,11,118,727,0.6535515625,0.0031249999999999997,0.8198328125,1432.4671875,0.0625,0.272,0.390625,ces
MTX200403139,174,21,4,26,0,0,351,1741,0.7313914893617021,0.006595744680851064,0.9092851063829788,201.12234042553192,0.0,0.37542340425531917,0.0,ces
MTX200500198,1,27,6,18,15,5,191,1141,0.7535844444444444,0.006955555555555556,0.9166666666666666,1181.6375555555555,0.0,0.42446666666666666,0.37777777777777777,ces
MTX200500291b,31,1,1,1,0,0,9,51,0.7269,0.05835,0.875,383.125,0.0,0.4143,0.0,ces
MTX200500693,164,1,2,0,0,2,7,41,0.8325,0.0,0.9998,16.38,0.0,0.44,0.0,ces
MTX200501225,8,14,3,10,4,0,99,684,0.7922375,0.0,0.9538375,425.26500000000004,0.0,0.36307500000000004,0.0,ces
MTX200501524,8,27,1,2,0,0,288,1979,0.879803448275862,0.0024551724137931033,0.9975172413793104,99.05172413793103,0.034482758620689655,0.40048275862068966,0.0,ces
MTX200501539,131,18,16,15,6,0,113,741,0.7167787878787879,0.0017666666666666666,0.8499636363636364,704.1596969696969,0.030303030303030304,0.32162121212121214,0.030303030303030304,ces
MTX200501547,6,24,4,3,2,0,265,1872,0.8552333333333334,0.0036740740740740744,0.9821,136.7151851851852,0.0,0.41124074074074074,0.0,ces
MTX200502404,2,23,61,95,8,11,242,1360,0.6363237288135594,0.00011186440677966102,0.8255771186440678,1182.8631355932205,0.06779661016949153,0.2683822033898305,0.4152542372881356,ces
MTX200502455,20,2,1,3,0,0,16,87,0.70872,0.025,0.9185399999999999,1464.25,0.0,0.35834,0.0,ces
MTX200502893,14,24,130,57,65,58,177,973,0.6603666666666667,0.0014407407407407407,0.8296987654320989,283.53395061728395,0.0,0.1690320987654321,0.0,ces
MTX200503536,1,27,31,28,38,10,234,1413,0.7285509090909091,0.007200000000000001,0.8883163636363636,834.4721818181819,0.0,0.4226909090909091,0.4909090909090909,ces
MTX200600076,132,1,0,0,0,0,2,7,0.7183,0.0,0.9467,50.5,0.0,0.3333,0.0,ces
MTX200600086b,412,12,4,6,1,0,59,401,0.7601722222222222,0.009722222222222222,0.9295000000000001,801.3716666666667,0.0,0.38905555555555554,0.0,ces
MTX200600086e,109,0,7,2,20,0,2,13,0.65425,0.0,0.87475,915.19,0.0,0.22725,0.0,ces
MTX200600094,341,31,10,21,0,0,243,1512,0.7231,0.0,0.8970461538461538,628.5792307692308,0.0,0.3230961538461538,0.0,ces
MTX200600096d,86,3,5,3,0,0,26,150,0.7026,0.029166666666666664,0.8036833333333333,70.20833333333333,0.0,0.40338333333333337,0.0,ces
MTX200600103,309,2,3,1,0,1,10,58,0.7071999999999999,0.016666666666666666,0.8219333333333333,50.0,0.0,0.4190666666666667,0.0,ces
MTX200600293,1,22,6,9,9,1,139,903,0.7834741935483871,0.011719354838709678,0.9366774193548387,840.213870967742,0.03225806451612903,0.4319516129032258,0.5161290322580645,ces
MTX200600961,1,31,21,33,11,7,322,1982,0.7219109375,0.0079984375,0.92088125,17125.83875,0.15625,0.381946875,0.265625,ces
MTX200602103,31,37,5,26,0,0,499,2589,0.7256460317460317,0.003792063492063492,0.8574285714285714,1325.1815873015873,0.015873015873015872,0.35271587301587304,0.0,ces
MTX200602114,98,30,3,5,2,3,312,1784,0.7840400000000001,0.019217142857142856,0.9027942857142857,116.86771428571429,0.0,0.41646285714285713,0.0,ces
