file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX192700799,3,24,4,1,2,1,208,1272,0.855592,0.014676,0.969424,428.74,0.04,0.42615200000000003,0.49363999999999997,0.0,ces
CTX193100253,45,13,0,0,0,0,120,808,0.8544384615384615,0.009000000000000001,0.9929076923076923,502.9230769230769,0.07692307692307693,0.39776153846153844,0.4685153846153846,0.0,ces
CTX193202278,10,42,53,7,96,0,171,1070,0.8049163265306122,0.019624489795918368,0.9294673469387755,742.9387755102041,0.0,0.4049204081632653,0.45058775510204085,0.0,ces
CTX193401762,8,0,1,19,4,6,147,812,0.5394157894736843,0.16868947368421053,0.754121052631579,1294.4736842105262,2.0,0.4693473684210526,0.48285789473684215,0.0,ces
CTX193600857,32,37,1,2,1,1,370,2147,0.7858051282051282,0.02217948717948718,0.8719769230769231,268.12179487179486,0.07692307692307693,0.3721948717948718,0.4873282051282051,0.0,ces
CTX193702477,81,0,1,8,1,0,32,115,0.552725,0.16517500000000002,0.8717625,3595.625,0.25,0.4855125,0.433525,0.0,ces
CTX193801636,108,29,1,1,0,0,216,1432,0.8519433333333333,0.02031,0.9982733333333333,346.76666666666665,0.0,0.39765333333333336,0.4793233333333333,0.0,ces
CTX194000026,1,0,0,0,1,0,0,0,,,,,,,,,None
CTX194003457,1,0,0,0,0,1,0,0,,,,,,,,,None
CTX194005766,4,11,2,1,0,1,96,674,0.8600833333333333,0.004108333333333334,0.9678166666666667,308.8333333333333,0.08333333333333333,0.39784166666666665,0.5479916666666667,0.0,ces
CTX194103269,1,4,3,4,3,2,31,174,0.6464375,0.06621250000000001,0.8125,1709.71875,0.625,0.3968,0.40742500000000004,0.125,ces
CTX194105865,1,10,13,3,3,1,24,114,0.7913846153846154,0.02179230769230769,0.8799461538461538,968.25,0.0,0.4671538461538462,0.4980538461538461,0.46153846153846156,ces
CTX194202078,1,16,16,3,3,0,42,238,0.820342105263158,0.003289473684210526,0.8714999999999999,988.8026315789474,0.0,0.42100526315789477,0.47261578947368416,0.2631578947368421,ces
CTX194301371,1,16,10,2,1,0,33,200,0.8153277777777778,0.013888888888888888,0.8433388888888889,647.8611111111111,0.0,0.40286666666666665,0.4701944444444444,0.2222222222222222,ces
