file,page_num,num_lines,Clear,Noisy,Trash,Non-text,Empty,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX197305383,2,11,3,4,0,1,3,29,189,0.8471857142857143,0.0071428571428571435,0.8808285714285714,1030.0171428571427,0.0,0.3936428571428571,0.5652142857142858,0.0,ces
CTX197305802,1,23,6,8,3,1,5,66,395,0.8007428571428571,0.03177142857142857,0.8449642857142857,534.125,0.0,0.3749928571428572,0.48329999999999995,0.0,ces
CTX197306327,3,27,1,16,1,1,8,48,381,0.786370588235294,0.01690588235294118,0.8565588235294118,840.2647058823529,0.0,0.35104705882352943,0.46179411764705885,0.0,ces
CTX197306984,17,26,20,3,0,1,2,172,1107,0.908108695652174,0.008956521739130436,0.9428086956521738,101.8913043478261,0.0,0.38371739130434784,0.5042826086956521,0.0,ces
CTX197307626,2,32,3,14,2,5,8,51,401,0.8135588235294118,0.04431764705882353,0.8783764705882353,2882.1176470588234,0.0,0.3449941176470588,0.45991176470588235,0.0,ces
CTX197400106,16,26,22,2,0,2,0,210,1198,0.8860708333333333,0.013854166666666667,0.8866541666666666,143.3775,0.0,0.34321666666666667,0.4852166666666667,0.0,ces
CTX197400754,9,47,19,12,0,8,8,151,897,0.8688,0.0052064516129032255,0.9011870967741936,397.0241935483871,0.06451612903225806,0.40132903225806454,0.4778193548387097,0.16129032258064516,ces
CTX197401651,1,34,4,16,1,2,11,58,350,0.77447,0.026165,0.8486499999999999,751.05,0.2,0.353165,0.49591,0.0,ces
CTX197401727,1,10,0,2,4,1,3,8,49,0.69075,0.025,0.86035,1045.0,0.0,0.2613,0.34195,0.0,ces
CTX197402831,62,11,2,6,0,1,2,49,340,0.85185,0.010412500000000002,0.971775,625.0,0.125,0.3611375,0.5003625,0.0,ces
CTX197403596,9,23,2,6,1,4,10,20,133,0.774375,0.0349,0.8202375,1743.8275,0.0,0.291075,0.488775,0.0,ces
CTX197406473,71,63,10,26,1,17,9,156,921,0.7842305555555555,0.02347222222222222,0.9106805555555556,2093.5694444444443,0.1111111111111111,0.392575,0.48488888888888887,0.0,ces
CTX197408572,25,10,3,3,0,1,3,30,129,0.7966500000000001,0.0,0.75,656.25,0.0,0.40455,0.6727500000000001,0.0,ces
CTX197409063,28,9,0,0,0,5,4,0,0,,,,,,,,,
CTX197502827,1,34,12,16,0,0,6,133,861,0.8424892857142857,0.014914285714285715,0.9569464285714285,445.20535714285717,0.10714285714285714,0.39325,0.48455,0.0,ces
CTX197504140D,54,32,6,3,0,15,8,23,147,0.8923888888888888,0.0,0.9639777777777778,387.19444444444446,0.0,0.44053333333333333,0.5384111111111111,0.0,ces
CTX197507085,76,23,16,2,0,1,4,143,847,0.9025944444444445,0.015605555555555555,0.9793277777777778,136.65944444444443,0.0,0.35817777777777776,0.4910333333333333,0.0,ces
CTX197508530,35,30,25,3,0,1,1,201,1540,0.917625,0.0017857142857142859,0.9698035714285714,214.37928571428571,0.0,0.41310714285714284,0.4899678571428571,0.0,ces
CTX197509472,22,28,24,1,0,1,2,222,1371,0.904004,0.008836,0.99158,115.91,0.04,0.38811599999999996,0.5118440000000001,0.0,ces
CTX197509472U,22,1,0,0,0,1,0,0,0,,,,,,,,,
CTX197600960,4,17,13,1,0,1,2,118,672,0.8905071428571428,0.02082857142857143,0.8839785714285714,134.76785714285714,0.35714285714285715,0.3497142857142857,0.4989785714285714,0.07142857142857142,ces
CTX197601775,2,17,4,8,0,2,3,45,308,0.796325,0.019725000000000003,0.9692416666666667,1097.125,0.08333333333333333,0.34847500000000003,0.5484583333333334,0.0,ces
CTX197603100A,92,36,31,4,0,1,0,263,1518,0.8986714285714287,0.01013142857142857,0.9735514285714286,179.79285714285714,0.14285714285714285,0.4024457142857143,0.5564714285714286,0.0,ces
CTX197604224,24,1,0,0,0,1,0,0,0,,,,,,,,,
CTX197606672,1,45,8,18,2,4,13,82,512,0.8145846153846155,0.007134615384615384,0.9284615384615384,3970.3076923076924,0.038461538461538464,0.41833461538461536,0.5049192307692307,0.19230769230769232,ces
CTX197607438,57,31,25,4,0,1,1,227,1447,0.8973931034482758,0.01643448275862069,0.9700793103448276,146.09448275862067,0.0,0.4189655172413793,0.5059275862068965,0.0,ces
CTX197700832,43,16,4,5,0,1,6,31,154,0.8267444444444444,0.02361111111111111,0.8988777777777778,1196.3333333333333,0.0,0.3726333333333333,0.4850555555555556,0.0,ces
CTX197702723,140,2,0,0,0,2,0,0,0,,,,,,,,,
CTX197703314,74,31,23,2,0,5,1,215,1355,0.8997200000000001,0.008832,0.9805800000000001,143.2876,0.0,0.39758000000000004,0.510776,0.0,ces
CTX197704782A,33,34,28,3,0,2,1,298,1839,0.8990451612903226,0.010780645161290323,0.9831451612903226,149.66935483870967,0.03225806451612903,0.41125161290322576,0.5104225806451613,0.0,ces
CTX197706199,26,99,11,54,6,20,8,208,1240,0.7478692307692307,0.06144461538461538,0.8908292307692308,2031.9192307692308,0.03076923076923077,0.3410876923076923,0.5757323076923078,0.0,ces
CTX197801492,1,44,17,14,0,3,10,166,1091,0.865941935483871,0.006500000000000001,0.9574,418.5441935483871,0.06451612903225806,0.4197516129032258,0.5562516129032258,0.0,ces
CTX197802772,442,14,8,2,0,1,3,76,496,0.90563,0.00458,0.99077,202.05,0.0,0.37903,0.5038400000000001,0.0,ces
CTX197804988D,30,2,2,0,0,0,0,13,76,0.9,0.0,0.8695999999999999,107.125,0.0,0.43385,0.6502,0.0,ces
CTX197808459,2,23,13,4,0,2,4,117,789,0.8894529411764706,0.0031294117647058823,0.9646352941176471,222.51470588235293,0.0,0.41161176470588234,0.49805294117647064,0.0,ces
CTX197901495,93,36,20,8,1,0,7,128,902,0.8416178571428572,0.021235714285714285,0.8429678571428572,202.54,0.03571428571428571,0.38682142857142854,0.4528285714285714,0.14285714285714285,ces
CTX197904551,1,38,7,13,4,3,11,59,321,0.82829,0.003225,0.90771,649.25,0.05,0.38377,0.46418,0.2,ces
CTX197907372,31,42,25,7,2,3,5,266,1706,0.869875,0.018025,0.948496875,430.01937499999997,0.0,0.394640625,0.500790625,0.0,ces
CTX197908193,160,3,0,1,1,0,1,1,9,0.5986,0.0,0.75,63.75,0.0,0.0,0.5,0.0,ces
CTX198001925,23,13,2,6,1,2,2,21,130,0.7621125,0.0166625,0.8833,647.125,0.0,0.355425,0.5277499999999999,0.0,ces
CTX198002695A,14,3,0,2,0,0,1,16,81,0.7695000000000001,0.0,0.81735,634.0,0.0,0.4031,0.56125,0.0,ces
CTX198005273B,32,31,23,5,0,1,2,260,1191,0.8670321428571429,0.04344285714285714,0.883825,115.20535714285714,0.0,0.32063214285714287,0.559875,0.0,ces
CTX198006141,2,22,16,3,0,0,3,135,950,0.9095473684210527,0.0016421052631578946,0.9855210526315791,244.02999999999997,0.0,0.39836315789473686,0.49870000000000003,0.0,ces
CTX198006869,48,29,28,1,0,0,0,258,1562,0.8981103448275862,0.014889655172413791,0.918151724137931,99.20689655172414,0.0,0.36713103448275863,0.5263379310344828,0.0,ces
CTX198007229B,98,2,1,1,0,0,0,11,43,0.855,0.0156,0.75,145.905,0.0,0.16665,0.25,0.0,ces
CTX198101310A,98,30,1,2,0,19,8,9,30,0.7168333333333333,0.17666666666666667,0.8332666666666667,215.66666666666666,0.6666666666666666,0.5,0.4666666666666666,0.0,ces
CTX198102263A,20,1,0,0,0,1,0,0,0,,,,,,,,,
CTX198104561,1,16,6,5,1,2,2,86,492,0.8429636363636365,0.02097272727272727,0.9099090909090909,227.9090909090909,0.0,0.3697909090909091,0.5320454545454546,0.0,ces
CTX198105295A,15,5,0,1,1,2,1,1,8,0.7779,0.1,0.75,850.0,0.0,0.3333,0.5,0.0,ces
