file,page_num,num_lines,Clear,Noisy,Trash,Non-text,Empty,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX192700799,3,32,15,11,0,2,4,223,1305,0.8683692307692308,0.01588076923076923,0.9609923076923077,603.4230769230769,0.038461538461538464,0.4265884615384615,0.4962884615384615,0.0,ces
CTX193100253,45,13,9,4,0,0,0,136,824,0.8833230769230769,0.01126923076923077,0.9919,421.2692307692308,0.07692307692307693,0.39776153846153844,0.4685153846153846,0.0,ces
CTX193202278,10,198,17,32,0,96,53,185,1084,0.8352265306122448,0.018187755102040817,0.9322551020408164,688.515306122449,0.0,0.4049204081632653,0.45058775510204085,0.0,ces
CTX193401762,8,30,0,15,10,4,1,130,667,0.5758333333333333,0.1484,0.75522,1207.1333333333334,1.9333333333333333,0.47622666666666663,0.4958666666666666,0.0,ces
CTX193600857,32,42,28,12,0,1,1,388,2190,0.8639475000000001,0.023295,0.8686299999999999,265.99375,0.075,0.3734175,0.49225,0.0,ces
CTX193702477,81,10,0,7,1,1,1,29,91,0.6108,0.16495714285714286,0.8891571428571429,3627.0,0.14285714285714285,0.4936428571428571,0.44444285714285714,0.0,ces
CTX193801636,108,31,22,8,0,0,1,234,1450,0.8785666666666666,0.019289999999999998,0.9982966666666667,291.80833333333334,0.0,0.39765333333333336,0.4793233333333333,0.0,ces
CTX194000026,1,1,0,0,0,1,0,0,0,,,,,,,,,None
CTX194003457,1,1,0,0,1,0,0,0,0,,,,,,,,,None
CTX194005766,4,15,10,2,1,0,2,108,686,0.8884,0.003941666666666667,0.9721000000000001,267.2083333333333,0.08333333333333333,0.39784166666666665,0.5479916666666667,0.0,ces
CTX194103269,1,16,1,5,4,3,3,25,145,0.7311,0.04161666666666666,0.8333333333333334,1737.9583333333333,0.5,0.3505,0.36863333333333337,0.16666666666666666,ces
CTX194105865,1,30,4,9,1,3,13,24,114,0.808923076923077,0.02179230769230769,0.8799461538461538,968.25,0.0,0.4671538461538462,0.4980538461538461,0.46153846153846156,ces
CTX194202078,1,38,6,13,0,3,16,42,238,0.8399894736842105,0.003289473684210526,0.8714999999999999,988.8026315789474,0.0,0.42100526315789477,0.47261578947368416,0.2631578947368421,ces
CTX194301371,1,29,4,14,0,1,10,35,202,0.8328,0.013094444444444443,0.8433388888888889,637.0833333333334,0.0,0.40286666666666665,0.4701944444444444,0.2222222222222222,ces
CTX194500607,4,37,2,7,0,17,11,35,257,0.8137,0.005555555555555556,0.9312111111111112,1157.6944444444443,0.2222222222222222,0.39693333333333336,0.5908555555555556,0.0,ces
CTX194502247,1,41,9,13,4,2,13,64,379,0.8457727272727272,0.006168181818181819,0.9172681818181818,443.72727272727275,0.045454545454545456,0.3923818181818182,0.4588590909090909,0.045454545454545456,ces
CTX194600079,1,49,18,13,1,3,14,102,610,0.8699677419354839,0.008819354838709676,0.9149806451612903,331.13709677419354,0.0,0.39686774193548385,0.5354967741935484,0.16129032258064516,ces
CTX194601392,1,46,16,11,0,4,15,104,618,0.8657888888888889,0.0037925925925925926,0.8971962962962963,417.60185185185185,0.0,0.40104814814814815,0.509162962962963,0.1111111111111111,ces
CTX194603858,5,52,4,48,0,0,0,489,3262,0.8148,0.017890384615384617,0.9349711538461538,2021.5384615384614,0.038461538461538464,0.3774576923076923,0.5279519230769231,0.0,ces
CTX194604284,4,152,13,58,2,34,45,211,1363,0.7889394366197183,0.039540845070422534,0.8482915492957745,3928.4225352112676,0.028169014084507043,0.35024788732394363,0.4837845070422535,0.0,ces
CTX194604320B,47,12,1,6,0,1,4,19,115,0.7314571428571429,0.0994,0.8216,2826.1428571428573,0.0,0.3570142857142857,0.5946428571428571,0.0,ces
CTX194605560,4,42,16,16,0,2,8,205,1220,0.848034375,0.02335625,0.898178125,472.0196875,0.0,0.388503125,0.47851875,0.0625,ces
CTX194606617,1,39,9,10,1,4,15,39,202,0.8442263157894736,0.0,0.9167421052631578,475.0,0.05263157894736842,0.41618947368421055,0.47267368421052636,0.3157894736842105,ces
CTX194704664,1,45,0,27,1,11,6,115,573,0.6337,0.08157407407407408,0.8420851851851852,11813.296296296296,0.48148148148148145,0.42,0.4278037037037037,0.037037037037037035,ces
CTX194707457,7,7,3,3,0,0,1,31,224,0.8716833333333334,0.021833333333333333,0.82925,543.7916666666666,0.0,0.3888666666666667,0.5336,0.0,ces
CTX194802671,3,12,1,7,0,0,4,9,92,0.8150875,0.056249999999999994,0.8078,644.75,0.0,0.3545625,0.479325,0.0,ces
CTX194805355,1,34,5,11,2,2,14,35,183,0.801325,0.02864375,0.8703375,2336.59375,0.0625,0.4077625,0.50406875,0.3125,ces
CTX194901377,1,3,0,0,0,2,1,0,0,,,,,,,,,None
CTX194902898,1,31,4,12,2,4,9,32,164,0.802875,0.01796875,0.89399375,535.0,0.0,0.4095,0.4583125,0.125,ces
CTX195000423,1,31,7,12,0,2,10,47,276,0.8158631578947368,0.0,0.9115421052631578,1207.7631578947369,0.0,0.41028947368421054,0.49918421052631584,0.21052631578947367,ces
CTX195002364,1,21,6,7,0,0,8,45,240,0.8099923076923077,0.015661538461538463,0.8804615384615384,684.5384615384615,0.0,0.3951076923076923,0.49062307692307694,0.07692307692307693,ces
CTX195003808,1,42,9,14,1,6,12,98,590,0.8319130434782609,0.012682608695652174,0.9002086956521739,629.0378260869566,0.08695652173913043,0.40425652173913046,0.4935869565217391,0.17391304347826086,ces
CTX195006990,1,35,6,16,0,2,11,81,541,0.8155136363636363,0.015954545454545457,0.8793818181818182,648.8977272727273,0.09090909090909091,0.3673681818181818,0.4539136363636364,0.13636363636363635,ces
CTX195100667,45,112,13,47,0,21,31,190,1415,0.8209066666666666,0.010633333333333333,0.9139,10792.3605,0.0,0.38702,0.5252683333333333,0.0,ces
CTX195101731,5,4,0,0,1,2,1,0,0,,,,,,,,,
CTX195105162,9,3,0,1,1,0,1,4,16,0.6294,0.15,0.9896,1208.0,0.0,0.5,0.25,0.0,ces
CTX195105604,13,234,3,37,3,117,74,76,475,0.7036125,0.04854,0.8476000000000001,5547.6375,0.125,0.337305,0.42083250000000005,0.025,ces
CTX195200523,1,34,1,11,5,5,12,29,189,0.7593,0.03298333333333333,0.8220833333333334,1091.7816666666668,0.0,0.358125,0.4725916666666667,0.0,ces
CTX195201365,5,33,31,1,0,0,1,314,1915,0.915834375,0.00659375,0.99194375,101.886875,0.09375,0.41275625,0.513075,0.0,ces
CTX195202198,1,7,2,2,0,1,2,17,128,0.83675,0.008325,0.8673,960.25,0.0,0.37385,0.501875,0.0,ces
CTX195204623,1,2,0,2,0,0,0,2,12,0.6767000000000001,0.0,0.8747,850.0,0.0,0.25,0.625,0.5,ces
CTX195205333,2,3,0,1,1,0,1,4,27,0.7916,0.0,0.9999,804.0,0.0,0.3636,0.4091,0.0,ces
CTX195300316,3,34,4,7,8,3,12,34,258,0.8414454545454546,0.0,0.8843272727272727,543.7045454545455,0.09090909090909091,0.4173636363636364,0.41563636363636364,0.0,ces
CTX195300641,5,140,2,36,5,46,51,59,399,0.7505947368421053,0.045831578947368425,0.8726999999999999,1197.842105263158,0.0,0.39056052631578947,0.502621052631579,0.0,ces
CTX195302046,1,39,33,4,0,1,1,332,2236,0.9055972972972973,0.009275675675675676,0.9928864864864866,192.65540540540542,0.10810810810810811,0.4069864864864865,0.5203756756756757,0.0,ces
CTX195304281,1,33,6,10,2,6,9,34,156,0.80793125,0.03051875,0.87025,487.921875,0.125,0.37117500000000003,0.37956875,0.3125,ces
CTX195305278,8,20,12,7,0,1,0,159,1128,0.8721105263157894,0.018384210526315788,0.9392052631578947,594.8421052631579,0.0,0.3740842105263158,0.5134842105263158,0.0,ces
CTX195400736,3,43,16,16,0,2,9,132,742,0.842275,0.012578125,0.910021875,1178.6875,0.09375,0.39925625,0.457728125,0.09375,ces
CTX195404409,2,41,9,12,0,6,14,53,279,0.8309285714285715,0.004761904761904762,0.9048666666666666,877.8095238095239,0.047619047619047616,0.3902142857142857,0.5224428571428571,0.09523809523809523,ces
CTX195501600,1,40,21,10,0,4,5,313,1753,0.8671935483870967,0.014548387096774194,0.9476677419354839,475.7658064516129,0.06451612903225806,0.39918064516129037,0.4406,0.0,ces
CTX195503919,6,7,0,4,1,0,2,6,65,0.7063,0.14375,0.847075,497.75,0.0,0.345825,0.409775,0.0,ces
CTX195601864,4,35,29,3,0,1,2,272,1827,0.9161343750000001,0.002496875,0.973959375,275.8046875,0.03125,0.3964625,0.514346875,0.0,ces
CTX195605126,35,3,0,2,0,1,0,3,20,0.67345,0.0,0.87485,494.5,0.0,0.6818,0.4091,1.0,ces
CTX195701743,48,94,16,24,3,29,22,143,847,0.8033374999999999,0.023125,0.8944150000000001,5415.628,0.125,0.36263,0.5203949999999999,0.0,ces
CTX195704401,10,46,18,16,2,8,2,197,1185,0.8256794117647059,0.03002941176470588,0.8959764705882353,673.9852941176471,0.058823529411764705,0.39244411764705883,0.5061823529411765,0.0,ces
CTX195705685B,13,4,0,3,0,1,0,7,56,0.7422,0.03333333333333333,0.8710666666666667,1395.3333333333333,0.0,0.3514333333333333,0.49910000000000004,0.6666666666666666,ces
CTX195800791,82,7,0,3,1,1,2,7,24,0.7263000000000001,0.05556666666666666,0.75,100.58333333333333,0.0,0.3055333333333333,0.6944666666666667,0.0,ces
CTX195801585,1,16,9,2,0,1,4,75,483,0.895009090909091,0.0026636363636363637,0.9546636363636364,865.9318181818181,0.0,0.43478181818181816,0.532109090909091,0.0,ces
CTX195802353B,25,44,8,27,1,2,6,201,1380,0.8068914285714286,0.02057428571428571,0.8880057142857143,2598.7571428571428,0.02857142857142857,0.33073714285714284,0.5176457142857143,0.0,ces
CTX195803242,2,8,3,3,0,0,2,25,173,0.85855,0.027916666666666663,0.9556166666666667,178.20833333333334,0.16666666666666666,0.3817166666666667,0.4680166666666667,0.0,ces
CTX195805462,4,43,27,14,0,1,1,353,2275,0.8856463414634147,0.04029268292682927,0.9824170731707317,174.92073170731706,0.04878048780487805,0.3940463414634146,0.5370560975609756,0.0,ces
CTX195805894,1,53,13,18,0,5,17,98,653,0.8442548387096774,0.03578387096774193,0.8985935483870968,901.7258064516129,0.0,0.4162870967741935,0.4334903225806452,0.16129032258064516,ces
CTX195901119,15,44,12,24,0,4,4,119,659,0.7897861111111112,0.01296111111111111,0.8573833333333334,332.47555555555556,0.25,0.33477222222222225,0.47370833333333334,0.0,ces
CTX195901885,32,141,2,9,0,98,32,14,80,0.8101363636363637,0.0,0.9422090909090909,732.3636363636364,0.0,0.42171818181818177,0.6287909090909091,0.0,ces
CTX195902663,19,47,30,5,0,3,9,274,1755,0.88546,0.00668,0.9588628571428572,188.44285714285715,0.02857142857142857,0.39006,0.5123914285714286,0.0,ces
CTX195903276,8,37,33,4,0,0,0,316,2155,0.9128351351351351,0.00914864864864865,0.9849540540540541,162.1081081081081,0.02702702702702703,0.4228837837837838,0.4978027027027027,0.0,ces
CTX195904608,99,6,1,0,0,3,2,5,19,0.9,0.0,0.9277,378.0,0.0,0.5,0.8333,0.0,ces
CTX195906214,3,25,20,4,0,1,0,188,1206,0.9044875,0.002104166666666667,0.98245,153.43125,0.0,0.4058208333333333,0.49356249999999996,0.0,ces
CTX195906583,31,60,24,17,2,6,11,239,1398,0.8512536585365854,0.0066146341463414636,0.9455999999999999,993.8260975609757,0.0,0.38436097560975613,0.48778780487804885,0.07317073170731707,ces
CTX195906583V,21,17,3,8,0,1,5,33,166,0.7781454545454545,0.0,0.8783000000000001,325.6363636363636,0.0,0.26805454545454543,0.5220909090909092,0.09090909090909091,ces
CTX196001290,92,94,18,14,3,27,32,115,720,0.8450562500000001,0.017884375,0.92954375,367.90625,0.0,0.374503125,0.493634375,0.0,ces
CTX196003252,2,4,2,2,0,0,0,14,96,0.80905,0.015625,0.900675,268.125,0.0,0.3986,0.43227499999999996,0.0,ces
CTX196005565,41,10,1,1,0,5,3,9,58,0.8297,0.0458,0.8531,213.0,0.0,0.39385000000000003,0.52555,0.0,ces
CTX196006153,75,2,2,0,0,0,0,14,86,0.9,0.0,0.8745499999999999,72.875,0.0,0.3137,0.5046999999999999,0.0,ces
CTX196100550A,100,37,20,12,0,4,1,250,1496,0.845278125,0.025724999999999998,0.9595375,372.921875,0.03125,0.391190625,0.542646875,0.0,ces
CTX196104809,3,5,0,1,0,2,2,2,6,0.7303,0.0,0.75,486.0,0.0,0.5,0.25,1.0,ces
CTX196106884,11,40,30,6,0,2,2,270,1756,0.8910777777777779,0.010294444444444445,0.9757361111111111,242.3227777777778,0.027777777777777776,0.39445555555555556,0.5006472222222222,0.0,ces
CTX196202774,19,2,0,0,1,1,0,0,0,,,,,,,,,
CTX196206406,24,32,26,4,0,1,1,300,1717,0.8885400000000001,0.00862,0.98963,240.44166666666666,0.06666666666666667,0.41911333333333334,0.53788,0.0,ces
CTX196207827,2,44,19,22,0,2,1,250,2279,0.8482878048780488,0.021378048780487803,0.9319048780487805,408.4817073170732,0.024390243902439025,0.3922121951219512,0.47690731707317074,0.0,ces
CTX196303082A,27,66,13,17,4,15,17,73,481,0.8388033333333333,0.00861,0.95059,527.975,0.0,0.4012033333333333,0.5782900000000001,0.0,ces
CTX196306858,179,31,14,7,0,2,8,101,588,0.8517904761904761,0.012971428571428573,0.9290571428571429,284.04761904761904,0.0,0.3721380952380952,0.513947619047619,0.0,ces
CTX196403509,1,30,9,11,0,4,6,110,737,0.83561,0.011135,0.9245850000000001,551.8875,0.05,0.425805,0.5152249999999999,0.0,ces
CTX196406991,35,43,38,2,0,1,2,400,2464,0.9125675,0.010435,0.9862650000000001,91.91575,0.025,0.412885,0.499915,0.0,ces
CTX196500805,2,31,26,0,0,4,1,257,1675,0.9230307692307692,0.0068461538461538456,0.9902923076923076,91.67307692307692,0.07692307692307693,0.41009999999999996,0.5198192307692308,0.0,ces
CTX196503540A,8,7,0,5,0,0,2,14,74,0.79828,0.04066,0.86434,172.474,0.0,0.35414,0.5736399999999999,0.0,ces
CTX196507901,3,57,23,34,0,0,0,493,3597,0.8659035087719298,0.034443859649122804,0.9647701754385966,601.9891228070175,0.07017543859649122,0.3766157894736842,0.512198245614035,0.0,ces
CTX196607206C,13,38,15,3,0,9,11,116,729,0.8971888888888889,0.006405555555555556,0.9925222222222223,188.30555555555554,0.0,0.39377222222222225,0.5039777777777777,0.0,ces
CTX196608780,1,59,25,22,0,4,8,339,1949,0.8572808510638298,0.028372340425531915,0.9404297872340426,333.8031914893617,0.1702127659574468,0.3931212765957447,0.5119468085106382,0.1276595744680851,ces
CTX196610745,68,38,8,16,1,3,10,95,564,0.8280666666666666,0.027179166666666667,0.8855458333333334,617.6875,0.125,0.39447499999999996,0.47132916666666663,0.08333333333333333,ces
CTX196700664A,20,5,0,1,0,2,2,3,12,0.8156,0.0,0.75,324.0,0.0,0.4286,0.5714,1.0,ces
CTX196703423,16,30,30,0,0,0,0,269,1682,0.91562,0.00398,0.9901666666666668,77.46266666666666,0.03333333333333333,0.40390333333333334,0.5039133333333333,0.0,ces
CTX196705420E,49,1,0,0,0,1,0,0,0,,,,,,,,,
CTX196706503A,61,7,4,0,0,1,2,24,169,0.911725,0.008325,0.9913,99.0,0.0,0.42855,0.4211,0.0,ces
CTX196706800,85,4,0,3,0,0,1,9,38,0.6881,0.09443333333333333,0.8275,1566.6666666666667,0.0,0.3373,0.2857,0.3333333333333333,ces
CTX196801290,4,30,17,7,0,5,1,100,455,0.8752791666666667,0.009720833333333333,0.8911958333333333,111.4325,0.0,0.40774166666666667,0.4590208333333334,0.0,ces
CTX196803775A,2,1,0,1,0,0,0,1,5,0.7522,0.35,0.75,850.0,0.0,0.75,0.0,1.0,ces
CTX196805739,50,32,26,4,0,0,2,284,1666,0.8976233333333333,0.02494,0.9696866666666666,150.17066666666668,0.0,0.39685666666666664,0.5020333333333333,0.0,ces
CTX196806061,13,28,24,3,0,0,1,240,1413,0.8991370370370371,0.014855555555555556,0.9771703703703705,111.70814814814814,0.0,0.39033703703703704,0.5166814814814815,0.0,ces
CTX196806085,57,1,0,0,0,1,0,0,0,,,,,,,,,
CTX196901057E,14,1,0,1,0,0,0,1,10,0.7123,0.1,0.75,850.0,0.0,0.5714,0.4286,0.0,ces
CTX196904440,1,50,31,11,0,0,8,271,1890,0.8916880952380952,0.008735714285714286,0.9744095238095237,314.49119047619047,0.047619047619047616,0.4101,0.5539190476190476,0.0,ces
CTX196905555,1,50,24,11,1,5,9,207,1246,0.8885514285714285,0.006325714285714286,0.9478857142857143,295.58200000000005,0.0,0.39537428571428573,0.5022971428571429,0.11428571428571428,ces
CTX197000357,19,37,28,9,0,0,0,302,1936,0.8895594594594595,0.02492972972972973,0.9727,211.17567567567568,0.16216216216216217,0.40767027027027025,0.5170162162162162,0.0,ces
CTX197001198C,28,297,1,89,24,62,121,101,553,0.8255788888888889,0.0,0.8987955555555556,810.4111111111112,0.0,0.3513588888888889,0.5887355555555556,0.0,ces
CTX197002322,3,22,15,3,0,0,4,130,791,0.8828777777777778,0.03068888888888889,0.9720055555555555,133.72555555555556,0.1111111111111111,0.38375,0.4935555555555556,0.05555555555555555,ces
CTX197003224,3,24,7,5,1,4,7,62,387,0.8313416666666668,0.032591666666666665,0.9166416666666667,419.49,0.08333333333333333,0.4513,0.4506833333333333,0.0,ces
CTX197005224B,6,14,1,6,0,2,5,22,141,0.7500428571428571,0.03571428571428571,0.844,573.8214285714286,0.14285714285714285,0.2716142857142857,0.4480857142857143,0.0,ces
CTX197005839B,16,15,3,7,1,1,3,25,146,0.78396,0.07292,0.8650499999999999,3369.2,0.0,0.37126000000000003,0.50844,0.1,ces
CTX197100659A,31,1,1,0,0,0,0,3,13,0.9,0.0,1.0,33.75,0.0,0.4286,0.2857,0.0,ces
CTX197102871,28,1,0,1,0,0,0,6,22,0.6435,0.0,0.75,2624.0,0.0,0.3571,0.4286,0.0,ces
CTX197104847G,7,3,0,2,0,0,1,4,22,0.81485,0.0,0.8422000000000001,175.0,0.0,0.41664999999999996,0.5625,0.5,ces
CTX197105661I,22,1,0,1,0,0,0,1,4,0.8107,0.0,0.9958,850.0,0.0,0.3333,0.3333,0.0,ces
CTX197106439A,23,31,19,8,0,1,3,175,1164,0.8777185185185185,0.00854074074074074,0.9251518518518518,1054.9003703703704,0.07407407407407407,0.42781111111111114,0.5074111111111111,0.0,ces
CTX197106710A,41,107,26,6,0,71,4,219,1374,0.89285625,0.019696875,0.96730625,148.9921875,0.03125,0.37219375,0.520021875,0.0,ces
CTX197200849,3,30,25,4,0,0,1,231,1617,0.9091103448275862,0.006075862068965517,0.9617689655172414,219.29310344827587,0.0,0.41898620689655175,0.483,0.034482758620689655,ces
CTX197202934A,21,5,0,2,0,1,2,5,27,0.62955,0.125,0.75,360.125,0.5,0.375,0.41664999999999996,0.0,ces
CTX197204430,42,30,28,2,0,0,0,276,1692,0.9058033333333333,0.012673333333333333,0.9979433333333333,118.81666666666666,0.0,0.41284000000000004,0.5496433333333334,0.0,ces
CTX197206113D,17,88,25,28,0,14,21,180,1016,0.8435094339622642,0.008569811320754716,0.8978377358490566,880.1179245283018,0.0,0.35228490566037735,0.45212264150943393,0.0,ces
CTX197207196,2,4,0,0,0,3,1,0,0,,,,,,,,,
CTX197207925,92,78,0,36,1,27,14,49,189,0.7993944444444444,0.020252777777777776,0.8437444444444444,1447.5,0.0,0.29265833333333335,0.47073333333333334,0.0,ces
CTX197301283,24,28,17,10,0,0,1,162,1002,0.8215666666666667,0.03843333333333333,0.8785740740740741,228.34703703703704,0.07407407407407407,0.31652962962962966,0.36852962962962965,0.0,ces
CTX197302984,9,176,34,30,2,55,55,241,1392,0.841003125,0.0015625,0.9509703125,825.9921875,0.03125,0.37203125,0.49878125,0.0,ces
CTX197303851,3,185,11,13,24,123,14,40,261,0.8739833333333333,0.017358333333333333,0.9064416666666667,431.06750000000005,0.08333333333333333,0.45793750000000005,0.597475,0.0,ces
