file,page_num,num_lines,Clear,Noisy,Trash,Non-text,Empty,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
MTX196402185,10,40,30,4,0,1,5,234,1420,0.8903558823529413,0.029967647058823533,0.9786147058823529,136.48882352941177,0.058823529411764705,0.38371764705882355,0.5021176470588236,0.0,ces
MTX196402692,64,31,25,5,0,0,1,193,1353,0.89476,0.01571,0.9880766666666666,250.96666666666667,0.0,0.4097766666666667,0.49965666666666664,0.0,ces
MTX196501096,21,3,0,0,0,2,1,0,0,,,,,,,,,
MTX196600014a,106,6,3,1,0,0,2,11,58,0.8896999999999999,0.015625,0.8749,169.125,0.0,0.42305,0.41005,0.0,ces
MTX196600324,104,64,35,3,0,15,11,296,1844,0.8985473684210528,0.01436842105263158,0.9774026315789474,150.1742105263158,0.23684210526315788,0.3758105263157895,0.517242105263158,0.0,ces
MTX196601637,15,49,40,7,0,2,0,363,2165,0.8766978723404255,0.016827659574468086,0.9468127659574468,113.65978723404255,0.46808510638297873,0.34488297872340423,0.5620489361702128,0.0,ces
MTX196700251,2,31,19,6,0,2,4,233,1332,0.8945879999999999,0.012476000000000001,0.9792879999999999,183.43959999999998,0.04,0.378812,0.5394720000000001,0.0,ces
MTX196701644,58,4,1,0,0,2,1,7,51,0.906,0.0,0.9675,209.0,0.0,0.3902,0.5122,0.0,ces
MTX196800147,2,19,4,13,0,1,1,35,220,0.816764705882353,0.01568235294117647,0.88,931.75,0.0,0.38690588235294116,0.4063176470588235,0.0,ces
MTX196801918,1,6,3,2,0,1,0,15,105,0.8822800000000001,0.01,0.892,393.7,0.0,0.39374000000000003,0.45056,0.0,ces
MTX196900057,31,43,27,10,1,4,1,315,1921,0.8829594594594594,0.024408108108108107,0.9644378378378378,263.2972972972973,0.16216216216216217,0.40771351351351354,0.5193297297297297,0.0,ces
MTX196901633,1,11,4,4,1,0,2,45,331,0.84805,0.03055,0.9534,370.75,0.25,0.378825,0.490125,0.0,ces
MTX196902540,92,25,22,1,0,1,1,209,1276,0.917913043478261,0.0076826086956521735,0.9868173913043478,88.94608695652174,0.043478260869565216,0.4070869565217391,0.5099304347826087,0.0,ces
MTX196902798,12,62,7,20,4,26,5,152,699,0.7362481481481481,0.04610370370370371,0.8745814814814815,1904.4074074074074,0.1111111111111111,0.3801703703703704,0.46135185185185185,0.0,ces
MTX196902800,548,6,0,1,0,4,1,10,32,0.6479,0.135,0.75,486.0,0.0,0.5714,0.5,0.0,ces
MTX196902801b,201,2,0,0,0,2,0,0,0,,,,,,,,,
MTX197001029,48,5,1,2,0,0,2,7,38,0.8159666666666667,0.0,0.9983000000000001,572.2066666666666,0.0,0.37776666666666664,0.4666666666666666,0.0,ces
MTX197002947,23,5,3,0,0,1,1,30,175,0.9200666666666667,0.008333333333333333,1.0,68.83333333333333,0.0,0.42483333333333334,0.5639666666666666,0.0,ces
MTX197101416,55,1,1,0,0,0,0,7,28,0.9,0.0,0.75,46.0,0.0,0.4,0.4,0.0,ces
MTX197102018,76,63,24,4,3,12,20,200,1434,0.9029464285714285,0.005557142857142858,0.9718,127.94642857142857,0.07142857142857142,0.40581428571428574,0.46855,0.0,ces
MTX197102280a,7,7,3,1,0,0,3,12,71,0.8771,0.0,0.9375,38.56,0.0,0.37115,0.447125,0.0,ces
MTX197200133,329,5,0,0,0,3,2,0,0,,,,,,,,,
MTX197200475,121,27,22,4,0,1,0,197,1183,0.8954730769230769,0.005153846153846154,0.9781,180.47115384615384,0.0,0.4174230769230769,0.5365923076923077,0.0,ces
MTX197201066,21,30,21,4,0,3,2,197,1230,0.8982720000000001,0.006916,0.986468,217.56,0.0,0.433816,0.530628,0.0,ces
MTX197201928,95,63,20,6,0,24,13,170,1038,0.8765076923076923,0.02666923076923077,0.966126923076923,224.375,0.15384615384615385,0.4088846153846154,0.5176,0.0,ces
MTX197202075,162,50,29,9,1,10,1,253,1672,0.8765000000000001,0.03380263157894737,0.9480315789473683,309.50657894736844,0.02631578947368421,0.39216578947368425,0.48547368421052634,0.0,ces
MTX197202075c,37,1,0,1,0,0,0,5,13,0.7075,0.1,0.9628,356.0,0.0,0.3333,0.3333,0.0,ces
MTX197300386a,152,9,0,0,0,5,4,0,0,,,,,,,,,
MTX197301738,2,23,16,3,0,0,4,167,1116,0.8956263157894737,0.006410526315789474,0.9650842105263159,218.6184210526316,0.05263157894736842,0.3979578947368421,0.5521105263157895,0.0,ces
MTX197302498,224,3,2,0,0,0,1,10,48,0.9,0.0,0.75,64.875,0.0,0.3077,0.4615,0.0,ces
MTX197400069,219,27,18,5,0,1,3,190,1152,0.8898826086956523,0.012043478260869567,0.9515826086956523,153.76652173913044,0.13043478260869565,0.3992739130434783,0.5198130434782608,0.0,ces
MTX197400250,39,3,1,1,0,1,0,7,48,0.8051,0.0,0.87495,543.5,0.0,0.43095,0.58585,0.0,ces
MTX197402223,22,20,1,3,0,10,6,9,38,0.698275,0.0,0.9520500000000001,528.25,0.0,0.682075,0.6712,0.0,ces
MTX197402691c,16,8,1,4,0,0,3,15,75,0.8118000000000001,0.025,0.8581199999999999,112.074,0.0,0.42666000000000004,0.47666000000000003,0.2,ces
MTX197500983,51,60,20,4,0,24,12,166,990,0.8817416666666666,0.0038208333333333336,0.937075,216.11458333333334,0.125,0.37090416666666665,0.49062916666666667,0.0,ces
MTX197501658,13,30,25,2,0,1,2,195,1161,0.9018592592592592,0.0,0.970025925925926,159.03703703703704,0.0,0.4120777777777778,0.5155259259259259,0.0,ces
MTX197600712,61,4,1,0,0,2,1,7,34,0.9,0.0,0.75,115.5,0.0,0.4,0.45,0.0,ces
MTX197601190,282,7,2,1,1,1,2,22,126,0.8540000000000001,0.01746666666666667,0.9132000000000001,227.25,0.3333333333333333,0.5750000000000001,0.4378,0.0,ces
MTX197602349,102,29,25,3,0,0,1,253,1561,0.9142142857142856,0.007646428571428572,0.9947678571428572,121.0,0.03571428571428571,0.41499642857142854,0.508575,0.0,ces
MTX197700727,84,2,0,0,0,2,0,0,0,,,,,,,,,
MTX197700852,26,33,21,3,1,4,4,177,1122,0.8942125000000001,0.015904166666666667,0.9873208333333333,196.53125,0.0,0.4210541666666667,0.5122375,0.0,ces
MTX197701950,110,2,0,2,0,0,0,4,28,0.75575,0.0,0.75,258.0,0.0,0.37255,0.5196,0.0,ces
MTX197701983,206,6,2,0,0,2,2,18,90,0.9,0.0327,0.8749,101.0,0.5,0.3756,0.4595,0.0,ces
MTX197800407,13,16,11,4,0,0,1,109,549,0.85074,0.029013333333333335,0.9114,397.20799999999997,0.0,0.4000533333333333,0.5255133333333333,0.0,ces
MTX197801725,227,3,1,0,0,1,1,7,51,0.9,0.0,0.9335,102.0,0.0,0.3448,0.4828,0.0,ces
MTX197801893,143,37,30,3,0,0,4,259,1585,0.8912333333333334,0.003963636363636364,0.9440181818181818,149.1930303030303,0.0,0.35536666666666666,0.49440303030303034,0.0,ces
MTX197801896,751,12,2,0,0,6,4,16,85,0.9,0.03125,0.83745,75.5,0.0,0.4309,0.5603,0.0,ces
MTX197900600d,40,1,0,0,0,1,0,0,0,,,,,,,,,
MTX197901684a,153,17,1,3,0,6,7,16,77,0.814325,0.065625,0.92145,303.875,0.25,0.338375,0.3447,0.0,ces
MTX197902084,126,15,1,2,0,7,5,10,60,0.8541333333333334,0.0,0.8073,593.1666666666666,0.0,0.40176666666666666,0.5121333333333333,0.0,ces
MTX198000059,2,29,8,13,0,4,4,51,298,0.8222952380952381,0.02261904761904762,0.852047619047619,1235.184761904762,0.09523809523809523,0.3747238095238095,0.4376952380952381,0.0,ces
MTX198000767,377,1,0,0,0,1,0,0,0,,,,,,,,,
MTX198001743,2,30,25,3,0,0,2,340,2119,0.9023964285714285,0.005271428571428572,0.9921,431.22749999999996,0.10714285714285714,0.4076607142857143,0.48726071428571427,0.0,ces
MTX198001789,438,14,2,4,0,3,5,19,103,0.8241,0.0389,0.8737166666666667,363.3333333333333,0.0,0.3482166666666667,0.41566666666666663,0.0,ces
MTX198101596,13,28,24,4,0,0,0,245,1573,0.9027857142857142,0.004560714285714285,0.9685107142857143,168.25,0.0,0.4094857142857143,0.5035964285714286,0.0,ces
MTX198101596b,42,4,2,1,0,0,1,23,116,0.8982,0.07023333333333333,0.8653,135.25,0.0,0.3941333333333333,0.5438333333333333,0.0,ces
MTX198200359a,100,4,1,1,0,1,1,12,60,0.8351500000000001,0.09999999999999999,0.8665,145.25,0.0,0.35509999999999997,0.5199,0.0,ces
MTX198201507b,45,1,0,0,0,1,0,0,0,,,,,,,,,
MTX198300332,188,1,1,0,0,0,0,9,46,0.9,0.0,0.75,56.25,0.0,0.3913,0.4783,0.0,ces
MTX198300874a,2,14,3,5,0,1,5,22,143,0.8661375,0.02375,0.945,598.09375,0.0,0.4202125,0.46168750000000003,0.125,ces
MTX198301561,6,1,1,0,0,0,0,6,39,0.9,0.0,0.7678,42.5,0.0,0.3929,0.5357,0.0,ces
MTX198401242,33,30,20,7,0,0,3,170,1046,0.8737851851851852,0.01108888888888889,0.9473888888888888,160.62962962962962,0.14814814814814814,0.3888777777777778,0.48589999999999994,0.0,ces
MTX198401561,118,40,30,6,0,2,2,275,1670,0.900136111111111,0.006611111111111111,0.9636750000000001,152.09722222222223,0.0,0.37273055555555556,0.5060527777777778,0.027777777777777776,ces
MTX198500418,3,1,1,0,0,0,0,12,64,0.9,0.05,0.9994,93.0,1.0,0.4,0.4857,0.0,ces
MTX198501579a,26,12,2,4,2,2,2,18,115,0.8551500000000001,0.0,0.8551166666666666,214.125,0.0,0.38918333333333327,0.51565,0.0,ces
MTX198501580,558,1,0,1,0,0,0,3,11,0.648,0.0,0.75,7616.0,0.0,0.2857,0.2857,0.0,ces
MTX198501581c,200,23,0,5,4,9,5,20,77,0.5937,0.08331999999999999,0.79698,11494.8,0.2,0.40325999999999995,0.39922,0.0,ces
MTX198501738,5,4,3,1,0,0,0,39,253,0.857025,0.009649999999999999,0.767075,224.25,0.0,0.40245,0.4603,0.0,ces
MTX198502051,1,15,4,4,0,1,6,25,173,0.852625,0.015,0.9598625,363.5625,0.0,0.3799625,0.59035,0.25,ces
MTX198600160,26,17,14,0,0,3,0,106,674,0.9137571428571428,0.014057142857142857,0.9748285714285715,105.46428571428571,0.0,0.3907428571428571,0.5294857142857142,0.0,ces
MTX198601244,2,30,8,15,0,2,5,59,338,0.8014217391304348,0.009782608695652175,0.8810173913043479,465.90739130434787,0.043478260869565216,0.39171304347826086,0.45415652173913046,0.0,ces
MTX198700603,108,2,1,1,0,0,0,10,65,0.87805,0.0,0.9816499999999999,110.5,0.0,0.35755,0.51,0.0,ces
MTX198701325a,78,2,0,1,0,1,0,13,65,0.7806,0.0923,0.8798,112.0,0.0,0.4062,0.5,0.0,ces
MTX198701536,109,3,0,2,0,0,1,12,49,0.6850499999999999,0.08885,0.8744000000000001,9187.0,0.0,0.40590000000000004,0.5647,0.0,ces
MTX198701989,296,2,2,0,0,0,0,11,82,0.9,0.02145,0.8263499999999999,118.5,0.0,0.3231,0.54615,0.0,ces
MTX198800750,235,4,0,0,0,3,1,0,0,,,,,,,,,
MTX198801710,14,4,0,2,0,2,0,6,31,0.7359,0.04165,0.875,10670.0,0.0,0.4143,0.5143,0.0,ces
MTX198901330,16,2,1,1,0,0,0,10,66,0.89995,0.0,0.97845,296.5,0.0,0.3695,0.45730000000000004,0.0,ces
MTX198901502,31,4,0,1,1,1,1,8,39,0.6486,0.0813,0.75,346.0,0.0,0.3636,0.5909,0.0,ces
MTX199000167,191,4,2,1,0,0,1,15,82,0.8803666666666666,0.0,0.9089,99.0,0.0,0.416,0.3591,0.0,ces
MTX199000593,17,75,6,16,0,31,22,22,156,0.8701,0.0,0.8658590909090909,504.5568181818182,0.0,0.4400363636363636,0.33365,0.0,ces
MTX199001457,3,14,11,2,0,0,1,113,722,0.9081384615384616,0.006838461538461539,0.9810384615384616,134.97076923076924,0.15384615384615385,0.39855384615384615,0.5470538461538461,0.0,ces
MTX199001523,133,11,2,4,1,0,4,29,150,0.8405833333333333,0.0,0.9471666666666666,327.875,0.0,0.41586666666666666,0.35316666666666663,0.0,ces
MTX199100076,38,1,1,0,0,0,0,7,39,0.9,0.0,0.9662,99.0,0.0,0.3636,0.6364,0.0,ces
MTX199100250,360,29,25,3,0,0,1,198,1159,0.8929214285714285,0.0,0.9719928571428572,154.96857142857144,0.0,0.3994714285714286,0.5031571428571429,0.0,ces
MTX199100271,13,34,7,14,0,6,7,107,606,0.8283714285714286,0.012009523809523808,0.8623428571428572,241.9404761904762,0.0,0.372852380952381,0.47759523809523813,0.0,ces
MTX199100873,34,12,6,2,1,2,1,68,421,0.861425,0.012849999999999999,0.983775,419.23375,0.0,0.412675,0.50015,0.0,ces
MTX199100984,97,2,1,0,0,1,0,6,38,0.9,0.0,0.75,36.25,0.0,0.3684,0.5789,0.0,ces
MTX199101349,11,3,1,0,0,1,1,4,17,0.9,0.0,0.9944,46.0,0.0,0.3636,0.3636,0.0,ces
MTX199200009,114,9,1,1,0,3,4,8,52,0.88245,0.04375,0.80355,67.125,0.0,0.4293,0.5082,0.0,ces
MTX199200226,81,1,1,0,0,0,0,10,59,0.9,0.0,0.8503,40.0,0.0,0.375,0.4375,0.0,ces
MTX199200870,4,2,1,1,0,0,0,10,57,0.87265,0.06,0.9978,110.5,0.0,0.32455,0.44520000000000004,0.0,ces
MTX199201450,67,49,20,4,0,1,24,180,951,0.8819958333333333,0.011983333333333332,0.9587249999999999,136.24458333333334,0.0,0.3686125,0.5295541666666667,0.041666666666666664,ces
MTX199300016,8,32,27,2,0,1,2,233,1554,0.9163758620689655,0.01256551724137931,0.9879103448275862,100.91793103448275,0.0,0.4178896551724138,0.523044827586207,0.034482758620689655,ces
MTX199300446,33,6,0,4,0,0,2,16,126,0.803725,0.015625,0.930525,938.0,0.25,0.45420000000000005,0.5576,0.0,ces
MTX199400046,83,24,2,10,1,4,7,30,161,0.8200583333333333,0.004166666666666667,0.9570666666666666,628.25,0.0,0.341525,0.49035,0.0,ces
MTX199400464,180,2,1,0,0,1,0,14,61,0.9,0.0,0.75,38.0,0.0,0.2963,0.5556,0.0,ces
MTX199400522,58,34,29,5,0,0,0,276,1638,0.8986558823529412,0.009641176470588235,0.9906411764705884,152.17264705882351,0.0,0.4048558823529412,0.50235,0.0,ces
MTX199400525,33,13,11,0,0,0,2,84,587,0.9234545454545454,0.008018181818181818,0.9856090909090909,118.97727272727273,0.09090909090909091,0.39078181818181823,0.48219999999999996,0.0,ces
MTX199500404,14,5,0,3,1,0,1,17,69,0.6962666666666667,0.11333333333333334,0.8545333333333334,5512.666666666667,0.0,0.45206666666666667,0.38996666666666663,0.0,ces
MTX199500805,1,27,6,8,2,3,8,35,257,0.8244571428571429,0.0017857142857142859,0.9319,293.8392857142857,0.0,0.3533714285714286,0.41412857142857146,0.14285714285714285,ces
MTX199600716,30,1,0,0,0,1,0,0,0,,,,,,,,,
MTX199700250,67,59,42,9,0,2,6,378,2451,0.9013823529411765,0.0043941176470588235,0.9097039215686274,182.6643137254902,0.0,0.40883725490196077,0.505343137254902,0.0,ces
MTX199700453a,148,10,3,1,1,2,3,17,126,0.8729,0.0125,0.928625,78.5625,0.0,0.41462499999999997,0.5051,0.0,ces
MTX199700849,476,7,2,1,1,1,2,14,89,0.8759333333333333,0.0,0.8273666666666667,197.83333333333334,0.0,0.40546666666666664,0.5370666666666667,0.0,ces
MTX199800292,5,48,42,1,0,1,4,486,3111,0.9227604651162791,0.009513953488372093,0.9930883720930234,61.4593023255814,0.046511627906976744,0.4088953488372093,0.48640465116279064,0.0,ces
MTX199800736,91,128,33,62,0,8,25,421,2127,0.7861400000000001,0.035296842105263154,0.8424315789473685,1727.4868421052631,0.0,0.35597473684210523,0.44469789473684207,0.0,ces
MTX199801049,4,28,20,2,0,1,5,254,1647,0.9148045454545456,0.003422727272727273,0.9883500000000001,64.43681818181818,0.09090909090909091,0.40128181818181824,0.46935,0.0,ces
MTX199900132,44,9,3,1,0,3,2,19,96,0.86645,0.0,0.8912,206.875,0.0,0.330225,0.45487500000000003,0.75,ces
MTX199900307a,65,5,0,0,0,3,2,0,0,,,,,,,,,
MTX199900717,46,451,7,25,17,335,67,87,391,0.715728125,0.0,0.84695625,1317.65625,0.0,0.34198125,0.76758125,0.0,ces
MTX200000113,9,110,2,82,5,20,1,1080,4667,0.6132845238095238,0.2037488095238095,0.8006345238095237,1094.1011904761904,1.1666666666666667,0.30046904761904764,0.236175,0.011904761904761904,ces
MTX200000536,2,251,13,77,13,71,77,226,1290,0.7708022222222223,0.013063333333333333,0.8360977777777778,1233.0277777777778,0.022222222222222223,0.40873777777777776,0.40204888888888896,0.6,ces
MTX200001167,2,233,14,80,18,57,64,224,1293,0.7778297872340425,0.022879787234042555,0.837790425531915,1205.3085106382978,0.0,0.41856808510638294,0.4039702127659574,0.5957446808510638,ces
MTX200001799,143,4,2,1,0,0,1,7,56,0.8867333333333334,0.0,0.9115000000000001,61.333333333333336,0.0,0.3844,0.37116666666666664,0.0,ces
MTX200100419,433,34,24,2,0,5,3,174,1050,0.9032384615384615,0.0,0.9710615384615384,143.0046153846154,0.0,0.3802692307692308,0.49468076923076926,0.0,ces
MTX200100935,50,58,48,9,0,1,0,503,3307,0.8900842105263158,0.0015315789473684211,0.9750438596491228,600.980350877193,0.05263157894736842,0.38869649122807015,0.47003508771929825,0.0,ces
MTX200101703,14,48,9,21,0,3,15,113,678,0.8039766666666667,0.020046666666666664,0.8977366666666666,1090.7896666666666,0.1,0.4061166666666667,0.4916733333333333,0.0,ces
MTX200200340,3,184,8,38,4,72,62,105,679,0.7869760869565217,0.0004760869565217391,0.8121173913043478,1138.0680434782607,0.0,0.3815,0.42884782608695654,0.5652173913043478,ces
MTX200200528,1,90,16,37,6,10,21,251,1537,0.7702641509433962,0.02562452830188679,0.909677358490566,1141.8016981132075,0.11320754716981132,0.4068547169811321,0.4874433962264151,0.3018867924528302,ces
MTX200201315,45,91,0,1,1,59,30,2,4,0.6129,0.0,0.9949,850.0,0.0,0.3333,0.6667,0.0,ces
MTX200202203,11,94,51,1,2,37,3,404,2390,0.9044788461538461,0.010811538461538463,0.9699403846153847,73.5625,0.0,0.40172115384615387,0.4541519230769231,0.0,ces
MTX200300079,3,58,15,15,0,5,23,71,451,0.85557,0.0165,0.8996233333333333,351.825,0.0,0.43681000000000003,0.55569,0.06666666666666667,ces
MTX200300579,16,23,5,2,0,11,5,27,177,0.8988285714285714,0.006242857142857143,0.915042857142857,342.19571428571425,0.0,0.38858571428571426,0.4756571428571429,0.0,ces
MTX200300587,869,271,9,156,0,60,46,420,2184,0.7438327272727273,0.0010606060606060605,0.8276254545454546,2095.60303030303,0.04242424242424243,0.3760969696969697,0.43733575757575754,0.0,ces
MTX200300587,1869,64,51,12,0,1,0,582,3058,0.8707619047619048,0.006930158730158731,0.8557730158730158,789.3749206349207,0.047619047619047616,0.36916507936507936,0.4609634920634921,0.0,ces
MTX200300600,88,6,0,2,0,3,1,5,20,0.8149500000000001,0.04165,0.75,169.5,0.0,0.38095,0.4365,1.0,ces
MTX200301799,96,54,42,11,0,1,0,571,3014,0.8697471698113208,0.010294339622641509,0.8885716981132075,263.1284905660377,0.0,0.3903471698113208,0.4567509433962264,0.0,ces
MTX200302450,17,5,0,0,0,3,2,0,0,,,,,,,,,
MTX200400400,514,38,35,1,0,1,1,276,1748,0.9022083333333334,0.0022222222222222222,0.9599055555555557,118.0625,0.05555555555555555,0.35785555555555554,0.4685861111111111,0.027777777777777776,ces
MTX200400401,302,644,1,4,8,400,231,17,85,0.6976,0.024659999999999998,0.9277799999999999,994.8,0.2,0.48784,0.44078,0.0,ces
MTX200400479,3,110,11,39,0,27,33,115,775,0.7890699999999999,0.016168000000000002,0.8138979999999999,580.4686,0.16,0.365516,0.481368,0.5,ces
MTX200400992,9,23,8,13,0,1,1,240,1186,0.829795238095238,0.09031428571428572,0.9319428571428571,127.49333333333334,0.0,0.3827190476190476,0.44456666666666667,0.0,ces
MTX200401655,176,6,3,0,0,1,2,28,218,0.9087333333333333,0.022266666666666667,0.9999666666666668,43.29,0.0,0.44406666666666667,0.5198999999999999,0.0,ces
MTX200401668,4,23,16,2,0,1,4,187,1235,0.9176888888888889,0.0012944444444444444,0.9858833333333332,59.98222222222223,0.0,0.4264,0.5231611111111111,0.0,ces
MTX200401700,23,7,3,1,0,1,2,22,120,0.8835500000000001,0.0,0.9795499999999999,286.5,0.0,0.39735,0.582425,0.0,ces
MTX200401801,209,150,15,83,0,17,35,389,1997,0.7494255102040817,0.01728265306122449,0.8367112244897958,782.1887755102041,0.01020408163265306,0.36901734693877547,0.45261020408163266,0.0,ces
MTX200401801,1209,388,3,69,0,229,87,79,662,0.671575,0.10090277777777777,0.8236680555555556,536.5798611111111,0.0,0.27588472222222227,0.4381875,0.027777777777777776,ces
MTX200401846,3,4,4,0,0,0,0,50,325,0.93525,0.023,1.0,52.705,0.25,0.430075,0.49387499999999995,0.0,ces
MTX200401865,267,19,9,5,0,0,5,56,378,0.8743428571428572,0.008671428571428571,0.9946214285714285,1658.75,0.07142857142857142,0.4131714285714286,0.43710714285714286,0.0,ces
MTX200401900,6,44,36,2,0,2,4,391,2740,0.9281263157894737,0.0022447368421052633,0.9896500000000001,44.13657894736842,0.0,0.4115078947368421,0.49665526315789477,0.0,ces
MTX200402847,34,6,3,0,0,1,2,17,95,0.9179333333333334,0.006666666666666667,0.9166333333333334,138.16666666666666,0.0,0.47609999999999997,0.4136666666666667,0.0,ces
