file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,ch_ratio,main_lang
MTX194600223,1,12,7,2,1,1,47,311,0.8190642857142858,0.015178571428571428,0.8949499999999999,0.0,0.0,0.39963571428571426,0.14285714285714285,ces
MTX194601132,1,10,4,3,0,1,48,317,0.7635846153846154,0.07416923076923077,0.8666307692307692,0.0,0.15384615384615385,0.3648692307692307,0.15384615384615385,ces
MTX194602130,1,10,4,3,0,1,60,374,0.7858384615384615,0.020084615384615385,0.8874461538461538,0.0,0.0,0.3511692307692308,0.15384615384615385,ces
MTX194602990,1,8,2,1,0,0,30,204,0.8268222222222222,0.0,0.8776,0.0,0.0,0.33286666666666664,0.0,ces
MTX194700759,1,6,4,1,1,1,36,261,0.8071571428571429,0.016271428571428572,0.9047285714285714,0.0,0.0,0.40781428571428574,0.0,ces
MTX194701554,1,20,9,5,0,1,51,313,0.837956,0.031716,0.900312,0.0,0.0,0.407248,0.16,ces
MTX194800124,1,29,8,6,3,2,133,764,0.8082257142857143,0.03055714285714286,0.9022142857142857,0.0,0.02857142857142857,0.3636285714285714,0.2,ces
MTX194800839,2,6,1,0,0,0,26,190,0.8216333333333333,0.009516666666666666,0.9371333333333333,0.0,0.16666666666666666,0.4201333333333333,0.0,ces
MTX194900081,21,30,0,5,1,0,291,1751,0.8283942857142857,0.016114285714285713,0.9358599999999999,0.0,0.02857142857142857,0.38691714285714285,0.0,ces
MTX195000656,1,18,9,4,0,1,46,293,0.8435409090909091,0.022727272727272728,0.8918318181818182,0.0,0.0,0.39804545454545454,0.22727272727272727,ces
MTX195001098,1,7,6,2,0,2,17,156,0.8018,0.05,0.9182777777777777,1480.85,0.2222222222222222,0.4007555555555556,0.1111111111111111,ces
MTX195001756,3,30,0,0,3,0,307,1808,0.8597333333333333,0.013046666666666666,0.9966200000000001,470.75966666666665,0.13333333333333333,0.41864333333333337,0.0,ces
MTX195100592,189,0,0,1,0,0,8,32,0.507,0.125,0.8013,12829.37,0.0,0.4211,0.0,ces
MTX195100970,92,1,1,1,0,1,3,23,0.73195,0.025,0.81255,138.31,0.0,0.15625,0.0,ces
MTX195200746,2,20,3,10,0,3,201,1083,0.7704033333333334,0.04590333333333333,0.9453133333333333,666.6903333333333,0.03333333333333333,0.39174666666666663,0.0,ces
MTX195300911,30,0,0,1,0,0,2,5,0.4512,0.0,0.999,1845.45,0.0,0.5,0.0,ces
MTX195400948,18,12,17,7,0,2,34,186,0.786278947368421,0.007894736842105263,0.8556157894736841,2063.047894736842,0.0,0.3904421052631579,0.21052631578947367,ces
MTX195401665,10,14,13,7,4,1,48,313,0.8166666666666667,0.022223809523809524,0.8847666666666667,2307.1390476190477,0.0,0.40349999999999997,0.19047619047619047,ces
MTX195501092,1,6,4,4,0,3,38,254,0.7344999999999999,0.045329999999999995,0.86994,2767.0620000000004,0.1,0.42081,0.0,ces
MTX195601990,1,3,1,2,0,0,26,168,0.7803199999999999,0.0091,0.95738,81067.94399999999,0.0,0.41776,0.0,ces
MTX195701717,12,26,0,2,0,2,236,1552,0.8639214285714286,0.03276428571428571,0.9760071428571429,668.9807142857143,0.0,0.3794821428571429,0.0,ces
MTX195801011,1,6,3,2,0,2,39,250,0.76175,0.00555,0.919475,994.56625,0.125,0.3915375,0.125,ces
MTX195900617,1,6,3,2,0,2,54,349,0.7815125,0.0404625,0.9192625,934.61375,0.0,0.3821875,0.0,ces
MTX195901948,1,13,6,3,0,1,122,741,0.798625,0.03970625,0.9654,849.359375,0.0,0.4407625,0.0,ces
