file,page_num,Clear,Empty,Noisy,Trash,Non-text,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
MTX200502438,24,124,2,0,1,22,791,5642,0.8838258064516128,0.0008064516129032258,0.9347104838709678,241.31637096774193,0.008064516129032258,0.4132927419354839,0.46661935483870964,0.008064516129032258,ces
MTX200502467,4,37,6,1,2,6,123,947,0.8747368421052633,0.006997368421052632,0.9019815789473684,242.6476315789474,0.02631578947368421,0.3951868421052631,0.45226315789473687,0.07894736842105263,ces
MTX200503123,71,41,47,49,6,55,219,1318,0.7090611111111111,0.013944444444444443,0.9294522222222222,1061.35,0.0,0.3309011111111111,0.5311988888888889,0.0,ces
MTX200503537,185,63,48,36,22,10,360,1954,0.7458343434343434,0.00934949494949495,0.8746111111111111,1220.0959595959596,0.0,0.35811111111111116,0.4450909090909091,0.0,ces
MTX200600053,10,2,1,0,0,0,13,69,0.77595,0.03125,0.99595,59.875,0.0,0.41559999999999997,0.4233,0.0,ces
MTX200600086b,253,12,3,2,2,1,46,314,0.8437928571428571,0.012499999999999999,0.9442214285714287,312.07142857142856,0.0,0.41150000000000003,0.4593214285714286,0.0,ces
MTX200600086d,198,94,128,74,7,176,309,2560,0.7163892857142857,0.0,0.8327488095238096,288.2941071428572,0.0,0.562560119047619,0.34488095238095234,0.3630952380952381,ces
MTX200600094,182,4,4,1,0,0,37,240,0.80478,0.0,0.94998,131.15,0.0,0.403,0.50612,0.0,ces
MTX200600096c,73,4,12,0,0,17,19,178,0.766725,0.00875,0.8123750000000001,234.01,0.0,0.2178,0.41412499999999997,0.0,ces
MTX200600103,150,42,53,64,3,154,208,1920,0.693522641509434,0.0004716981132075472,0.8547283018867925,283.84811320754716,0.0,0.6808622641509434,0.25054811320754716,0.4811320754716981,ces
MTX200600280,16,41,3,2,3,3,212,1262,0.8340720930232558,0.013562790697674416,0.953046511627907,1193.5581395348838,0.0,0.40770465116279075,0.4452511627906977,0.0,ces
MTX200600780,3,27,33,11,12,32,93,632,0.8005789473684211,0.006205263157894737,0.83535,639.4918421052631,0.15789473684210525,0.43128421052631577,0.38333421052631583,0.5526315789473685,ces
MTX200602097,4,25,2,0,1,0,263,1874,0.907188,0.004188,0.9881399999999999,168.5352,0.12,0.42937600000000004,0.473348,0.0,ces
MTX200602111,82,29,98,2,3,222,36,259,0.8319129032258065,0.0,0.7885935483870968,563.516129032258,0.0,0.4409741935483871,0.3035322580645161,0.0,ces
MTX200602165,1,21,15,4,3,3,127,848,0.83292,0.007168,0.9476439999999999,1448.6012,0.12,0.411544,0.463096,0.0,ces
MTX200603638,196,68,64,13,0,144,91,680,0.8227864197530865,0.013580246913580249,0.8011753086419754,380.9475308641975,0.0,0.4104246913580247,0.27921604938271605,0.12345679012345678,ces
MTX200700143a,112,26,22,9,2,4,103,643,0.7781085714285714,0.00762,0.85102,540.8411428571428,0.08571428571428572,0.40386857142857147,0.44417142857142855,0.0,ces
MTX200700144,187,12,7,0,3,4,23,149,0.8716166666666667,0.0,0.9133083333333333,427.7916666666667,0.0,0.40621666666666667,0.5046,0.0,ces
MTX200700150,115,1,4,0,0,19,11,73,0.8783,0.0227,1.0,41.75,0.0,0.3725,0.4118,0.0,ces
MTX200700587,63,0,547,0,11,914,0,0,,,,,,,,,
MTX200701242,1,23,17,4,3,3,107,771,0.8417851851851852,0.015081481481481482,0.9412333333333334,453.6133333333333,0.1111111111111111,0.4066814814814815,0.43943703703703707,0.0,ces
MTX200702078,81,2,4,0,0,3,18,102,0.8519,0.0,0.86565,163.0,0.0,0.3739,0.6335,0.0,ces
MTX200702102,36,1,1,1,0,0,4,33,0.73,0.0,0.9995499999999999,501.5,0.0,0.40490000000000004,0.4701,0.5,ces
MTX200702115,83,5,4,0,0,0,20,117,0.8023,0.0,0.85,77.974,0.0,0.4171,0.44536,0.0,ces
MTX200702615,61,24,44,2,18,207,51,341,0.8381692307692308,0.0,0.8180846153846153,501.8796153846154,0.0,0.44701538461538465,0.29013076923076925,0.0,ces
MTX200702621,378,30,49,2,4,241,41,282,0.842159375,0.004428125,0.800984375,501.625,0.0,0.434278125,0.31211875,0.0,ces
MTX200702621a,599,34,1,0,0,1,379,2690,0.9216294117647059,0.0050705882352941175,0.9971529411764706,73.2335294117647,0.0,0.42097058823529415,0.5188205882352941,0.0,ces
MTX200702630,4,8,27,1,1,38,67,516,0.8320888888888889,0.0,0.9090333333333334,274.75,0.0,0.4373,0.5110666666666667,0.3333333333333333,ces
MTX200703466,59,23,6,1,0,1,149,1137,0.897125,0.011083333333333334,0.9412208333333334,131.65333333333334,0.041666666666666664,0.4158916666666667,0.5022916666666667,0.0,ces
MTX200704275,1,42,20,15,12,14,310,1945,0.7834035087719299,0.009510526315789474,0.9488140350877193,3894.8947368421054,0.17543859649122806,0.4010526315789474,0.48157719298245616,0.24561403508771928,ces
MTX200800683,10,26,5,1,0,1,269,1862,0.9001777777777777,0.006970370370370371,0.9808185185185185,116.71296296296296,0.0,0.41536666666666666,0.49538518518518515,0.0,ces
MTX200800738,332,25,22,3,1,1,81,566,0.8045785714285715,0.012649999999999998,0.8674714285714286,399.73464285714283,0.0,0.38949285714285714,0.4600785714285714,0.0,ces
MTX200800943,77,25,14,4,2,1,82,541,0.8109827586206897,0.0,0.8645931034482759,370.1241379310345,0.0,0.3923689655172414,0.4566413793103448,0.0,ces
MTX200801102,180,25,82,3,19,237,40,272,0.8269714285714286,0.0015607142857142857,0.8170714285714286,564.1471428571429,0.0,0.45135000000000003,0.37765,0.0,ces
MTX200801108,19,23,40,2,0,204,49,333,0.837804,0.0,0.8473919999999999,569.11,0.0,0.457896,0.366952,0.0,ces
MTX200801481,30,20,11,1,1,1,139,823,0.8154714285714286,0.04146190476190476,0.9644,297.7557142857143,0.09523809523809523,0.3428095238095238,0.4909904761904762,0.0,ces
MTX200803066a,16,38,5,4,0,99,232,2455,0.8630904761904762,0.002380952380952381,0.9670738095238095,135.9404761904762,0.0,0.4265309523809524,0.40022619047619046,0.0,ces
MTX200803221a,132,71,43,30,24,4,353,1946,0.773820792079208,0.003828712871287129,0.8956059405940594,1140.42801980198,0.019801980198019802,0.3569732673267326,0.44233168316831684,0.0,ces
MTX200803236,53,19,5,1,0,6,174,1293,0.88333,0.02239,0.9757899999999999,260.769,0.35,0.40813,0.461005,0.0,ces
MTX200803249,8,26,5,1,0,1,300,2051,0.8852444444444444,0.009622222222222223,0.9686148148148148,126.5,0.14814814814814814,0.415862962962963,0.5399555555555556,0.0,ces
MTX200803260,33,1,0,0,0,0,1,8,0.8423,0.0,1.0,850.0,0.0,0.375,0.5,0.0,ces
MTX200803284,40,3,2,0,0,1,30,177,0.8703,0.0,1.0,149.41666666666666,0.0,0.3958333333333333,0.5228,0.0,ces
MTX200803920,45,31,17,6,2,11,87,560,0.7887135135135136,0.012837837837837837,0.8894972972972973,462.2983783783784,0.02702702702702703,0.3931324324324324,0.48384594594594593,0.0,ces
MTX200804145,98,21,15,5,1,12,56,359,0.7991461538461538,0.0038461538461538464,0.8813307692307693,667.4323076923077,0.038461538461538464,0.3796192307692308,0.43361153846153844,0.0,ces
MTX200804151,33,30,6,3,59,79,117,641,0.7904666666666667,0.004393939393939394,0.8080181818181819,276.0,0.09090909090909091,0.3893939393939394,0.5186484848484849,0.0,ces
MTX200900097,68,86,15,0,0,22,505,3049,0.9040011627906978,0.002482558139534884,0.9959872093023255,89.53197674418605,0.011627906976744186,0.3945395348837209,0.4181546511627907,0.0,ces
MTX200900594,2,50,54,15,24,56,161,1091,0.8091861538461538,0.00138,0.8268338461538461,606.0230769230769,0.13846153846153847,0.4463276923076923,0.3488246153846154,0.6461538461538462,ces
MTX200901007,1,41,19,15,12,10,301,1870,0.7842428571428571,0.015814285714285715,0.9615892857142858,4121.145178571429,0.16071428571428573,0.40423035714285716,0.4840910714285714,0.26785714285714285,ces
MTX200901944,49,68,73,15,32,276,169,1011,0.7396481927710843,0.0,0.9922048192771084,961.1927710843373,0.0,0.36365542168674697,0.34704939759036146,0.0,ces
MTX200901944,1050,1,0,0,0,0,10,73,0.8518,0.01,0.9463,168.0,0.0,0.42,0.46,0.0,ces
MTX200902407,1,19,14,3,4,1,101,730,0.8431000000000001,0.028522727272727276,0.9651227272727273,424.7672727272727,0.045454545454545456,0.4180681818181818,0.48109999999999997,0.0,ces
MTX200902982,96,27,42,4,5,234,43,304,0.820925806451613,0.004377419354838709,0.827725806451613,550.3548387096774,0.0,0.42358709677419354,0.35658064516129034,0.0,ces
MTX200902987,380,22,72,19,0,213,57,381,0.7254853658536585,0.0,0.8378000000000001,667.439024390244,0.0,0.3452512195121951,0.4225926829268293,0.0,ces
MTX200903206,1,28,10,3,2,2,127,916,0.8763161290322581,0.0013096774193548386,0.9556774193548387,225.75774193548386,0.06451612903225806,0.40831612903225806,0.4744096774193548,0.0,ces
MTX200904020,3,34,7,1,2,5,87,627,0.8723771428571429,0.010334285714285714,0.9184285714285715,205.1537142857143,0.0,0.40607714285714286,0.5037457142857142,0.0,ces
MTX200904041,7,9,2,0,0,1,61,535,0.9384000000000001,0.007777777777777778,0.986688888888889,111.47222222222223,0.0,0.39923333333333333,0.5097444444444444,0.0,ces
MTX200904053,18,1,0,0,0,0,2,15,0.9503,0.0,0.926,56.25,0.0,0.4286,0.7143,0.0,ces
MTX200904630,34,8,4,1,0,1,67,342,0.8043555555555556,0.012966666666666666,0.991111111111111,168.36111111111111,0.0,0.35457777777777777,0.5119888888888888,0.0,ces
MTX200905814,1,11,2,8,7,0,131,937,0.7215736842105264,0.013352631578947368,0.9349052631578948,9481.19052631579,0.05263157894736842,0.4050315789473684,0.4756578947368421,0.0,ces
MTX200906249,39,2,0,0,0,1,5,34,0.83245,0.0,0.87485,2097.75,0.0,0.4375,0.37055,0.0,ces
MTX201000368,57,23,16,6,2,6,120,757,0.8043206896551723,0.021455172413793102,0.9114655172413794,373.0989655172414,0.0,0.403051724137931,0.4670862068965517,0.0,ces
MTX201000750,4,48,13,11,10,7,243,1623,0.7959440677966102,0.020945762711864407,0.9358372881355932,582.8857627118645,0.1864406779661017,0.3952491525423729,0.4569101694915254,0.23728813559322035,ces
MTX201001385,28,63,94,6,42,137,293,1616,0.7752797101449275,0.0030710144927536234,0.8668753623188405,400.8949275362319,0.0,0.4132536231884058,0.5458840579710145,0.0,ces
MTX201001393,79,28,32,4,3,23,78,523,0.817715625,0.0,0.882984375,461.5203125,0.0,0.39521875,0.47520625,0.0,ces
MTX201001396b,6,27,218,99,41,522,416,2017,0.6831063492063492,0.06682380952380952,0.8529619047619048,2814.4563492063494,0.047619047619047616,0.46446507936507936,0.41322222222222227,0.0,ces
MTX201001406,22,24,88,2,35,331,42,298,0.8273769230769231,0.0,0.8821307692307693,598.3076923076923,0.0,0.3885730769230769,0.4266384615384615,0.0,ces
MTX201001851,17,3,4,0,1,1,14,66,0.7939333333333334,0.041666666666666664,0.8331333333333334,128.66666666666666,0.0,0.3555,0.6641333333333334,0.3333333333333333,ces
MTX201002026,1,4,1,1,3,0,18,137,0.85978,0.06899999999999999,0.92484,233.85,0.0,0.35434,0.45508,1.0,ces
MTX201003063,4,32,4,1,0,1,194,1426,0.7868454545454545,0.09498787878787879,0.8598,124.50121212121212,0.9090909090909091,0.46742121212121207,0.7379363636363636,0.48484848484848486,ces
MTX201004162,45,0,3,0,0,4,0,0,,,,,,,,,
MTX201004355,10,16,16,3,4,92,28,147,0.7841052631578947,0.004384210526315789,0.8589368421052632,649.1873684210526,0.0,0.3414263157894737,0.39225263157894735,0.0,ces
MTX201004357a,311,75,45,37,15,23,338,1906,0.7600866071428571,0.008147321428571429,0.852107142857143,2377.035178571429,0.0,0.3675080357142857,0.3961928571428572,0.0,ces
MTX201100207,3,30,35,6,14,39,89,609,0.8104444444444444,0.01638611111111111,0.8272833333333334,912.8611111111111,0.1388888888888889,0.45276388888888897,0.36705000000000004,0.5,ces
MTX201100863,22,4,8,0,2,14,4,27,0.89455,0.0,0.941125,442.7825,0.0,0.372325,0.47055,0.0,ces
MTX201101136,60,0,0,0,0,1,0,0,,,,,,,,,
MTX201101202,17,2,0,0,0,0,20,118,0.8545,0.00895,0.9995,45.75,0.0,0.41259999999999997,0.54025,0.0,ces
MTX201101719,741,24,15,8,0,5,112,689,0.795396875,0.0159375,0.898078125,338.1628125,0.03125,0.389584375,0.46128125,0.0,ces
MTX201103598,97,3,3,0,1,0,25,141,0.8285666666666667,0.005566666666666667,0.9145666666666666,40.29,0.0,0.3842666666666667,0.43146666666666667,0.0,ces
MTX201103608,10,16,2,1,0,1,124,1039,0.9220235294117647,0.0,0.9804941176470587,107.40411764705881,0.0,0.408,0.49479411764705883,0.0,ces
MTX201103616,21,7,6,2,0,2,50,326,0.7932111111111111,0.0,0.9845444444444446,310.77777777777777,0.0,0.39003333333333334,0.6390888888888889,0.0,ces
MTX201103630,480,63,82,64,4,176,334,2944,0.7125874015748032,0.0003440944881889764,0.8267267716535432,677.0731496062991,0.0,0.6693700787401575,0.24946299212598425,0.4645669291338583,ces
MTX201200162,32,1,0,0,0,0,7,47,0.8414,0.05,0.8831,79.5,0.0,0.4444,0.5185,0.0,ces
MTX201200428,12,3,1,0,0,0,19,120,0.7930333333333334,0.02,0.9154,61.333333333333336,0.0,0.4569666666666667,0.5189333333333334,0.0,ces
MTX201200961,1,4,3,1,1,2,16,97,0.76866,0.0,0.8993,1688.45,0.0,0.37192,0.46484,0.0,ces
MTX201201832,4,7,0,0,2,0,49,388,0.8714285714285713,0.0,0.9548,311.39285714285717,0.0,0.4392571428571429,0.5065000000000001,0.14285714285714285,ces
MTX201203253,12,26,10,0,0,0,260,1810,0.8978884615384615,0.009465384615384615,0.9200115384615385,104.38192307692307,0.0,0.43303846153846154,0.4987538461538462,0.0,ces
MTX201204632,23,3,1,0,0,0,18,132,0.8291,0.04763333333333333,0.8333333333333334,118.66666666666667,0.0,0.34780000000000005,0.5838666666666666,0.0,ces
MTX201204828c,187,0,1,0,0,3,0,0,,,,,,,,,
MTX201204837,129,10,8,2,0,0,21,146,0.8317,0.0,0.9400166666666667,392.125,0.0,0.371925,0.46000833333333335,0.0,ces
MTX201204846,86,2,2,1,0,0,27,160,0.7662999999999999,0.0,0.8939,230.33333333333334,0.0,0.3803,0.5812333333333334,0.0,ces
MTX201204859,22,6,6,2,2,5,24,145,0.7840625,0.09375,0.8589125,365.84375,0.125,0.3521,0.4282375,0.0,ces
MTX201205090,95,1,0,0,0,0,7,40,0.8378,0.05,0.8632,56.25,0.0,0.4211,0.4737,0.0,ces
MTX201300084,2,58,68,19,26,64,172,1081,0.829338961038961,0.0023558441558441555,0.8892363636363636,496.25,0.1038961038961039,0.4247324675324675,0.37196493506493505,0.4675324675324675,ces
MTX201300368,307,53,66,22,21,20,175,1027,0.7597013333333333,0.03666533333333333,0.8869746666666667,9443.5532,0.16,0.38115866666666665,0.47696933333333336,0.0,ces
MTX201300897,152,3,2,0,0,2,40,226,0.8170666666666667,0.0,0.9967666666666667,125.66666666666667,0.3333333333333333,0.4436333333333333,0.4195333333333333,0.0,ces
MTX201301649,88,0,177,8,21,347,15,35,0.53505,0.025,0.9131750000000001,752.25,0.125,0.6875,0.5,0.5,ces
MTX201303312,10,32,6,5,0,3,282,1809,0.8206216216216216,0.01420810810810811,0.9242189189189189,185.58729729729728,0.0,0.3900027027027027,0.4885783783783784,0.0,ces
MTX201304849,4,16,10,1,6,6,84,611,0.8525823529411765,0.0018352941176470587,0.9006764705882353,317.47235294117644,0.0,0.44544117647058823,0.42202352941176474,0.17647058823529413,ces
MTX201400096,1,36,25,17,11,11,258,1609,0.7725094339622641,0.012416981132075473,0.9468830188679246,4141.846603773585,0.16981132075471697,0.4105245283018868,0.48796226415094335,0.2641509433962264,ces
MTX201400531,6,40,12,7,2,1,299,2204,0.8477829787234042,0.007538297872340426,0.9345531914893617,197.12765957446808,0.0425531914893617,0.3764553191489362,0.49066808510638293,0.02127659574468085,ces
MTX201400797,53,9,4,0,0,2,68,406,0.7836333333333333,0.014988888888888892,0.944811111111111,241.80555555555554,0.0,0.35385555555555553,0.4818555555555556,0.0,ces
MTX201401554,175,53,2,0,1,49,484,2842,0.8300056603773585,0.0,0.988322641509434,202.1932075471698,0.0,0.3392301886792453,0.5333603773584906,0.0,ces
MTX201401561,577,11,3,1,0,0,43,303,0.8619500000000001,0.0,0.9749666666666666,260.4583333333333,0.0,0.4100166666666667,0.49524166666666664,0.0,ces
MTX201402457,1,28,15,5,1,3,130,920,0.8450484848484849,0.009057575757575757,0.9534818181818182,264.0224242424242,0.06060606060606061,0.41090909090909095,0.4882878787878787,0.0,ces
MTX201404072,40,35,6,6,7,1,150,1095,0.8151585365853659,0.004119512195121951,0.947090243902439,666.8626829268293,0.0975609756097561,0.4003024390243903,0.5008951219512195,0.0,ces
MTX201405195,46,1,3,3,0,1,17,126,0.711825,0.05,0.999325,772.25,0.5,0.43825000000000003,0.514575,0.0,ces
MTX201501296,3,23,16,1,1,7,95,693,0.8276333333333333,0.0027791666666666663,0.9168958333333334,163.1,0.0,0.4302625,0.5075375,0.08333333333333333,ces
MTX201501318,39,15,2,0,1,1,60,361,0.79402,0.030833333333333334,0.8535066666666666,166.55,0.0,0.44525333333333333,0.43113333333333337,0.4666666666666667,ces
MTX201501847,9,0,2,1,0,2,3,10,0.5818,0.0833,0.9135,2464.0,0.0,0.2,0.2,0.0,ces
MTX201503707,42,48,82,4,4,239,61,409,0.8144807692307693,0.0017307692307692306,0.9046557692307692,660.7403846153846,0.0,0.3294365384615385,0.4292096153846154,0.0,ces
MTX201504019,215,32,51,22,19,223,61,430,0.7238,0.0012962962962962965,0.8601592592592593,513.7522222222223,0.0,0.25681296296296297,0.3289037037037037,0.0,ces
MTX201504673,32,66,48,45,18,37,339,1770,0.7426936936936936,0.0,0.8630279279279279,863.3389189189189,0.0,0.3667234234234234,0.40068468468468466,0.0,ces
MTX201505007,11,5,1,0,0,1,56,315,0.8393,0.01858,0.9368399999999999,80.5,0.0,0.41403999999999996,0.5569200000000001,0.0,ces
MTX201505285,10,8,3,1,0,0,59,326,0.8112666666666667,0.013866666666666666,0.9827333333333333,186.38888888888889,0.0,0.38256666666666667,0.5186888888888889,0.0,ces
MTX201600172,33,0,0,0,0,1,0,0,,,,,,,,,
MTX201600583,47,36,51,17,16,155,53,391,0.789545283018868,0.0,0.9110735849056605,517.6509433962265,0.0,0.375,0.6179245283018868,0.0,ces
MTX201600744,135,0,3,0,0,6,0,0,,,,,,,,,
MTX201601371,240,3,4,0,0,2,33,197,0.8238666666666666,0.0,0.8827333333333334,62.29333333333333,0.0,0.36233333333333334,0.48,0.0,ces
MTX201601471,50,54,42,30,12,20,387,2024,0.7475059523809524,0.0014869047619047618,0.8571226190476191,1057.4479761904763,0.0,0.37492380952380955,0.4014119047619048,0.0,ces
MTX201601596,8,24,5,0,1,1,243,1752,0.9003125,0.0045125,0.9812708333333333,97.7475,0.0,0.41555000000000003,0.49072083333333333,0.0,ces
MTX201601735,1,35,19,12,13,6,247,1582,0.7802829787234042,0.019417021276595746,0.9535319148936171,742.3908510638298,0.1702127659574468,0.41182127659574463,0.4860808510638298,0.2553191489361702,ces
MTX201601915b,64,1,2,0,0,5,3,23,0.947,0.0,0.9994,56.25,0.0,0.3684,0.3158,0.0,ces
MTX201602055,78,0,0,0,0,1,0,0,,,,,,,,,
MTX201602069,43,18,25,25,20,31,106,468,0.6791744186046511,0.02371860465116279,0.8308465116279069,3324.62488372093,0.023255813953488372,0.40113255813953486,0.4150511627906977,0.0,ces
MTX201602077,13,31,4,1,1,1,111,706,0.816821875,0.004946875,0.883334375,470.1015625,0.0,0.39081875,0.48175,0.0,ces
MTX201602133,35,28,2,1,0,1,349,1800,0.830903448275862,0.0,0.9394172413793104,178.41793103448276,0.0,0.34087586206896553,0.48079655172413793,0.0,ces
MTX201602155,12,20,56,4,0,82,39,264,0.7953458333333333,0.0013875,0.9441,672.7083333333334,0.0,0.37855833333333333,0.42617083333333333,0.0,ces
MTX201602236,64,13,13,0,0,1,158,936,0.8957384615384616,0.002246153846153846,1.0,52.98076923076923,0.0,0.3910692307692308,0.43490000000000006,0.0,ces
MTX201602504,4,15,5,3,1,1,70,492,0.8043333333333333,0.032633333333333334,0.937011111111111,279.0488888888889,0.0,0.4265666666666667,0.4979833333333333,0.0,ces
MTX201602541,94,53,11,0,0,9,280,1930,0.8481603773584906,0.0,0.9411471698113207,336.2169811320755,0.018867924528301886,0.4026830188679245,0.4361566037735849,0.0,ces
MTX201602627,76,3,8,0,1,16,11,75,0.8495666666666667,0.041666666666666664,0.9165000000000001,335.4166666666667,0.0,0.4008,0.423,0.0,ces
MTX201602684,93,2,1,0,0,0,23,166,0.94255,0.0,0.99905,85.0,0.0,0.40835,0.49025,0.0,ces
MTX201602910,40,50,6,0,0,1,447,2155,0.7931,0.01004,0.834692,82.085,0.0,0.36085999999999996,0.491652,0.0,ces
MTX201602926,258,45,90,46,0,123,238,2001,0.7318978021978022,0.004010989010989011,0.8757384615384616,137.76384615384615,0.0,0.6633087912087912,0.22974725274725274,0.45054945054945056,ces
MTX201603045,36,37,3,1,0,1,361,2619,0.8898921052631579,0.00455,0.9833789473684211,177.91105263157894,0.0,0.41972894736842103,0.5219131578947368,0.02631578947368421,ces
MTX201603222,34,2,1,0,0,4,6,32,0.8167,0.0,0.8744000000000001,148.5,0.0,0.3034,0.37605,0.5,ces
MTX201603377,2,3,1,1,0,1,46,320,0.85395,0.011175000000000001,1.0,332.6875,0.5,0.430375,0.507475,0.0,ces
MTX201603519,4,10,3,2,1,0,46,319,0.8027666666666667,0.030558333333333337,0.950325,244.41750000000002,0.0,0.4499666666666666,0.5095666666666666,0.0,ces
MTX201604192,3,18,2,2,2,0,82,437,0.78829,0.06091,0.945355,149.825,0.0,0.44094,0.49837999999999993,0.0,ces
MTX201604650,3,35,43,11,16,35,95,621,0.8177456521739132,0.0019021739130434781,0.8549826086956521,468.98652173913047,0.21739130434782608,0.42411521739130437,0.3849782608695652,0.45652173913043476,ces
MTX201604986,858,1,16,1,0,51,3,9,0.7251000000000001,0.0,0.8747,57.75,0.0,0.16665,0.83335,0.0,ces
MTX201605118,58,52,38,9,7,7,162,1104,0.8017409836065573,0.0013655737704918033,0.882272131147541,405.2672131147541,0.0,0.3855918032786885,0.4854,0.03278688524590164,ces
MTX201605331,42,43,0,0,0,1,685,3280,0.8133209302325581,0.0708093023255814,0.902446511627907,55.572558139534884,0.0,0.35961162790697676,0.5084209302325582,0.0,ces
MTX201605427,89,6,28,1,11,30,12,66,0.8046857142857142,0.075,0.9580142857142857,500.60714285714283,0.14285714285714285,0.41151428571428567,0.4987,0.0,ces
MTX201606181b,151,1,1,0,1,0,9,60,0.892,0.0,1.0,74.5,0.0,0.3958,0.5,0.0,ces
MTX201700023,13,27,15,1,0,16,143,1109,0.9190678571428571,0.0017857142857142859,0.9557642857142857,160.375,0.0,0.39662142857142857,0.46635,0.0,ces
MTX201700059,4,26,8,3,0,1,306,2047,0.8701758620689655,0.017186206896551724,0.9916137931034482,163.9955172413793,0.20689655172413793,0.399451724137931,0.5297689655172414,0.0,ces
MTX201700089,25,39,59,23,30,29,102,573,0.7371451612903226,0.05013387096774194,0.8880387096774194,2516.3346774193546,0.11290322580645161,0.4160483870967742,0.4496435483870968,0.03225806451612903,ces
MTX201700255a,60,1,0,1,1,0,9,79,0.6892499999999999,0.05415,0.87175,123.75,0.5,0.2317,0.2683,0.0,ces
MTX201700457,4,48,2,0,0,1,548,3927,0.91141875,0.0006083333333333333,0.99465,100.03145833333333,0.0,0.40745000000000003,0.51853125,0.0,ces
MTX201700488,200,41,0,1,1,43,519,2789,0.8353428571428572,0.02085238095238095,0.9335642857142856,129.5654761904762,0.0,0.36411666666666664,0.48277857142857145,0.0,ces
MTX201700490,250,29,44,3,21,254,38,280,0.8299062500000001,0.003515625,0.800415625,512.488125,0.0,0.42604375,0.32946875,0.0,ces
MTX201700491,24,58,63,60,24,16,428,2157,0.7030584745762711,0.008687288135593222,0.8316067796610169,1365.430593220339,0.00847457627118644,0.36414745762711864,0.3887822033898305,0.0,ces
MTX201700491,1024,71,58,58,25,29,354,1838,0.7313403100775194,0.0028689922480620153,0.842662015503876,1732.5973643410853,0.031007751937984496,0.3777937984496124,0.39035581395348834,0.0,ces
MTX201700492,601,68,32,26,21,9,368,2111,0.7805085106382978,0.009996808510638298,0.8848680851063829,907.7543617021277,0.0,0.3632382978723404,0.4385287234042553,0.0,ces
MTX201700497,35,42,0,1,0,1,607,2732,0.7764302325581395,0.09056976744186046,0.880346511627907,91.78488372093024,0.0,0.32932558139534884,0.44356046511627906,0.0,ces
MTX201700524,62,135,95,67,0,134,274,2321,0.8058074257425742,0.0017326732673267325,0.8731188118811881,229.7279207920792,0.0,0.4113321782178218,0.66589900990099,0.3316831683168317,ces
MTX201700545,237,55,8,5,0,9,391,2263,0.80421,0.02038,0.9429816666666666,343.13550000000004,0.0,0.3867066666666667,0.49757666666666667,0.0,ces
MTX201700553,212,6,15,24,0,0,69,637,0.6831566666666667,0.005833333333333333,0.7666299999999999,92.93766666666667,0.0,0.21890333333333334,0.22423666666666667,0.0,ces
MTX201700585,93,49,14,1,7,1,327,2199,0.87563,0.0043,0.9440860000000001,194.5,0.0,0.402642,0.47688400000000003,0.02,ces
MTX201700596,231,4,4,0,1,0,23,147,0.835625,0.027075000000000002,0.926175,45.5925,0.0,0.37465,0.40045,0.0,ces
MTX201700621a,37,91,30,39,35,27,295,1711,0.7549561538461539,0.0003846153846153846,0.8556107692307692,777.8101538461539,0.0,0.36547,0.41302692307692307,0.0,ces
MTX201700685,7,1,1,0,0,1,3,19,0.8575,0.0,1.0,174.0,0.0,0.4667,0.5333,1.0,ces
MTX201700735,2,31,21,2,2,2,89,587,0.8497393939393939,0.0,0.9071121212121211,303.11757575757576,0.0,0.39599999999999996,0.4580212121212121,0.06060606060606061,ces
MTX201700780,8,2,2,0,0,1,12,105,0.86185,0.0,0.99945,217.5,0.0,0.4037,0.49924999999999997,0.0,ces
MTX201700816,13,3,2,0,1,0,29,195,0.8401333333333333,0.05436666666666667,0.9603333333333334,189.25,0.6666666666666666,0.4691666666666667,0.46366666666666667,0.0,ces
MTX201700894,6,45,3,2,0,1,442,3411,0.9109893617021276,0.005127659574468085,0.985040425531915,97.96553191489362,0.0,0.41659361702127656,0.5128106382978723,0.0,ces
MTX201700914,42,3,1,1,0,0,31,230,0.7759750000000001,0.04525,0.953625,130.125,1.0,0.403475,0.48260000000000003,0.0,ces
MTX201700950,9,3,1,0,0,0,27,166,0.8411,0.0,0.9030999999999999,68.08333333333333,0.0,0.32713333333333333,0.4641,0.0,ces
MTX201700972a,121,28,22,2,7,6,82,588,0.8220500000000001,0.00625,0.87448,389.40633333333335,0.0,0.38552333333333333,0.44271666666666665,0.0,ces
MTX201701005,122,2,7,0,1,6,9,78,0.85425,0.0,0.9921,133.5,0.0,0.381,0.5441,0.0,ces
MTX201701027,109,1,3,0,1,2,11,48,0.7713,0.0773,0.9872,148.0,0.0,0.4667,0.4333,0.0,ces
MTX201701058,1,7,5,0,0,4,30,168,0.7842857142857144,0.01802857142857143,0.8672857142857142,584.4285714285714,0.0,0.3535285714285714,0.3710428571428572,0.14285714285714285,ces
MTX201701069,35,5,3,1,1,6,16,106,0.7974,0.0,0.87495,3649.3333333333335,0.16666666666666666,0.39798333333333336,0.48868333333333336,0.0,ces
MTX201701076,109,6,3,1,1,3,62,379,0.8364142857142857,0.005957142857142857,0.9676,198.96428571428572,0.0,0.42161428571428566,0.47698571428571424,0.0,ces
