file,page_num,Clear,Empty,Noisy,Trash,Non-text,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
MTX196700251,2,23,4,2,0,2,213,1312,0.8421559999999999,0.013475999999999998,0.978936,253.60479999999998,0.04,0.378812,0.5394720000000001,0.0,ces
MTX196701644,58,1,1,0,0,2,7,51,0.906,0.0,0.9675,209.0,0.0,0.3902,0.5122,0.0,ces
MTX196800147,2,12,1,4,1,1,34,214,0.7926875,0.00208125,0.888125,917.39875,0.0,0.38608750000000003,0.3942125,0.0,ces
MTX196801918,1,4,0,1,0,1,11,101,0.8603,0.01,0.892,348.0,0.0,0.39374000000000003,0.45056,0.0,ces
MTX196900057,31,31,1,2,5,4,256,1707,0.8518242424242424,0.013027272727272728,0.9774787878787878,271.34090909090907,0.09090909090909091,0.40393030303030303,0.5105818181818181,0.0,ces
MTX196901633,1,6,2,2,1,0,41,327,0.7993625,0.0321375,0.9534,422.375,0.25,0.378825,0.490125,0.0,ces
MTX196902540,92,23,1,0,0,1,187,1254,0.9078130434782609,0.008030434782608696,0.9866217391304347,107.56260869565217,0.043478260869565216,0.4070869565217391,0.5099304347826087,0.0,ces
MTX196902798,12,14,5,10,7,26,123,630,0.7141166666666666,0.045962499999999996,0.8791208333333334,2090.7083333333335,0.125,0.3872583333333333,0.4390833333333333,0.0,ces
MTX196902800,548,0,1,1,0,4,10,32,0.6479,0.135,0.75,486.0,0.0,0.5714,0.5,0.0,ces
MTX196902801b,201,0,0,0,0,2,0,0,,,,,,,,,
MTX197001029,48,3,2,0,0,0,7,38,0.8065000000000001,0.0,0.9983000000000001,572.2066666666666,0.0,0.37776666666666664,0.4666666666666666,0.0,ces
MTX197002947,23,3,1,0,0,1,30,175,0.9067333333333334,0.008333333333333333,1.0,69.91666666666667,0.0,0.42483333333333334,0.5639666666666666,0.0,ces
MTX197101416,55,1,0,0,0,0,7,28,0.7347,0.0,0.75,46.0,0.0,0.4,0.4,0.0,ces
MTX197102018,76,26,20,1,4,12,194,1414,0.8992851851851852,0.006348148148148148,0.9800148148148148,124.14814814814815,0.07407407407407407,0.40695555555555557,0.4627555555555556,0.0,ces
MTX197102280a,7,4,3,0,0,0,12,71,0.857075,0.0,0.9375,38.7175,0.0,0.37115,0.447125,0.0,ces
MTX197200133,329,0,2,0,0,3,0,0,,,,,,,,,
MTX197200475,121,21,0,4,1,1,181,1140,0.840368,0.005764,0.987216,208.12,0.0,0.41782400000000003,0.534352,0.0,ces
MTX197201066,21,22,2,2,1,3,167,1191,0.8467625,0.005079166666666667,0.9960625,268.0104166666667,0.0,0.433375,0.5249583333333333,0.0,ces
MTX197201928,95,23,13,2,1,24,151,979,0.8549559999999999,0.023451999999999997,0.967244,241.99,0.12,0.40924,0.515304,0.0,ces
MTX197202075,162,34,1,5,0,10,245,1687,0.8471205128205128,0.01404871794871795,0.9370615384615385,218.6153846153846,0.02564102564102564,0.39065641025641024,0.4901205128205128,0.0,ces
MTX197202075c,37,1,0,0,0,0,5,13,0.7075,0.1,0.9628,356.0,0.0,0.3333,0.3333,0.0,ces
MTX197300386a,152,0,4,0,0,5,0,0,,,,,,,,,
MTX197301738,2,15,4,3,1,0,149,1078,0.8436333333333333,0.005377777777777777,0.97705,238.01388888888889,0.05555555555555555,0.4025222222222222,0.5476944444444444,0.0,ces
MTX197302498,224,2,1,0,0,0,10,48,0.8000499999999999,0.0,0.75,64.875,0.0,0.3077,0.4615,0.0,ces
MTX197400069,219,19,3,4,0,1,180,1142,0.8469739130434782,0.010143478260869565,0.9515695652173912,202.7826086956522,0.13043478260869565,0.3992739130434783,0.5198130434782608,0.0,ces
MTX197400250,39,1,0,0,1,1,5,36,0.8888,0.0,0.9999,245.0,0.0,0.4074,0.4444,0.0,ces
MTX197402223,22,1,6,1,2,10,6,31,0.81915,0.0,1.0,211.5,0.0,0.48915,0.46740000000000004,0.0,ces
MTX197402691c,16,5,3,0,0,0,15,75,0.80672,0.025,0.8581199999999999,111.874,0.0,0.42666000000000004,0.47666000000000003,0.2,ces
MTX197500983,51,22,12,1,1,24,145,926,0.846504347826087,0.005704347826086957,0.9250304347826087,250.1686956521739,0.13043478260869565,0.3682304347826087,0.48728260869565215,0.0,ces
MTX197501658,13,25,2,2,0,1,175,1141,0.8492074074074074,0.0,0.9701740740740741,227.5648148148148,0.0,0.4120777777777778,0.5155259259259259,0.0,ces
MTX197600712,61,1,1,0,0,2,5,32,0.7755,0.0,0.75,127.0,0.0,0.4,0.45,0.0,ces
MTX197601190,282,1,2,3,0,1,21,130,0.598975,0.013925,0.87125,252.125,0.25,0.43125,0.32835000000000003,0.0,ces
MTX197602349,102,27,1,1,0,0,225,1533,0.9088107142857142,0.0065107142857142855,0.9945392857142857,184.48214285714286,0.03571428571428571,0.41499642857142854,0.508575,0.0,ces
MTX197700727,84,0,0,0,0,2,0,0,,,,,,,,,
MTX197700852,26,22,4,2,1,4,158,1097,0.8251458333333334,0.014283333333333334,0.9885125,299.3958333333333,0.0,0.4187375,0.48908749999999995,0.0,ces
MTX197701950,110,0,0,2,0,0,4,28,0.5541,0.0,0.75,270.0,0.0,0.37255,0.5196,0.0,ces
MTX197701983,206,2,2,0,0,2,18,90,0.8314,0.0327,0.8749,100.75,0.5,0.3756,0.4595,0.0,ces
MTX197800407,13,10,1,2,3,0,90,489,0.7951416666666667,0.022941666666666666,0.8902666666666667,254.04166666666666,0.0,0.40455833333333335,0.49314166666666664,0.0,ces
MTX197801725,227,1,1,0,0,1,7,51,0.882,0.0,0.9335,102.0,0.0,0.3448,0.4828,0.0,ces
MTX197801893,143,30,4,3,0,0,255,1581,0.8518727272727272,0.003963636363636364,0.9440181818181818,150.53787878787878,0.0,0.35536666666666666,0.49440303030303034,0.0,ces
MTX197801896,751,2,4,0,0,6,16,85,0.83475,0.03125,0.83745,75.5,0.0,0.4309,0.5603,0.0,ces
MTX197900600d,40,0,0,0,0,1,0,0,,,,,,,,,
MTX197901684a,153,3,7,1,0,6,16,77,0.789325,0.065625,0.92145,303.78,0.25,0.338375,0.3447,0.0,ces
MTX197902084,126,3,5,0,0,7,10,60,0.8337333333333333,0.0,0.8073,593.1666666666666,0.0,0.40176666666666666,0.5121333333333333,0.0,ces
MTX198000059,2,14,4,6,1,4,50,292,0.79576,0.02375,0.8571500000000001,1269.1125,0.1,0.37346,0.42957999999999996,0.0,ces
MTX198000767,377,0,0,0,0,1,0,0,,,,,,,,,
MTX198001743,2,28,2,0,0,0,302,2081,0.8824892857142858,0.005917857142857143,0.9916428571428572,468.7096428571428,0.10714285714285714,0.4076607142857143,0.48726071428571427,0.0,ces
MTX198001789,438,6,5,0,0,3,19,103,0.7918833333333333,0.01945,0.8737166666666667,360.125,0.0,0.3482166666666667,0.41566666666666663,0.0,ces
MTX198101596,13,26,0,1,1,0,207,1511,0.8733444444444445,0.00572962962962963,0.9707407407407408,219.12037037037038,0.0,0.41230740740740746,0.49402962962962965,0.0,ces
MTX198101596b,42,3,1,0,0,0,23,116,0.8511000000000001,0.07023333333333333,0.8653,133.58333333333334,0.0,0.3941333333333333,0.5438333333333333,0.0,ces
MTX198200359a,100,2,1,0,0,1,12,60,0.75795,0.07085,0.8665,148.75,0.0,0.35509999999999997,0.5199,0.0,ces
MTX198201507b,45,0,0,0,0,1,0,0,,,,,,,,,
MTX198300332,188,1,0,0,0,0,9,46,0.8081,0.0,0.75,58.0,0.0,0.3913,0.4783,0.0,ces
MTX198300874a,2,6,5,2,0,1,22,143,0.816775,0.02375,0.945,587.40625,0.0,0.4202125,0.46168750000000003,0.125,ces
MTX198301561,6,1,0,0,0,0,6,39,0.874,0.0,0.7678,43.25,0.0,0.3929,0.5357,0.0,ces
MTX198401242,33,22,3,4,1,0,159,1026,0.83775,0.011515384615384615,0.9505961538461538,182.48076923076923,0.15384615384615385,0.3867423076923077,0.4832192307692308,0.0,ces
MTX198401561,118,35,2,1,0,2,233,1628,0.8662027777777778,0.004991666666666667,0.9581166666666666,181.64583333333334,0.0,0.37273055555555556,0.5060527777777778,0.027777777777777776,ces
MTX198500418,3,1,0,0,0,0,12,64,0.8067,0.0208,0.9994,93.0,1.0,0.4,0.4857,0.0,ces
MTX198501579a,26,6,2,2,0,2,20,129,0.7627875,0.025,0.8288375,226.375,0.0,0.29188749999999997,0.5117375,0.0,ces
MTX198501580,558,0,0,1,0,0,3,11,0.648,0.0,0.75,7616.0,0.0,0.2857,0.2857,0.0,ces
MTX198501581c,200,0,5,6,3,9,22,85,0.5772833333333334,0.10276666666666667,0.7891499999999999,10064.333333333334,0.3333333333333333,0.33604999999999996,0.33268333333333333,0.0,ces
MTX198501738,5,4,0,0,0,0,39,253,0.788725,0.009649999999999999,0.767075,225.75,0.0,0.40245,0.4603,0.0,ces
MTX198502051,1,6,6,1,1,1,23,158,0.8414714285714285,0.017142857142857144,0.9898428571428571,285.89285714285717,0.0,0.38662857142857143,0.5794428571428571,0.2857142857142857,ces
MTX198600160,26,14,0,0,0,3,100,668,0.8722714285714286,0.004285714285714286,0.9748285714285715,119.21428571428571,0.0,0.3907428571428571,0.5294857142857142,0.0,ces
MTX198601244,2,12,5,5,6,2,47,277,0.7874294117647059,0.013235294117647059,0.9163941176470588,386.77176470588233,0.058823529411764705,0.3593764705882353,0.39680000000000004,0.0,ces
MTX198700603,108,2,0,0,0,0,10,65,0.84815,0.0,0.9816499999999999,109.25,0.0,0.35755,0.51,0.0,ces
MTX198701325a,78,1,0,0,0,1,13,65,0.7806,0.0923,0.8798,112.0,0.0,0.4062,0.5,0.0,ces
MTX198701536,109,1,1,0,1,0,9,40,0.77,0.0944,0.75,70.0,0.0,0.4118,0.5294,0.0,ces
MTX198701989,296,1,0,1,0,0,11,82,0.6438999999999999,0.02145,0.8263499999999999,119.0,0.0,0.3231,0.54615,0.0,ces
MTX198800750,235,0,1,0,0,3,0,0,,,,,,,,,
MTX198801710,14,1,0,0,1,2,3,18,0.7931,0.0833,1.0,568.0,0.0,0.4286,0.4286,0.0,ces
MTX198901330,16,2,0,0,0,0,10,66,0.88825,0.0,0.97845,296.5,0.0,0.3695,0.45730000000000004,0.0,ces
MTX198901502,31,0,1,0,2,1,0,0,,,,,,,,,
MTX199000167,191,3,1,0,0,0,15,82,0.8428666666666667,0.0,0.9089,99.16666666666667,0.0,0.416,0.3591,0.0,ces
MTX199000593,17,21,22,1,0,31,22,156,0.8588318181818182,0.0,0.8658590909090909,520.6704545454545,0.0,0.4400363636363636,0.33365,0.0,ces
MTX199001457,3,13,1,0,0,0,99,708,0.8958692307692308,0.006838461538461539,0.9810384615384616,159.44230769230768,0.15384615384615385,0.39855384615384615,0.5470538461538461,0.0,ces
MTX199001523,133,6,4,0,1,0,27,148,0.8246333333333333,0.0,0.9485333333333333,333.31333333333333,0.0,0.41586666666666666,0.35316666666666663,0.0,ces
MTX199100076,38,1,0,0,0,0,7,39,0.8122,0.0,0.9662,99.0,0.0,0.3636,0.6364,0.0,ces
MTX199100250,360,26,1,2,0,0,172,1133,0.8439285714285714,0.0,0.9715607142857143,195.98678571428573,0.0,0.3994714285714286,0.5031571428571429,0.0,ces
MTX199100271,13,17,7,3,1,6,91,583,0.8177300000000001,0.01261,0.86775,242.56199999999998,0.0,0.366495,0.46814,0.0,ces
MTX199100873,34,7,1,1,1,2,58,411,0.8572625,0.0138375,0.9836125,459.5625,0.0,0.412675,0.50015,0.0,ces
MTX199100984,97,1,0,0,0,1,6,38,0.8184,0.0,0.75,35.75,0.0,0.3684,0.5789,0.0,ces
MTX199101349,11,1,1,0,0,1,4,17,0.8351,0.0,0.9944,46.75,0.0,0.3636,0.3636,0.0,ces
MTX199200009,114,2,4,0,0,3,6,50,0.83805,0.0,0.75,78.875,0.0,0.4293,0.5082,0.0,ces
MTX199200226,81,1,0,0,0,0,10,59,0.8414,0.0,0.8503,40.0,0.0,0.375,0.4375,0.0,ces
MTX199200870,4,2,0,0,0,0,10,57,0.8111,0.06,0.9978,110.5,0.0,0.32455,0.44520000000000004,0.0,ces
MTX199201450,67,22,24,1,1,1,152,899,0.8077869565217392,0.012630434782608694,0.9621782608695651,150.27695652173912,0.0,0.36773043478260875,0.5284217391304348,0.043478260869565216,ces
MTX199300016,8,29,2,0,0,1,213,1534,0.8959586206896553,0.006531034482758621,0.9854413793103448,186.0389655172414,0.0,0.4178896551724138,0.523044827586207,0.034482758620689655,ces
MTX199300446,33,1,2,2,1,0,15,121,0.6743333333333333,0.020833333333333332,0.9907,967.3333333333334,0.3333333333333333,0.47226666666666667,0.5434666666666667,0.0,ces
MTX199400046,83,9,7,2,2,4,26,152,0.8008818181818181,0.0,0.9758,661.6818181818181,0.0,0.3543909090909091,0.4622,0.0,ces
MTX199400464,180,1,0,0,0,1,14,61,0.7887,0.0,0.75,38.0,0.0,0.2963,0.5556,0.0,ces
MTX199400522,58,31,0,3,0,0,238,1600,0.8673352941176471,0.009158823529411764,0.9906941176470587,229.97058823529412,0.0,0.4048558823529412,0.50235,0.0,ces
MTX199400525,33,11,2,0,0,0,78,581,0.9111727272727272,0.008018181818181818,0.9856090909090909,138.4090909090909,0.09090909090909091,0.39078181818181823,0.48219999999999996,0.0,ces
MTX199500404,14,0,1,4,0,0,22,88,0.5867249999999999,0.1375,0.853925,4328.5,0.75,0.46405,0.417475,0.0,ces
MTX199500805,1,11,8,3,2,3,35,257,0.7882785714285714,0.0017857142857142859,0.9319,294.73214285714283,0.0,0.3533714285714286,0.41412857142857146,0.14285714285714285,ces
MTX199600716,30,0,0,0,0,1,0,0,,,,,,,,,
MTX199700250,67,46,6,1,4,2,344,2381,0.8692382978723404,0.004921276595744681,0.9232914893617021,140.74744680851063,0.0,0.40581063829787234,0.4916106382978723,0.0,ces
MTX199700453a,148,4,3,0,1,2,13,122,0.834125,0.0125,0.928625,131.75,0.0,0.41462499999999997,0.5051,0.0,ces
MTX199700849,476,2,2,0,2,1,11,83,0.868,0.0,0.86035,70.375,0.0,0.44155,0.47225000000000006,0.0,ces
MTX199800292,5,43,4,0,0,1,446,3071,0.9150976744186047,0.010511627906976745,0.9934302325581396,78.23813953488371,0.046511627906976744,0.4088953488372093,0.48640465116279064,0.0,ces
MTX199800736,91,63,25,27,5,8,398,2034,0.7452855555555555,0.035035555555555556,0.8472455555555556,1782.6777777777777,0.0,0.35377555555555557,0.43063777777777773,0.0,ces
MTX199801049,4,21,5,0,1,1,234,1622,0.9198666666666666,0.004328571428571428,0.9996952380952381,57.61904761904762,0.09523809523809523,0.39181904761904757,0.46312857142857144,0.0,ces
MTX199900132,44,3,2,0,1,3,14,73,0.8084000000000001,0.0,0.9382666666666667,206.16666666666666,0.0,0.3377333333333333,0.40136666666666665,0.6666666666666666,ces
MTX199900307a,65,0,2,0,0,3,0,0,,,,,,,,,
MTX199900717,46,13,67,10,26,335,71,345,0.707591304347826,0.0,0.8788130434782608,487.70652173913044,0.0,0.31927826086956523,0.6940260869565218,0.0,ces
MTX200000113,9,6,1,78,5,20,1074,4626,0.6073869047619047,0.2003964285714286,0.8043095238095238,1114.9404761904761,1.1785714285714286,0.29962857142857147,0.2335702380952381,0.011904761904761904,ces
MTX200000536,2,48,77,32,23,71,201,1199,0.76827,0.013517499999999998,0.8362112500000001,1345.109375,0.0375,0.439205,0.35668,0.65,ces
MTX200001167,2,51,64,33,28,57,199,1210,0.7715547619047618,0.021901190476190473,0.8369416666666667,1272.2529761904761,0.0,0.4342714285714286,0.37150595238095235,0.6666666666666666,ces
MTX200001799,143,3,1,0,0,0,7,56,0.8747666666666666,0.0,0.9115000000000001,59.0,0.0,0.3844,0.37116666666666664,0.0,ces
MTX200100419,433,25,3,1,0,5,156,1032,0.8628192307692307,0.0,0.9710615384615384,158.71615384615384,0.0,0.3802692307692308,0.49468076923076926,0.0,ces
MTX200100935,50,54,0,3,0,1,457,3261,0.8514754385964912,0.0016263157894736843,0.9743263157894737,648.5808771929825,0.05263157894736842,0.38869649122807015,0.47003508771929825,0.0,ces
MTX200101703,14,20,15,9,1,3,107,665,0.7666620689655173,0.019013793103448275,0.9028310344827586,1067.1827586206898,0.10344827586206896,0.4028793103448276,0.4856379310344828,0.0,ces
MTX200200340,3,27,62,10,13,72,86,607,0.8005891891891892,0.0006756756756756757,0.8229864864864865,1260.972972972973,0.0,0.43916216216216214,0.36289189189189186,0.6216216216216216,ces
MTX200200528,1,27,21,17,15,10,202,1328,0.740025,0.024975,0.9290704545454546,851.1531818181818,0.09090909090909091,0.4117886363636364,0.45242954545454545,0.3409090909090909,ces
MTX200201315,45,0,30,1,1,59,3,5,0.4844,0.3667,0.96,36352.0,0.0,0.0,0.0,0.0,ces
MTX200202203,11,51,3,0,3,37,386,2341,0.8804588235294117,0.011354901960784312,0.9732666666666667,63.911764705882355,0.0,0.4028098039215686,0.4487274509803922,0.0,ces
MTX200300079,3,22,23,4,4,5,60,399,0.8386884615384615,0.0009615384615384616,0.9169807692307692,304.375,0.0,0.4375269230769231,0.5414538461538462,0.07692307692307693,ces
MTX200300579,16,7,5,0,0,11,27,177,0.8544142857142857,0.0,0.915042857142857,351.3757142857143,0.0,0.38858571428571426,0.4756571428571429,0.0,ces
MTX200300587,869,88,46,47,30,60,345,1817,0.7411474074074075,0.0012962962962962963,0.8379444444444445,2324.7296296296295,0.044444444444444446,0.3814296296296296,0.3888081481481481,0.0,ces
MTX200300591,1,53,20,17,2,7,214,1302,0.7519642857142858,0.01452142857142857,0.9062642857142856,1053.299142857143,0.02857142857142857,0.3952871428571429,0.48499428571428566,0.5285714285714286,ces
MTX200301285,8,28,3,0,0,1,252,1857,0.9041107142857143,0.005896428571428572,0.9764178571428571,98.39785714285713,0.03571428571428571,0.42095714285714286,0.495,0.0,ces
MTX200301815,25,47,3,9,3,8,348,2440,0.8073946428571429,0.01535892857142857,0.9326839285714286,1014.0646428571428,0.03571428571428571,0.4108785714285714,0.4900625,0.32142857142857145,ces
MTX200400400,170,26,3,1,0,1,213,1500,0.8355222222222223,0.0031666666666666666,0.9452555555555555,150.3262962962963,0.037037037037037035,0.39378148148148145,0.457837037037037,0.0,ces
MTX200400400d,65,1,2,1,1,4,7,25,0.71705,0.04165,0.79785,151906.0,0.0,0.575,0.35835,0.5,ces
MTX200400401c,37,2,2,2,0,1,9,58,0.762025,0.1,0.8095,364.125,0.25,0.362925,0.494175,0.0,ces
MTX200400817,198,4,1,0,0,0,27,186,0.8418749999999999,0.0,0.971875,107.75,0.0,0.413225,0.42725,0.0,ces
MTX200401650,120,1,0,0,0,0,2,6,0.7757,0.125,0.75,90.0,0.0,0.3333,0.6667,0.0,ces
MTX200401660,105,1,24,0,1,42,2,7,0.7913,0.0,0.75,41.25,0.0,0.3333,0.6667,0.0,ces
MTX200401690,69,43,82,50,11,137,184,1486,0.673994623655914,0.01693548387096774,0.8296602150537634,216.16655913978497,0.0,0.6404215053763441,0.2632505376344086,0.4731182795698925,ces
MTX200401755,1,25,25,23,12,10,208,1274,0.7138125,0.03932083333333333,0.9094270833333334,1663.9633333333334,0.08333333333333333,0.38180624999999996,0.46150833333333335,0.2916666666666667,ces
MTX200401801,865,25,80,20,2,259,79,631,0.715,0.002,0.7862088888888888,651.9055555555556,0.0,0.4142444444444444,0.39047111111111116,0.0,ces
MTX200401805,85,1,0,0,0,0,2,7,0.7914,0.0,0.75,28.38,0.0,0.3333,0.6667,0.0,ces
MTX200401863,132,1,1,0,0,1,2,7,0.7957,0.0,0.75,46.0,0.0,0.3333,0.6667,0.0,ces
MTX200401880,224,2,3,1,0,1,14,72,0.7952333333333333,0.0,0.8285,892.5833333333334,0.0,0.3699666666666667,0.4479333333333333,0.3333333333333333,ces
MTX200402195,1,21,13,2,2,1,95,702,0.8673173913043478,0.012317391304347825,0.9734608695652175,267.09826086956525,0.043478260869565216,0.4146,0.45463043478260873,0.0,ces
MTX200403139b,45,11,7,2,0,1,73,490,0.8236076923076924,0.0,0.9412307692307693,304.9423076923077,0.0,0.3804461538461539,0.5241384615384616,0.0,ces
MTX200500209,17,1,0,0,0,0,2,16,0.9531,0.0,1.0,63.75,0.0,0.4667,0.4667,0.0,ces
MTX200500291c,47,0,2,1,0,2,2,9,0.6905,0.1,0.75,850.0,0.0,0.2857,0.4286,0.0,ces
MTX200500734,51,0,3,1,0,4,2,4,0.5117,0.125,0.75,850.0,0.0,0.0,0.5,0.0,ces
MTX200501515,41,2,1,0,0,0,8,37,0.8048500000000001,0.0625,0.75,115.0,0.0,0.34165,0.60835,0.0,ces
MTX200501530,47,27,37,7,5,29,64,419,0.7951588235294117,0.0057176470588235296,0.8647058823529411,646.5238235294119,0.0,0.38173235294117647,0.44681176470588235,0.0,ces
MTX200501540,61,32,23,5,10,8,73,518,0.8048513513513513,0.0,0.8686270270270271,388.6756756756757,0.02702702702702703,0.3897972972972973,0.49405135135135136,0.0,ces
MTX200501547,195,29,19,7,3,4,147,1005,0.8069999999999999,0.004861111111111111,0.8780333333333333,548.7075,0.16666666666666666,0.4021694444444444,0.46619444444444447,0.0,ces
