file,page_num,Clear,Trash,Noisy,Empty,Non-text,total_word_count,total_char_count,avg_word_count,avg_char_count,avg_garbage_density,avg_lang_score,avg_perplex,avg_symbol,avg_upper,avg_repeated,avg_ldl_fuses,avg_gibberish,avg_word_weird,avg_quality_score,main_lang
CTX198102809,52,2,1,1,0,1,14,81,3.5,20.25,0.0417,0.6533,2666.1025,0.25,0.0,0.0,0.0,0.0,0.0143,0.5818,ces_Latn
CTX198104599,5,0,0,0,0,113,0,0,,,,,,,,,,,,,unknown
CTX198105314,28,23,0,6,0,0,237,1515,8.1724,52.2414,0.0107,0.9752,573.3366,0.2414,0.0,0.0,0.0,0.1379,0.0201,0.7829,ces_Latn
CTX198200217,72,0,1,1,0,1,4,16,2.0,8.0,0.0556,0.3215,1361.75,0.5,0.0,0.0,0.0,0.0,0.1,0.4988,slk_Latn
CTX198201104,2,12,1,3,0,3,100,614,6.25,38.375,0.0103,0.8602,1394.0631,0.1875,0.0625,0.0,0.0625,0.25,0.0113,0.757,ces_Latn
CTX198203596,60,18,0,0,0,1,138,1034,7.6667,57.4444,0.0045,0.9993,506.0411,0.0,0.0,0.0,0.0,0.0,0.0,0.8439,ces_Latn
CTX198204416,17,3,0,3,0,2,16,89,2.6667,14.8333,0.0152,0.6603,1574.7517,0.0,0.0,0.0,0.0,0.0,0.0,0.5904,ces_Latn
CTX198204836,81,19,1,0,0,2,170,983,8.5,49.15,0.0119,0.961,565.657,0.0,0.0,0.0,0.0,0.05,0.0,0.7732,ces_Latn
CTX198204879X,23,8,2,4,0,8,49,259,3.5,18.5,0.0703,0.8501,2100.2107,0.1429,0.0,0.0,0.0714,0.1429,0.0054,0.6381,ces_Latn
CTX198205174,2,1,0,3,0,4,11,55,2.75,13.75,0.0264,0.702,2193.5875,0.0,0.0,0.0,0.0,0.25,0.0,0.6406,ces_Latn
CTX198301481,10,0,0,2,0,0,8,22,4.0,11.0,0.05,0.6462,1871.385,0.5,0.0,0.0,0.0,0.0,0.1,0.5212,gle_Latn
CTX198302422,1,32,4,4,0,2,303,1825,7.575,45.625,0.0059,0.9622,53158.2718,0.025,0.0,0.0,0.0,0.05,0.0025,0.7771,ces_Latn
CTX198303593,233,0,0,0,0,1,0,0,,,,,,,,,,,,,unknown
CTX198304030,2,29,2,14,0,5,497,3249,11.0444,72.2,0.0423,0.7934,387.0756,0.4,0.0,0.0,0.0444,0.6667,0.0145,0.7314,ces_Latn
CTX198401286,1,23,2,3,0,3,193,1213,6.8929,43.3214,0.0241,0.9499,6634.9654,0.1786,0.0,0.0,0.0,0.1071,0.0109,0.7991,ces_Latn
CTX198401882,14,16,0,0,0,1,124,825,7.75,51.5625,0.0095,0.9767,647.895,0.0,0.0,0.0,0.0,0.0,0.0,0.8467,ces_Latn
CTX198403178,1,21,1,4,0,1,181,1164,6.9615,44.7692,0.0064,0.9714,4138.6231,0.1538,0.0,0.0,0.0,0.1538,0.0054,0.7746,ces_Latn
CTX198500534,35,2,0,6,0,0,54,392,6.75,49.0,0.0502,0.7965,457.5712,0.375,0.0,0.0,0.0,1.0,0.0141,0.7481,ces_Latn
CTX198501807A,2,29,0,0,0,1,235,1634,8.1034,56.3448,0.0035,0.9859,552.5831,0.0,0.069,0.0,0.0,0.0345,0.0007,0.8327,ces_Latn
CTX198503445,1,4,0,3,0,2,93,554,13.2857,79.1429,0.0379,0.874,557.4443,0.2857,0.0,0.0,0.1429,0.1429,0.0135,0.7526,ces_Latn
CTX198504353,5,2,0,0,0,0,5,33,2.5,16.5,0.0635,0.9332,768.83,0.0,0.0,0.0,0.0,0.0,0.0,0.7,ces_Latn
CTX198600440,2,18,0,1,0,1,49,306,2.5789,16.1053,0.0,0.9326,101662.6553,0.0,0.0,0.0,0.0,0.0,0.0,0.8123,ces_Latn
CTX198602037,17,3,1,0,0,2,22,103,5.5,25.75,0.0044,0.9631,285442.69,0.0,0.0,0.0,0.0,0.0,0.0,0.7062,ces_Latn
CTX198603440,2,27,0,0,0,1,351,2348,13.0,86.963,0.0044,0.9981,361.0585,0.1111,0.037,0.0,0.0,0.0,0.0035,0.8661,ces_Latn
CTX198604391,1,29,3,5,0,3,238,1403,6.4324,37.9189,0.0094,0.8932,15992.1124,0.0811,0.0,0.0,0.0,0.1622,0.0101,0.7629,ces_Latn
CTX198700942,47,25,0,1,0,0,238,1411,9.1538,54.2692,0.012,0.9828,495.2088,0.0769,0.0385,0.0,0.0,0.0,0.0036,0.7886,ces_Latn
CTX198702238A,24,7,2,5,0,2,47,253,3.3571,18.0714,0.0735,0.8197,1404.8471,0.1429,0.0,0.0,0.0,0.2143,0.0057,0.6458,ces_Latn
CTX198703112,35,25,0,3,0,0,193,1421,6.8929,50.75,0.0022,0.9172,684.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.8423,ces_Latn
CTX198703742D,1,19,3,1,0,5,73,407,3.1739,17.6957,0.0134,0.847,1661.4391,0.0435,0.0,0.0,0.0,0.0,0.0,0.7434,ces_Latn
CTX198703941E,38,6,0,0,0,2,29,152,4.8333,25.3333,0.0228,0.905,5936.0517,0.1667,0.0,0.0,0.0,0.0,0.0083,0.7007,ces_Latn
CTX198800404,1,35,5,1,0,3,225,1363,5.4878,33.2439,0.003,0.9015,22260.2215,0.0244,0.0,0.0,0.0,0.0732,0.0014,0.7782,ces_Latn
CTX198801460,13,28,2,2,0,0,238,1536,7.4375,48.0,0.0161,0.939,706.7803,0.1875,0.0,0.0,0.0312,0.0,0.03,0.7973,ces_Latn
CTX198802097H,26,2,3,3,0,3,30,152,3.75,19.0,0.0386,0.7518,29542.2338,0.125,0.5,0.0,0.0,0.25,0.0016,0.6048,ces_Latn
CTX198802101A,9,3,2,1,0,1,29,174,4.8333,29.0,0.0494,0.8778,1409.8467,0.1667,0.0,0.0,0.0,0.1667,0.0083,0.7393,ces_Latn
CTX198802104B,21,34,2,3,0,1,292,1676,7.4872,42.9744,0.0337,0.9282,833.0582,0.1538,0.0256,0.0,0.0,0.0513,0.0048,0.7764,ces_Latn
CTX198802104H,40,1,3,0,0,0,14,74,3.5,18.5,0.0562,0.6782,9618.7275,0.25,0.0,0.0,0.0,0.25,0.02,0.5445,bos_Latn
CTX198802580,87,0,0,1,0,0,2,7,2.0,7.0,0.0,0.9644,3633.12,0.0,0.0,0.0,0.0,0.0,0.0,0.5188,vie_Latn
CTX198804027,61,79,6,22,0,2,573,3500,5.3551,32.7103,0.0088,0.938,1349.8587,0.0935,0.0561,0.0,0.0,0.0654,0.0044,0.7771,ces_Latn
CTX198804416A,20,1,0,2,0,2,10,59,3.3333,19.6667,0.0333,0.876,503.0133,0.6667,0.0,0.0,0.0,0.0,0.0889,0.7182,ces_Latn
CTX198900863,63,2,0,2,0,1,11,48,2.75,12.0,0.0357,0.5161,152224.6175,0.0,0.0,0.0,0.0,0.0,0.0,0.5556,ces_Latn
CTX198901592,322,3,1,1,0,1,31,163,6.2,32.6,0.039,0.7826,1810.374,0.0,0.0,0.0,0.0,0.0,0.0,0.6462,ces_Latn
CTX198903388,85,2,1,0,0,3,12,58,4.0,19.3333,0.0303,0.7209,2950.5567,0.3333,0.0,0.0,0.0,0.0,0.0667,0.6092,ces_Latn
CTX198903921,2,19,0,1,0,12,52,338,2.6,16.9,0.0028,0.9136,110106.1265,0.0,0.0,0.0,0.0,0.0,0.0,0.7984,ces_Latn
CTX199001152,78,2,0,2,0,27,23,103,5.75,25.75,0.0119,0.6322,284.675,0.0,0.0,0.0,0.0,0.0,0.0,0.6005,ces_Latn
CTX199002206,7,22,0,2,0,3,206,1174,8.5833,48.9167,0.0285,0.9436,473.0925,0.0417,0.0,0.0,0.0,0.0417,0.0018,0.7366,ces_Latn
CTX199002388,36,31,2,3,0,1,227,1519,6.3056,42.1944,0.0105,0.8845,1323.5061,0.0833,0.0,0.0,0.0278,0.0278,0.0017,0.7544,ces_Latn
CTX199003028,148,31,0,4,0,15,195,1030,5.5714,29.4286,0.0242,0.8856,1063.2091,0.0,0.0,0.0,0.0,0.0286,0.0,0.7012,ces_Latn
CTX199003586,161,2,0,0,0,0,15,91,7.5,45.5,0.0062,0.9852,731.1,0.0,0.0,0.0,0.0,0.0,0.0,0.73,ces_Latn
CTX199003586Q,99,3,0,0,0,4,10,58,3.3333,19.3333,0.0196,0.9917,783.5467,0.0,0.0,0.0,0.0,0.0,0.0,0.7771,ces_Latn
CTX199003587F,13,43,3,22,0,10,403,2535,5.9265,37.2794,0.0282,0.9579,2050.3078,0.7059,0.0,0.0,0.0,0.0441,0.0214,0.7748,ces_Latn
CTX199003676A,10,11,5,3,0,200,46,144,2.4211,7.5789,0.0531,0.8003,14217.4205,0.2105,0.0,0.0,0.0,0.0,0.0421,0.5074,ces_Latn
CTX199003677,64,28,41,5,0,263,144,684,1.9459,9.2432,0.0271,0.7189,43261.1378,0.0811,0.0,0.0,0.0135,0.0,0.0024,0.5752,azj_Latn
CTX199003678F,136,5,0,1,0,1,22,106,3.6667,17.6667,0.0593,0.839,1131.4183,0.1667,0.0,0.0,0.0,0.0,0.0133,0.6723,ces_Latn
CTX199004124H,92,3,2,4,0,5,38,180,4.2222,20.0,0.0745,0.8564,1369.4589,0.5556,0.0,0.0,0.0,0.0,0.0504,0.6193,ces_Latn
CTX199004501G,3,13,0,5,0,3,54,353,3.0,19.6111,0.0354,0.8847,1234.9128,0.1111,0.0,0.0,0.0,0.1667,0.0278,0.7401,ces_Latn
CTX199004525B,39,3,0,2,0,2,28,163,5.6,32.6,0.0439,0.8135,1250.284,0.2,0.0,0.0,0.0,0.2,0.0089,0.68,ces_Latn
CTX199100191,1,27,1,6,0,10,133,693,3.9118,20.3824,0.0136,0.8849,1996.2985,0.0882,0.0,0.0,0.0294,0.0294,0.0039,0.7448,ces_Latn
CTX199101176,58,4,1,0,0,5,12,47,2.4,9.4,0.0,0.9011,165533.55,0.0,0.0,0.0,0.0,0.0,0.0,0.5282,deu_Latn
CTX199102089,10,24,0,15,0,1,271,1949,6.9487,49.9744,0.027,0.937,521.2846,0.0769,0.0,0.0,0.0,0.5641,0.0058,0.7465,ces_Latn
CTX199102416H,62,24,2,2,0,3,222,1225,7.9286,43.75,0.026,0.9014,585.6557,0.3214,0.0,0.0,0.0,0.0,0.0102,0.7406,ces_Latn
CTX199103303,1,54,0,3,0,6,375,2384,6.5789,41.8246,0.0117,0.9348,1212.0681,0.0526,0.0351,0.0,0.0,0.0175,0.0016,0.8022,ces_Latn
CTX199103868,2,24,0,0,0,11,153,708,6.375,29.5,0.0319,0.8729,1271.1158,0.0417,0.0,0.0,0.0,0.0,0.0021,0.6552,ces_Latn
CTX199104183,5,1,1,2,0,0,12,73,3.0,18.25,0.0,0.7963,2878.015,0.0,0.25,0.0,0.25,0.0,0.0188,0.7105,ces_Latn
CTX199104289A,16,1,0,0,0,2,2,7,2.0,7.0,0.0,0.9652,1711.64,0.0,0.0,0.0,0.0,0.0,0.0,0.5957,vie_Latn
CTX199104289N,70,1,0,1,0,1,5,17,2.5,8.5,0.0384,0.7001,901.34,0.0,0.0,0.0,0.0,0.0,0.0,0.7494,pol_Latn
CTX199104343,22,5,1,3,0,3,39,196,4.3333,21.7778,0.0308,0.7586,11123.45,0.3333,0.0,0.0,0.0,0.0,0.0252,0.5641,ces_Latn
CTX199104576,103,0,0,0,0,2,0,0,,,,,,,,,,,,,unknown
CTX199200513,4,27,2,1,0,3,154,858,5.1333,28.6,0.0564,0.9332,1407.8507,0.0333,0.0,0.0,0.0,0.0667,0.0011,0.6704,ces_Latn
CTX199202104,1,24,4,2,0,7,81,480,2.7,16.0,0.0072,0.8848,21204.1687,0.0667,0.0333,0.0,0.0,0.0,0.0067,0.7397,ces_Latn
CTX199203112,5,24,0,2,0,4,236,1472,9.0769,56.6154,0.0199,0.9725,637.2042,0.1154,0.0,0.0,0.0,0.0,0.0048,0.7784,ces_Latn
CTX199203955,1,7,0,0,0,0,21,134,3.0,19.1429,0.0,0.9849,7512.22,0.0,0.0,0.0,0.0,0.0,0.0,0.7763,ces_Latn
CTX199204160A,11,11,1,0,0,1,46,255,3.8333,21.25,0.0058,0.839,71300.6867,0.0,0.0,0.0,0.0,0.0,0.0,0.7213,ces_Latn
CTX199300256,12,0,8,12,0,2,134,617,6.7,30.85,0.1051,0.564,1792.857,0.8,0.75,0.0,0.15,0.55,0.0724,0.5402,ces_Latn
CTX199300966,1,38,1,5,0,6,239,1585,5.4318,36.0227,0.0103,0.9214,1733.8011,0.0682,0.0455,0.0227,0.0,0.0227,0.0051,0.8005,ces_Latn
CTX199301678,47,10,0,2,0,0,81,438,6.75,36.5,0.0138,0.7788,650.0092,0.25,0.0,0.0,0.0,0.0,0.0,0.6501,ces_Latn
CTX199303432,3,0,0,0,0,2,0,0,,,,,,,,,,,,,unknown
CTX199400067B,10,57,12,14,0,43,173,785,2.0843,9.4578,0.0362,0.8547,5252144.0177,0.0482,0.0361,0.0,0.0482,0.0,0.015,0.6541,ces_Latn
CTX199401929,47,12,3,0,0,256,42,200,2.8,13.3333,0.0315,0.8759,103368.706,0.0,0.0,0.0,0.0,0.0,0.0,0.6285,ces_Latn
CTX199405392,94,24,0,2,0,4,197,1140,7.5769,43.8462,0.0166,0.8838,470.26,0.1154,0.0,0.0,0.0,0.1923,0.0069,0.6508,ces_Latn
CTX199405785,1,19,1,0,0,6,251,1303,12.55,65.15,0.0404,0.8839,672.3095,0.15,0.0,0.0,0.0,0.05,0.0044,0.7233,ces_Latn
CTX199407397,2,5,0,1,0,0,50,319,8.3333,53.1667,0.0056,0.9998,416.3733,0.3333,0.0,0.0,0.0,0.0,0.0061,0.8488,ces_Latn
CTX199501370,24,41,0,3,0,29,239,1368,5.4318,31.0909,0.0097,0.9686,608.8791,0.0227,0.0,0.0,0.0,0.0682,0.0011,0.7798,ces_Latn
CTX199503953,2,24,0,3,0,0,194,1316,7.1852,48.7407,0.0038,0.9709,887.767,0.0741,0.0,0.0,0.0,0.1481,0.0035,0.8162,ces_Latn
CTX199505374,12,2,0,0,0,2,4,16,2.0,8.0,0.0,1.0,1264.275,0.0,0.0,0.0,0.0,0.0,0.0,0.8574,ces_Latn
CTX199600313A,7,51,15,16,0,11,235,1477,2.8659,18.0122,0.0878,0.7255,4094.7932,0.1707,0.0244,0.0,0.0366,0.0366,0.0394,0.6697,ces_Latn
CTX199601014,153,22,1,7,0,3,197,1230,6.5667,41.0,0.0148,0.7445,987.694,0.1333,0.0,0.0,0.0,0.0,0.0125,0.7483,ces_Latn
CTX199601926B,14,70,18,11,0,10,240,1420,2.4242,14.3434,0.0694,0.7766,2892.3897,0.1313,0.0202,0.0,0.0303,0.0404,0.023,0.6449,ces_Latn
CTX199602673,9,28,0,0,0,2,250,1636,8.9286,58.4286,0.0028,0.9826,568.4718,0.0714,0.0,0.0,0.0,0.0,0.003,0.8104,ces_Latn
CTX199604677,21,26,18,11,0,120,106,478,1.9273,8.6909,0.0565,0.7527,12413.4535,0.1273,0.0545,0.0,0.0545,0.0182,0.0208,0.6149,ces_Latn
CTX199604932,7,4,0,1,0,0,22,168,4.4,33.6,0.0125,0.9845,1089.138,0.0,0.0,0.0,0.0,0.2,0.0,0.7986,ces_Latn
CTX199605671,6,17,6,1,0,2,174,1158,7.25,48.25,0.0319,0.888,532.5917,0.4167,0.0,0.0,0.0,0.4583,0.0256,0.7456,ces_Latn
CTX199605768,232,82,3,9,0,5,582,3335,6.1915,35.4787,0.0082,0.9565,1136.0937,0.1596,0.0106,0.0,0.0,0.0106,0.0085,0.7759,ces_Latn
CTX199700699,20,1,0,0,0,0,11,60,11.0,60.0,0.0167,1.0,686.14,0.0,0.0,0.0,0.0,0.0,0.0,0.7771,ces_Latn
CTX199703458,27,26,8,6,0,2,90,552,2.25,13.8,0.1279,0.768,1678.1195,0.075,0.0,0.0,0.0,0.025,0.02,0.7175,ces_Latn
CTX199705119,27,1,0,0,0,2,11,52,11.0,52.0,0.0192,0.6579,138.87,0.0,0.0,0.0,0.0,0.0,0.0,0.6763,slk_Latn
CTX199706736A,5,31,2,6,0,8,174,1066,4.4615,27.3333,0.0205,0.9594,966.9467,0.0769,0.0,0.0,0.0,0.0513,0.0137,0.7461,ces_Latn
CTX199800273,14,4,0,0,0,0,27,178,6.75,44.5,0.0,0.9633,408.805,0.0,0.0,0.0,0.0,0.0,0.0,0.8372,ces_Latn
CTX199801820A,104,2,5,2,0,8,22,93,2.4444,10.3333,0.1409,0.7,14191.3956,0.3333,0.0,0.0,0.0,0.0,0.0037,0.6861,ces_Latn
CTX199803035F,58,38,13,9,0,50,83,550,1.3833,9.1667,0.0119,0.854,7400.6358,0.0167,0.0167,0.0,0.0,0.0,0.0083,0.7333,ces_Latn
CTX199803815K,28,2,8,3,0,1,24,144,1.8462,11.0769,0.0573,0.6926,7733.0423,0.3077,0.3846,0.0,0.0,0.0769,0.0808,0.5736,ces_Latn
CTX199804643,18,22,2,2,0,2,182,1126,7.0,43.3077,0.0668,0.9345,36197.6769,0.0769,0.0,0.0,0.0,0.1154,0.0036,0.7116,ces_Latn
CTX199805567,226,26,1,3,0,2,215,1128,7.1667,37.6,0.0048,0.8046,1171.2467,0.2,0.0,0.0,0.0,0.1333,0.0084,0.6511,ces_Latn
CTX199806540B,81,24,5,0,0,16,123,717,4.2414,24.7241,0.012,0.9165,2617.0183,0.0,0.0,0.0,0.0,0.0,0.0,0.736,ces_Latn
CTX199807156,59,51,8,3,0,9,229,1265,3.6935,20.4032,0.0672,0.8678,4645.7537,0.0968,0.0,0.0,0.0,0.0161,0.0258,0.6948,ces_Latn
CTX199901560,62,3,0,1,0,0,24,161,6.0,40.25,0.0379,0.9997,1255.66,0.75,0.0,0.0,0.0,0.0,0.0293,0.7865,ces_Latn
CTX199902615,38,5,1,4,0,2,35,211,3.5,21.1,0.0346,0.8862,1301.029,0.2,0.0,0.0,0.0,0.1,0.0233,0.7064,ces_Latn
CTX199903472,41,9,1,0,0,0,60,322,6.0,32.2,0.0136,0.8832,16359.808,0.0,0.0,0.0,0.0,0.0,0.0,0.6964,ces_Latn
CTX199904249,335,4,6,1,0,6,15,83,1.3636,7.5455,0.0,0.7793,240852.3409,0.0,0.0,0.0,0.0,0.0909,0.0,0.7296,ces_Latn
CTX199904943,2,0,2,0,0,0,5,19,2.5,9.5,0.0,0.6258,9204.59,0.0,0.0,0.0,0.0,0.0,0.0,0.5761,dan_Latn
CTX199905710,24,2,0,1,0,1,17,95,5.6667,31.6667,0.0049,0.7931,817.0867,0.0,0.0,0.0,0.0,0.0,0.0,0.7584,ces_Latn
CTX199907843,137,24,9,36,0,54,115,687,1.6667,9.9565,0.023,0.7034,3106.6909,0.0435,0.0,0.0,0.0,0.3913,0.0087,0.6126,slk_Latn
CTX199908760,4,49,0,0,0,1,617,4095,12.5918,83.5714,0.0048,0.9984,394.2671,0.0612,0.0,0.0,0.0,0.0,0.0019,0.8673,ces_Latn
CTX200001115,188,0,2,0,0,1,8,43,4.0,21.5,0.0312,0.6235,5043.42,0.5,0.0,0.0,0.0,0.5,0.04,0.537,ces_Latn
CTX200001404,155,4,3,2,0,0,43,280,4.7778,31.1111,0.052,0.8868,1148.1578,0.5556,0.1111,0.0,0.0,0.0,0.0419,0.7053,ces_Latn
CTX200002253,45,0,0,1,0,0,2,6,2.0,6.0,0.0,0.3658,808.96,0.0,0.0,0.0,0.0,0.0,0.0,0.6236,vie_Latn
CTX200005117,509,10,2,1,0,106,20,105,1.5385,8.0769,0.0559,0.8849,2456.5908,0.0,0.0,0.0,0.0,0.0,0.0,0.7442,ces_Latn
CTX200005281,43,1,1,2,0,0,16,89,4.0,22.25,0.0,0.7612,25304.21,0.0,0.0,0.0,0.0,0.25,0.0,0.6732,ces_Latn
CTX200006100,15,0,1,0,0,2,2,8,2.0,8.0,0.375,0.4674,4355.27,0.0,0.0,0.0,0.0,0.0,0.0,0.4213,nld_Latn
CTX200008438,175,5,2,3,0,6,46,204,4.6,20.4,0.0492,0.8329,1399.911,0.4,0.0,0.0,0.1,0.0,0.0323,0.5651,ces_Latn
CTX200009534,50,1,2,2,0,4,11,34,2.2,6.8,0.2033,0.6909,10720.734,0.4,0.0,0.0,0.0,0.2,0.08,0.404,ces_Latn
CTX200010084,84,3,0,2,0,1,25,134,5.0,26.8,0.0268,0.9165,1842.264,0.6,0.0,0.0,0.0,0.0,0.036,0.7186,ces_Latn
CTX200101433,18,2,0,1,0,486,16,102,5.3333,34.0,0.0126,0.9832,92.1333,0.0,0.0,0.0,0.0,0.3333,0.0,0.7721,eng_Latn
CTX200101611,64,1,0,0,0,2,1,5,1.0,5.0,0.0,0.9922,391.88,0.0,0.0,0.0,0.0,0.0,0.0,0.4293,vie_Latn
CTX200102773,2,2,1,1,0,0,20,136,5.0,34.0,0.0531,0.9807,410.5375,0.75,0.0,0.0,0.0,0.25,0.0667,0.7355,ces_Latn
CTX200104362,9,27,0,2,0,1,237,1565,8.1724,53.9655,0.0006,0.9986,732.119,0.0,0.0345,0.0,0.069,0.0,0.0016,0.8403,ces_Latn
CTX200106695,1,7,1,2,0,1,36,248,3.6,24.8,0.0283,0.8735,897.415,0.1,0.0,0.0,0.0,0.3,0.0133,0.7723,ces_Latn
CTX200108843,65,3,0,1,0,9,27,122,6.75,30.5,0.0556,0.9003,1159.3425,0.0,0.0,0.0,0.0,0.25,0.0,0.5526,ces_Latn
CTX200109181A,160,1,1,1,0,0,12,54,4.0,18.0,0.0167,0.5355,4067.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.6089,ces_Latn
CTX200109450,38,21,34,9,0,540,130,538,2.0312,8.4062,0.0329,0.4598,3638.5536,0.0469,0.0,0.0,0.0,0.0625,0.0188,0.5557,slk_Latn
CTX200200728,1,0,0,0,0,1,0,0,,,,,,,,,,,,,unknown
CTX200201809,147,29,1,6,0,12,182,1154,5.0556,32.0556,0.0665,0.8347,3204.1969,0.2222,0.0,0.0,0.0,0.1667,0.0165,0.7171,ces_Latn
CTX200201809,1148,0,0,0,0,1,0,0,,,,,,,,,,,,,unknown
CTX200201809A,693,7,4,0,0,7,16,101,1.4545,9.1818,0.0,0.7555,125438.3809,0.0,0.0,0.0,0.0,0.0909,0.0,0.7468,ces_Latn
CTX200201809B,674,0,0,1,0,1,6,35,6.0,35.0,0.0286,0.5129,974.45,1.0,0.0,0.0,0.0,1.0,0.0667,0.7284,ces_Latn
CTX200201809C,358,9,1,4,0,1,54,320,3.8571,22.8571,0.0886,0.7549,1420.3093,0.1429,0.0,0.0,0.0,0.1429,0.0103,0.7103,ces_Latn
CTX200201809D,149,31,29,12,0,5,161,993,2.2361,13.7917,0.0128,0.7655,175092.4424,0.125,0.0,0.0,0.0,0.0417,0.0233,0.6521,ces_Latn
CTX200201809E,417,1,1,1,0,1,14,81,4.6667,27.0,0.0183,0.7372,980.29,0.6667,0.0,0.0,0.0,0.6667,0.0445,0.745,ces_Latn
CTX200201809F,592,0,0,3,0,2,33,207,11.0,69.0,0.029,0.9471,404.9433,1.0,0.0,0.0,0.0,1.0,0.0364,0.7725,ces_Latn
CTX200203040,29,5,0,1,0,0,59,307,9.8333,51.1667,0.0,0.9893,945.78,0.0,0.0,0.0,0.0,0.0,0.0,0.6903,ces_Latn
CTX200205298,44,6,0,0,0,0,63,410,10.5,68.3333,0.0198,0.8835,563.7383,0.6667,0.0,0.0,0.0,0.0,0.0228,0.7651,ces_Latn
CTX200208047,16,22,0,1,0,2,284,1843,12.3478,80.1304,0.0132,0.9609,612.4426,0.0,0.0,0.0,0.0,0.0435,0.0,0.8409,ces_Latn
CTX200208644,351,26,5,13,0,17,102,541,2.3182,12.2955,0.0299,0.8748,27802.5289,0.1818,0.0227,0.0,0.0,0.0455,0.0091,0.6587,ces_Latn
CTX200300497A,33,1,0,1,0,0,10,41,5.0,20.5,0.0294,0.8878,2129.56,0.0,0.0,0.0,0.0,1.0,0.0,0.5712,ces_Latn
CTX200300526,62,26,14,15,0,1,174,1026,3.1636,18.6545,0.036,0.8236,65377.0771,0.4182,0.0182,0.0182,0.0,0.1455,0.0309,0.6756,ces_Latn
CTX200301006,146,10,0,51,0,93,413,2994,6.7705,49.082,0.0,0.3781,1018.7918,0.0,0.0,0.0,0.0,0.0,0.0,0.7723,vie_Latn
CTX200302279,17,0,2,0,0,1,8,35,4.0,17.5,0.0,0.3648,3623.715,0.0,0.0,0.0,0.0,0.0,0.0,0.5554,por_Latn
CTX200303553,1,18,1,6,0,2,118,809,4.72,32.36,0.0165,0.8793,1764.286,0.08,0.0,0.0,0.0,0.16,0.0011,0.787,ces_Latn
CTX200305742,25,1,0,0,0,1,2,6,2.0,6.0,0.0,0.5876,11234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506,ces_Latn
CTX200308201,81,1,0,2,0,0,11,52,3.6667,17.3333,0.0,0.7442,1185.6067,0.0,0.0,0.0,0.0,0.0,0.0,0.6935,ces_Latn
CTX200309272,16,17,0,1,0,2,178,1291,9.8889,71.7222,0.0061,0.9669,358.9222,0.3333,0.0,0.0,0.0,0.0,0.0103,0.8803,ces_Latn
CTX200400320,4,2,0,0,0,1,11,78,5.5,39.0,0.0,1.0,296.005,0.0,0.0,0.0,0.0,0.0,0.0,0.8328,ces_Latn
CTX200401879,8,22,2,0,0,2,208,1338,8.6667,55.75,0.011,0.9032,499.6817,0.0833,0.0,0.0,0.0,0.0417,0.0033,0.7917,ces_Latn
CTX200402874,15,31,2,4,0,7,242,1504,6.5405,40.6486,0.0081,0.9206,923.8638,0.0541,0.0,0.0,0.0,0.0,0.0108,0.738,ces_Latn
CTX200402896,4,2,0,0,0,1,17,120,8.5,60.0,0.006,1.0,557.19,0.5,0.0,0.0,0.0,0.0,0.0154,0.8532,ces_Latn
CTX200403755,1,17,1,4,0,1,197,1326,8.9545,60.2727,0.0113,0.935,5484.8205,0.2273,0.0,0.0,0.0,0.2727,0.0148,0.8002,ces_Latn
CTX200405060,131,0,0,2,0,2,16,63,8.0,31.5,0.1156,0.723,1539.825,1.0,0.0,0.0,0.0,0.5,0.02,0.5842,ces_Latn
CTX200406937,90,1,0,1,0,2,11,56,5.5,28.0,0.0384,0.4354,704.47,0.0,0.0,0.0,0.0,0.0,0.0,0.7216,est_Latn
CTX200409812,5,32,0,0,0,1,335,2355,10.4688,73.5938,0.0013,1.0,288.1841,0.0312,0.0,0.0,0.0,0.0,0.0011,0.8856,ces_Latn
CTX200501000,316,37,6,6,0,3,186,1097,3.7959,22.3878,0.0241,0.9114,14252.2992,0.4694,0.0,0.0,0.0,0.0204,0.0214,0.7341,ces_Latn
CTX200501606,22,0,1,3,0,0,16,94,4.0,23.5,0.0471,0.9604,3770.81,0.5,0.0,0.0,0.0,0.25,0.0334,0.6378,ces_Latn
CTX200502291,5,62,21,23,0,84,171,1122,1.6132,10.5849,0.0006,0.7627,138149.3487,0.0,0.0,0.0,0.0,0.0189,0.0,0.7237,ces_Latn
CTX200502640,78,0,0,0,0,1,0,0,,,,,,,,,,,,,unknown
CTX200502737,39,1,3,0,0,2,11,72,2.75,18.0,0.0459,0.6767,143366.3975,0.25,0.0,0.0,0.0,0.0,0.0333,0.5196,deu_Latn
CTX200504538,1,3,0,2,0,0,28,178,5.6,35.6,0.0,0.8913,2777.96,0.0,0.0,0.0,0.0,0.0,0.0,0.6549,ces_Latn
CTX200506892,14,5,1,2,0,7,29,157,3.625,19.625,0.0162,0.9592,62554.94,0.0,0.0,0.0,0.0,0.25,0.0,0.6709,ces_Latn
CTX200508711,3,24,0,1,0,1,209,1295,8.36,51.8,0.0033,0.9503,468.3092,0.0,0.0,0.0,0.0,0.0,0.0,0.8254,ces_Latn
