file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX192700799,3,23,4,2,2,1,208,1272,0.840856,0.014676,0.969424,816.1752,0.04,0.42615200000000003,0.49363999999999997,0.0,ces
CTX193100253,45,13,0,0,0,0,120,808,0.9088769230769231,0.009000000000000001,0.9929076923076923,507.2323076923077,0.07692307692307693,0.39776153846153844,0.4685153846153846,0.0,ces
CTX193202278,10,39,53,8,96,2,163,1020,0.8135170212765958,0.019700000000000002,0.937104255319149,1067.9851063829788,0.0,0.4008744680851064,0.4448382978723404,0.0,ces
CTX193401762,8,0,1,17,4,8,124,713,0.5890058823529412,0.1798,0.7525176470588235,1753.3264705882352,2.1176470588235294,0.4640588235294118,0.4651529411764706,0.0,ces
CTX193600857,32,39,1,0,1,1,372,2158,0.8004256410256411,0.02217948717948718,0.8719769230769231,599.2438461538461,0.07692307692307693,0.3778641025641026,0.48948717948717946,0.0,ces
CTX193702477,81,0,1,7,1,1,23,90,0.5886000000000001,0.16178571428571425,0.8539857142857142,3878.2071428571426,0.2857142857142857,0.4913857142857143,0.4002142857142857,0.0,ces
CTX193801636,108,29,1,1,0,0,216,1432,0.86179,0.02031,0.9982733333333333,610.0346666666667,0.0,0.39765333333333336,0.4793233333333333,0.0,ces
CTX194000026,1,0,0,0,1,0,0,0,,,,,,,,,None
CTX194003457,1,0,0,0,0,1,0,0,,,,,,,,,None
CTX194005766,4,9,2,3,0,1,96,674,0.8244250000000001,0.004108333333333334,0.9678166666666667,956.2175000000001,0.08333333333333333,0.39784166666666665,0.5479916666666667,0.0,ces
CTX194103269,1,4,3,3,3,3,26,154,0.7008142857142856,0.06424285714285714,0.8214285714285714,2283.7057142857143,0.42857142857142855,0.37185714285714283,0.36358571428571423,0.14285714285714285,ces
CTX194105865,1,6,13,6,3,2,25,115,0.7173083333333333,0.04131666666666667,0.8913000000000001,1736.4216666666669,0.0,0.40608333333333335,0.5006666666666667,0.4166666666666667,ces
CTX194202078,1,15,16,2,3,2,39,223,0.8198823529411765,0.003676470588235294,0.8857941176470588,942.884705882353,0.0,0.4208647058823529,0.4602411764705882,0.23529411764705882,ces
CTX194301371,1,12,10,5,1,1,32,195,0.7774294117647059,0.014705882352941176,0.8488294117647058,1663.5817647058823,0.0,0.4030352941176471,0.4625588235294118,0.17647058823529413,ces
CTX194500607,4,6,11,2,17,1,33,243,0.7900875,0.0,0.9538625000000001,890.2325,0.125,0.4011,0.5738,0.0,ces
CTX194502247,1,17,13,4,2,5,52,359,0.8243333333333334,0.0064619047619047625,0.9264095238095238,864.6780952380951,0.047619047619047616,0.3899047619047619,0.45425238095238096,0.047619047619047616,ces
CTX194600079,1,23,14,4,3,5,90,565,0.8175925925925925,0.006885185185185185,0.9341185185185185,912.554074074074,0.0,0.39532962962962964,0.5184666666666666,0.1111111111111111,ces
CTX194601392,1,21,15,3,4,3,89,585,0.835225,0.004266666666666667,0.9046791666666666,795.6733333333333,0.0,0.3951625,0.4934083333333334,0.041666666666666664,ces
CTX194603858,5,46,0,3,0,3,465,3100,0.8363673469387755,0.008455102040816327,0.9430183673469388,1233.5967346938776,0.04081632653061224,0.3805183673469387,0.5230326530612245,0.0,ces
CTX194604284,4,43,45,16,34,14,184,1183,0.7634372881355932,0.02823220338983051,0.8605322033898305,2409.5916949152543,0.06779661016949153,0.34359661016949156,0.45078135593220336,0.0,ces
CTX194604320B,47,2,4,4,1,1,17,97,0.7056333333333334,0.11596666666666666,0.8330333333333333,1894.0416666666667,0.0,0.35401666666666665,0.5791666666666667,0.0,ces
