file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX192700799,3,11,4,15,2,0,211,1293,0.7544423076923077,0.011419230769230768,0.9609846153846153,903.3076923076923,0.038461538461538464,0.4265884615384615,0.4962884615384615,0.0,ces
CTX193100253,45,7,0,6,0,0,120,808,0.7697538461538461,0.009000000000000001,0.9929076923076923,497.3076923076923,0.07692307692307693,0.39776153846153844,0.4685153846153846,0.0,ces
CTX193202278,10,18,53,31,95,1,173,1069,0.7115081632653062,0.021324489795918364,0.934569387755102,172456.2857142857,0.0,0.4069612244897959,0.444465306122449,0.0,ces
CTX193401762,8,0,1,18,4,7,158,738,0.5146222222222222,0.11772777777777778,0.7630777777777777,1212.111111111111,1.7222222222222223,0.48672222222222217,0.5402055555555556,0.0,ces
CTX193600857,32,16,1,23,1,1,369,2141,0.7167153846153845,0.018682051282051283,0.8719769230769231,286.2628205128205,0.07692307692307693,0.3787179487179487,0.4835051282051282,0.0,ces
CTX193702477,81,0,1,2,1,6,5,14,0.58395,0.08125,0.875,32156.0,0.0,0.5,0.4,0.0,ces
CTX193801636,108,10,1,19,0,1,210,1405,0.7397068965517242,0.011241379310344827,0.9984310344827586,319.5258620689655,0.0,0.4015137931034483,0.48764137931034485,0.0,ces
CTX194000026,1,0,0,0,1,0,0,0,,,,,,,,,None
CTX194003457,1,0,0,0,0,1,0,0,,,,,,,,,None
CTX194005766,4,4,2,8,0,1,96,674,0.7517583333333334,0.004108333333333334,0.9678166666666667,6634.395833333333,0.08333333333333333,0.39784166666666665,0.5479916666666667,0.0,ces
CTX194103269,1,2,3,5,3,3,26,154,0.6459142857142857,0.03567142857142857,0.8214285714285714,3167.1071428571427,0.42857142857142855,0.37185714285714283,0.36358571428571423,0.14285714285714285,ces
CTX194105865,1,6,13,6,3,2,21,107,0.735325,0.0,0.8713166666666666,8496.083333333334,0.0,0.48525,0.4978916666666666,0.4166666666666667,ces
CTX194202078,1,9,16,10,3,0,42,238,0.7404736842105263,0.003289473684210526,0.8714999999999999,4939.9078947368425,0.0,0.42100526315789477,0.47261578947368416,0.2631578947368421,ces
CTX194301371,1,8,10,11,0,0,35,209,0.7313315789473683,0.009647368421052632,0.8384263157894737,5614.223684210527,0.0,0.3816631578947368,0.4849210526315789,0.21052631578947367,ces
CTX194500607,4,2,11,7,17,0,35,257,0.7331,0.0,0.9312111111111112,1154.0688888888888,0.2222222222222222,0.39693333333333336,0.5908555555555556,0.0,ces
