file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX192700799,3,11,4,15,2,0,211,1293,0.7547807692307692,0.016676923076923075,0.9609846153846153,962.2326923076923,0.038461538461538464,0.4265884615384615,0.4962884615384615,0.0,ces
CTX193100253,45,7,0,6,0,0,120,808,0.7846230769230769,0.009000000000000001,0.9929076923076923,507.2338461538462,0.07692307692307693,0.39776153846153844,0.4685153846153846,0.0,ces
CTX193202278,10,26,53,23,96,0,171,1070,0.7604224489795919,0.019624489795918368,0.9294673469387755,1087.308775510204,0.0,0.4049204081632653,0.45058775510204085,0.0,ces
CTX193401762,8,0,1,21,4,4,169,835,0.5355904761904762,0.14076190476190475,0.7612095238095238,1766.858095238095,1.7619047619047619,0.4761666666666666,0.5219047619047619,0.0,ces
CTX193600857,32,11,1,28,1,1,369,2141,0.7209512820512821,0.019615384615384614,0.8719769230769231,604.1889743589743,0.07692307692307693,0.3787179487179487,0.4835051282051282,0.0,ces
CTX193702477,81,0,1,3,1,5,6,21,0.5303,0.13749999999999998,0.8333333333333334,3681.89,0.0,0.5,0.43333333333333335,0.0,ces
CTX193801636,108,10,1,19,0,1,210,1405,0.7435965517241379,0.011241379310344827,0.9984310344827586,622.8472413793104,0.0,0.4015137931034483,0.48764137931034485,0.0,ces
CTX194000026,1,0,0,0,1,0,0,0,,,,,,,,,None
CTX194003457,1,0,0,0,0,1,0,0,,,,,,,,,None
CTX194005766,4,2,2,10,0,1,96,674,0.7200000000000001,0.004108333333333334,0.9678166666666667,956.2175000000001,0.08333333333333333,0.39784166666666665,0.5479916666666667,0.0,ces
CTX194103269,1,2,3,6,3,2,31,174,0.632,0.06621250000000001,0.8125,2116.83625,0.625,0.3968,0.40742500000000004,0.125,ces
CTX194105865,1,7,13,5,3,2,21,107,0.7569416666666666,0.0,0.8713166666666666,1547.2283333333332,0.0,0.48525,0.4978916666666666,0.4166666666666667,ces
CTX194202078,1,13,16,6,3,0,42,238,0.7878263157894737,0.003289473684210526,0.8714999999999999,1106.792105263158,0.0,0.42100526315789477,0.47261578947368416,0.2631578947368421,ces
