file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX192700799,3,20,4,5,2,1,208,1272,0.88312,0.014676,0.969424,816.1748,0.04,0.42615200000000003,0.49363999999999997,0.0,ces
CTX193100253,45,13,0,0,0,0,120,808,0.9830076923076922,0.009000000000000001,0.9929076923076923,507.2338461538462,0.07692307692307693,0.39776153846153844,0.4685153846153846,0.0,ces
CTX193202278,10,38,53,10,96,1,166,1046,0.8604604166666667,0.018991666666666667,0.9279979166666666,1003.9852083333334,0.0,0.40568125,0.44681666666666664,0.0,ces
CTX193401762,8,4,1,13,4,8,124,713,0.6479058823529412,0.1798,0.7525176470588235,1753.3264705882352,2.1176470588235294,0.4640588235294118,0.4651529411764706,0.0,ces
CTX193600857,32,37,1,2,1,1,372,2158,0.8683794871794871,0.02217948717948718,0.8719769230769231,599.2435897435897,0.07692307692307693,0.3778641025641026,0.48948717948717946,0.0,ces
CTX193702477,81,3,1,4,1,1,23,90,0.6474571428571428,0.16178571428571425,0.8539857142857142,3878.2128571428575,0.2857142857142857,0.4913857142857143,0.4002142857142857,0.0,ces
CTX193801636,108,27,1,3,0,0,216,1432,0.9233066666666667,0.02031,0.9982733333333333,610.0353333333334,0.0,0.39765333333333336,0.4793233333333333,0.0,ces
CTX194000026,1,0,0,0,1,0,0,0,,,,,,,,,None
CTX194003457,1,0,0,0,0,1,0,0,,,,,,,,,None
CTX194005766,4,9,2,2,0,2,91,646,0.8870818181818181,0.004481818181818182,0.9653818181818181,674.3690909090909,0.09090909090909091,0.4019272727272727,0.5336363636363637,0.0,ces
CTX194103269,1,4,3,3,3,3,26,154,0.7708857142857143,0.06424285714285714,0.8214285714285714,2283.707142857143,0.42857142857142855,0.37185714285714283,0.36358571428571423,0.14285714285714285,ces
CTX194105865,1,7,13,5,3,2,22,108,0.7727583333333333,0.023608333333333332,0.8710416666666667,1777.2158333333334,0.0,0.42275,0.484,0.5,ces
CTX194202078,1,14,16,5,3,0,42,238,0.8339736842105263,0.003289473684210526,0.8714999999999999,1106.792105263158,0.0,0.42100526315789477,0.47261578947368416,0.2631578947368421,ces
CTX194301371,1,14,10,4,1,0,33,200,0.8244944444444444,0.013888888888888888,0.8433388888888889,1710.051111111111,0.0,0.40286666666666665,0.4701944444444444,0.2222222222222222,ces
CTX194500607,4,6,11,2,17,1,33,243,0.872725,0.0,0.9538625000000001,890.23125,0.125,0.4011,0.5738,0.0,ces
CTX194502247,1,17,13,4,2,5,46,333,0.8846380952380952,0.0064619047619047625,0.9181857142857143,944.0300000000001,0.0,0.3960285714285714,0.44812857142857143,0.047619047619047616,ces
CTX194600079,1,22,14,9,3,1,96,604,0.8206322580645161,0.005996774193548387,0.9150677419354839,1117.3845161290321,0.0,0.39686774193548385,0.5354967741935484,0.16129032258064516,ces
CTX194601392,1,21,15,5,4,1,92,600,0.8735884615384616,0.003938461538461538,0.8927807692307692,926.7753846153846,0.0,0.39724230769230773,0.4999,0.07692307692307693,ces
CTX194603858,5,36,0,14,0,2,478,3185,0.858558,0.007714000000000001,0.9378700000000001,1208.1158,0.04,0.374564,0.521646,0.0,ces
CTX194604284,4,47,45,16,34,10,187,1222,0.8055523809523809,0.031201587301587303,0.8501730158730159,2392.6877777777777,0.06349206349206349,0.3397698412698413,0.46244761904761905,0.0,ces
CTX194604320B,47,3,4,3,1,1,16,101,0.7314833333333333,0.06874999999999999,0.7919166666666667,1961.3216666666667,0.0,0.35591666666666666,0.5573833333333333,0.0,ces
CTX194605560,4,26,8,4,2,2,187,1171,0.89116,0.01991333333333333,0.8935433333333334,827.84,0.0,0.39139,0.4671666666666667,0.06666666666666667,ces
CTX194606617,1,12,15,6,4,2,35,194,0.8092388888888888,0.0,0.9121888888888888,1189.1027777777776,0.05555555555555555,0.41153333333333336,0.4572666666666667,0.2777777777777778,ces
CTX194704664,1,17,6,7,11,4,108,534,0.7279749999999999,0.069375,0.8477791666666666,4298.320833333333,0.5,0.4238875,0.39655833333333335,0.0,ces
CTX194707457,7,4,1,2,0,0,31,224,0.8191166666666666,0.0023833333333333332,0.82925,833.7666666666668,0.0,0.3888666666666667,0.5336,0.0,ces
CTX194802671,3,7,4,1,0,0,9,92,0.9060874999999999,0.0125,0.8078,1091.17875,0.0,0.3545625,0.479325,0.0,ces
CTX194805355,1,11,14,4,2,3,32,174,0.79938,0.028333333333333332,0.8616933333333333,1569.1733333333332,0.0,0.4127266666666667,0.48212,0.3333333333333333,ces
CTX194901377,1,0,1,0,2,0,0,0,,,,,,,,,None
CTX194902898,1,12,9,3,4,3,28,152,0.8252400000000001,0.01805333333333333,0.9035933333333334,1155.1026666666667,0.0,0.41458,0.45182666666666665,0.13333333333333333,ces
CTX195000423,1,14,10,3,2,2,39,245,0.8586470588235294,0.0,0.9305588235294118,1473.5776470588235,0.0,0.4173823529411765,0.48340000000000005,0.23529411764705882,ces
CTX195002364,1,9,8,2,0,2,35,188,0.8278181818181818,0.007145454545454546,0.8814545454545454,1375.3472727272726,0.0,0.4031545454545455,0.4671181818181818,0.09090909090909091,ces
CTX195003808,1,15,12,8,6,1,93,571,0.8107913043478261,0.010869565217391304,0.9009,1282.817391304348,0.13043478260869565,0.4291,0.4656347826086957,0.17391304347826086,ces
CTX195006990,1,14,11,6,2,2,77,524,0.8237450000000001,0.012135,0.89232,1149.5885,0.1,0.36744,0.44152500000000006,0.15,ces
CTX195100667,45,40,31,18,21,2,166,1368,0.8130931034482758,0.011,0.9120362068965517,4023.0172413793102,0.0,0.3884620689655172,0.5220344827586206,0.0,ces
CTX195101731,5,0,1,0,2,1,0,0,,,,,,,,,
CTX195105162,9,0,1,1,0,1,4,16,0.6924,0.15,0.9896,5999.37,0.0,0.5,0.25,0.0,ces
CTX195105604,13,19,74,11,117,13,53,333,0.7882366666666666,0.046803333333333336,0.84557,3544.1920000000005,0.1,0.3540066666666667,0.37096999999999997,0.03333333333333333,ces
CTX195200523,1,10,12,1,5,6,25,178,0.8494727272727274,0.016663636363636367,0.8059090909090909,1071.3254545454545,0.0,0.3452272727272727,0.45873636363636366,0.0,ces
CTX195201365,5,29,1,3,0,0,290,1891,0.945009375,0.00594375,0.991803125,413.6740625,0.09375,0.41275625,0.513075,0.0,ces
CTX195202198,1,3,2,0,1,1,13,107,0.9394,0.0111,0.9064,839.5966666666667,0.0,0.37346666666666667,0.48166666666666663,0.0,ces
CTX195204623,1,0,0,2,0,0,2,12,0.60085,0.0,0.8747,1420.37,0.0,0.25,0.625,0.5,ces
CTX195205333,2,1,1,0,0,1,4,27,0.9175,0.0,0.9999,1477.68,0.0,0.3636,0.4091,0.0,ces
CTX195300316,3,10,12,3,3,6,38,290,0.8808076923076923,0.041023076923076926,0.8636615384615385,1110.863076923077,0.15384615384615385,0.4005923076923077,0.40553846153846157,0.0,ces
CTX195300641,5,21,51,18,46,4,61,400,0.7452589743589744,0.055341025641025644,0.8708307692307693,1664.8902564102564,0.02564102564102564,0.4019153846153846,0.4968538461538461,0.0,ces
CTX195302046,1,28,1,9,1,0,278,2182,0.8711054054054054,0.012218918918918919,0.9928486486486486,727.5586486486487,0.10810810810810811,0.4069864864864865,0.5203756756756757,0.0,ces
