file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,ch_ratio,main_lang
CTX192700799,3,21,4,5,2,0,223,1305,0.8157346153846153,0.009626923076923076,0.9609923076923077,1138.3307692307694,0.038461538461538464,0.4265884615384615,0.0,ces
CTX193100253,45,11,0,2,0,0,136,824,0.8530692307692308,0.010723076923076922,0.9919,487.3092307692308,0.07692307692307693,0.39776153846153844,0.0,ces
CTX193202278,10,26,53,24,95,0,188,1089,0.7719039999999999,0.01949,0.93361,8091.1748,0.0,0.406822,0.0,ces
CTX193401762,8,0,1,15,4,10,140,617,0.55294,0.08110666666666666,0.7656933333333333,1904.5866666666666,1.6666666666666667,0.5031066666666667,0.0,ces
CTX193600857,32,21,1,19,1,0,388,2190,0.7535350000000001,0.02004,0.8686299999999999,588.995,0.075,0.3734175,0.0,ces
CTX193702477,81,0,1,1,1,7,4,9,0.3965,0.0625,1.0,8412.91,0.0,0.6,0.0,ces
CTX193801636,108,25,1,4,0,1,228,1423,0.8195172413793103,0.011393103448275863,0.9984551724137931,584.5175862068966,0.0,0.4015137931034483,0.0,ces
CTX194000026,1,0,0,0,1,0,0,0,,,,,,,,None
CTX194003457,1,0,0,0,0,1,0,0,,,,,,,,None
CTX194005766,4,8,2,4,0,1,108,686,0.8077833333333334,0.003941666666666667,0.9721000000000001,5427.910833333333,0.08333333333333333,0.39784166666666665,0.0,ces
CTX194103269,1,2,3,5,4,2,30,165,0.6405000000000001,0.047099999999999996,0.8214285714285714,4887.567142857143,0.7142857142857143,0.3820571428571428,0.14285714285714285,ces
CTX194105865,1,7,13,5,3,2,21,107,0.7527583333333334,0.0,0.8713166666666666,3412.005833333333,0.0,0.48525,0.4166666666666667,ces
CTX194202078,1,13,16,6,3,0,42,238,0.7870894736842104,0.003289473684210526,0.8714999999999999,2812.758947368421,0.0,0.42100526315789477,0.2631578947368421,ces
CTX194301371,1,8,10,10,0,1,35,202,0.7534833333333333,0.00938888888888889,0.8433388888888889,2771.362222222222,0.0,0.40286666666666665,0.2222222222222222,ces
CTX194500607,4,7,11,2,17,0,35,257,0.8204444444444445,0.0,0.9312111111111112,869.6377777777777,0.2222222222222222,0.39693333333333336,0.0,ces
CTX194502247,1,12,13,14,1,1,68,401,0.7695115384615385,0.005219230769230769,0.9198923076923078,2837.665384615385,0.038461538461538464,0.40295384615384616,0.11538461538461539,ces
CTX194600079,1,18,14,14,3,0,104,616,0.757003125,0.005809375,0.9168125,1717.4368749999999,0.0,0.384465625,0.1875,ces
CTX194601392,1,15,15,13,3,0,110,637,0.7773178571428572,0.006632142857142857,0.8919392857142857,1911.0757142857144,0.0,0.3918285714285714,0.10714285714285714,ces
CTX194603858,5,47,0,5,0,0,489,3262,0.8368903846153846,0.008853846153846155,0.9349711538461538,1281.6728846153846,0.038461538461538464,0.3774576923076923,0.0,ces
CTX194604284,4,26,45,45,32,4,214,1379,0.7203901408450705,0.029798591549295775,0.8456323943661972,14597.978591549296,0.014084507042253521,0.34540281690140845,0.0,ces
CTX194604320B,47,2,4,3,1,2,12,79,0.7232000000000001,0.06334,0.8003,1776.846,0.0,0.37154,0.0,ces
CTX194605560,4,17,8,15,2,0,205,1220,0.78005,0.018146875,0.898178125,1491.73625,0.0,0.388503125,0.0625,ces
CTX194606617,1,10,15,8,4,2,37,204,0.7655055555555556,0.002777777777777778,0.9011722222222223,2833.128888888889,0.0,0.40395555555555557,0.2222222222222222,ces
CTX194704664,1,1,6,27,9,2,116,580,0.6026678571428572,0.05254642857142857,0.8377964285714287,7807.1025,0.42857142857142855,0.42928571428571427,0.03571428571428571,ces
CTX194707457,7,3,1,3,0,0,31,224,0.8196666666666667,0.0023833333333333332,0.82925,833.765,0.0,0.3888666666666667,0.0,ces
CTX194802671,3,3,4,5,0,0,9,92,0.80635,0.0125,0.8078,2562.95625,0.0,0.3545625,0.0,ces
CTX194805355,1,7,14,8,3,2,33,171,0.73114,0.005553333333333333,0.8616933333333333,20153.746,0.0,0.42772666666666664,0.3333333333333333,ces
CTX194901377,1,0,1,0,2,0,0,0,,,,,,,,None
CTX194902898,1,7,9,10,5,0,33,168,0.7270941176470588,0.01985294117647059,0.8857,1342.3211764705882,0.0,0.3896470588235294,0.29411764705882354,ces
CTX195000423,1,7,10,12,1,1,47,276,0.7098105263157894,0.0,0.9115421052631578,2926.0636842105264,0.0,0.41028947368421054,0.21052631578947367,ces
CTX195002364,1,6,8,7,0,0,45,240,0.7364461538461539,0.008169230769230769,0.8917538461538462,1405.6746153846154,0.0,0.39831538461538457,0.15384615384615385,ces
CTX195003808,1,13,12,9,6,2,96,576,0.7793318181818182,0.004168181818181818,0.9070363636363635,1728.8672727272728,0.045454545454545456,0.3978363636363636,0.18181818181818182,ces
CTX195006990,1,14,11,7,2,1,79,532,0.7793285714285714,0.018404761904761906,0.8791476190476191,1400.0923809523808,0.09523809523809523,0.3882904761904762,0.23809523809523808,ces
CTX195100667,45,30,31,29,19,3,187,1396,0.7700491525423728,0.0012101694915254237,0.9082677966101695,6337.979661016949,0.0,0.3885406779661017,0.0,ces
CTX195101731,5,0,1,0,2,1,0,0,,,,,,,,
CTX195105162,9,0,1,2,0,0,13,58,0.49785,0.13055,0.8698,4605.26,1.0,0.46155,0.0,ces
CTX195105604,13,10,74,24,120,6,61,447,0.6592529411764706,0.04178823529411765,0.8549264705882352,8204.049705882353,0.029411764705882353,0.3505970588235294,0.0,ces
CTX195200523,1,9,12,7,5,1,36,251,0.75610625,0.01770625,0.8171937499999999,4357.069375,0.0,0.35080625,0.0,ces
CTX195201365,5,28,1,4,0,0,314,1915,0.852671875,0.004771875,0.99194375,393.5159375,0.09375,0.41275625,0.0,ces
CTX195202198,1,2,2,2,1,0,17,128,0.757225,0.008325,0.8673,1199.98,0.0,0.37385,0.0,ces
CTX195204623,1,1,0,1,0,0,2,12,0.62385,0.0,0.8747,1420.37,0.0,0.25,0.5,ces
CTX195205333,2,0,1,2,0,0,6,35,0.58875,0.0,0.87495,1632.7800000000002,0.0,0.34845,0.0,ces
CTX195300316,3,11,12,3,3,5,45,354,0.8186928571428572,0.0023785714285714287,0.8795142857142857,1033.5907142857143,0.0,0.3930571428571428,0.0,ces
CTX195300641,5,17,51,21,48,3,59,408,0.7268947368421053,0.05241052631578948,0.8782631578947369,16038.259736842105,0.02631578947368421,0.37051052631578946,0.0,ces
CTX195302046,1,29,1,8,1,0,332,2236,0.8356297297297297,0.006918918918918919,0.9928864864864866,675.3013513513514,0.10810810810810811,0.4069864864864865,0.0,ces
CTX195304281,1,8,9,4,7,5,19,101,0.7861416666666666,0.0,0.8918416666666666,1329.6566666666668,0.0,0.41025,0.4166666666666667,ces
CTX195305278,8,16,0,3,1,0,159,1128,0.856221052631579,0.009431578947368421,0.9392052631578947,772.6147368421052,0.0,0.3740842105263158,0.0,ces
CTX195400736,3,15,9,17,2,0,132,742,0.738165625,0.012578125,0.910021875,7119.452499999999,0.09375,0.39925625,0.09375,ces
CTX195404409,2,10,14,11,6,0,53,279,0.7607952380952381,0.007142857142857143,0.9050095238095237,1312.8761904761905,0.047619047619047616,0.3936428571428572,0.19047619047619047,ces
CTX195501600,1,10,5,20,4,1,310,1744,0.7775366666666667,0.013973333333333334,0.9542566666666666,920.001,0.06666666666666667,0.4124866666666667,0.0,ces
CTX195503919,6,1,2,3,0,1,6,65,0.6562,0.0125,0.847075,1213.595,0.0,0.345825,0.0,ces
CTX195601864,4,28,2,4,1,0,272,1827,0.8624937500000001,0.000934375,0.973959375,532.1071875,0.03125,0.3964625,0.0,ces
CTX195605126,35,1,0,0,2,0,2,16,0.8192,0.0,0.9997,889.92,0.0,0.3636,1.0,ces
CTX195701743,48,17,22,20,27,8,132,796,0.7237405405405406,0.015654054054054057,0.8884081081081081,1481.0362162162164,0.08108108108108109,0.3617324324324324,0.0,ces
CTX195704401,10,21,2,14,1,8,200,1194,0.7563342857142856,0.027265714285714285,0.8918057142857143,875.2120000000001,0.05714285714285714,0.38123142857142855,0.02857142857142857,ces
CTX195705685B,13,2,0,1,1,0,7,56,0.7299666666666665,0.0111,0.8710666666666667,1142.93,0.0,0.3514333333333333,0.6666666666666666,ces
CTX195800791,82,0,2,2,1,2,4,16,0.5565,0.0,0.75,1349.835,0.0,0.29164999999999996,0.0,ces
CTX195801585,1,8,4,3,1,0,75,483,0.8118,0.0026636363636363637,0.9546636363636364,1078.0563636363638,0.0,0.43478181818181816,0.0,ces
CTX195802353B,25,21,6,15,2,0,204,1418,0.7566944444444444,0.014275000000000001,0.8841722222222222,4659.796388888888,0.027777777777777776,0.3280861111111111,0.0,ces
CTX195803242,2,3,2,3,0,0,25,173,0.7350333333333333,0.013333333333333334,0.9556166666666667,1176.6366666666665,0.16666666666666666,0.3817166666666667,0.0,ces
CTX195805462,4,21,1,21,0,0,355,2284,0.8251595238095238,0.03795476190476191,0.980952380952381,318.17214285714283,0.047619047619047616,0.3926,0.0,ces
CTX195805894,1,16,17,12,5,3,85,625,0.7736857142857143,0.007092857142857143,0.9145142857142857,2143.5125,0.0,0.4047678571428572,0.17857142857142858,ces
CTX195901119,15,16,4,14,6,4,99,608,0.7257233333333333,0.010000000000000002,0.87886,668.4326666666667,0.13333333333333333,0.4017266666666667,0.0,ces
CTX195901885,32,7,32,3,98,1,12,71,0.75826,0.0,0.9367599999999999,16920.231,0.0,0.43056,0.0,ces
CTX195902663,19,29,9,6,3,0,274,1755,0.804902857142857,0.005568571428571428,0.9588628571428572,514.7420000000001,0.02857142857142857,0.39006,0.0,ces
CTX195903276,8,28,0,9,0,0,316,2155,0.8494324324324324,0.00914864864864865,0.9849540540540541,575.4921621621621,0.02702702702702703,0.4228837837837838,0.0,ces
CTX195904608,99,0,2,2,2,0,7,26,0.6115,0.0,0.9631000000000001,13255.18,0.0,0.5,0.0,ces
CTX195906214,3,19,0,5,1,0,188,1206,0.8398958333333333,0.002104166666666667,0.98245,617.9020833333333,0.0,0.4058208333333333,0.0,ces
CTX195906583,31,24,11,17,6,2,239,1398,0.7826682926829268,0.00722439024390244,0.9491804878048781,1472.7724390243902,0.0,0.3853780487804878,0.0975609756097561,ces
CTX195906583V,21,5,5,3,1,3,25,132,0.7742249999999999,0.0,0.9264125,888.33625,0.0,0.368575,0.125,ces
CTX196001290,92,19,32,11,27,5,112,702,0.7575966666666666,0.01907666666666667,0.9334133333333334,3484.050666666667,0.0,0.36799,0.0,ces
CTX196003252,2,1,0,3,0,0,14,96,0.759175,0.015625,0.900675,2141.65,0.0,0.3986,0.0,ces
CTX196005565,41,0,3,2,5,0,9,58,0.66655,0.01665,0.8531,1796.285,0.0,0.39385000000000003,0.0,ces
CTX196006153,75,1,0,1,0,0,14,86,0.73535,0.0,0.8745499999999999,337.125,0.0,0.3137,0.0,ces
CTX196100550A,100,21,1,8,4,3,236,1434,0.7719551724137932,0.01833793103448276,0.977551724137931,719.5093103448276,0.034482758620689655,0.40254137931034484,0.0,ces
CTX196104809,3,0,2,1,2,0,2,6,0.7173,0.0,0.75,80.31,0.0,0.5,1.0,ces
CTX196106884,11,27,2,9,2,0,270,1756,0.8354805555555556,0.010294444444444445,0.9757361111111111,559.3277777777778,0.027777777777777776,0.39445555555555556,0.0,ces
