file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX192700799,3,20,4,5,2,1,208,1272,0.828292,0.014676,0.969424,428.74,0.04,0.42615200000000003,0.49363999999999997,0.0,ces
CTX193100253,45,13,0,0,0,0,120,808,0.8673615384615385,0.009000000000000001,0.9929076923076923,502.9230769230769,0.07692307692307693,0.39776153846153844,0.4685153846153846,0.0,ces
CTX193202278,10,37,53,9,96,3,162,1014,0.7764347826086957,0.020128260869565217,0.9411717391304348,750.0217391304348,0.0,0.4008934782608695,0.4371173913043478,0.0,ces
CTX193401762,8,0,1,15,4,10,116,644,0.5664399999999999,0.17210666666666666,0.7528533333333333,1191.0,2.1333333333333333,0.4567,0.47808666666666666,0.0,ces
CTX193600857,32,35,1,3,1,2,366,2127,0.7917157894736843,0.022763157894736843,0.8751868421052632,266.9144736842105,0.07894736842105263,0.3767263157894737,0.48436315789473683,0.0,ces
CTX193702477,81,1,1,6,1,1,29,91,0.6108,0.16495714285714286,0.8891571428571429,3627.0,0.14285714285714285,0.4936428571428571,0.44444285714285714,0.0,ces
CTX193801636,108,27,1,3,0,0,216,1432,0.8454066666666668,0.02031,0.9982733333333333,346.76666666666665,0.0,0.39765333333333336,0.4793233333333333,0.0,ces
CTX194000026,1,0,0,0,1,0,0,0,,,,,,,,,None
CTX194003457,1,0,0,0,0,1,0,0,,,,,,,,,None
CTX194005766,4,10,2,2,0,1,96,674,0.8393083333333333,0.004108333333333334,0.9678166666666667,308.8333333333333,0.08333333333333333,0.39784166666666665,0.5479916666666667,0.0,ces
CTX194103269,1,4,3,3,3,3,26,154,0.6924142857142856,0.06424285714285714,0.8214285714285714,1611.107142857143,0.42857142857142855,0.37185714285714283,0.36358571428571423,0.14285714285714285,ces
CTX194105865,1,6,13,5,3,3,21,103,0.7499545454545454,0.025754545454545454,0.8820454545454546,989.75,0.0,0.4248181818181818,0.47345454545454546,0.45454545454545453,ces
CTX194202078,1,11,16,6,3,2,39,223,0.8028235294117647,0.003676470588235294,0.8857941176470588,1005.1323529411765,0.0,0.4208647058823529,0.4602411764705882,0.23529411764705882,ces
CTX194301371,1,13,10,4,1,1,32,195,0.7855941176470589,0.014705882352941176,0.8488294117647058,635.9705882352941,0.0,0.4030352941176471,0.4625588235294118,0.17647058823529413,ces
CTX194500607,4,5,11,2,17,2,24,166,0.7670285714285715,0.0,0.9449285714285713,769.6071428571429,0.14285714285714285,0.39592857142857146,0.5841142857142857,0.0,ces
CTX194502247,1,15,13,6,2,5,52,359,0.7988952380952382,0.0064619047619047625,0.9264095238095238,474.8333333333333,0.047619047619047616,0.3899047619047619,0.45425238095238096,0.047619047619047616,ces
CTX194600079,1,22,14,6,3,4,91,577,0.814675,0.006639285714285715,0.9327535714285714,318.5892857142857,0.0,0.3973285714285714,0.5238214285714285,0.10714285714285714,ces
CTX194601392,1,20,15,2,4,5,87,567,0.8533454545454545,0.004654545454545455,0.918740909090909,332.9886363636364,0.0,0.39455909090909097,0.46683636363636366,0.045454545454545456,ces
CTX194603858,5,35,0,13,0,4,456,3038,0.7646708333333333,0.00863125,0.9448249999999999,2016.1666666666667,0.041666666666666664,0.3807291666666666,0.5204270833333333,0.0,ces
CTX194604284,4,45,45,14,34,14,192,1241,0.7654254237288135,0.023571186440677967,0.8643372881355932,4310.033898305085,0.05084745762711865,0.34444406779661013,0.44993389830508473,0.0,ces
CTX194604320B,47,2,4,3,1,2,16,82,0.6441399999999999,0.11916,0.84964,3616.6,0.0,0.34148,0.5783400000000001,0.0,ces
CTX194605560,4,27,8,5,2,0,195,1210,0.80591875,0.02335625,0.898178125,481.3046875,0.0,0.388503125,0.47851875,0.0625,ces
CTX194606617,1,11,15,7,4,2,36,195,0.7603388888888889,0.0,0.9259833333333334,458.94444444444446,0.05555555555555555,0.4170888888888889,0.4656,0.2777777777777778,ces
CTX194704664,1,4,6,21,11,3,110,552,0.635232,0.07060000000000001,0.8450320000000001,12645.0,0.48,0.4236,0.404028,0.0,ces
CTX194707457,7,4,1,1,0,1,30,210,0.80426,0.00286,0.84376,482.55,0.0,0.37434,0.5172399999999999,0.0,ces
CTX194802671,3,6,4,1,0,1,8,79,0.8147714285714286,0.0,0.8160571428571428,615.4285714285714,0.0,0.3480714285714286,0.46208571428571427,0.0,ces
CTX194805355,1,6,14,7,2,5,28,151,0.7519923076923077,0.032692307692307694,0.8788769230769231,569.0384615384615,0.0,0.4035769230769231,0.46226923076923077,0.3076923076923077,ces
CTX194901377,1,0,1,0,2,0,0,0,,,,,,,,,None
CTX194902898,1,8,9,7,4,3,28,152,0.7485066666666668,0.01805333333333333,0.9035933333333334,584.9333333333333,0.0,0.41458,0.45182666666666665,0.13333333333333333,ces
CTX195000423,1,10,10,7,2,2,38,249,0.7751647058823529,0.0,0.9305588235294118,1255.3235294117646,0.0,0.42065294117647056,0.48993529411764714,0.17647058823529413,ces
CTX195002364,1,9,8,3,0,1,41,228,0.7788583333333333,0.010025000000000001,0.8910583333333334,676.0416666666666,0.0,0.4002583333333333,0.4852083333333333,0.08333333333333333,ces
CTX195003808,1,13,12,11,6,0,95,589,0.7451374999999999,0.012499999999999999,0.9035958333333333,947.3333333333334,0.125,0.4290791666666667,0.4730208333333333,0.16666666666666666,ces
CTX195006990,1,14,11,6,2,2,77,524,0.779585,0.012135,0.89232,628.7875,0.1,0.36744,0.44152500000000006,0.15,ces
CTX195100667,45,35,31,16,21,9,148,1215,0.7671490196078432,0.012509803921568627,0.9381960784313725,12564.946078431372,0.0,0.38935294117647057,0.509878431372549,0.0,ces
CTX195101731,5,0,1,0,2,1,0,0,,,,,,,,,
CTX195105162,9,0,1,1,0,1,4,16,0.6294,0.15,0.9896,1208.0,0.0,0.5,0.25,0.0,ces
CTX195105604,13,17,74,18,117,8,66,403,0.6722114285714286,0.05404571428571429,0.86062,3917.1857142857143,0.11428571428571428,0.3396742857142857,0.39688285714285715,0.02857142857142857,ces
CTX195200523,1,9,12,2,5,6,25,178,0.7823090909090908,0.016663636363636367,0.8059090909090909,884.1254545454544,0.0,0.3452272727272727,0.45873636363636366,0.0,ces
CTX195201365,5,30,1,2,0,0,290,1891,0.87850625,0.00594375,0.991803125,158.8165625,0.09375,0.41275625,0.513075,0.0,ces
CTX195202198,1,3,2,0,1,1,13,107,0.8273999999999999,0.0111,0.9064,507.0,0.0,0.37346666666666667,0.48166666666666663,0.0,ces
