file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,fused_words,gibberish,word_weird,vowel_ratio,rot_ratio,quality_score,categ,caps_header
CTX196006127,1,1,OBEC,,,ces,0.9997,2500.0,1,4,0.0,0,0,0,0,0,0,0.0,0.5,0.75,0.6999,Noisy,True
CTX196006127,1,2,Žinkovy,,,ces,0.75,2500.0,1,7,0.0,0,0,0,0,0,0,0.0,0.4286,0.5714,0.6999,Noisy,False
CTX196006127,1,3,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX196006127,1,4,OKRES,,,ces,0.75,2500.0,1,5,0.0,0,0,0,0,0,0,0.0,0.4,0.6,0.6999,Noisy,True
CTX196006127,1,5,I lzeň- jih,,,ces,0.9726,1130.41,3,11,0.0,0,0,0,0,0,0,0.0,0.375,0.25,0.7175,Clear,False
CTX196006127,1,6,vir -Blovice),,,ces,0.75,2500.0,2,13,0.0,0,0,0,0,0,0,0.0,0.4,0.5,0.6999,Noisy,False
CTX196006127,1,7,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX196006127,1,8,c i. 6%,,,,0.0,0.0,0,7,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX196006127,1,9,"466 /60 Ex,.",,,ces,0.75,23714.16,3,12,0.0,0,0,0,0,0,0,0.0,0.5,1.0,0.362,Trash,False
CTX196006127,1,10,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX196006127,1,11,Č. poř.,,,ces,1.0,423.93,2,7,0.0,0,0,0,0,0,0,0.0,0.25,0.5,0.6716,Noisy,False
CTX196006127,1,12,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX196006127,1,13,ČÍSLO PARCELY,,,,0.0,0.0,0,13,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
