file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,gibberish,word_weird,vowel_ratio,rot_ratio,quality_score,categ,caps_header
CTX196300443,1,1,CESKOSLOVENSKA AKADEM’E VEk,,,ces,0.75,271.69,3,27,0.037,1,0,0,0,0,0.1333,0.4167,0.625,0.6999,Noisy,False
CTX196300443,1,2,ABCHEOLOGICKÝ ÚSTAV,,,ces,0.75,1558.24,2,19,0.0,0,0,0,0,0,0.0,0.4444,0.3333,0.8151,Clear,True
CTX196300443,1,3,Exgesitura v Plzal,,,ces,0.75,3206.46,3,18,0.0,0,0,0,0,0,0.0,0.375,0.5,0.618,Noisy,False
CTX196300443,1,4,48/63 Plzeň,,,ces,0.75,3609.31,2,11,0.0,0,0,0,0,0,0.0,0.2,0.6,0.5428,Noisy,False
CTX196300443,1,5,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX196300443,1,6,| c.s * AxCMtOir - <• UAtAv,,,ces,0.75,3329.58,7,27,0.1481,3,2,0,0,0,0.0857,0.4,0.4,0.4511,Noisy,False
CTX196300443,1,7,", , , / Doe • 19",,,,0.0,0.0,0,16,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX196300443,1,8,"c • /, 2.. . 2 9. ledna 1963",,,,0.0,0.0,0,28,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX196300443,1,9,/P1,,,,0.0,0.0,0,3,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX196300443,1,10,"Zprávaoarcheologické sbírce Vlastivědného muzea v Blovicích,",,,ces,0.9993,639.21,6,60,0.0,0,0,0,0,0,0.0,0.4074,0.4444,0.8641,Clear,False
CTX196300443,1,11,/okres Plzeň - jih/.,,,ces,0.9974,3668.51,4,20,0.0,0,0,0,0,0,0.0,0.3077,0.4615,0.605,Noisy,False
CTX196300443,1,12,"Archeologická sbírka je poměrně mladého data, vznikla ponejvíce",,,ces,1.0,463.37,8,63,0.0,0,0,0,0,0,0.0,0.4182,0.4182,0.8914,Clear,False
CTX196300443,1,13,ze sběří ředitele muzea Škrabkaaspolupracovníka J.sýkory na nově objevených,obje,,ces,1.0,325.44,9,75,0.0,0,0,0,0,0,0.0,0.4394,0.5152,0.6999,Noisy,False
CTX196300443,1,14,eneolitických výšinných sídlištích na Blovickuvpoříčí Úslavy.,,vených,ces,0.9777,230.63,6,61,0.0,0,0,0,0,0,0.0,0.4,0.3636,0.8923,Clear,False
CTX196300443,1,15,"Tyto sběry, doplněné ústavním depositemzvýzkumu v Srbech 1960, podávají",podá,,ces,1.0,328.88,9,71,0.0,0,0,0,0,1,0.0,0.386,0.614,0.8768,Clear,False
CTX196300443,1,16,výstižný přehled západočeské chamské skupiny. Z doby bronzové je,,vají,ces,0.999,296.01,9,64,0.0,0,0,0,0,0,0.0,0.3818,0.5818,0.8745,Clear,False
CTX196300443,1,17,v Blovicích depot z rShraní Bda BD v Libákovicíchamohylové bronzy z Járova.,Já,,ces,0.9678,2573.51,12,75,0.0,0,1,0,0,0,0.0083,0.3651,0.5079,0.6741,Noisy,False
CTX196300443,1,18,"Mladší pravěké kultury nejsou zastoupeny, středověk jen drobnými",,rova.,ces,1.0,263.28,8,64,0.0,0,0,0,0,0,0.0,0.4107,0.5714,0.9433,Clear,False
CTX196300443,1,19,"nálezy. Materiál je přehledně zapsán ve 130 příri stkových položkách,",,,ces,1.0,177.86,10,69,0.0,0,0,0,0,0,0.0,0.3818,0.4545,0.8613,Clear,False
