file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,gibberish,word_weird,vowel_ratio,quality_score,categ,caps_header
CTX198402945,1,1,Kat. obec Beroun,,,ces,0.9735,19108.02,3,16,0.0,0,0,0,0,0,0.0,0.4615,0.7035,Noisy,False
CTX198402945,1,2,_ I,,,,0.0,0.0,0,3,0.0,0,0,0,0,0,0.0,0.0,0.0,Non-text,False
CTX198402945,1,3,Osada,,,ces,0.9996,65468.79,1,5,0.0,0,0,0,0,0,0.0,0.6,0.705,Noisy,False
CTX198402945,1,4,"Trať čp. 34, 35, 36",,,ces,0.8773,116.21,5,19,0.0,0,0,0,0,0,0.0,0.1667,0.6397,Noisy,False
CTX198402945,1,5,Okres Beroun,,,ces,0.8835,45752.77,2,12,0.0,0,0,0,0,0,0.0,0.4545,0.712,Noisy,False
CTX198402945,1,6,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,7,CSAV’ -cheologický ústav,,,ces,0.75,622.06,3,24,0.0417,1,0,0,0,0,0.1333,0.4,0.7392,Clear,False
CTX198402945,1,8,• 2 *6. X 1984,,,,0.0,0.0,0,14,0.0,0,0,0,0,0,0.0,0.0,0.0,Non-text,False
CTX198402945,1,9,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,10,Druh a kultura,,,ces,0.9973,624.84,3,14,0.0,0,0,0,0,0,0.0,0.4167,0.7723,Clear,False
CTX198402945,1,11,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,12,. 2415/2..,,,,0.0,0.0,0,10,0.0,0,0,0,0,0,0.0,0.0,0.0,Non-text,False
CTX198402945,1,13,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,14,středověká městiště,,,ces,1.0,48.45,2,19,0.0,0,0,0,0,0,0.0,0.3889,0.9158,Clear,False
CTX198402945,1,15,-ved. výzkumu,,,ces,0.997,706.86,2,13,0.0,0,0,0,0,0,0.0,0.4,0.8351,Clear,False
CTX198402945,1,16,Zpráva,,,ces,1.0,4574.99,1,6,0.0,0,0,0,0,0,0.0,0.3333,0.706,Noisy,False
CTX198402945,1,17,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,18,koreferenta,,,ces,0.7718,1114.81,1,11,0.0,0,0,0,0,0,0.0,0.4545,0.8367,Clear,False
CTX198402945,1,19,komise,,,ces,0.8208,4172.53,1,6,0.0,0,0,0,0,0,0.0,0.5,0.706,Noisy,False
CTX198402945,1,20,ved. oddelení,,,ces,0.9958,5201.08,2,13,0.0,0,0,0,0,0,0.0,0.4545,0.6976,Noisy,False
CTX198402945,1,21,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,22,za Období 10.9.- 26.9.1984,,,ces,0.8247,519.1,4,26,0.0,0,0,0,0,0,0.0,0.5,0.6279,Noisy,False
CTX198402945,1,23,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX198402945,1,24,V tomto období jsme v zadním traktu domu čp. 36 na Gottwaldově,,,ces,1.0,925.5,12,62,0.0,0,0,0,0,0,0.0,0.3542,0.7721,Clear,False
CTX198402945,1,25,"nám. v Berouně odkryli patrně provozní jímku hlubokou 180 cm,",,,ces,1.0,590.15,10,61,0.0,0,0,0,0,0,0.0,0.4043,0.8251,Clear,False
CTX198402945,1,26,"z lomového zdivá nasucho a jen místy na maltu, ve spodní části",,,ces,1.0,538.7,12,62,0.0,0,0,0,0,0,0.0,0.42,0.8229,Clear,False
CTX198402945,1,27,"uvnitř sporadicky omítnutou, s vakovitým dnem. Spodní část jímky",jím,,ces,1.0,571.18,9,64,0.0,0,0,0,0,0,0.0,0.3889,0.8863,Clear,False
CTX198402945,1,28,byla až do výše c. 100 cm zavezena šedým říčním pískem s,,ky,ces,1.0,171.43,12,56,0.0,0,0,0,0,0,0.0,0.3902,0.791,Clear,False
CTX198402945,1,29,"hrubým štěrkem, v němž se vyskytl jediný střípek cihlově zbarvené",zbar,,ces,1.0,177.98,10,65,0.0,0,0,0,0,0,0.0,0.3455,0.8901,Clear,False
CTX198402945,1,30,režné keramiky c. 16. století. V této výši byla jímka opatřena,o,vené,ces,1.0,462.08,11,62,0.0,0,0,0,0,0,0.0,0.4468,0.8397,Clear,False
CTX198402945,1,31,zvýšeným dnem z plochých kamenů. Na tomto dně spočívala,spočíva,patřena,ces,0.9988,222.47,9,55,0.0,0,0,0,0,0,0.0,0.3696,0.8699,Clear,False
CTX198402945,1,32,c. 10 cm silná vrstva černé popelovité hlíny s četnými zlomky,zlom,la,ces,0.75,473.53,11,61,0.0,0,0,0,0,0,0.0,0.3542,0.8171,Clear,False
CTX198402945,1,33,berounského zboží. Nad touto vrstvou byla horní část jímky,,ky,ces,1.0,635.38,9,58,0.0,0,0,0,0,0,0.0,0.4082,0.9122,Clear,False
CTX198402945,1,34,"vyplněna odspodu hlinitou hnědou vrstvou, pískovým zásypem a",,,ces,0.9998,228.22,8,60,0.0,0,0,0,0,0,0.0,0.4231,0.904,Clear,False
CTX198402945,1,35,"svrchní šedohnědou hlinitou vrstvou, která sahala až k povrchu.",povr,,ces,0.9999,493.58,9,63,0.0,0,0,1,0,1,0.0389,0.3774,0.8493,Clear,False
CTX198402945,1,36,"Rozšířením sondy k V bylo zjištěno, že na oblouk jímky",,chu.,ces,1.0,316.34,10,54,0.0,0,0,0,0,0,0.0,0.4091,0.8092,Clear,False
CTX198402945,1,37,"navazuje zdivo, náležející snad zadnímu traktu domu čp. 36,",,,ces,1.0,210.01,9,59,0.0,0,0,0,0,0,0.0,0.413,0.8682,Clear,False
CTX198402945,1,38,vybíhající z nejsevernějšího bodu jímky směrem k V. Nelze,,,ces,1.0,437.8,9,57,0.0,0,0,0,0,0,0.0,0.3958,0.8243,Clear,False
CTX198402945,1,39,"vyloučit, že v nějaké souvislosti s jímkou je též nasucho",,,ces,1.0,280.39,10,57,0.0,0,0,0,0,0,0.0,0.4468,0.8148,Clear,False
CTX198402945,1,40,"kladená zídka J jímky, běžící S-J směrem. S zed zadního traktu",trak,,ces,1.0,292.05,11,62,0.0,0,0,0,0,0,0.0,0.3673,0.851,Clear,False
CTX198402945,1,41,domu čp. 36 s jímkou je kryta šedohnědou hlinitou vrstvou,,tu,ces,0.9946,440.39,10,57,0.0,0,0,0,0,0,0.0,0.4222,0.8041,Clear,False
CTX198402945,1,42,"místy popelovité konsistence, která též vyplňuje ústí jímky",,,ces,1.0,461.44,8,59,0.0,0,0,0,0,0,0.0,0.4118,0.9248,Clear,False
CTX198402945,1,43,"a obsahuje pozdní berounské zboží /režná keramika s předžahem,",,,ces,0.9994,658.02,9,62,0.0,0,0,0,0,0,0.0,0.4231,0.845,Clear,False
CTX198402945,1,44,"zelené, žluté i rezavě hnědé glazury/. . od touto vrstvou se",,,ces,0.9999,329.29,11,60,0.0,0,0,0,0,0,0.0,0.4565,0.8156,Clear,False
CTX198402945,1,45,"nachází pískový pokryv, kterým bylo zasypáno zdivo jímky i",,,ces,1.0,263.76,9,58,0.0,0,0,0,0,0,0.0,0.4286,0.9036,Clear,False
CTX198402945,1,46,domovního traktu. Pod pískem pak spodní část jímky vyplňuje,,,ces,1.0,334.33,9,59,0.0,0,0,0,0,0,0.0,0.36,0.9333,Clear,False
CTX198402945,1,47,a ke zdivu přiléhá šedá hlinito-jílovitá vrstva s četnými uhlíky,u,,ces,0.9998,331.97,10,64,0.0,0,0,0,0,0,0.0,0.4259,0.8487,Clear,False
CTX198402945,1,48,/i celé části spálené konstrukce/ a střepy staršího berounského,be,hlíky,ces,1.0,558.88,9,63,0.0,0,0,0,0,0,0.0,0.4151,0.8527,Clear,False
CTX198402945,1,49,"zboží - zde převažuje režná, cihlově zbarvená keramika,",kera,rounského,ces,1.0,198.82,8,55,0.0,0,0,0,0,0,0.0,0.4222,0.8933,Clear,False
