file,page_num,Clear,Empty,Noisy,Trash,Non-text,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,ch_ratio,main_lang
CTX201405311,1,26,2,7,0,0,263,1767,0.7987484848484848,0.006787878787878788,0.9686515151515152,1353.5272727272727,0.06060606060606061,0.3826606060606061,0.0,ces
