file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX192100040,2,8,2,17,1,0,214,1350,0.736548,0.013292000000000002,0.975928,707.2428,0.08,0.40702800000000006,0.510992,0.0,ces
CTX192100040,3,8,5,16,3,0,249,1626,0.7480666666666665,0.007170833333333334,0.9970541666666667,593.4383333333334,0.25,0.41428333333333334,0.5374916666666667,0.0,ces
CTX192100040,4,7,1,16,1,1,238,1483,0.744595652173913,0.016308695652173914,0.987513043478261,1069.5878260869565,0.6956521739130435,0.40599999999999997,0.5485521739130435,0.0,ces
CTX192100040,5,12,9,24,1,1,139,886,0.7003611111111111,0.013516666666666666,0.9121250000000001,1507.1647222222223,0.08333333333333333,0.39925000000000005,0.5303583333333334,0.0,ces
CTX192100040,6,21,0,13,0,0,169,1039,0.754029411764706,0.005147058823529412,0.9420911764705883,784.5867647058824,0.14705882352941177,0.4250911764705882,0.507135294117647,0.0,ces
CTX192100040,7,3,1,6,1,0,38,251,0.7173111111111111,0.031488888888888886,0.9544555555555555,712.8411111111111,0.2222222222222222,0.40836666666666666,0.5340333333333334,0.0,ces
CTX192100040,8,15,2,11,5,2,202,1362,0.7729115384615385,0.0040846153846153845,0.9554307692307693,764.6138461538461,0.0,0.40395384615384616,0.4570884615384615,0.0,ces
CTX192100040,9,1,1,3,0,0,27,209,0.7537499999999999,0.0,0.937425,1270.2925,0.0,0.39637500000000003,0.48602500000000004,0.0,ces
CTX192100040,10,19,20,20,0,16,236,1518,0.735651282051282,0.03684358974358975,0.8754153846153846,1854.6912820512823,0.3333333333333333,0.44498717948717953,0.655776923076923,0.0,ces
CTX192100040,11,1,11,6,5,5,45,180,0.5838714285714286,0.0765,0.8359571428571428,3288.4628571428575,1.0,0.3822,0.44651428571428575,0.14285714285714285,ces
CTX192100040,12,0,1,0,1,1,0,0,,,,,,,,,
CTX192100040,13,8,4,7,1,1,95,551,0.7601466666666667,0.019873333333333337,0.9746133333333333,1004.5506666666666,0.06666666666666667,0.39551333333333333,0.44373333333333337,0.0,ces
CTX192100040,14,0,4,6,2,0,46,215,0.5715,0.09941666666666667,0.8009333333333334,3924.5466666666666,1.5,0.5226333333333333,0.4821166666666667,0.0,ces
CTX192100040,15,1,5,2,1,2,8,38,0.6183,0.0,0.9122333333333333,3042.9666666666667,0.0,0.4008,0.42063333333333336,0.0,ces
CTX192100040,16,0,1,3,0,0,13,67,0.6079333333333333,0.1213,0.75,2147.733333333333,0.3333333333333333,0.4419,0.41163333333333335,0.0,ces
