file,page_num,Clear,Trash,Noisy,Empty,Non-text
CTX201001901,1,0,5,9,0,0
CTX201001901,2,0,7,5,0,0
CTX201001901,3,0,3,29,0,0
CTX201001901,4,0,3,32,0,0
CTX201001901,5,0,12,23,0,5
CTX201001901,6,0,10,27,0,8
CTX201001901,7,2,5,26,0,1
CTX201001901,8,0,8,29,0,0
CTX201001901,9,0,5,28,0,0
CTX201001901,10,0,6,28,0,0
CTX201001901,11,0,3,30,0,0
CTX201001901,12,1,1,35,0,0
CTX201001901,13,1,4,32,0,1
CTX201001901,14,2,3,28,0,1
CTX201001901,15,0,5,26,0,1
CTX201001901,16,0,9,22,0,0
CTX201001901,17,0,8,29,0,1
CTX201001901,18,0,9,24,0,0
CTX201001901,19,0,7,25,0,0
CTX201001901,20,0,3,31,0,0
CTX201001901,21,1,2,29,0,1
CTX201001901,22,0,5,28,0,6
CTX201001901,23,0,5,18,0,0
CTX201001901,24,0,27,17,0,1
CTX201001901,25,0,27,18,0,0
CTX201001901,26,0,23,23,0,0
CTX201001901,27,0,4,8,0,1
CTX201001901,28,0,4,3,0,0
CTX201001901,29,0,16,23,0,0
CTX201001901,30,0,11,22,0,0
CTX201001901,31,0,13,7,0,190
CTX201001901,32,0,18,19,0,160
CTX201001901,33,0,3,17,0,150
CTX201001901,34,0,1,10,0,169
CTX201001901,35,0,3,2,0,184
CTX201001901,36,0,5,0,0,169
CTX201001901,37,0,5,3,0,143
CTX201001901,38,1,10,0,0,170
CTX201001901,39,0,9,0,0,170
CTX201001901,40,0,5,11,0,178
CTX201001901,41,0,6,6,0,194
CTX201001901,42,1,18,12,0,184
CTX201001901,43,1,4,9,0,189
CTX201001901,44,0,2,8,0,187
CTX201001901,45,0,7,4,0,191
CTX201001901,46,1,7,13,0,203
CTX201001901,47,0,4,10,0,215
CTX201001901,48,0,6,11,0,206
CTX201001901,49,0,6,38,0,167
CTX201001901,50,0,16,21,0,162
CTX201001901,51,0,45,7,0,179
CTX201001901,52,0,48,5,0,194
CTX201001901,53,0,55,6,0,219
CTX201001901,54,0,51,5,0,213
CTX201001901,55,0,50,11,0,243
CTX201001901,56,0,50,7,0,172
CTX201001901,57,0,17,2,0,79
CTX201001901,58,0,1,1,0,0
CTX201001901,59,0,69,7,0,2
CTX201001901,60,0,11,1,0,0
CTX201001901,61,0,55,7,0,7
CTX201001901,62,0,21,3,0,8
CTX201001901,63,0,16,2,0,1
CTX201001901,64,0,65,10,0,23
CTX201001901,65,0,12,2,0,1
CTX201001901,66,0,78,12,0,21
CTX201001901,67,0,13,1,0,0
CTX201001901,68,0,51,8,0,5
CTX201001901,69,0,20,3,0,9
CTX201001901,70,0,15,2,0,2
CTX201001901,71,2,57,10,0,16
CTX201001901,72,0,12,2,0,1
CTX201001901,73,1,82,9,0,23
CTX201001901,74,0,13,1,0,0
CTX201001901,75,1,61,9,0,16
CTX201001901,76,0,19,2,0,10
CTX201001901,77,0,17,2,0,1
CTX201001901,78,1,76,10,0,26
CTX201001901,79,0,12,2,0,1
CTX201001901,80,0,78,13,0,15
CTX201001901,81,0,13,1,0,0
CTX201001901,82,0,52,13,0,20
CTX201001901,83,0,18,2,0,10
CTX201001901,84,0,17,2,0,1
CTX201001901,85,0,58,10,0,12
CTX201001901,86,0,12,2,0,1
CTX201001901,87,0,68,12,0,21
CTX201001901,88,0,13,1,0,0
CTX201001901,89,1,60,11,0,21
CTX201001901,90,0,22,4,0,9
CTX201001901,91,0,16,2,0,1
CTX201001901,92,0,64,13,0,25
CTX201001901,93,0,12,2,0,1
CTX201001901,94,0,66,6,0,10
CTX201001901,95,0,13,1,0,0
CTX201001901,96,0,68,9,0,14
CTX201001901,97,0,18,2,0,9
CTX201001901,98,0,11,3,0,1
CTX201001901,99,0,63,13,0,11
CTX201001901,100,0,12,2,0,1
CTX201001901,101,0,67,6,0,9
CTX201001901,102,0,13,1,0,0
CTX201001901,103,0,54,11,0,7
CTX201001901,104,0,20,2,0,8
CTX201001901,105,0,11,3,0,1
CTX201001901,106,0,55,10,0,16
CTX201001901,107,0,12,2,0,1
CTX201001901,108,0,69,12,0,17
CTX201001901,109,0,13,1,0,0
CTX201001901,110,0,56,9,0,13
CTX201001901,111,0,18,2,0,9
CTX201001901,112,0,12,3,0,1
CTX201001901,113,0,65,8,0,19
CTX201001901,114,0,12,2,0,1
CTX201001901,115,1,68,10,0,21
CTX201001901,116,0,13,1,0,0
CTX201001901,117,0,60,11,0,11
CTX201001901,118,0,18,2,0,9
CTX201001901,119,0,12,3,0,1
CTX201001901,120,0,56,12,0,18
CTX201001901,121,0,12,2,0,1
CTX201001901,122,0,63,10,0,18
CTX201001901,123,0,13,1,0,0
CTX201001901,124,0,58,8,0,11
CTX201001901,125,0,20,3,0,8
CTX201001901,126,0,12,3,0,1
CTX201001901,127,0,60,9,0,15
CTX201001901,128,0,12,2,0,1
CTX201001901,129,1,62,9,0,15
CTX201001901,130,0,13,1,0,0
CTX201001901,131,1,55,7,0,6
CTX201001901,132,0,19,2,0,9
CTX201001901,133,0,15,2,0,2
CTX201001901,134,1,73,10,0,18
CTX201001901,135,0,12,2,0,1
CTX201001901,136,1,62,10,0,29
CTX201001901,137,0,13,1,0,0
CTX201001901,138,0,50,8,0,13
CTX201001901,139,0,20,2,0,9
CTX201001901,140,0,16,2,0,1
CTX201001901,141,1,63,8,0,11
CTX201001901,142,0,12,2,0,1
CTX201001901,143,1,63,8,0,16
CTX201001901,144,0,13,1,0,0
CTX201001901,145,0,68,11,0,16
CTX201001901,146,0,18,2,0,9
CTX201001901,147,0,12,3,0,1
CTX201001901,148,0,62,8,0,24
CTX201001901,149,0,12,2,0,1
CTX201001901,150,0,76,12,0,25
CTX201001901,151,0,13,1,0,0
CTX201001901,152,1,59,9,0,25
CTX201001901,153,0,18,2,0,9
CTX201001901,154,0,15,2,0,2
CTX201001901,155,0,50,8,0,12
CTX201001901,156,0,12,2,0,1
CTX201001901,157,0,57,9,0,14
CTX201001901,158,0,13,1,0,0
CTX201001901,159,0,67,8,0,14
CTX201001901,160,0,21,2,0,8
CTX201001901,161,0,12,3,0,1
CTX201001901,162,0,76,10,0,27
CTX201001901,163,0,12,2,0,1
CTX201001901,164,0,66,12,0,17
CTX201001901,165,0,13,1,0,0
CTX201001901,166,0,56,10,0,6
CTX201001901,167,0,18,2,0,9
CTX201001901,168,0,12,3,0,1
CTX201001901,169,0,61,6,0,7
CTX201001901,170,0,12,2,0,1
CTX201001901,171,0,82,12,0,31
CTX201001901,172,0,13,1,0,0
CTX201001901,173,0,66,10,0,14
CTX201001901,174,0,20,3,0,8
CTX201001901,175,0,17,2,0,1
CTX201001901,176,0,61,14,0,20
CTX201001901,177,0,12,2,0,1
CTX201001901,178,0,55,15,0,15
CTX201001901,179,0,13,1,0,0
CTX201001901,180,1,57,8,0,24
CTX201001901,181,0,21,2,0,8
CTX201001901,182,0,12,3,0,1
CTX201001901,183,0,65,9,0,20
CTX201001901,184,0,12,2,0,1
CTX201001901,185,0,68,12,0,20
CTX201001901,186,0,13,1,0,0
CTX201001901,187,0,63,10,0,14
CTX201001901,188,0,21,2,0,9
CTX201001901,189,0,17,2,0,1
CTX201001901,190,0,64,10,0,19
CTX201001901,191,0,12,2,0,1
CTX201001901,192,0,82,13,0,30
CTX201001901,193,0,13,1,0,0
CTX201001901,194,0,66,11,0,14
CTX201001901,195,0,20,3,0,8
CTX201001901,196,0,17,2,0,1
CTX201001901,197,0,60,10,0,15
CTX201001901,198,0,12,2,0,1
CTX201001901,199,0,64,6,0,10
CTX201001901,200,0,13,1,0,0
CTX201001901,201,0,60,10,0,10
CTX201001901,202,0,21,2,0,8
CTX201001901,203,0,17,2,0,1
CTX201001901,204,0,79,9,0,27
CTX201001901,205,0,12,2,0,1
CTX201001901,206,0,85,12,0,25
CTX201001901,207,0,13,1,0,0
CTX201001901,208,0,66,12,0,11
CTX201001901,209,0,20,3,0,8
CTX201001901,210,0,17,2,0,1
CTX201001901,211,0,56,11,0,15
CTX201001901,212,0,12,2,0,1
CTX201001901,213,0,60,9,0,10
CTX201001901,214,0,13,1,0,0
CTX201001901,215,0,50,8,0,18
CTX201001901,216,0,21,2,0,8
CTX201001901,217,0,12,3,0,1
CTX201001901,218,0,60,12,0,21
