file,page_num,Clear,Trash,Noisy,Empty,Non-text
CTX201001901,219,0,12,2,0,1
CTX201001901,220,0,68,12,0,18
CTX201001901,221,0,13,1,0,0
CTX201001901,222,0,56,9,0,3
CTX201001901,223,0,18,2,0,9
CTX201001901,224,0,12,3,0,1
CTX201001901,225,0,62,11,0,22
CTX201001901,226,0,12,2,0,1
CTX201001901,227,0,57,13,0,12
CTX201001901,228,0,13,1,0,0
CTX201001901,229,0,51,8,0,6
CTX201001901,230,0,18,2,0,9
CTX201001901,231,0,12,3,0,1
CTX201001901,232,0,62,13,0,35
CTX201001901,233,0,12,2,0,1
CTX201001901,234,0,80,12,0,31
CTX201001901,235,0,13,1,0,0
CTX201001901,236,0,45,8,0,13
CTX201001901,237,0,18,2,0,9
CTX201001901,238,0,17,2,0,1
CTX201001901,239,0,53,11,0,9
CTX201001901,240,0,12,2,0,1
CTX201001901,241,0,83,13,0,26
CTX201001901,242,0,13,1,0,0
CTX201001901,243,0,64,12,0,14
CTX201001901,244,0,18,2,0,9
CTX201001901,245,0,12,3,0,1
CTX201001901,246,0,60,15,0,10
CTX201001901,247,0,12,2,0,1
CTX201001901,248,0,82,12,0,31
CTX201001901,249,0,13,1,0,0
CTX201001901,250,0,58,11,0,20
CTX201001901,251,0,18,2,0,9
CTX201001901,252,0,12,3,0,1
CTX201001901,253,0,69,9,0,8
CTX201001901,254,0,12,2,0,1
CTX201001901,255,0,79,14,0,32
CTX201001901,256,0,13,1,0,0
CTX201001901,257,0,55,12,0,21
CTX201001901,258,0,18,2,0,9
CTX201001901,259,0,12,3,0,1
CTX201001901,260,0,62,10,0,22
CTX201001901,261,0,12,2,0,1
CTX201001901,262,0,59,9,0,18
CTX201001901,263,0,13,1,0,0
CTX201001901,264,0,57,10,0,11
CTX201001901,265,0,18,2,0,9
CTX201001901,266,0,12,3,0,1
CTX201001901,267,0,75,11,0,27
CTX201001901,268,0,12,2,0,1
CTX201001901,269,0,68,13,0,18
CTX201001901,270,0,13,1,0,0
CTX201001901,271,0,66,12,0,15
CTX201001901,272,0,17,3,0,9
CTX201001901,273,0,12,3,0,1
CTX201001901,274,0,63,14,0,32
CTX201001901,275,0,12,2,0,1
CTX201001901,276,0,55,14,0,15
CTX201001901,277,0,13,1,0,0
CTX201001901,278,0,65,11,0,13
CTX201001901,279,0,20,3,0,9
CTX201001901,280,0,12,3,0,1
CTX201001901,281,0,63,12,0,17
CTX201001901,282,0,12,2,0,1
CTX201001901,283,0,68,13,0,20
CTX201001901,284,0,13,1,0,0
CTX201001901,285,1,54,9,0,24
CTX201001901,286,0,18,2,0,9
CTX201001901,287,0,12,3,0,1
CTX201001901,288,0,63,9,0,15
CTX201001901,289,0,12,2,0,1
CTX201001901,290,0,55,10,0,14
CTX201001901,291,0,13,1,0,0
CTX201001901,292,1,57,8,0,24
CTX201001901,293,0,18,2,0,9
CTX201001901,294,0,12,3,0,1
CTX201001901,295,0,75,10,0,26
CTX201001901,296,0,12,2,0,1
CTX201001901,297,0,56,9,0,15
CTX201001901,298,0,13,1,0,0
CTX201001901,299,0,55,10,0,13
CTX201001901,300,0,21,2,0,8
CTX201001901,301,0,12,3,0,1
CTX201001901,302,0,73,11,0,19
CTX201001901,303,0,12,2,0,1
CTX201001901,304,0,77,12,0,21
CTX201001901,305,0,13,1,0,0
CTX201001901,306,0,65,11,0,19
CTX201001901,307,0,20,3,0,8
CTX201001901,308,0,12,3,0,1
CTX201001901,309,0,64,6,0,3
CTX201001901,310,0,12,2,0,1
CTX201001901,311,0,58,10,0,23
CTX201001901,312,0,13,1,0,0
CTX201001901,313,0,68,10,0,16
CTX201001901,314,0,19,4,0,9
CTX201001901,315,0,12,3,0,1
CTX201001901,316,0,62,14,0,33
CTX201001901,317,0,12,2,0,1
CTX201001901,318,0,82,13,0,25
CTX201001901,319,0,13,1,0,0
CTX201001901,320,0,38,9,0,3
CTX201001901,321,0,20,3,0,9
CTX201001901,322,0,12,3,0,1
CTX201001901,323,0,77,10,0,17
CTX201001901,324,0,12,2,0,1
CTX201001901,325,0,54,11,0,15
CTX201001901,326,0,13,1,0,0
CTX201001901,327,0,44,10,0,15
CTX201001901,328,0,18,2,0,9
CTX201001901,329,0,12,3,0,1
CTX201001901,330,0,64,7,0,14
CTX201001901,331,0,12,2,0,1
CTX201001901,332,0,63,6,0,9
CTX201001901,333,0,13,1,0,0
CTX201001901,334,0,59,9,0,9
CTX201001901,335,0,22,2,0,8
CTX201001901,336,0,17,2,0,1
CTX201001901,337,0,72,10,0,18
CTX201001901,338,0,12,2,0,1
CTX201001901,339,0,83,12,0,25
CTX201001901,340,0,13,1,0,0
CTX201001901,341,0,65,10,0,16
CTX201001901,342,0,20,3,0,8
CTX201001901,343,0,12,3,0,1
CTX201001901,344,0,62,11,0,16
CTX201001901,345,0,12,2,0,1
CTX201001901,346,0,67,11,0,21
CTX201001901,347,0,13,1,0,0
CTX201001901,348,0,66,8,0,13
CTX201001901,349,0,21,2,0,8
CTX201001901,350,0,12,3,0,1
CTX201001901,351,0,62,10,0,14
CTX201001901,352,0,12,2,0,1
CTX201001901,353,0,74,12,0,15
CTX201001901,354,0,13,1,0,0
CTX201001901,355,0,56,10,0,18
CTX201001901,356,0,18,2,0,9
CTX201001901,357,0,12,3,0,1
CTX201001901,358,0,63,14,0,26
CTX201001901,359,0,12,2,0,1
CTX201001901,360,0,71,11,0,20
CTX201001901,361,0,13,1,0,0
CTX201001901,362,0,56,7,0,9
CTX201001901,363,0,18,2,0,9
CTX201001901,364,0,15,2,0,2
CTX201001901,365,0,76,8,0,32
CTX201001901,366,0,12,2,0,1
CTX201001901,367,0,66,10,0,19
CTX201001901,368,0,13,1,0,0
CTX201001901,369,0,57,10,0,17
CTX201001901,370,0,18,2,0,9
CTX201001901,371,0,17,2,0,1
CTX201001901,372,0,67,8,0,13
CTX201001901,373,0,12,2,0,1
CTX201001901,374,0,65,11,0,18
CTX201001901,375,0,13,1,0,0
CTX201001901,376,0,68,11,0,15
CTX201001901,377,0,23,3,0,8
CTX201001901,378,0,13,2,0,1
CTX201001901,379,0,71,8,0,15
CTX201001901,380,0,12,2,0,1
CTX201001901,381,0,83,11,0,25
CTX201001901,382,0,13,1,0,0
CTX201001901,383,0,62,8,0,15
CTX201001901,384,0,21,2,0,8
CTX201001901,385,0,17,2,0,1
CTX201001901,386,0,66,8,0,22
CTX201001901,387,0,12,2,0,1
CTX201001901,388,0,67,13,0,17
CTX201001901,389,0,13,1,0,0
CTX201001901,390,0,63,10,0,12
CTX201001901,391,0,21,2,0,9
CTX201001901,392,0,17,2,0,1
CTX201001901,393,0,62,9,0,1
CTX201001901,394,0,12,2,0,1
CTX201001901,395,0,59,11,0,13
CTX201001901,396,0,13,1,0,0
CTX201001901,397,0,54,9,0,10
CTX201001901,398,0,18,2,0,10
CTX201001901,399,0,17,2,0,1
CTX201001901,400,0,78,11,0,32
CTX201001901,401,0,12,2,0,1
CTX201001901,402,0,67,12,0,18
CTX201001901,403,0,13,1,0,0
CTX201001901,404,0,64,8,0,12
CTX201001901,405,0,21,2,0,10
CTX201001901,406,0,17,2,0,1
CTX201001901,407,0,60,11,0,16
CTX201001901,408,0,12,2,0,1
CTX201001901,409,0,61,10,0,15
CTX201001901,410,0,13,1,0,0
CTX201001901,411,0,52,11,0,16
CTX201001901,412,0,20,3,0,8
CTX201001901,413,0,17,2,0,1
CTX201001901,414,0,68,15,0,11
CTX201001901,415,0,12,2,0,1
CTX201001901,416,0,77,14,0,22
CTX201001901,417,0,13,1,0,0
CTX201001901,418,0,52,9,0,5
CTX201001901,419,0,21,3,0,8
CTX201001901,420,0,12,3,0,1
CTX201001901,421,0,62,12,0,17
CTX201001901,422,0,12,2,0,1
CTX201001901,423,0,65,12,0,14
CTX201001901,424,0,13,1,0,0
CTX201001901,425,0,56,8,0,8
CTX201001901,426,0,18,3,0,9
CTX201001901,427,0,17,2,0,1
CTX201001901,428,0,58,8,0,7
CTX201001901,429,0,12,2,0,1
CTX201001901,430,0,67,11,0,19
CTX201001901,431,0,13,1,0,0
CTX201001901,432,0,58,8,0,8
CTX201001901,433,0,21,2,0,8
CTX201001901,434,0,12,3,0,1
CTX201001901,435,0,64,10,0,11
CTX201001901,436,0,12,2,0,1
CTX201001901,437,0,61,13,0,17
CTX201001901,438,0,13,1,0,0
CTX201001901,439,0,53,8,0,3
CTX201001901,440,0,18,3,0,9
CTX201001901,441,0,12,3,0,1
CTX201001901,442,0,63,11,0,16
CTX201001901,443,0,12,2,0,1
CTX201001901,444,1,63,10,0,15
CTX201001901,445,0,13,1,0,0
CTX201001901,446,1,57,7,0,7
CTX201001901,447,0,19,5,0,7
CTX201001901,448,0,12,3,0,1
CTX201001901,449,1,55,10,0,14
CTX201001901,450,0,12,2,0,1
CTX201001901,451,0,80,13,0,28
CTX201001901,452,0,13,1,0,0
CTX201001901,453,0,48,8,0,12
CTX201001901,454,0,21,2,0,8
CTX201001901,455,0,17,2,0,1
CTX201001901,456,0,60,10,0,7
CTX201001901,457,0,12,2,0,1
CTX201001901,458,0,63,9,0,17
CTX201001901,459,0,13,1,0,0
CTX201001901,460,0,60,11,0,10
CTX201001901,461,0,20,3,0,9
CTX201001901,462,0,12,3,0,1
CTX201001901,463,0,63,10,0,16
CTX201001901,464,0,12,2,0,1
CTX201001901,465,0,64,9,0,15
CTX201001901,466,0,13,1,0,0
CTX201001901,467,0,53,7,0,10
CTX201001901,468,0,18,2,0,9
CTX201001901,469,0,12,3,0,1
CTX201001901,470,0,67,13,0,6
CTX201001901,471,0,12,2,0,1
CTX201001901,472,0,85,12,0,24
CTX201001901,473,0,13,1,0,0
CTX201001901,474,0,53,12,0,7
CTX201001901,475,0,18,2,0,9
CTX201001901,476,0,15,2,0,2
CTX201001901,477,0,70,8,0,10
CTX201001901,478,0,12,2,0,1
CTX201001901,479,0,80,11,0,23
CTX201001901,480,0,13,1,0,0
CTX201001901,481,1,56,7,0,21
CTX201001901,482,0,19,2,0,10
CTX201001901,483,0,15,2,0,2
CTX201001901,484,0,65,10,0,15
CTX201001901,485,0,12,2,0,1
CTX201001901,486,0,81,9,0,14
CTX201001901,487,0,13,1,0,0
CTX201001901,488,0,54,9,0,11
CTX201001901,489,0,19,2,0,10
CTX201001901,490,0,15,2,0,2
CTX201001901,491,0,63,12,0,15
CTX201001901,492,0,12,2,0,1
CTX201001901,493,0,60,12,0,13
CTX201001901,494,0,13,1,0,0
CTX201001901,495,0,58,9,0,11
CTX201001901,496,0,19,2,0,10
CTX201001901,497,0,15,2,0,2
CTX201001901,498,0,62,9,0,1
CTX201001901,499,0,12,2,0,1
CTX201001901,500,0,70,10,0,25
CTX201001901,501,0,13,1,0,0
CTX201001901,502,0,54,12,0,7
CTX201001901,503,0,19,2,0,10
CTX201001901,504,0,15,2,0,2
CTX201001901,505,0,57,10,0,16
CTX201001901,506,0,12,2,0,1
CTX201001901,507,0,81,12,0,25
CTX201001901,508,0,13,1,0,0
CTX201001901,509,1,56,9,0,24
CTX201001901,510,0,19,2,0,10
CTX201001901,511,0,15,2,0,2
CTX201001901,512,0,64,9,0,6
CTX201001901,513,0,12,2,0,1
CTX201001901,514,0,67,9,0,16
CTX201001901,515,0,13,1,0,0
CTX201001901,516,0,61,11,0,15
CTX201001901,517,0,18,3,0,10
CTX201001901,518,0,15,2,0,2
CTX201001901,519,0,63,11,0,15
CTX201001901,520,0,12,2,0,1
CTX201001901,521,1,62,9,0,29
CTX201001901,522,0,13,1,0,0
CTX201001901,523,0,66,10,0,17
CTX201001901,524,0,18,2,0,9
CTX201001901,525,0,12,3,0,1
CTX201001901,526,0,53,9,0,13
CTX201001901,527,0,12,2,0,1
CTX201001901,528,0,56,14,0,16
CTX201001901,529,0,13,1,0,0
CTX201001901,530,0,58,8,0,9
CTX201001901,531,0,18,2,0,9
CTX201001901,532,0,14,2,0,2
CTX201001901,533,0,64,12,0,35
CTX201001901,534,0,12,2,0,1
CTX201001901,535,0,68,10,0,16
CTX201001901,536,0,13,1,0,0
CTX201001901,537,0,58,11,0,7
CTX201001901,538,0,18,2,0,9
CTX201001901,539,0,16,2,0,1
CTX201001901,540,0,65,6,0,8
CTX201001901,541,0,12,2,0,1
CTX201001901,542,0,69,13,0,17
CTX201001901,543,0,13,1,0,0
CTX201001901,544,0,69,11,0,15
CTX201001901,545,0,18,2,0,9
CTX201001901,546,0,16,2,0,1
CTX201001901,547,0,77,9,0,25
CTX201001901,548,0,12,2,0,1
CTX201001901,549,0,68,14,0,17
CTX201001901,550,0,13,1,0,0
CTX201001901,551,0,66,11,0,14
CTX201001901,552,0,18,2,0,9
CTX201001901,553,0,12,3,0,1
CTX201001901,554,0,46,11,0,11
CTX201001901,555,0,12,2,0,1
CTX201001901,556,0,81,10,0,26
CTX201001901,557,0,13,1,0,0
CTX201001901,558,0,58,9,0,13
CTX201001901,559,0,18,2,0,9
CTX201001901,560,0,16,2,0,0
CTX201001901,561,0,55,7,0,20
CTX201001901,562,0,12,2,0,1
CTX201001901,563,1,62,6,0,19
CTX201001901,564,0,13,1,0,0
CTX201001901,565,0,68,11,0,16
CTX201001901,566,0,20,3,0,8
CTX201001901,567,0,15,2,0,2
CTX201001901,568,1,54,11,0,13
CTX201001901,569,0,12,2,0,1
CTX201001901,570,0,84,13,0,31
CTX201001901,571,0,13,1,0,0
CTX201001901,572,0,63,9,0,18
CTX201001901,573,0,21,2,0,8
CTX201001901,574,0,15,2,0,2
CTX201001901,575,0,53,9,0,9
CTX201001901,576,0,12,2,0,1
CTX201001901,577,0,64,11,0,15
CTX201001901,578,0,13,1,0,0
CTX201001901,579,0,57,8,0,6
CTX201001901,580,0,21,2,0,8
CTX201001901,581,0,15,2,0,2
CTX201001901,582,0,62,10,0,13
CTX201001901,583,0,12,2,0,1
CTX201001901,584,0,77,10,0,21
CTX201001901,585,0,13,1,0,0
CTX201001901,586,1,56,8,0,26
CTX201001901,587,0,21,2,0,8
CTX201001901,588,0,15,2,0,2
CTX201001901,589,0,58,9,0,1
CTX201001901,590,0,12,2,0,1
CTX201001901,591,0,75,11,0,21
CTX201001901,592,0,13,1,0,0
CTX201001901,593,0,53,10,0,3
CTX201001901,594,0,21,2,0,8
CTX201001901,595,0,15,2,0,2
CTX201001901,596,0,61,9,0,8
CTX201001901,597,0,12,2,0,1
CTX201001901,598,0,76,11,0,21
CTX201001901,599,0,13,1,0,0
CTX201001901,600,0,56,7,0,10
CTX201001901,601,0,21,2,0,8
CTX201001901,602,0,15,2,0,1
CTX201001901,603,0,55,10,0,16
CTX201001901,604,0,12,2,0,1
CTX201001901,605,0,62,12,0,14
CTX201001901,606,0,13,1,0,0
CTX201001901,607,0,57,11,0,9
CTX201001901,608,0,21,2,0,8
CTX201001901,609,0,15,2,0,2
CTX201001901,610,0,59,11,0,8
CTX201001901,611,0,12,2,0,1
CTX201001901,612,0,69,11,0,22
CTX201001901,613,0,13,1,0,0
CTX201001901,614,1,53,10,0,24
CTX201001901,615,0,21,2,0,8
CTX201001901,616,0,15,2,0,2
CTX201001901,617,0,43,7,0,0
CTX201001901,618,0,12,2,0,1
CTX201001901,619,0,78,10,0,21
CTX201001901,620,0,13,1,0,0
CTX201001901,621,0,61,10,0,16
CTX201001901,622,0,20,3,0,8
CTX201001901,623,0,12,3,0,1
CTX201001901,624,0,60,13,0,28
CTX201001901,625,0,12,2,0,1
CTX201001901,626,0,63,9,0,17
CTX201001901,627,0,13,1,0,0
CTX201001901,628,1,63,8,0,27
CTX201001901,629,0,21,2,0,8
CTX201001901,630,0,15,2,0,1
CTX201001901,631,0,57,9,0,8
CTX201001901,632,0,12,2,0,1
CTX201001901,633,0,61,7,0,12
CTX201001901,634,0,13,1,0,0
CTX201001901,635,0,44,9,0,7
CTX201001901,636,0,20,3,0,8
CTX201001901,637,0,12,3,0,1
CTX201001901,638,0,65,13,0,6
CTX201001901,639,0,12,2,0,1
CTX201001901,640,0,68,10,0,16
CTX201001901,641,0,13,1,0,0
CTX201001901,642,0,66,14,0,17
CTX201001901,643,0,18,2,0,9
CTX201001901,644,0,16,2,0,1
CTX201001901,645,0,66,11,0,9
CTX201001901,646,0,12,2,0,1
CTX201001901,647,1,84,13,0,23
CTX201001901,648,0,13,1,0,0
CTX201001901,649,0,56,9,0,6
CTX201001901,650,0,18,2,0,9
CTX201001901,651,0,12,3,0,1
CTX201001901,652,0,71,11,0,14
CTX201001901,653,0,12,2,0,1
CTX201001901,654,1,84,13,0,28
CTX201001901,655,0,13,1,0,0
CTX201001901,656,0,59,8,0,10
CTX201001901,657,0,19,3,0,8
CTX201001901,658,0,16,2,0,1
CTX201001901,659,0,63,4,0,7
CTX201001901,660,0,12,2,0,1
CTX201001901,661,0,67,9,0,11
CTX201001901,662,0,13,1,0,0
CTX201001901,663,1,54,9,0,27
CTX201001901,664,0,18,3,0,9
CTX201001901,665,0,17,2,0,1
CTX201001901,666,0,60,12,0,6
CTX201001901,667,0,12,2,0,1
CTX201001901,668,0,65,6,0,12
CTX201001901,669,0,13,1,0,0
CTX201001901,670,0,59,9,0,6
CTX201001901,671,0,19,3,0,8
CTX201001901,672,0,15,2,0,1
CTX201001901,673,0,55,11,0,9
CTX201001901,674,0,12,2,0,1
CTX201001901,675,0,82,11,0,23
CTX201001901,676,0,13,1,0,0
CTX201001901,677,0,56,7,0,8
CTX201001901,678,0,18,2,0,9
CTX201001901,679,0,17,2,0,1
CTX201001901,680,0,73,9,0,22
CTX201001901,681,0,12,2,0,1
CTX201001901,682,0,62,11,0,16
CTX201001901,683,0,13,1,0,0
CTX201001901,684,0,65,9,0,12
CTX201001901,685,0,19,2,0,9
CTX201001901,686,0,17,2,0,1
CTX201001901,687,0,64,11,0,18
CTX201001901,688,0,12,2,0,1
CTX201001901,689,0,89,10,0,25
CTX201001901,690,0,13,1,0,0
CTX201001901,691,1,58,7,0,5
CTX201001901,692,0,20,2,0,8
CTX201001901,693,0,14,2,0,2
CTX201001901,694,0,60,13,0,23
CTX201001901,695,0,12,2,0,1
CTX201001901,696,1,66,8,0,18
CTX201001901,697,0,13,1,0,0
CTX201001901,698,0,55,11,0,9
CTX201001901,699,0,21,2,0,8
CTX201001901,700,0,15,2,0,1
CTX201001901,701,0,62,10,0,8
CTX201001901,702,0,12,2,0,1
CTX201001901,703,0,64,9,0,20
CTX201001901,704,0,13,1,0,0
CTX201001901,705,0,55,8,0,6
CTX201001901,706,0,20,3,0,8
CTX201001901,707,0,12,3,0,1
CTX201001901,708,0,59,8,0,9
CTX201001901,709,0,12,2,0,1
CTX201001901,710,0,61,7,0,9
CTX201001901,711,0,13,1,0,0
CTX201001901,712,0,65,9,0,19
CTX201001901,713,0,21,2,0,8
CTX201001901,714,0,17,2,0,1
CTX201001901,715,0,63,16,0,20
CTX201001901,716,0,12,2,0,1
CTX201001901,717,0,66,8,0,11
CTX201001901,718,0,13,1,0,0
CTX201001901,719,0,56,7,0,8
CTX201001901,720,0,21,2,0,8
CTX201001901,721,0,15,2,0,2
CTX201001901,722,0,75,11,0,26
CTX201001901,723,0,12,2,0,1
CTX201001901,724,0,58,8,0,17
CTX201001901,725,0,13,1,0,0
CTX201001901,726,0,53,12,0,21
CTX201001901,727,0,20,2,0,9
CTX201001901,728,0,12,3,0,1
CTX201001901,729,0,79,10,0,26
CTX201001901,730,0,12,2,0,1
CTX201001901,731,0,81,11,0,33
CTX201001901,732,0,13,1,0,0
CTX201001901,733,0,59,9,0,11
