file,page_num,Clear,Empty,Noisy,Trash,Non-text,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,ch_ratio,main_lang
CTX195603828,1,31,3,1,1,0,243,1627,0.835559375,0.023746875,0.993203125,563.035625,0.0625,0.42491875,0.0,ces
CTX195603828,2,7,1,0,0,0,52,364,0.8889571428571428,0.00872857142857143,0.9967142857142858,594.7257142857143,0.0,0.43025714285714284,0.0,ces
