file,page_num,Clear,Trash,Noisy,Empty,Non-text
CTX197802772,113,0,6,11,0,1
CTX197802772,114,0,7,1,0,2
CTX197802772,115,0,4,3,0,1
CTX197802772,116,0,7,2,0,2
CTX197802772,117,0,9,4,0,2
CTX197802772,118,0,16,3,0,2
CTX197802772,119,0,9,4,0,2
CTX197802772,120,0,6,6,0,3
CTX197802772,121,0,8,19,0,4
CTX197802772,122,0,3,2,0,2
CTX197802772,123,0,7,9,0,8
CTX197802772,124,0,5,4,0,4
CTX197802772,125,0,7,17,0,4
CTX197802772,126,0,4,6,0,2
CTX197802772,127,1,3,20,0,3
CTX197802772,128,0,9,17,0,4
CTX197802772,129,1,8,1,0,3
CTX197802772,130,1,2,8,0,3
CTX197802772,131,0,6,3,0,2
CTX197802772,132,0,5,6,0,2
CTX197802772,133,0,7,9,0,4
CTX197802772,134,2,5,14,0,0
CTX197802772,135,0,6,13,0,3
CTX197802772,136,0,9,11,0,1
CTX197802772,137,0,10,5,0,2
CTX197802772,138,0,8,11,0,2
CTX197802772,139,0,5,2,0,3
CTX197802772,140,0,6,3,0,2
CTX197802772,141,0,8,8,0,4
CTX197802772,142,0,6,4,0,2
CTX197802772,143,0,4,5,0,1
CTX197802772,144,0,8,22,0,1
CTX197802772,145,0,7,7,0,2
CTX197802772,146,0,7,0,0,2
CTX197802772,147,0,9,6,0,3
CTX197802772,148,0,8,6,0,2
CTX197802772,149,0,9,15,0,12
CTX197802772,150,0,3,8,0,1
CTX197802772,151,1,8,9,0,4
CTX197802772,152,0,2,17,0,2
CTX197802772,153,0,7,3,0,2
CTX197802772,154,0,14,19,0,2
CTX197802772,155,0,8,10,0,1
CTX197802772,156,1,7,21,0,1
CTX197802772,157,0,11,14,0,0
CTX197802772,158,0,6,2,0,1
CTX197802772,159,0,12,14,0,2
CTX197802772,160,0,8,2,0,2
CTX197802772,161,1,9,6,0,5
CTX197802772,162,0,6,6,0,2
CTX197802772,163,0,9,2,0,1
CTX197802772,164,0,6,3,0,2
CTX197802772,165,0,8,12,0,7
CTX197802772,166,0,11,11,0,2
CTX197802772,167,0,6,5,0,6
CTX197802772,168,2,9,24,0,2
CTX197802772,169,0,6,6,0,3
CTX197802772,170,0,12,12,0,2
CTX197802772,171,1,5,1,0,3
CTX197802772,172,0,10,10,0,5
CTX197802772,173,0,8,13,0,5
CTX197802772,174,0,11,17,0,5
CTX197802772,175,0,7,20,0,4
CTX197802772,176,0,7,14,0,13
CTX197802772,177,0,5,9,0,6
CTX197802772,178,0,2,4,0,6
CTX197802772,179,0,6,3,0,2
CTX197802772,180,0,7,14,0,3
CTX197802772,181,1,9,21,0,6
CTX197802772,182,0,3,2,0,2
CTX197802772,183,0,7,7,0,1
CTX197802772,184,0,2,1,0,1
CTX197802772,185,0,2,5,0,2
CTX197802772,186,0,13,16,0,2
CTX197802772,187,0,12,9,0,1
CTX197802772,188,0,9,7,0,1
CTX197802772,189,0,6,6,0,6
CTX197802772,190,0,7,6,0,1
CTX197802772,191,0,1,2,0,3
CTX197802772,192,0,7,7,0,1
CTX197802772,193,0,4,5,0,3
CTX197802772,194,0,7,3,0,2
CTX197802772,195,0,2,2,0,0
CTX197802772,196,0,11,20,0,2
CTX197802772,197,0,8,3,0,2
CTX197802772,198,0,3,5,0,2
CTX197802772,199,0,5,10,0,2
CTX197802772,200,0,8,5,0,2
CTX197802772,201,0,4,3,0,2
CTX197802772,202,0,7,5,0,3
CTX197802772,203,0,5,5,0,3
CTX197802772,204,0,10,20,0,2
CTX197802772,205,0,5,3,0,4
CTX197802772,206,0,6,5,0,2
CTX197802772,207,0,5,6,0,2
CTX197802772,208,0,10,12,0,2
CTX197802772,209,0,5,11,0,2
CTX197802772,210,1,11,13,0,4
CTX197802772,211,0,1,3,0,2
CTX197802772,212,0,6,1,0,1
CTX197802772,213,0,5,5,0,2
CTX197802772,214,0,9,2,0,5
CTX197802772,215,0,4,5,0,1
CTX197802772,216,0,7,4,0,2
CTX197802772,217,0,3,12,0,5
CTX197802772,218,0,8,8,0,1
CTX197802772,219,0,7,3,0,4
CTX197802772,220,0,7,3,0,2
CTX197802772,221,0,7,3,0,1
CTX197802772,222,0,5,4,0,3
CTX197802772,223,0,7,6,0,3
CTX197802772,224,0,5,11,0,2
CTX197802772,225,0,9,17,0,1
CTX197802772,226,0,10,19,0,1
CTX197802772,227,0,5,12,0,7
CTX197802772,228,1,4,9,0,6
CTX197802772,229,1,8,16,0,2
CTX197802772,230,0,6,3,0,1
CTX197802772,231,0,10,18,0,1
CTX197802772,232,0,3,2,0,1
CTX197802772,233,0,6,19,0,3
CTX197802772,234,0,6,21,0,3
CTX197802772,235,0,8,6,0,8
CTX197802772,236,0,8,4,0,2
CTX197802772,237,0,7,0,0,2
CTX197802772,238,0,7,2,0,1
CTX197802772,239,0,11,6,0,2
CTX197802772,240,0,9,18,0,4
CTX197802772,241,0,8,12,0,3
CTX197802772,242,0,8,4,0,2
CTX197802772,243,1,9,17,0,5
CTX197802772,244,0,6,8,0,2
CTX197802772,245,0,6,8,0,2
CTX197802772,246,0,5,4,0,2
CTX197802772,247,0,3,1,0,2
CTX197802772,248,0,9,4,0,1
CTX197802772,249,0,5,4,0,2
CTX197802772,250,0,4,4,0,1
CTX197802772,251,0,10,9,0,2
CTX197802772,252,1,7,6,0,1
CTX197802772,253,0,5,1,0,1
CTX197802772,254,0,13,12,0,2
CTX197802772,255,0,4,18,0,1
CTX197802772,256,0,5,13,0,1
CTX197802772,257,0,5,20,0,2
CTX197802772,258,0,7,15,0,1
CTX197802772,259,1,2,5,0,4
CTX197802772,260,0,2,17,0,2
CTX197802772,261,0,3,13,0,1
CTX197802772,262,0,4,3,0,1
CTX197802772,263,0,8,8,0,3
CTX197802772,264,0,2,3,0,2
CTX197802772,265,0,9,2,0,2
CTX197802772,266,0,5,3,0,2
CTX197802772,267,0,4,19,0,2
CTX197802772,268,0,4,5,0,2
CTX197802772,269,0,5,2,0,2
CTX197802772,270,0,7,4,0,4
CTX197802772,271,0,3,10,0,1
CTX197802772,272,0,8,6,0,5
CTX197802772,273,0,5,6,0,3
CTX197802772,274,0,7,2,0,2
CTX197802772,275,0,3,9,0,6
CTX197802772,276,0,5,5,0,4
CTX197802772,277,0,2,4,0,4
CTX197802772,278,0,6,13,0,5
CTX197802772,279,0,3,3,0,2
CTX197802772,280,0,8,4,0,4
CTX197802772,281,0,6,3,0,2
CTX197802772,282,0,5,3,0,4
CTX197802772,283,0,5,3,0,1
CTX197802772,284,0,8,14,0,9
CTX197802772,285,0,3,3,0,2
CTX197802772,286,1,7,5,0,4
CTX197802772,287,0,1,9,0,5
CTX197802772,288,0,12,8,0,3
CTX197802772,289,0,4,3,0,4
CTX197802772,290,0,6,6,0,3
CTX197802772,291,0,5,0,0,1
CTX197802772,292,0,4,2,0,3
CTX197802772,293,1,12,7,0,14
CTX197802772,294,0,6,3,0,3
CTX197802772,295,0,10,8,0,7
CTX197802772,296,0,9,8,0,5
CTX197802772,297,0,3,2,0,3
CTX197802772,298,0,9,3,0,2
CTX197802772,299,1,6,10,0,2
CTX197802772,300,0,5,7,0,5
CTX197802772,301,0,4,3,0,3
CTX197802772,302,1,9,15,0,8
CTX197802772,303,0,10,6,0,6
CTX197802772,304,1,5,2,0,2
CTX197802772,305,0,6,6,0,6
CTX197802772,306,0,6,2,0,3
CTX197802772,307,0,7,24,0,1
CTX197802772,308,0,1,4,0,4
CTX197802772,309,1,4,4,0,2
CTX197802772,310,0,18,5,0,4
CTX197802772,311,0,14,13,0,5
CTX197802772,312,0,5,4,0,4
CTX197802772,313,1,9,9,0,6
CTX197802772,314,0,5,4,0,3
CTX197802772,315,0,9,1,0,2
CTX197802772,316,0,6,1,0,1
CTX197802772,317,0,6,1,0,2
CTX197802772,318,0,9,7,0,3
CTX197802772,319,0,8,5,0,2
CTX197802772,320,0,2,4,0,7
CTX197802772,321,0,7,5,0,3
CTX197802772,322,0,7,2,0,4
CTX197802772,323,0,6,2,0,4
CTX197802772,324,0,7,10,0,3
CTX197802772,325,0,8,6,0,6
CTX197802772,326,0,5,13,0,7
CTX197802772,327,0,3,6,0,3
CTX197802772,328,0,6,1,0,2
CTX197802772,329,1,7,13,0,2
CTX197802772,330,0,12,24,0,4
CTX197802772,331,0,0,3,0,0
CTX197802772,332,0,7,8,0,3
CTX197802772,333,0,9,11,0,3
CTX197802772,334,0,3,2,0,3
CTX197802772,335,0,9,7,0,1
CTX197802772,336,1,10,13,0,3
CTX197802772,337,0,7,3,0,2
CTX197802772,338,0,7,10,0,2
CTX197802772,339,0,2,6,0,4
CTX197802772,340,0,10,3,0,1
CTX197802772,341,0,8,4,0,5
CTX197802772,342,0,4,4,0,3
CTX197802772,343,0,4,15,0,10
CTX197802772,344,0,2,4,0,5
CTX197802772,345,0,6,1,0,2
CTX197802772,346,1,7,13,0,11
CTX197802772,347,0,4,3,0,5
CTX197802772,348,1,4,9,0,5
CTX197802772,349,0,3,5,0,3
CTX197802772,350,0,6,2,0,3
CTX197802772,351,1,7,3,0,3
CTX197802772,352,0,7,4,0,3
CTX197802772,353,0,6,2,0,1
CTX197802772,354,0,8,11,0,6
CTX197802772,355,0,6,9,0,1
CTX197802772,356,1,7,8,0,1
CTX197802772,357,0,7,3,0,3
CTX197802772,358,0,6,5,0,3
CTX197802772,359,0,6,5,0,2
CTX197802772,360,0,4,4,0,2
CTX197802772,361,0,2,3,0,5
CTX197802772,362,0,8,14,0,1
CTX197802772,363,0,16,15,0,2
CTX197802772,364,1,11,17,0,0
CTX197802772,365,0,3,3,0,2
CTX197802772,366,0,2,3,0,1
CTX197802772,367,0,4,4,0,3
CTX197802772,368,0,5,2,0,1
CTX197802772,369,0,4,2,0,3
CTX197802772,370,0,10,17,0,1
CTX197802772,371,1,3,1,0,2
CTX197802772,372,0,9,4,0,2
CTX197802772,373,0,11,1,0,2
CTX197802772,374,0,6,3,0,2
CTX197802772,375,0,12,18,0,4
CTX197802772,376,0,6,9,0,0
CTX197802772,377,0,7,2,0,1
CTX197802772,378,0,2,1,0,1
CTX197802772,379,0,3,3,0,1
CTX197802772,380,0,9,14,0,4
CTX197802772,381,0,3,2,0,0
CTX197802772,382,0,7,2,0,1
CTX197802772,383,0,9,3,0,1
CTX197802772,384,0,4,7,0,0
CTX197802772,385,0,8,11,0,2
CTX197802772,386,0,8,11,0,3
CTX197802772,387,0,1,5,0,3
CTX197802772,388,0,19,9,0,2
CTX197802772,389,0,10,21,0,0
CTX197802772,390,0,4,3,0,1
CTX197802772,391,0,14,8,0,2
CTX197802772,392,0,6,5,0,0
CTX197802772,393,1,11,4,0,1
CTX197802772,394,0,10,14,0,2
CTX197802772,395,0,16,22,0,0
CTX197802772,396,0,2,3,0,2
CTX197802772,397,0,13,14,0,0
CTX197802772,398,0,10,20,0,2
CTX197802772,399,0,8,26,0,1
CTX197802772,400,0,1,2,0,1
CTX197802772,401,0,5,1,0,3
CTX197802772,402,0,9,15,0,1
CTX197802772,403,0,17,13,0,1
CTX197802772,404,0,12,16,0,4
CTX197802772,405,0,1,3,0,1
CTX197802772,406,0,12,24,0,0
CTX197802772,407,0,4,2,0,0
CTX197802772,408,0,8,11,0,1
CTX197802772,409,0,14,20,0,2
CTX197802772,410,0,15,22,0,1
CTX197802772,411,0,6,12,0,3
CTX197802772,412,0,11,15,0,3
CTX197802772,413,0,6,5,0,3
CTX197802772,414,0,6,15,0,1
CTX197802772,415,0,7,2,0,1
CTX197802772,416,0,8,21,0,0
CTX197802772,417,0,7,13,0,1
CTX197802772,418,0,9,24,0,4
CTX197802772,419,0,11,12,0,1
CTX197802772,420,0,9,5,0,1
CTX197802772,421,0,11,8,0,1
CTX197802772,422,0,4,7,0,3
CTX197802772,423,0,8,2,0,1
CTX197802772,424,0,11,10,0,1
CTX197802772,425,0,10,13,0,1
CTX197802772,426,0,6,4,0,1
CTX197802772,427,0,4,6,0,2
CTX197802772,428,1,9,15,0,0
CTX197802772,429,0,2,7,0,1
CTX197802772,430,0,3,14,0,1
CTX197802772,431,0,2,4,0,0
CTX197802772,432,0,1,5,0,0
CTX197802772,433,2,6,13,0,1
CTX197802772,434,1,4,17,0,3
CTX197802772,435,0,8,3,0,1
CTX197802772,436,0,7,1,0,0
CTX197802772,437,0,2,2,0,3
CTX197802772,438,0,11,13,0,1
CTX197802772,439,0,6,2,0,0
CTX197802772,440,0,2,1,0,1
CTX197802772,441,1,4,10,0,1
CTX197802772,442,0,2,8,0,1
CTX197802772,443,0,2,2,0,1
CTX197802772,444,0,9,4,0,0
CTX197802772,445,1,6,2,0,0
CTX197802772,446,0,6,3,0,0
CTX197802772,447,0,7,2,0,0
CTX197802772,448,0,3,4,0,1
CTX197802772,449,0,15,6,0,0
CTX197802772,450,0,7,1,0,1
CTX197802772,451,0,11,22,0,1
CTX197802772,452,0,16,16,0,1
CTX197802772,453,0,5,1,0,3
CTX197802772,454,0,11,21,0,1
CTX197802772,455,1,15,17,0,0
CTX197802772,456,0,3,5,0,2
CTX197802772,457,0,11,9,0,1
CTX197802772,458,0,7,3,0,3
CTX197802772,459,0,10,13,0,1
CTX197802772,460,0,10,2,0,1
CTX197802772,461,0,8,3,0,0
CTX197802772,462,0,10,16,0,0
CTX197802772,463,0,7,4,0,1
CTX197802772,464,0,4,1,0,0
CTX197802772,465,0,7,2,0,2
CTX197802772,466,0,6,4,0,0
CTX197802772,467,0,6,2,0,0
CTX197802772,468,0,6,6,0,0
CTX197802772,469,0,14,7,0,0
CTX197802772,470,0,8,1,0,1
CTX197802772,471,0,9,8,0,0
CTX197802772,472,0,4,6,0,1
CTX197802772,473,0,9,9,0,1
CTX197802772,474,0,7,6,0,2
CTX197802772,475,0,9,6,0,1
CTX197802772,476,0,8,4,0,2
CTX197802772,477,0,13,10,0,0
CTX197802772,478,0,4,9,0,0
CTX197802772,479,0,7,2,0,0
CTX197802772,480,0,5,7,0,1
CTX197802772,481,0,5,11,0,0
CTX197802772,482,0,13,19,0,2
CTX197802772,483,1,14,18,0,0
CTX197802772,484,0,8,17,0,1
CTX197802772,485,1,9,18,0,0
CTX197802772,486,1,8,6,0,0
CTX197802772,487,0,2,3,0,1
CTX197802772,488,0,8,13,0,0
CTX197802772,489,0,8,3,0,1
CTX197802772,490,0,5,6,0,1
CTX197802772,491,0,5,10,0,0
CTX197802772,492,0,9,1,0,1
CTX197802772,493,0,3,5,0,1
CTX197802772,494,0,7,2,0,1
CTX197802772,495,0,6,4,0,1
CTX197802772,496,0,8,6,0,2
CTX197802772,497,0,4,5,0,2
CTX197802772,498,0,7,11,0,3
CTX197802772,499,0,1,4,0,2
