file,page_num,Clear,Trash,Noisy,Empty,Non-text
CTX196801245,1,0,12,3,0,1
CTX196801245,2,0,7,5,0,5
CTX196801245,3,0,34,24,0,4
CTX196801245,4,0,16,4,0,12
CTX196801245,5,0,7,20,0,0
CTX196801245,6,0,9,19,0,1
CTX196801245,7,0,11,17,0,1
CTX196801245,8,0,5,24,0,0
CTX196801245,9,0,12,16,0,1
CTX196801245,10,0,5,20,0,3
CTX196801245,11,0,9,20,0,1
CTX196801245,12,0,4,25,0,1
CTX196801245,13,0,10,19,0,1
CTX196801245,14,0,9,20,0,1
CTX196801245,15,0,7,21,0,1
CTX196801245,16,0,16,13,0,1
CTX196801245,17,0,7,22,0,1
CTX196801245,18,0,10,17,0,1
CTX196801245,19,0,7,21,0,1
CTX196801245,20,0,9,19,0,1
CTX196801245,21,0,10,17,0,2
CTX196801245,22,1,4,22,0,2
CTX196801245,23,0,9,18,0,2
CTX196801245,24,1,9,19,0,1
CTX196801245,25,0,9,20,0,1
CTX196801245,26,0,14,15,0,1
CTX196801245,27,1,6,22,0,1
CTX196801245,28,0,12,16,0,2
CTX196801245,29,0,14,15,0,1
CTX196801245,30,0,12,15,0,1
CTX196801245,31,2,3,24,0,1
CTX196801245,32,0,15,14,0,1
CTX196801245,33,0,10,19,0,1
CTX196801245,34,0,14,15,0,1
CTX196801245,35,0,11,19,0,1
CTX196801245,36,0,13,16,0,1
CTX196801245,37,0,10,19,0,1
CTX196801245,38,0,8,20,0,2
CTX196801245,39,0,10,19,0,1
CTX196801245,40,0,15,14,0,1
CTX196801245,41,0,17,12,0,1
CTX196801245,42,0,16,12,0,2
CTX196801245,43,1,4,23,0,1
CTX196801245,44,0,10,17,0,2
CTX196801245,45,0,12,16,0,1
CTX196801245,46,0,9,19,0,2
CTX196801245,47,0,8,21,0,1
CTX196801245,48,0,7,23,0,1
CTX196801245,49,0,17,15,0,0
CTX196801245,50,0,24,7,0,84
CTX196801245,51,0,17,10,0,1
CTX196801245,52,0,13,12,0,2
CTX196801245,53,1,1,2,0,0
CTX196801245,54,0,8,9,0,0
CTX196801245,55,0,37,8,0,0
CTX196801245,57,0,0,0,0,1
CTX196801245,58,0,6,2,0,3
CTX196801245,59,0,8,4,0,0
CTX196801245,60,0,22,7,0,16
CTX196801245,61,0,13,13,0,1
CTX196801245,62,0,1,0,0,1
CTX196801245,63,0,19,12,0,1
CTX196801245,64,0,29,2,0,21
CTX196801245,65,1,14,11,0,0
CTX196801245,66,0,78,5,0,399
CTX196801245,67,0,2,12,0,0
CTX196801245,68,0,16,6,0,1
CTX196801245,69,0,14,7,0,1
CTX196801245,70,0,1,0,0,0
CTX196801245,71,0,0,1,0,5
CTX196801245,72,0,1,1,0,0
CTX196801245,74,0,1,3,0,3
CTX196801245,75,0,3,0,0,1
CTX196801245,76,0,1,1,0,0
CTX196801245,77,0,4,0,0,2
CTX196801245,78,0,1,0,0,0
CTX196801245,79,0,5,2,0,1
CTX196801245,80,0,2,0,0,1
CTX196801245,81,0,4,1,0,3
CTX196801245,83,0,0,1,0,0
CTX196801245,84,0,1,1,0,1
CTX196801245,85,0,4,0,0,1
CTX196801245,86,0,3,1,0,6
CTX196801245,87,0,2,0,0,4
CTX196801245,88,0,3,0,0,5
CTX196801245,89,0,4,2,0,7
CTX196801245,90,0,2,1,0,1
CTX196801245,92,0,4,1,0,3
CTX196801245,93,0,2,0,0,3
CTX196801245,94,0,2,1,0,1
CTX196801245,95,0,3,1,0,5
CTX196801245,96,0,2,1,0,2
CTX196801245,97,0,4,2,0,4
CTX196801245,98,0,1,1,0,4
CTX196801245,99,0,4,2,0,7
CTX196801245,100,0,1,0,0,0
CTX196801245,101,0,5,0,0,7
CTX196801245,102,0,0,2,0,0
CTX196801245,103,0,0,0,0,1
CTX196801245,104,0,1,2,0,2
CTX196801245,105,0,3,0,0,3
CTX196801245,106,0,0,1,0,1
CTX196801245,107,0,3,0,0,4
CTX196801245,108,0,0,1,0,2
CTX196801245,109,0,0,4,0,1
