file,page_num,Clear,Empty,Non-text,Noisy,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX198603218,1,23,1,1,0,0,309,2091,0.8862826086956521,0.014421739130434782,0.9882347826086957,83.6195652173913,0.0,0.39054347826086955,0.5000347826086956,0.0,ces
